run_id,role,coordination,count
V_coord_identified_material_r0_s113_untreated,test,4,273
V_coord_identified_material_r0_s113_untreated,test,5,352
V_coord_identified_material_r0_s113_untreated,test,6,290
V_coord_identified_material_r0_s113_treated,train,4,871
V_coord_identified_material_r0_s113_treated,train,5,847
V_coord_identified_material_r0_s113_treated,train,6,824
V_coord_identified_material_r0_s113_treated,validation,4,327
V_coord_identified_material_r0_s113_treated,validation,5,303
V_coord_identified_material_r0_s113_treated,validation,6,270
V_coord_identified_material_r0_s113_treated,test,4,273
V_coord_identified_material_r0_s113_treated,test,5,352
V_coord_identified_material_r0_s113_treated,test,6,290
V_coord_identified_material_r1_s113_untreated,train,4,906
V_coord_identified_material_r1_s113_untreated,train,5,945
V_coord_identified_material_r1_s113_untreated,train,6,811
V_coord_identified_material_r1_s113_untreated,validation,4,297
V_coord_identified_material_r1_s113_untreated,validation,5,268
V_coord_identified_material_r1_s113_untreated,validation,6,271
V_coord_identified_material_r1_s113_untreated,test,4,268
V_coord_identified_material_r1_s113_untreated,test,5,289
V_coord_identified_material_r1_s113_untreated,test,6,302
V_coord_identified_material_r1_s113_treated,train,4,906
V_coord_identified_material_r1_s113_treated,train,5,945
V_coord_identified_material_r1_s113_treated,train,6,811
V_coord_identified_material_r1_s113_treated,validation,4,297
V_coord_identified_material_r1_s113_treated,validation,5,268
V_coord_identified_material_r1_s113_treated,validation,6,271
V_coord_identified_material_r1_s113_treated,test,4,268
V_coord_identified_material_r1_s113_treated,test,5,289
V_coord_identified_material_r1_s113_treated,test,6,302
V_coord_spectrum_r0_s113_untreated,train,4,888
V_coord_spectrum_r0_s113_untreated,train,5,910
V_coord_spectrum_r0_s113_untreated,train,6,815
V_coord_spectrum_r0_s113_untreated,validation,4,292
V_coord_spectrum_r0_s113_untreated,validation,5,302
V_coord_spectrum_r0_s113_untreated,validation,6,278
V_coord_spectrum_r0_s113_untreated,test,4,291
V_coord_spectrum_r0_s113_untreated,test,5,290
V_coord_spectrum_r0_s113_untreated,test,6,291
V_coord_spectrum_r0_s113_treated,train,4,888
V_coord_spectrum_r0_s113_treated,train,5,910
V_coord_spectrum_r0_s113_treated,train,6,815
V_coord_spectrum_r0_s113_treated,validation,4,292
V_coord_spectrum_r0_s113_treated,validation,5,302
V_coord_spectrum_r0_s113_treated,validation,6,278
V_coord_spectrum_r0_s113_treated,test,4,291
V_coord_spectrum_r0_s113_treated,test,5,290
V_coord_spectrum_r0_s113_treated,test,6,291
V_coord_spectrum_r1_s113_untreated,train,4,860
V_coord_spectrum_r1_s113_untreated,train,5,909
V_coord_spectrum_r1_s113_untreated,train,6,844
V_coord_spectrum_r1_s113_untreated,validation,4,309
V_coord_spectrum_r1_s113_untreated,validation,5,284
V_coord_spectrum_r1_s113_untreated,validation,6,279
V_coord_spectrum_r1_s113_untreated,test,4,302
V_coord_spectrum_r1_s113_untreated,test,5,309
V_coord_spectrum_r1_s113_untreated,test,6,261
V_coord_spectrum_r1_s113_treated,train,4,860
V_coord_spectrum_r1_s113_treated,train,5,909
V_coord_spectrum_r1_s113_treated,train,6,844
V_coord_spectrum_r1_s113_treated,validation,4,309
V_coord_spectrum_r1_s113_treated,validation,5,284
V_coord_spectrum_r1_s113_treated,validation,6,279
V_coord_spectrum_r1_s113_treated,test,4,302
V_coord_spectrum_r1_s113_treated,test,5,309
V_coord_spectrum_r1_s113_treated,test,6,261
Cr_coord_identified_material_r0_s113_untreated,train,4,167
Cr_coord_identified_material_r0_s113_untreated,train,5,158
Cr_coord_identified_material_r0_s113_untreated,train,6,395
Cr_coord_identified_material_r0_s113_untreated,validation,4,61
Cr_coord_identified_material_r0_s113_untreated,validation,5,42
Cr_coord_identified_material_r0_s113_untreated,validation,6,121
Cr_coord_identified_material_r0_s113_untreated,test,4,67
Cr_coord_identified_material_r0_s113_untreated,test,5,67
Cr_coord_identified_material_r0_s113_untreated,test,6,107
Cr_coord_identified_material_r0_s113_treated,train,4,167
Cr_coord_identified_material_r0_s113_treated,train,5,158
Cr_coord_identified_material_r0_s113_treated,train,6,395
Cr_coord_identified_material_r0_s113_treated,validation,4,61
Cr_coord_identified_material_r0_s113_treated,validation,5,42
Cr_coord_identified_material_r0_s113_treated,validation,6,121
Cr_coord_identified_material_r0_s113_treated,test,4,67
Cr_coord_identified_material_r0_s113_treated,test,5,67
Cr_coord_identified_material_r0_s113_treated,test,6,107
Cr_coord_identified_material_r1_s113_untreated,train,4,176
Cr_coord_identified_material_r1_s113_untreated,train,5,170
Cr_coord_identified_material_r1_s113_untreated,train,6,370
Cr_coord_identified_material_r1_s113_untreated,validation,4,57
Cr_coord_identified_material_r1_s113_untreated,validation,5,50
Cr_coord_identified_material_r1_s113_untreated,validation,6,130
Cr_coord_identified_material_r1_s113_untreated,test,4,62
Cr_coord_identified_material_r1_s113_untreated,test,5,47
Cr_coord_identified_material_r1_s113_untreated,test,6,123
Cr_coord_identified_material_r1_s113_treated,train,4,176
Cr_coord_identified_material_r1_s113_treated,train,5,170
Cr_coord_identified_material_r1_s113_treated,train,6,370
Cr_coord_identified_material_r1_s113_treated,validation,4,57
Cr_coord_identified_material_r1_s113_treated,validation,5,50
Cr_coord_identified_material_r1_s113_treated,validation,6,130
Cr_coord_identified_material_r1_s113_treated,test,4,62
Cr_coord_identified_material_r1_s113_treated,test,5,47
Cr_coord_identified_material_r1_s113_treated,test,6,123
Cr_coord_spectrum_r0_s113_untreated,train,4,171
Cr_coord_spectrum_r0_s113_untreated,train,5,156
Cr_coord_spectrum_r0_s113_untreated,train,6,384
Cr_coord_spectrum_r0_s113_untreated,validation,4,63
Cr_coord_spectrum_r0_s113_untreated,validation,5,51
Cr_coord_spectrum_r0_s113_untreated,validation,6,123
Cr_coord_spectrum_r0_s113_untreated,test,4,61
Cr_coord_spectrum_r0_s113_untreated,test,5,60
Cr_coord_spectrum_r0_s113_untreated,test,6,116
Cr_coord_spectrum_r0_s113_treated,train,4,171
Cr_coord_spectrum_r0_s113_treated,train,5,156
Cr_coord_spectrum_r0_s113_treated,train,6,384
Cr_coord_spectrum_r0_s113_treated,validation,4,63
Cr_coord_spectrum_r0_s113_treated,validation,5,51
Cr_coord_spectrum_r0_s113_treated,validation,6,123
Cr_coord_spectrum_r0_s113_treated,test,4,61
Cr_coord_spectrum_r0_s113_treated,test,5,60
Cr_coord_spectrum_r0_s113_treated,test,6,116
Cr_coord_spectrum_r1_s113_untreated,train,4,166
Cr_coord_spectrum_r1_s113_untreated,train,5,164
Cr_coord_spectrum_r1_s113_untreated,train,6,381
Cr_coord_spectrum_r1_s113_untreated,validation,4,60
Cr_coord_spectrum_r1_s113_untreated,validation,5,59
Cr_coord_spectrum_r1_s113_untreated,validation,6,118
Cr_coord_spectrum_r1_s113_untreated,test,4,69
Cr_coord_spectrum_r1_s113_untreated,test,5,44
Cr_coord_spectrum_r1_s113_untreated,test,6,124
Cr_coord_spectrum_r1_s113_treated,train,4,166
Cr_coord_spectrum_r1_s113_treated,train,5,164
Cr_coord_spectrum_r1_s113_treated,train,6,381
Cr_coord_spectrum_r1_s113_treated,validation,4,60
Cr_coord_spectrum_r1_s113_treated,validation,5,59
Cr_coord_spectrum_r1_s113_treated,validation,6,118
Cr_coord_spectrum_r1_s113_treated,test,4,69
Cr_coord_spectrum_r1_s113_treated,test,5,44
Cr_coord_spectrum_r1_s113_treated,test,6,124
Mn_coord_identified_material_r0_s113_untreated,train,4,101
Mn_coord_identified_material_r0_s113_untreated,train,5,1650
Mn_coord_identified_material_r0_s113_untreated,train,6,1077
Mn_coord_identified_material_r0_s113_untreated,validation,4,46
Mn_coord_identified_material_r0_s113_untreated,validation,5,520
Mn_coord_identified_material_r0_s113_untreated,validation,6,350
Mn_coord_identified_material_r0_s113_untreated,test,4,27
Mn_coord_identified_material_r0_s113_untreated,test,5,519
Mn_coord_identified_material_r0_s113_untreated,test,6,340
Mn_coord_identified_material_r0_s113_treated,train,4,101
Mn_coord_identified_material_r0_s113_treated,train,5,1650
Mn_coord_identified_material_r0_s113_treated,train,6,1077
Mn_coord_identified_material_r0_s113_treated,validation,4,46
Mn_coord_identified_material_r0_s113_treated,validation,5,520
Mn_coord_identified_material_r0_s113_treated,validation,6,350
Mn_coord_identified_material_r0_s113_treated,test,4,27
Mn_coord_identified_material_r0_s113_treated,test,5,519
Mn_coord_identified_material_r0_s113_treated,test,6,340
Mn_coord_identified_material_r1_s113_untreated,train,4,101
Mn_coord_identified_material_r1_s113_untreated,train,5,1663
Mn_coord_identified_material_r1_s113_untreated,train,6,1056
Mn_coord_identified_material_r1_s113_untreated,validation,4,46
Mn_coord_identified_material_r1_s113_untreated,validation,5,505
Mn_coord_identified_material_r1_s113_untreated,validation,6,322
Mn_coord_identified_material_r1_s113_untreated,test,4,27
Mn_coord_identified_material_r1_s113_untreated,test,5,521
Mn_coord_identified_material_r1_s113_untreated,test,6,389
Mn_coord_identified_material_r1_s113_treated,train,4,101
Mn_coord_identified_material_r1_s113_treated,train,5,1663
Mn_coord_identified_material_r1_s113_treated,train,6,1056
Mn_coord_identified_material_r1_s113_treated,validation,4,46
Mn_coord_identified_material_r1_s113_treated,validation,5,505
Mn_coord_identified_material_r1_s113_treated,validation,6,322
Mn_coord_identified_material_r1_s113_treated,test,4,27
Mn_coord_identified_material_r1_s113_treated,test,5,521
Mn_coord_identified_material_r1_s113_treated,test,6,389
Mn_coord_spectrum_r0_s113_untreated,train,4,104
Mn_coord_spectrum_r0_s113_untreated,train,5,1622
Mn_coord_spectrum_r0_s113_untreated,train,6,1052
Mn_coord_spectrum_r0_s113_untreated,validation,4,34
Mn_coord_spectrum_r0_s113_untreated,validation,5,547
Mn_coord_spectrum_r0_s113_untreated,validation,6,345
Mn_coord_spectrum_r0_s113_untreated,test,4,36
Mn_coord_spectrum_r0_s113_untreated,test,5,520
Mn_coord_spectrum_r0_s113_untreated,test,6,370
Mn_coord_spectrum_r0_s113_treated,train,4,104
Mn_coord_spectrum_r0_s113_treated,train,5,1622
Mn_coord_spectrum_r0_s113_treated,train,6,1052
Mn_coord_spectrum_r0_s113_treated,validation,4,34
Mn_coord_spectrum_r0_s113_treated,validation,5,547
Mn_coord_spectrum_r0_s113_treated,validation,6,345
Mn_coord_spectrum_r0_s113_treated,test,4,36
Mn_coord_spectrum_r0_s113_treated,test,5,520
Mn_coord_spectrum_r0_s113_treated,test,6,370
Mn_coord_spectrum_r1_s113_untreated,train,4,108
Mn_coord_spectrum_r1_s113_untreated,train,5,1609
Mn_coord_spectrum_r1_s113_untreated,train,6,1061
Mn_coord_spectrum_r1_s113_untreated,validation,4,33
Mn_coord_spectrum_r1_s113_untreated,validation,5,530
Mn_coord_spectrum_r1_s113_untreated,validation,6,363
Mn_coord_spectrum_r1_s113_untreated,test,4,33
Mn_coord_spectrum_r1_s113_untreated,test,5,550
Mn_coord_spectrum_r1_s113_untreated,test,6,343
Mn_coord_spectrum_r1_s113_treated,train,4,108
Mn_coord_spectrum_r1_s113_treated,train,5,1609
Mn_coord_spectrum_r1_s113_treated,train,6,1061
Mn_coord_spectrum_r1_s113_treated,validation,4,33
Mn_coord_spectrum_r1_s113_treated,validation,5,530
Mn_coord_spectrum_r1_s113_treated,validation,6,363
Mn_coord_spectrum_r1_s113_treated,test,4,33
Mn_coord_spectrum_r1_s113_treated,test,5,550
Mn_coord_spectrum_r1_s113_treated,test,6,343
Fe_coord_identified_material_r0_s113_untreated,train,4,404
Fe_coord_identified_material_r0_s113_untreated,train,5,1293
Fe_coord_identified_material_r0_s113_untreated,train,6,832
Fe_coord_identified_material_r0_s113_untreated,validation,4,109
Fe_coord_identified_material_r0_s113_untreated,validation,5,415
Fe_coord_identified_material_r0_s113_untreated,validation,6,290
Fe_coord_identified_material_r0_s113_untreated,test,4,113
Fe_coord_identified_material_r0_s113_untreated,test,5,426
Fe_coord_identified_material_r0_s113_untreated,test,6,265
Fe_coord_identified_material_r0_s113_treated,train,4,404
Fe_coord_identified_material_r0_s113_treated,train,5,1293
Fe_coord_identified_material_r0_s113_treated,train,6,832
Fe_coord_identified_material_r0_s113_treated,validation,4,109
Fe_coord_identified_material_r0_s113_treated,validation,5,415
Fe_coord_identified_material_r0_s113_treated,validation,6,290
Fe_coord_identified_material_r0_s113_treated,test,4,113
Fe_coord_identified_material_r0_s113_treated,test,5,426
Fe_coord_identified_material_r0_s113_treated,test,6,265
Fe_coord_identified_material_r1_s113_untreated,train,4,408
Fe_coord_identified_material_r1_s113_untreated,train,5,1292
Fe_coord_identified_material_r1_s113_untreated,train,6,846
Fe_coord_identified_material_r1_s113_untreated,validation,4,120
Fe_coord_identified_material_r1_s113_untreated,validation,5,380
Fe_coord_identified_material_r1_s113_untreated,validation,6,256
Fe_coord_identified_material_r1_s113_untreated,test,4,98
Fe_coord_identified_material_r1_s113_untreated,test,5,462
Fe_coord_identified_material_r1_s113_untreated,test,6,285
Fe_coord_identified_material_r1_s113_treated,train,4,408
Fe_coord_identified_material_r1_s113_treated,train,5,1292
Fe_coord_identified_material_r1_s113_treated,train,6,846
Fe_coord_identified_material_r1_s113_treated,validation,4,120
Fe_coord_identified_material_r1_s113_treated,validation,5,380
Fe_coord_identified_material_r1_s113_treated,validation,6,256
Fe_coord_identified_material_r1_s113_treated,test,4,98
Fe_coord_identified_material_r1_s113_treated,test,5,462
Fe_coord_identified_material_r1_s113_treated,test,6,285
Fe_coord_spectrum_r0_s113_untreated,train,4,385
Fe_coord_spectrum_r0_s113_untreated,train,5,1263
Fe_coord_spectrum_r0_s113_untreated,train,6,839
Fe_coord_spectrum_r0_s113_untreated,validation,4,116
Fe_coord_spectrum_r0_s113_untreated,validation,5,429
Fe_coord_spectrum_r0_s113_untreated,validation,6,285
Fe_coord_spectrum_r0_s113_untreated,test,4,125
Fe_coord_spectrum_r0_s113_untreated,test,5,442
Fe_coord_spectrum_r0_s113_untreated,test,6,263
Fe_coord_spectrum_r0_s113_treated,train,4,385
Fe_coord_spectrum_r0_s113_treated,train,5,1263
Fe_coord_spectrum_r0_s113_treated,train,6,839
Fe_coord_spectrum_r0_s113_treated,validation,4,116
Fe_coord_spectrum_r0_s113_treated,validation,5,429
Fe_coord_spectrum_r0_s113_treated,validation,6,285
Fe_coord_spectrum_r0_s113_treated,test,4,125
Fe_coord_spectrum_r0_s113_treated,test,5,442
Fe_coord_spectrum_r0_s113_treated,test,6,263
Fe_coord_spectrum_r1_s113_untreated,train,4,359
Fe_coord_spectrum_r1_s113_untreated,train,5,1274
Fe_coord_spectrum_r1_s113_untreated,train,6,854
Fe_coord_spectrum_r1_s113_untreated,validation,4,137
Fe_coord_spectrum_r1_s113_untreated,validation,5,429
Fe_coord_spectrum_r1_s113_untreated,validation,6,264
Fe_coord_spectrum_r1_s113_untreated,test,4,130
Fe_coord_spectrum_r1_s113_untreated,test,5,431
Fe_coord_spectrum_r1_s113_untreated,test,6,269
Fe_coord_spectrum_r1_s113_treated,train,4,359
Fe_coord_spectrum_r1_s113_treated,train,5,1274
Fe_coord_spectrum_r1_s113_treated,train,6,854
Fe_coord_spectrum_r1_s113_treated,validation,4,137
Fe_coord_spectrum_r1_s113_treated,validation,5,429
Fe_coord_spectrum_r1_s113_treated,validation,6,264
Fe_coord_spectrum_r1_s113_treated,test,4,130
Fe_coord_spectrum_r1_s113_treated,test,5,431
Fe_coord_spectrum_r1_s113_treated,test,6,269
Co_coord_identified_material_r0_s113_untreated,train,4,271
Co_coord_identified_material_r0_s113_untreated,train,5,440
Co_coord_identified_material_r0_s113_untreated,train,6,744
Co_coord_identified_material_r0_s113_untreated,validation,4,71
Co_coord_identified_material_r0_s113_untreated,validation,5,162
Co_coord_identified_material_r0_s113_untreated,validation,6,231
Co_coord_identified_material_r0_s113_untreated,test,4,53
Co_coord_identified_material_r0_s113_untreated,test,5,148
Co_coord_identified_material_r0_s113_untreated,test,6,248
Co_coord_identified_material_r0_s113_treated,train,4,271
Co_coord_identified_material_r0_s113_treated,train,5,440
Co_coord_identified_material_r0_s113_treated,train,6,744
Co_coord_identified_material_r0_s113_treated,validation,4,71
Co_coord_identified_material_r0_s113_treated,validation,5,162
Co_coord_identified_material_r0_s113_treated,validation,6,231
Co_coord_identified_material_r0_s113_treated,test,4,53
Co_coord_identified_material_r0_s113_treated,test,5,148
Co_coord_identified_material_r0_s113_treated,test,6,248
Co_coord_identified_material_r1_s113_untreated,train,4,224
Co_coord_identified_material_r1_s113_untreated,train,5,470
Co_coord_identified_material_r1_s113_untreated,train,6,730
Co_coord_identified_material_r1_s113_untreated,validation,4,78
Co_coord_identified_material_r1_s113_untreated,validation,5,143
Co_coord_identified_material_r1_s113_untreated,validation,6,238
Co_coord_identified_material_r1_s113_untreated,test,4,93
Co_coord_identified_material_r1_s113_untreated,test,5,137
Co_coord_identified_material_r1_s113_untreated,test,6,255
Co_coord_identified_material_r1_s113_treated,train,4,224
Co_coord_identified_material_r1_s113_treated,train,5,470
Co_coord_identified_material_r1_s113_treated,train,6,730
Co_coord_identified_material_r1_s113_treated,validation,4,78
Co_coord_identified_material_r1_s113_treated,validation,5,143
Co_coord_identified_material_r1_s113_treated,validation,6,238
Co_coord_identified_material_r1_s113_treated,test,4,93
Co_coord_identified_material_r1_s113_treated,test,5,137
Co_coord_identified_material_r1_s113_treated,test,6,255
Co_coord_spectrum_r0_s113_untreated,train,4,226
Co_coord_spectrum_r0_s113_untreated,train,5,454
Co_coord_spectrum_r0_s113_untreated,train,6,740
Co_coord_spectrum_r0_s113_untreated,validation,4,80
Co_coord_spectrum_r0_s113_untreated,validation,5,136
Co_coord_spectrum_r0_s113_untreated,validation,6,258
Co_coord_spectrum_r0_s113_untreated,test,4,89
Co_coord_spectrum_r0_s113_untreated,test,5,160
Co_coord_spectrum_r0_s113_untreated,test,6,225
Co_coord_spectrum_r0_s113_treated,train,4,226
Co_coord_spectrum_r0_s113_treated,train,5,454
Co_coord_spectrum_r0_s113_treated,train,6,740
Co_coord_spectrum_r0_s113_treated,validation,4,80
Co_coord_spectrum_r0_s113_treated,validation,5,136
Co_coord_spectrum_r0_s113_treated,validation,6,258
Co_coord_spectrum_r0_s113_treated,test,4,89
Co_coord_spectrum_r0_s113_treated,test,5,160
Co_coord_spectrum_r0_s113_treated,test,6,225
Co_coord_spectrum_r1_s113_untreated,train,4,230
Co_coord_spectrum_r1_s113_untreated,train,5,451
Co_coord_spectrum_r1_s113_untreated,train,6,739
Co_coord_spectrum_r1_s113_untreated,validation,4,89
Co_coord_spectrum_r1_s113_untreated,validation,5,142
Co_coord_spectrum_r1_s113_untreated,validation,6,243
Co_coord_spectrum_r1_s113_untreated,test,4,76
Co_coord_spectrum_r1_s113_untreated,test,5,157
Co_coord_spectrum_r1_s113_untreated,test,6,241
Co_coord_spectrum_r1_s113_treated,train,4,230
Co_coord_spectrum_r1_s113_treated,train,5,451
Co_coord_spectrum_r1_s113_treated,train,6,739
Co_coord_spectrum_r1_s113_treated,validation,4,89
Co_coord_spectrum_r1_s113_treated,validation,5,142
Co_coord_spectrum_r1_s113_treated,validation,6,243
Co_coord_spectrum_r1_s113_treated,test,4,76
Co_coord_spectrum_r1_s113_treated,test,5,157
Co_coord_spectrum_r1_s113_treated,test,6,241
Ni_coord_identified_material_r0_s113_untreated,train,4,57
Ni_coord_identified_material_r0_s113_untreated,train,5,386
Ni_coord_identified_material_r0_s113_untreated,train,6,799
Ni_coord_identified_material_r0_s113_untreated,validation,4,7
Ni_coord_identified_material_r0_s113_untreated,validation,5,100
Ni_coord_identified_material_r0_s113_untreated,validation,6,320
Ni_coord_identified_material_r0_s113_untreated,test,4,30
Ni_coord_identified_material_r0_s113_untreated,test,5,114
Ni_coord_identified_material_r0_s113_untreated,test,6,260
Ni_coord_identified_material_r0_s113_treated,train,4,57
Ni_coord_identified_material_r0_s113_treated,train,5,386
Ni_coord_identified_material_r0_s113_treated,train,6,799
Ni_coord_identified_material_r0_s113_treated,validation,4,7
Ni_coord_identified_material_r0_s113_treated,validation,5,100
Ni_coord_identified_material_r0_s113_treated,validation,6,320
Ni_coord_identified_material_r0_s113_treated,test,4,30
Ni_coord_identified_material_r0_s113_treated,test,5,114
Ni_coord_identified_material_r0_s113_treated,test,6,260
Ni_coord_identified_material_r1_s113_untreated,train,4,44
Ni_coord_identified_material_r1_s113_untreated,train,5,351
Ni_coord_identified_material_r1_s113_untreated,train,6,845
Ni_coord_identified_material_r1_s113_untreated,validation,4,16
Ni_coord_identified_material_r1_s113_untreated,validation,5,116
Ni_coord_identified_material_r1_s113_untreated,validation,6,260
Ni_coord_identified_material_r1_s113_untreated,test,4,34
Ni_coord_identified_material_r1_s113_untreated,test,5,133
Ni_coord_identified_material_r1_s113_untreated,test,6,274
Ni_coord_identified_material_r1_s113_treated,train,4,44
Ni_coord_identified_material_r1_s113_treated,train,5,351
Ni_coord_identified_material_r1_s113_treated,train,6,845
Ni_coord_identified_material_r1_s113_treated,validation,4,16
Ni_coord_identified_material_r1_s113_treated,validation,5,116
Ni_coord_identified_material_r1_s113_treated,validation,6,260
Ni_coord_identified_material_r1_s113_treated,test,4,34
Ni_coord_identified_material_r1_s113_treated,test,5,133
Ni_coord_identified_material_r1_s113_treated,test,6,274
Ni_coord_spectrum_r0_s113_untreated,train,4,55
Ni_coord_spectrum_r0_s113_untreated,train,5,379
Ni_coord_spectrum_r0_s113_untreated,train,6,809
Ni_coord_spectrum_r0_s113_untreated,validation,4,19
Ni_coord_spectrum_r0_s113_untreated,validation,5,111
Ni_coord_spectrum_r0_s113_untreated,validation,6,285
Ni_coord_spectrum_r0_s113_untreated,test,4,20
Ni_coord_spectrum_r0_s113_untreated,test,5,110
Ni_coord_spectrum_r0_s113_untreated,test,6,285
Ni_coord_spectrum_r0_s113_treated,train,4,55
Ni_coord_spectrum_r0_s113_treated,train,5,379
Ni_coord_spectrum_r0_s113_treated,train,6,809
Ni_coord_spectrum_r0_s113_treated,validation,4,19
Ni_coord_spectrum_r0_s113_treated,validation,5,111
Ni_coord_spectrum_r0_s113_treated,validation,6,285
Ni_coord_spectrum_r0_s113_treated,test,4,20
Ni_coord_spectrum_r0_s113_treated,test,5,110
Ni_coord_spectrum_r0_s113_treated,test,6,285
Ni_coord_spectrum_r1_s113_untreated,train,4,56
Ni_coord_spectrum_r1_s113_untreated,train,5,362
Ni_coord_spectrum_r1_s113_untreated,train,6,825
Ni_coord_spectrum_r1_s113_untreated,validation,4,22
Ni_coord_spectrum_r1_s113_untreated,validation,5,113
Ni_coord_spectrum_r1_s113_untreated,validation,6,280
Ni_coord_spectrum_r1_s113_untreated,test,4,16
Ni_coord_spectrum_r1_s113_untreated,test,5,125
Ni_coord_spectrum_r1_s113_untreated,test,6,274
Ni_coord_spectrum_r1_s113_treated,train,4,56
Ni_coord_spectrum_r1_s113_treated,train,5,362
Ni_coord_spectrum_r1_s113_treated,train,6,825
Ni_coord_spectrum_r1_s113_treated,validation,4,22
Ni_coord_spectrum_r1_s113_treated,validation,5,113
Ni_coord_spectrum_r1_s113_treated,validation,6,280
Ni_coord_spectrum_r1_s113_treated,test,4,16
Ni_coord_spectrum_r1_s113_treated,test,5,125
Ni_coord_spectrum_r1_s113_treated,test,6,274
Cu_coord_identified_material_r0_s113_untreated,train,4,175
Cu_coord_identified_material_r0_s113_untreated,train,5,815
Cu_coord_identified_material_r0_s113_untreated,train,6,228
Cu_coord_identified_material_r0_s113_untreated,validation,4,55
