run_id,true_coordination,predicted_coordination,count
V_coord_identified_material_r1_s113_unit_peak,4,4,261
V_coord_identified_material_r1_s113_unit_peak,4,5,7
V_coord_identified_material_r1_s113_unit_peak,4,6,0
V_coord_identified_material_r1_s113_unit_peak,5,4,19
V_coord_identified_material_r1_s113_unit_peak,5,5,229
V_coord_identified_material_r1_s113_unit_peak,5,6,41
V_coord_identified_material_r1_s113_unit_peak,6,4,3
V_coord_identified_material_r1_s113_unit_peak,6,5,51
V_coord_identified_material_r1_s113_unit_peak,6,6,248
V_coord_identified_material_r1_s211_released,4,4,262
V_coord_identified_material_r1_s211_released,4,5,6
V_coord_identified_material_r1_s211_released,4,6,0
V_coord_identified_material_r1_s211_released,5,4,18
V_coord_identified_material_r1_s211_released,5,5,229
V_coord_identified_material_r1_s211_released,5,6,42
V_coord_identified_material_r1_s211_released,6,4,1
V_coord_identified_material_r1_s211_released,6,5,60
V_coord_identified_material_r1_s211_released,6,6,241
V_coord_identified_material_r1_s211_unit_peak,4,4,262
V_coord_identified_material_r1_s211_unit_peak,4,5,6
V_coord_identified_material_r1_s211_unit_peak,4,6,0
V_coord_identified_material_r1_s211_unit_peak,5,4,25
V_coord_identified_material_r1_s211_unit_peak,5,5,216
V_coord_identified_material_r1_s211_unit_peak,5,6,48
V_coord_identified_material_r1_s211_unit_peak,6,4,4
V_coord_identified_material_r1_s211_unit_peak,6,5,50
V_coord_identified_material_r1_s211_unit_peak,6,6,248
Cr_coord_identified_material_r0_s113_released,4,4,66
Cr_coord_identified_material_r0_s113_released,4,5,1
Cr_coord_identified_material_r0_s113_released,4,6,0
Cr_coord_identified_material_r0_s113_released,5,4,2
Cr_coord_identified_material_r0_s113_released,5,5,46
Cr_coord_identified_material_r0_s113_released,5,6,19
Cr_coord_identified_material_r0_s113_released,6,4,0
Cr_coord_identified_material_r0_s113_released,6,5,7
Cr_coord_identified_material_r0_s113_released,6,6,100
Cr_coord_identified_material_r0_s113_unit_peak,4,4,65
Cr_coord_identified_material_r0_s113_unit_peak,4,5,1
Cr_coord_identified_material_r0_s113_unit_peak,4,6,1
Cr_coord_identified_material_r0_s113_unit_peak,5,4,2
Cr_coord_identified_material_r0_s113_unit_peak,5,5,40
Cr_coord_identified_material_r0_s113_unit_peak,5,6,25
Cr_coord_identified_material_r0_s113_unit_peak,6,4,0
Cr_coord_identified_material_r0_s113_unit_peak,6,5,8
Cr_coord_identified_material_r0_s113_unit_peak,6,6,99
Cr_coord_identified_material_r0_s211_released,4,4,66
Cr_coord_identified_material_r0_s211_released,4,5,1
Cr_coord_identified_material_r0_s211_released,4,6,0
Cr_coord_identified_material_r0_s211_released,5,4,3
Cr_coord_identified_material_r0_s211_released,5,5,45
Cr_coord_identified_material_r0_s211_released,5,6,19
Cr_coord_identified_material_r0_s211_released,6,4,0
Cr_coord_identified_material_r0_s211_released,6,5,8
Cr_coord_identified_material_r0_s211_released,6,6,99
Cr_coord_identified_material_r0_s211_unit_peak,4,4,65
Cr_coord_identified_material_r0_s211_unit_peak,4,5,1
Cr_coord_identified_material_r0_s211_unit_peak,4,6,1
Cr_coord_identified_material_r0_s211_unit_peak,5,4,3
Cr_coord_identified_material_r0_s211_unit_peak,5,5,41
Cr_coord_identified_material_r0_s211_unit_peak,5,6,23
Cr_coord_identified_material_r0_s211_unit_peak,6,4,0
Cr_coord_identified_material_r0_s211_unit_peak,6,5,10
Cr_coord_identified_material_r0_s211_unit_peak,6,6,97
Cr_coord_identified_material_r1_s113_released,4,4,57
Cr_coord_identified_material_r1_s113_released,4,5,5
Cr_coord_identified_material_r1_s113_released,4,6,0
Cr_coord_identified_material_r1_s113_released,5,4,4
Cr_coord_identified_material_r1_s113_released,5,5,31
Cr_coord_identified_material_r1_s113_released,5,6,12
Cr_coord_identified_material_r1_s113_released,6,4,0
Cr_coord_identified_material_r1_s113_released,6,5,6
Cr_coord_identified_material_r1_s113_released,6,6,117
Cr_coord_identified_material_r1_s113_unit_peak,4,4,57
Cr_coord_identified_material_r1_s113_unit_peak,4,5,2
Cr_coord_identified_material_r1_s113_unit_peak,4,6,3
Cr_coord_identified_material_r1_s113_unit_peak,5,4,4
Cr_coord_identified_material_r1_s113_unit_peak,5,5,26
Cr_coord_identified_material_r1_s113_unit_peak,5,6,17
Cr_coord_identified_material_r1_s113_unit_peak,6,4,0
Cr_coord_identified_material_r1_s113_unit_peak,6,5,8
Cr_coord_identified_material_r1_s113_unit_peak,6,6,115
Cr_coord_identified_material_r1_s211_released,4,4,58
Cr_coord_identified_material_r1_s211_released,4,5,4
Cr_coord_identified_material_r1_s211_released,4,6,0
Cr_coord_identified_material_r1_s211_released,5,4,4
Cr_coord_identified_material_r1_s211_released,5,5,31
Cr_coord_identified_material_r1_s211_released,5,6,12
Cr_coord_identified_material_r1_s211_released,6,4,0
Cr_coord_identified_material_r1_s211_released,6,5,7
Cr_coord_identified_material_r1_s211_released,6,6,116
Cr_coord_identified_material_r1_s211_unit_peak,4,4,57
Cr_coord_identified_material_r1_s211_unit_peak,4,5,2
Cr_coord_identified_material_r1_s211_unit_peak,4,6,3
Cr_coord_identified_material_r1_s211_unit_peak,5,4,3
Cr_coord_identified_material_r1_s211_unit_peak,5,5,30
Cr_coord_identified_material_r1_s211_unit_peak,5,6,14
Cr_coord_identified_material_r1_s211_unit_peak,6,4,0
Cr_coord_identified_material_r1_s211_unit_peak,6,5,7
Cr_coord_identified_material_r1_s211_unit_peak,6,6,116
Mn_coord_identified_material_r0_s113_released,4,4,11
Mn_coord_identified_material_r0_s113_released,4,5,15
Mn_coord_identified_material_r0_s113_released,4,6,1
Mn_coord_identified_material_r0_s113_released,5,4,2
Mn_coord_identified_material_r0_s113_released,5,5,454
Mn_coord_identified_material_r0_s113_released,5,6,63
Mn_coord_identified_material_r0_s113_released,6,4,0
Mn_coord_identified_material_r0_s113_released,6,5,86
Mn_coord_identified_material_r0_s113_released,6,6,254
Mn_coord_identified_material_r0_s113_unit_peak,4,4,14
Mn_coord_identified_material_r0_s113_unit_peak,4,5,13
Mn_coord_identified_material_r0_s113_unit_peak,4,6,0
Mn_coord_identified_material_r0_s113_unit_peak,5,4,2
Mn_coord_identified_material_r0_s113_unit_peak,5,5,442
Mn_coord_identified_material_r0_s113_unit_peak,5,6,75
Mn_coord_identified_material_r0_s113_unit_peak,6,4,0
Mn_coord_identified_material_r0_s113_unit_peak,6,5,101
Mn_coord_identified_material_r0_s113_unit_peak,6,6,239
Mn_coord_identified_material_r0_s211_released,4,4,12
Mn_coord_identified_material_r0_s211_released,4,5,14
Mn_coord_identified_material_r0_s211_released,4,6,1
Mn_coord_identified_material_r0_s211_released,5,4,1
Mn_coord_identified_material_r0_s211_released,5,5,457
Mn_coord_identified_material_r0_s211_released,5,6,61
Mn_coord_identified_material_r0_s211_released,6,4,0
Mn_coord_identified_material_r0_s211_released,6,5,96
Mn_coord_identified_material_r0_s211_released,6,6,244
Mn_coord_identified_material_r0_s211_unit_peak,4,4,14
Mn_coord_identified_material_r0_s211_unit_peak,4,5,13
Mn_coord_identified_material_r0_s211_unit_peak,4,6,0
Mn_coord_identified_material_r0_s211_unit_peak,5,4,1
Mn_coord_identified_material_r0_s211_unit_peak,5,5,443
Mn_coord_identified_material_r0_s211_unit_peak,5,6,75
Mn_coord_identified_material_r0_s211_unit_peak,6,4,0
Mn_coord_identified_material_r0_s211_unit_peak,6,5,97
Mn_coord_identified_material_r0_s211_unit_peak,6,6,243
Mn_coord_identified_material_r1_s113_released,4,4,15
Mn_coord_identified_material_r1_s113_released,4,5,12
Mn_coord_identified_material_r1_s113_released,4,6,0
Mn_coord_identified_material_r1_s113_released,5,4,1
Mn_coord_identified_material_r1_s113_released,5,5,467
Mn_coord_identified_material_r1_s113_released,5,6,53
Mn_coord_identified_material_r1_s113_released,6,4,1
Mn_coord_identified_material_r1_s113_released,6,5,100
Mn_coord_identified_material_r1_s113_released,6,6,288
Mn_coord_identified_material_r1_s113_unit_peak,4,4,19
Mn_coord_identified_material_r1_s113_unit_peak,4,5,7
Mn_coord_identified_material_r1_s113_unit_peak,4,6,1
Mn_coord_identified_material_r1_s113_unit_peak,5,4,1
Mn_coord_identified_material_r1_s113_unit_peak,5,5,457
Mn_coord_identified_material_r1_s113_unit_peak,5,6,63
Mn_coord_identified_material_r1_s113_unit_peak,6,4,0
Mn_coord_identified_material_r1_s113_unit_peak,6,5,109
Mn_coord_identified_material_r1_s113_unit_peak,6,6,280
Mn_coord_identified_material_r1_s211_released,4,4,15
Mn_coord_identified_material_r1_s211_released,4,5,11
Mn_coord_identified_material_r1_s211_released,4,6,1
Mn_coord_identified_material_r1_s211_released,5,4,3
Mn_coord_identified_material_r1_s211_released,5,5,460
Mn_coord_identified_material_r1_s211_released,5,6,58
Mn_coord_identified_material_r1_s211_released,6,4,0
Mn_coord_identified_material_r1_s211_released,6,5,103
Mn_coord_identified_material_r1_s211_released,6,6,286
Mn_coord_identified_material_r1_s211_unit_peak,4,4,14
Mn_coord_identified_material_r1_s211_unit_peak,4,5,12
Mn_coord_identified_material_r1_s211_unit_peak,4,6,1
Mn_coord_identified_material_r1_s211_unit_peak,5,4,1
Mn_coord_identified_material_r1_s211_unit_peak,5,5,455
Mn_coord_identified_material_r1_s211_unit_peak,5,6,65
Mn_coord_identified_material_r1_s211_unit_peak,6,4,0
Mn_coord_identified_material_r1_s211_unit_peak,6,5,103
Mn_coord_identified_material_r1_s211_unit_peak,6,6,286
Fe_coord_identified_material_r0_s113_released,4,4,87
Fe_coord_identified_material_r0_s113_released,4,5,26
Fe_coord_identified_material_r0_s113_released,4,6,0
Fe_coord_identified_material_r0_s113_released,5,4,23
Fe_coord_identified_material_r0_s113_released,5,5,342
Fe_coord_identified_material_r0_s113_released,5,6,61
Fe_coord_identified_material_r0_s113_released,6,4,0
Fe_coord_identified_material_r0_s113_released,6,5,44
Fe_coord_identified_material_r0_s113_released,6,6,221
Fe_coord_identified_material_r0_s113_unit_peak,4,4,86
Fe_coord_identified_material_r0_s113_unit_peak,4,5,27
Fe_coord_identified_material_r0_s113_unit_peak,4,6,0
Fe_coord_identified_material_r0_s113_unit_peak,5,4,22
Fe_coord_identified_material_r0_s113_unit_peak,5,5,329
Fe_coord_identified_material_r0_s113_unit_peak,5,6,75
Fe_coord_identified_material_r0_s113_unit_peak,6,4,1
Fe_coord_identified_material_r0_s113_unit_peak,6,5,44
Fe_coord_identified_material_r0_s113_unit_peak,6,6,220
Fe_coord_identified_material_r0_s211_released,4,4,87
Fe_coord_identified_material_r0_s211_released,4,5,26
Fe_coord_identified_material_r0_s211_released,4,6,0
Fe_coord_identified_material_r0_s211_released,5,4,20
Fe_coord_identified_material_r0_s211_released,5,5,346
Fe_coord_identified_material_r0_s211_released,5,6,60
Fe_coord_identified_material_r0_s211_released,6,4,0
Fe_coord_identified_material_r0_s211_released,6,5,43
Fe_coord_identified_material_r0_s211_released,6,6,222
Fe_coord_identified_material_r0_s211_unit_peak,4,4,87
Fe_coord_identified_material_r0_s211_unit_peak,4,5,25
Fe_coord_identified_material_r0_s211_unit_peak,4,6,1
Fe_coord_identified_material_r0_s211_unit_peak,5,4,20
Fe_coord_identified_material_r0_s211_unit_peak,5,5,335
Fe_coord_identified_material_r0_s211_unit_peak,5,6,71
Fe_coord_identified_material_r0_s211_unit_peak,6,4,2
Fe_coord_identified_material_r0_s211_unit_peak,6,5,44
Fe_coord_identified_material_r0_s211_unit_peak,6,6,219
Fe_coord_identified_material_r1_s113_released,4,4,78
Fe_coord_identified_material_r1_s113_released,4,5,20
Fe_coord_identified_material_r1_s113_released,4,6,0
Fe_coord_identified_material_r1_s113_released,5,4,20
Fe_coord_identified_material_r1_s113_released,5,5,400
Fe_coord_identified_material_r1_s113_released,5,6,42
Fe_coord_identified_material_r1_s113_released,6,4,1
Fe_coord_identified_material_r1_s113_released,6,5,62
Fe_coord_identified_material_r1_s113_released,6,6,222
Fe_coord_identified_material_r1_s113_unit_peak,4,4,76
Fe_coord_identified_material_r1_s113_unit_peak,4,5,21
Fe_coord_identified_material_r1_s113_unit_peak,4,6,1
Fe_coord_identified_material_r1_s113_unit_peak,5,4,22
Fe_coord_identified_material_r1_s113_unit_peak,5,5,391
Fe_coord_identified_material_r1_s113_unit_peak,5,6,49
Fe_coord_identified_material_r1_s113_unit_peak,6,4,3
Fe_coord_identified_material_r1_s113_unit_peak,6,5,57
Fe_coord_identified_material_r1_s113_unit_peak,6,6,225
Fe_coord_identified_material_r1_s211_released,4,4,75
Fe_coord_identified_material_r1_s211_released,4,5,23
Fe_coord_identified_material_r1_s211_released,4,6,0
Fe_coord_identified_material_r1_s211_released,5,4,21
Fe_coord_identified_material_r1_s211_released,5,5,395
Fe_coord_identified_material_r1_s211_released,5,6,46
Fe_coord_identified_material_r1_s211_released,6,4,2
Fe_coord_identified_material_r1_s211_released,6,5,67
Fe_coord_identified_material_r1_s211_released,6,6,216
Fe_coord_identified_material_r1_s211_unit_peak,4,4,76
Fe_coord_identified_material_r1_s211_unit_peak,4,5,22
Fe_coord_identified_material_r1_s211_unit_peak,4,6,0
Fe_coord_identified_material_r1_s211_unit_peak,5,4,21
Fe_coord_identified_material_r1_s211_unit_peak,5,5,391
Fe_coord_identified_material_r1_s211_unit_peak,5,6,50
Fe_coord_identified_material_r1_s211_unit_peak,6,4,3
Fe_coord_identified_material_r1_s211_unit_peak,6,5,68
Fe_coord_identified_material_r1_s211_unit_peak,6,6,214
Co_coord_identified_material_r0_s113_released,4,4,47
Co_coord_identified_material_r0_s113_released,4,5,6
Co_coord_identified_material_r0_s113_released,4,6,0
Co_coord_identified_material_r0_s113_released,5,4,19
Co_coord_identified_material_r0_s113_released,5,5,94
Co_coord_identified_material_r0_s113_released,5,6,35
Co_coord_identified_material_r0_s113_released,6,4,1
Co_coord_identified_material_r0_s113_released,6,5,22
Co_coord_identified_material_r0_s113_released,6,6,225
Co_coord_identified_material_r0_s113_unit_peak,4,4,46
Co_coord_identified_material_r0_s113_unit_peak,4,5,6
Co_coord_identified_material_r0_s113_unit_peak,4,6,1
Co_coord_identified_material_r0_s113_unit_peak,5,4,20
Co_coord_identified_material_r0_s113_unit_peak,5,5,89
Co_coord_identified_material_r0_s113_unit_peak,5,6,39
Co_coord_identified_material_r0_s113_unit_peak,6,4,1
Co_coord_identified_material_r0_s113_unit_peak,6,5,30
Co_coord_identified_material_r0_s113_unit_peak,6,6,217
Co_coord_identified_material_r0_s211_released,4,4,47
Co_coord_identified_material_r0_s211_released,4,5,6
Co_coord_identified_material_r0_s211_released,4,6,0
Co_coord_identified_material_r0_s211_released,5,4,19
Co_coord_identified_material_r0_s211_released,5,5,94
Co_coord_identified_material_r0_s211_released,5,6,35
Co_coord_identified_material_r0_s211_released,6,4,1
Co_coord_identified_material_r0_s211_released,6,5,22
Co_coord_identified_material_r0_s211_released,6,6,225
Co_coord_identified_material_r0_s211_unit_peak,4,4,46
Co_coord_identified_material_r0_s211_unit_peak,4,5,6
Co_coord_identified_material_r0_s211_unit_peak,4,6,1
Co_coord_identified_material_r0_s211_unit_peak,5,4,20
Co_coord_identified_material_r0_s211_unit_peak,5,5,88
Co_coord_identified_material_r0_s211_unit_peak,5,6,40
Co_coord_identified_material_r0_s211_unit_peak,6,4,1
Co_coord_identified_material_r0_s211_unit_peak,6,5,28
Co_coord_identified_material_r0_s211_unit_peak,6,6,219
Co_coord_identified_material_r1_s113_released,4,4,81
Co_coord_identified_material_r1_s113_released,4,5,12
Co_coord_identified_material_r1_s113_released,4,6,0
Co_coord_identified_material_r1_s113_released,5,4,16
Co_coord_identified_material_r1_s113_released,5,5,87
Co_coord_identified_material_r1_s113_released,5,6,34
Co_coord_identified_material_r1_s113_released,6,4,1
Co_coord_identified_material_r1_s113_released,6,5,20
Co_coord_identified_material_r1_s113_released,6,6,234
Co_coord_identified_material_r1_s113_unit_peak,4,4,79
Co_coord_identified_material_r1_s113_unit_peak,4,5,13
Co_coord_identified_material_r1_s113_unit_peak,4,6,1
Co_coord_identified_material_r1_s113_unit_peak,5,4,17
Co_coord_identified_material_r1_s113_unit_peak,5,5,78
Co_coord_identified_material_r1_s113_unit_peak,5,6,42
Co_coord_identified_material_r1_s113_unit_peak,6,4,0
Co_coord_identified_material_r1_s113_unit_peak,6,5,28
Co_coord_identified_material_r1_s113_unit_peak,6,6,227
Co_coord_identified_material_r1_s211_released,4,4,83
Co_coord_identified_material_r1_s211_released,4,5,10
Co_coord_identified_material_r1_s211_released,4,6,0
Co_coord_identified_material_r1_s211_released,5,4,15
Co_coord_identified_material_r1_s211_released,5,5,86
Co_coord_identified_material_r1_s211_released,5,6,36
Co_coord_identified_material_r1_s211_released,6,4,0
Co_coord_identified_material_r1_s211_released,6,5,24
Co_coord_identified_material_r1_s211_released,6,6,231
Co_coord_identified_material_r1_s211_unit_peak,4,4,81
Co_coord_identified_material_r1_s211_unit_peak,4,5,11
Co_coord_identified_material_r1_s211_unit_peak,4,6,1
Co_coord_identified_material_r1_s211_unit_peak,5,4,18
Co_coord_identified_material_r1_s211_unit_peak,5,5,75
Co_coord_identified_material_r1_s211_unit_peak,5,6,44
Co_coord_identified_material_r1_s211_unit_peak,6,4,0
Co_coord_identified_material_r1_s211_unit_peak,6,5,22
Co_coord_identified_material_r1_s211_unit_peak,6,6,233
Ni_coord_identified_material_r0_s113_released,4,4,22
Ni_coord_identified_material_r0_s113_released,4,5,7
Ni_coord_identified_material_r0_s113_released,4,6,1
Ni_coord_identified_material_r0_s113_released,5,4,5
Ni_coord_identified_material_r0_s113_released,5,5,84
Ni_coord_identified_material_r0_s113_released,5,6,25
Ni_coord_identified_material_r0_s113_released,6,4,0
Ni_coord_identified_material_r0_s113_released,6,5,23
Ni_coord_identified_material_r0_s113_released,6,6,237
Ni_coord_identified_material_r0_s113_unit_peak,4,4,25
Ni_coord_identified_material_r0_s113_unit_peak,4,5,5
Ni_coord_identified_material_r0_s113_unit_peak,4,6,0
Ni_coord_identified_material_r0_s113_unit_peak,5,4,7
Ni_coord_identified_material_r0_s113_unit_peak,5,5,76
Ni_coord_identified_material_r0_s113_unit_peak,5,6,31
Ni_coord_identified_material_r0_s113_unit_peak,6,4,1
Ni_coord_identified_material_r0_s113_unit_peak,6,5,28
Ni_coord_identified_material_r0_s113_unit_peak,6,6,231
Ni_coord_identified_material_r0_s211_released,4,4,21
Ni_coord_identified_material_r0_s211_released,4,5,8
Ni_coord_identified_material_r0_s211_released,4,6,1
Ni_coord_identified_material_r0_s211_released,5,4,5
Ni_coord_identified_material_r0_s211_released,5,5,78
Ni_coord_identified_material_r0_s211_released,5,6,31
Ni_coord_identified_material_r0_s211_released,6,4,0
Ni_coord_identified_material_r0_s211_released,6,5,26
Ni_coord_identified_material_r0_s211_released,6,6,234
Ni_coord_identified_material_r0_s211_unit_peak,4,4,24
Ni_coord_identified_material_r0_s211_unit_peak,4,5,6
Ni_coord_identified_material_r0_s211_unit_peak,4,6,0
Ni_coord_identified_material_r0_s211_unit_peak,5,4,6
Ni_coord_identified_material_r0_s211_unit_peak,5,5,77
Ni_coord_identified_material_r0_s211_unit_peak,5,6,31
Ni_coord_identified_material_r0_s211_unit_peak,6,4,1
Ni_coord_identified_material_r0_s211_unit_peak,6,5,31
Ni_coord_identified_material_r0_s211_unit_peak,6,6,228
Ni_coord_identified_material_r1_s113_released,4,4,17
Ni_coord_identified_material_r1_s113_released,4,5,17
Ni_coord_identified_material_r1_s113_released,4,6,0
Ni_coord_identified_material_r1_s113_released,5,4,4
Ni_coord_identified_material_r1_s113_released,5,5,100
Ni_coord_identified_material_r1_s113_released,5,6,29
Ni_coord_identified_material_r1_s113_released,6,4,0
Ni_coord_identified_material_r1_s113_released,6,5,28
Ni_coord_identified_material_r1_s113_released,6,6,246
Ni_coord_identified_material_r1_s113_unit_peak,4,4,13
Ni_coord_identified_material_r1_s113_unit_peak,4,5,21
Ni_coord_identified_material_r1_s113_unit_peak,4,6,0
Ni_coord_identified_material_r1_s113_unit_peak,5,4,2
Ni_coord_identified_material_r1_s113_unit_peak,5,5,97
Ni_coord_identified_material_r1_s113_unit_peak,5,6,34
Ni_coord_identified_material_r1_s113_unit_peak,6,4,0
Ni_coord_identified_material_r1_s113_unit_peak,6,5,25
Ni_coord_identified_material_r1_s113_unit_peak,6,6,249
Ni_coord_identified_material_r1_s211_released,4,4,19
Ni_coord_identified_material_r1_s211_released,4,5,15
Ni_coord_identified_material_r1_s211_released,4,6,0
Ni_coord_identified_material_r1_s211_released,5,4,5
Ni_coord_identified_material_r1_s211_released,5,5,98
Ni_coord_identified_material_r1_s211_released,5,6,30
Ni_coord_identified_material_r1_s211_released,6,4,0
Ni_coord_identified_material_r1_s211_released,6,5,26
Ni_coord_identified_material_r1_s211_released,6,6,248
Ni_coord_identified_material_r1_s211_unit_peak,4,4,14
Ni_coord_identified_material_r1_s211_unit_peak,4,5,20
Ni_coord_identified_material_r1_s211_unit_peak,4,6,0
Ni_coord_identified_material_r1_s211_unit_peak,5,4,1
Ni_coord_identified_material_r1_s211_unit_peak,5,5,96
Ni_coord_identified_material_r1_s211_unit_peak,5,6,36
Ni_coord_identified_material_r1_s211_unit_peak,6,4,0
Ni_coord_identified_material_r1_s211_unit_peak,6,5,25
Ni_coord_identified_material_r1_s211_unit_peak,6,6,249
Cu_coord_identified_material_r0_s113_released,4,4,29
Cu_coord_identified_material_r0_s113_released,4,5,19
