model_id,rank,importance,label,degree,parts,chunk,energy_lo,energy_hi,index
Ti_coord_poly_max_balanced,8,0.023684493981775134,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,4969.0,4978.984404040404,137
Ti_coord_poly_max_balanced,9,0.017898725120382323,"loc:all,deg:3,fraction_size:20,chunk:0,coef:2",2,20,0,4969.0,4971.10197979798,42
Ti_coord_poly_max_balanced,10,0.017865330577973324,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,5005.784646464646,5007.886626262626,64
Ti_coord_poly_max_balanced,11,0.01770590047735987,"loc:all,deg:3,fraction_size:20,chunk:19,coef:1",1,20,19,5018.922020202021,5021.024,85
Ti_coord_poly_max_balanced,12,0.017519801806507102,"loc:all,deg:3,fraction_size:20,chunk:16,coef:0",0,20,16,5011.039595959596,5013.141575757576,72
Ti_md_poly_feff_natural,1,0.06734137028350975,"loc:all,deg:3,fraction_size:4,chunk:0,coef:0",0,4,0,4969.0,4981.611878787879,120
Ti_md_poly_feff_natural,2,0.052058606286398336,"loc:all,deg:3,fraction_size:20,chunk:3,coef:0",0,20,3,4976.882424242424,4978.984404040404,92
Ti_md_poly_feff_natural,3,0.042887194758754875,"loc:all,deg:3,fraction_size:10,chunk:1,coef:0",0,10,1,4974.25494949495,4978.984404040404,4
Ti_md_poly_feff_natural,4,0.040173335960668466,"loc:all,deg:3,fraction_size:4,chunk:2,coef:0",0,4,2,4995.2747474747475,5007.886626262626,128
Ti_md_poly_feff_natural,5,0.039264496844058444,"loc:all,deg:3,fraction_size:20,chunk:11,coef:0",0,20,11,4997.902222222222,5000.004202020202,52
Ti_md_poly_feff_natural,6,0.02744913160315288,"loc:all,deg:3,fraction_size:10,chunk:5,coef:0",0,10,5,4995.2747474747475,5000.004202020202,20
Ti_md_poly_feff_natural,7,0.02656245232887686,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,5008.412121212122,5010.5141010101015,68
Ti_md_poly_feff_natural,8,0.026438101773125014,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,5005.784646464646,5010.5141010101015,28
Ti_md_poly_feff_natural,9,0.025182005447632494,"loc:all,deg:3,fraction_size:5,chunk:0,coef:0",0,5,0,4969.0,4978.984404040404,136
Ti_md_poly_feff_natural,10,0.02257419008240363,"loc:all,deg:3,fraction_size:10,chunk:6,coef:0",0,10,6,5000.529696969697,5005.259151515152,24
Ti_md_poly_feff_natural,11,0.022411550019665116,"loc:all,deg:3,fraction_size:20,chunk:12,coef:0",0,20,12,5000.529696969697,5002.631676767677,56
Ti_md_poly_feff_natural,12,0.021462191992636288,peak,-1,0,0,4969.0,5021.024,156
Ti_md_poly_max_natural,1,0.06529489484283567,"loc:all,deg:3,fraction_size:4,chunk:0,coef:0",0,4,0,4969.0,4981.611878787879,120
Ti_md_poly_max_natural,2,0.056236100912707455,"loc:all,deg:3,fraction_size:20,chunk:3,coef:0",0,20,3,4976.882424242424,4978.984404040404,92
Ti_md_poly_max_natural,3,0.03828287102483079,"loc:all,deg:3,fraction_size:10,chunk:1,coef:0",0,10,1,4974.25494949495,4978.984404040404,4
Ti_md_poly_max_natural,4,0.036956010689592644,"loc:all,deg:3,fraction_size:10,chunk:7,coef:1",1,10,7,5005.784646464646,5010.5141010101015,29
Ti_md_poly_max_natural,5,0.033981732350356376,"loc:all,deg:3,fraction_size:4,chunk:0,coef:1",1,4,0,4969.0,4981.611878787879,121
Ti_md_poly_max_natural,6,0.031117435485347927,"loc:all,deg:3,fraction_size:20,chunk:14,coef:1",1,20,14,5005.784646464646,5007.886626262626,65
Ti_md_poly_max_natural,7,0.025717370591392414,"loc:all,deg:3,fraction_size:5,chunk:0,coef:0",0,5,0,4969.0,4978.984404040404,136
Ti_md_poly_max_natural,8,0.019252291885973855,"loc:all,deg:3,fraction_size:10,chunk:6,coef:0",0,10,6,5000.529696969697,5005.259151515152,24
Ti_md_poly_max_natural,9,0.018265133318972487,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,4969.0,4978.984404040404,137
Ti_md_poly_max_natural,10,0.017724946446114363,"loc:all,deg:3,fraction_size:20,chunk:15,coef:1",1,20,15,5008.412121212122,5010.5141010101015,69
Ti_md_poly_max_natural,11,0.01715313720520076,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,4969.0,4971.10197979798,40
Ti_md_poly_max_natural,12,0.01703613762332368,"loc:all,deg:3,fraction_size:20,chunk:1,coef:0",0,20,1,4971.6274747474745,4973.729454545454,44
V_coord_poly_feff_balanced,1,0.09519891685270777,"loc:all,deg:3,fraction_size:10,chunk:0,coef:0",0,10,0,5468.0,5472.784636363636,0
V_coord_poly_feff_balanced,2,0.05040668553668622,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,5507.87196969697,5509.998474747475,68
V_coord_poly_feff_balanced,3,0.044907516992852364,"loc:all,deg:3,fraction_size:20,chunk:16,coef:0",0,20,16,5510.530101010101,5512.6566060606065,72
V_coord_poly_feff_balanced,4,0.044833613263371076,"loc:all,deg:3,fraction_size:10,chunk:8,coef:0",0,10,8,5510.530101010101,5515.314737373737,32
V_coord_poly_feff_balanced,5,0.03897753201498987,"loc:all,deg:3,fraction_size:10,chunk:0,coef:2",2,10,0,5468.0,5472.784636363636,2
V_coord_poly_feff_balanced,6,0.025483842396754285,"loc:all,deg:3,fraction_size:20,chunk:17,coef:0",0,20,17,5513.188232323233,5515.314737373737,76
V_coord_poly_feff_balanced,7,0.02523427338978897,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,5505.213838383838,5509.998474747475,28
V_coord_poly_feff_balanced,8,0.023209626920391174,"loc:all,deg:3,fraction_size:4,chunk:3,coef:0",0,4,3,5507.87196969697,5520.631,132
V_coord_poly_feff_balanced,9,0.022343061036274273,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,5468.0,5478.100898989899,137
V_coord_poly_feff_balanced,10,0.017570009857809724,"loc:all,deg:3,fraction_size:5,chunk:0,coef:3",3,5,0,5468.0,5478.100898989899,139
V_coord_poly_feff_balanced,11,0.016155172837400734,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,5505.213838383838,5507.340343434344,64
V_coord_poly_feff_balanced,12,0.015312190776740134,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,5468.0,5470.126505050505,40
V_coord_poly_max_balanced,1,0.08779141214249975,"loc:all,deg:3,fraction_size:10,chunk:0,coef:0",0,10,0,5468.0,5472.784636363636,0
V_coord_poly_max_balanced,2,0.04674874951948408,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,5505.213838383838,5509.998474747475,28
V_coord_poly_max_balanced,3,0.045576525029435065,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,5505.213838383838,5507.340343434344,64
V_coord_poly_max_balanced,4,0.04358651481885948,"loc:all,deg:3,fraction_size:5,chunk:3,coef:0",0,5,3,5499.897575757576,5509.998474747475,148
V_coord_poly_max_balanced,5,0.04187116514807707,"loc:all,deg:3,fraction_size:10,chunk:0,coef:2",2,10,0,5468.0,5472.784636363636,2
V_coord_poly_max_balanced,6,0.03482227505927782,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,5507.87196969697,5509.998474747475,68
V_coord_poly_max_balanced,7,0.03066234679056847,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,5468.0,5478.100898989899,137
V_coord_poly_max_balanced,8,0.02684078909572592,"loc:all,deg:3,fraction_size:5,chunk:0,coef:3",3,5,0,5468.0,5478.100898989899,139
V_coord_poly_max_balanced,9,0.018276732118904026,"loc:all,deg:3,fraction_size:20,chunk:16,coef:0",0,20,16,5510.530101010101,5512.6566060606065,72
V_coord_poly_max_balanced,10,0.018188543911005637,"loc:all,deg:3,fraction_size:20,chunk:13,coef:0",0,20,13,5502.555707070707,5504.682212121213,60
V_coord_poly_max_balanced,11,0.016751225708387996,"loc:all,deg:3,fraction_size:10,chunk:6,coef:0",0,10,6,5499.897575757576,5504.682212121213,24
V_coord_poly_max_balanced,12,0.014167210270907218,"loc:all,deg:3,fraction_size:20,chunk:12,coef:0",0,20,12,5499.897575757576,5502.024080808081,56
V_md_poly_feff_natural,1,0.10691995606905454,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,5505.213838383838,5509.998474747475,28
V_md_poly_feff_natural,2,0.08595436077853719,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,5507.87196969697,5509.998474747475,68
V_md_poly_feff_natural,3,0.07353192457465772,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,5505.213838383838,5507.340343434344,64
V_md_poly_feff_natural,4,0.058804291297652016,"loc:all,deg:3,fraction_size:5,chunk:1,coef:0",0,5,1,5478.632525252526,5488.733424242424,140
V_md_poly_feff_natural,5,0.05763876003250203,"loc:all,deg:3,fraction_size:5,chunk:3,coef:0",0,5,3,5499.897575757576,5509.998474747475,148
V_md_poly_feff_natural,6,0.03628112579482244,"loc:all,deg:3,fraction_size:4,chunk:2,coef:0",0,4,2,5494.581313131313,5507.340343434344,128
V_md_poly_feff_natural,7,0.03602742414972119,"loc:all,deg:3,fraction_size:10,chunk:6,coef:0",0,10,6,5499.897575757576,5504.682212121213,24
V_md_poly_feff_natural,8,0.03269999141351919,"loc:all,deg:3,fraction_size:5,chunk:4,coef:1",1,5,4,5510.530101010101,5520.631,153
V_md_poly_feff_natural,9,0.026558563557107197,"loc:all,deg:3,fraction_size:20,chunk:18,coef:1",1,20,18,5515.846363636364,5517.972868686869,81
V_md_poly_feff_natural,10,0.02606173948638908,"loc:all,deg:3,fraction_size:20,chunk:13,coef:0",0,20,13,5502.555707070707,5504.682212121213,60
V_md_poly_feff_natural,11,0.02451850513414548,"loc:all,deg:3,fraction_size:20,chunk:5,coef:0",0,20,5,5481.290656565657,5483.417161616162,100
V_md_poly_feff_natural,12,0.02381828534354592,"loc:all,deg:3,fraction_size:10,chunk:9,coef:1",1,10,9,5515.846363636364,5520.631,37
V_md_poly_max_natural,1,0.08072144113288073,"loc:all,deg:3,fraction_size:4,chunk:3,coef:1",1,4,3,5507.87196969697,5520.631,133
V_md_poly_max_natural,2,0.07741805511435551,"loc:all,deg:3,fraction_size:10,chunk:8,coef:1",1,10,8,5510.530101010101,5515.314737373737,33
V_md_poly_max_natural,3,0.0733998041797262,"loc:all,deg:3,fraction_size:5,chunk:4,coef:1",1,5,4,5510.530101010101,5520.631,153
V_md_poly_max_natural,4,0.06827539108520599,"loc:all,deg:3,fraction_size:20,chunk:18,coef:1",1,20,18,5515.846363636364,5517.972868686869,81
V_md_poly_max_natural,5,0.05049889308379529,"loc:all,deg:3,fraction_size:10,chunk:9,coef:1",1,10,9,5515.846363636364,5520.631,37
V_md_poly_max_natural,6,0.0484928420861353,"loc:all,deg:3,fraction_size:20,chunk:16,coef:1",1,20,16,5510.530101010101,5512.6566060606065,73
V_md_poly_max_natural,7,0.042893192843106887,"loc:all,deg:3,fraction_size:20,chunk:17,coef:1",1,20,17,5513.188232323233,5515.314737373737,77
V_md_poly_max_natural,8,0.03292617885417407,"loc:all,deg:3,fraction_size:20,chunk:15,coef:1",1,20,15,5507.87196969697,5509.998474747475,69
V_md_poly_max_natural,9,0.032756938078647914,"loc:all,deg:3,fraction_size:10,chunk:7,coef:1",1,10,7,5505.213838383838,5509.998474747475,29
V_md_poly_max_natural,10,0.02824128986290818,"loc:all,deg:3,fraction_size:20,chunk:19,coef:1",1,20,19,5518.504494949495,5520.631,85
V_md_poly_max_natural,11,0.02719587702826884,"loc:all,deg:3,fraction_size:20,chunk:14,coef:1",1,20,14,5505.213838383838,5507.340343434344,65
V_md_poly_max_natural,12,0.025591560501220207,"loc:all,deg:3,fraction_size:5,chunk:3,coef:1",1,5,3,5499.897575757576,5509.998474747475,149
Cr_coord_poly_feff_balanced,1,0.07585911316617822,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,5993.1,5995.224686868687,40
Cr_coord_poly_feff_balanced,2,0.07159525595609513,"loc:all,deg:3,fraction_size:20,chunk:16,coef:0",0,20,16,6035.593737373737,6037.718424242424,72
Cr_coord_poly_feff_balanced,3,0.0501628999350048,"loc:all,deg:3,fraction_size:10,chunk:0,coef:1",1,10,0,5993.1,5997.880545454545,1
Cr_coord_poly_feff_balanced,4,0.045958929190712317,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,6032.937878787879,6035.062565656565,68
Cr_coord_poly_feff_balanced,5,0.04577015152574907,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,5993.1,6003.192262626263,137
Cr_coord_poly_feff_balanced,6,0.03231391045295597,"loc:all,deg:3,fraction_size:10,chunk:0,coef:0",0,10,0,5993.1,5997.880545454545,0
Cr_coord_poly_feff_balanced,7,0.03068587593708458,"loc:all,deg:3,fraction_size:10,chunk:8,coef:0",0,10,8,6035.593737373737,6040.374282828283,32
Cr_coord_poly_feff_balanced,8,0.02961168908042405,"loc:all,deg:3,fraction_size:10,chunk:0,coef:3",3,10,0,5993.1,5997.880545454545,3
Cr_coord_poly_feff_balanced,9,0.024901930938272487,"loc:all,deg:3,fraction_size:20,chunk:19,coef:1",1,20,19,6043.561313131313,6045.686,85
Cr_coord_poly_feff_balanced,10,0.020141038472654412,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,6030.28202020202,6035.062565656565,28
Cr_coord_poly_feff_balanced,11,0.01837422709980728,"loc:all,deg:3,fraction_size:4,chunk:3,coef:0",0,4,3,6032.937878787879,6045.686,132
Cr_coord_poly_feff_balanced,12,0.017609348889054414,"loc:all,deg:3,fraction_size:20,chunk:0,coef:2",2,20,0,5993.1,5995.224686868687,42
Cr_coord_poly_max_balanced,1,0.06988700974897659,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,6030.28202020202,6032.406707070707,64
Cr_coord_poly_max_balanced,2,0.06622822001435702,"loc:all,deg:3,fraction_size:5,chunk:3,coef:0",0,5,3,6024.970303030303,6035.062565656565,148
Cr_coord_poly_max_balanced,3,0.05520525644857351,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,5993.1,6003.192262626263,137
Cr_coord_poly_max_balanced,4,0.04639171332879771,"loc:all,deg:3,fraction_size:10,chunk:0,coef:1",1,10,0,5993.1,5997.880545454545,1
Cr_coord_poly_max_balanced,5,0.03763175002801154,"loc:all,deg:3,fraction_size:20,chunk:13,coef:0",0,20,13,6027.626161616162,6029.750848484849,60
Cr_coord_poly_max_balanced,6,0.033942935391397124,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,6030.28202020202,6035.062565656565,28
Cr_coord_poly_max_balanced,7,0.028311992007253668,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,5993.1,5995.224686868687,40
Cr_coord_poly_max_balanced,8,0.028015409608292557,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,6032.937878787879,6035.062565656565,68
Cr_coord_poly_max_balanced,9,0.02556145175789438,"loc:all,deg:3,fraction_size:10,chunk:6,coef:0",0,10,6,6024.970303030303,6029.750848484849,24
Cr_coord_poly_max_balanced,10,0.024349151222501395,"loc:all,deg:3,fraction_size:20,chunk:19,coef:1",1,20,19,6043.561313131313,6045.686,85
Cr_coord_poly_max_balanced,11,0.02289811605981357,"loc:all,deg:3,fraction_size:10,chunk:0,coef:3",3,10,0,5993.1,5997.880545454545,3
Cr_coord_poly_max_balanced,12,0.016169050741512776,"loc:all,deg:3,fraction_size:20,chunk:1,coef:1",1,20,1,5995.755858585859,5997.880545454545,45
Cr_md_poly_feff_natural,1,0.10346124569791461,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,6030.28202020202,6035.062565656565,28
Cr_md_poly_feff_natural,2,0.08571650350314998,"loc:all,deg:3,fraction_size:5,chunk:1,coef:0",0,5,1,6003.723434343435,6013.8156969696975,140
Cr_md_poly_feff_natural,3,0.08058703328938122,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,6030.28202020202,6032.406707070707,64
Cr_md_poly_feff_natural,4,0.052764216670444904,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,6032.937878787879,6035.062565656565,68
Cr_md_poly_feff_natural,5,0.05033731487591487,"loc:all,deg:3,fraction_size:20,chunk:16,coef:0",0,20,16,6035.593737373737,6037.718424242424,72
Cr_md_poly_feff_natural,6,0.048518119761694393,"loc:all,deg:3,fraction_size:5,chunk:3,coef:0",0,5,3,6024.970303030303,6035.062565656565,148
Cr_md_poly_feff_natural,7,0.03965900221296038,"loc:all,deg:3,fraction_size:5,chunk:4,coef:1",1,5,4,6035.593737373737,6045.686,153
Cr_md_poly_feff_natural,8,0.034295043499564894,"loc:all,deg:3,fraction_size:20,chunk:18,coef:1",1,20,18,6040.905454545455,6043.030141414141,81
Cr_md_poly_feff_natural,9,0.03057648592189574,"loc:all,deg:3,fraction_size:10,chunk:9,coef:1",1,10,9,6040.905454545455,6045.686,37
Cr_md_poly_feff_natural,10,0.025056459048583436,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,5993.1,5995.224686868687,40
Cr_md_poly_feff_natural,11,0.024955828099184767,"loc:all,deg:3,fraction_size:10,chunk:8,coef:0",0,10,8,6035.593737373737,6040.374282828283,32
Cr_md_poly_feff_natural,12,0.02294739485242235,"loc:all,deg:3,fraction_size:4,chunk:0,coef:0",0,4,0,5993.1,6005.848121212121,120
Cr_md_poly_max_natural,1,0.08498709022173256,"loc:all,deg:3,fraction_size:5,chunk:3,coef:0",0,5,3,6024.970303030303,6035.062565656565,148
Cr_md_poly_max_natural,2,0.06492237642947689,"loc:all,deg:3,fraction_size:20,chunk:18,coef:1",1,20,18,6040.905454545455,6043.030141414141,81
Cr_md_poly_max_natural,3,0.06445724399337986,"loc:all,deg:3,fraction_size:5,chunk:4,coef:1",1,5,4,6035.593737373737,6045.686,153
Cr_md_poly_max_natural,4,0.05753578160542685,"loc:all,deg:3,fraction_size:20,chunk:13,coef:0",0,20,13,6027.626161616162,6029.750848484849,60
Cr_md_poly_max_natural,5,0.05671741706874139,"loc:all,deg:3,fraction_size:10,chunk:9,coef:1",1,10,9,6040.905454545455,6045.686,37
Cr_md_poly_max_natural,6,0.05446486050245509,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,6030.28202020202,6032.406707070707,64
Cr_md_poly_max_natural,7,0.04051363042981076,"loc:all,deg:3,fraction_size:5,chunk:0,coef:1",1,5,0,5993.1,6003.192262626263,137
Cr_md_poly_max_natural,8,0.03635462463900247,"loc:all,deg:3,fraction_size:4,chunk:0,coef:0",0,4,0,5993.1,6005.848121212121,120
Cr_md_poly_max_natural,9,0.026622499052737118,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,6030.28202020202,6035.062565656565,28
Cr_md_poly_max_natural,10,0.025657970057252868,"loc:all,deg:3,fraction_size:20,chunk:19,coef:1",1,20,19,6043.561313131313,6045.686,85
Cr_md_poly_max_natural,11,0.024416812737805466,"loc:all,deg:3,fraction_size:10,chunk:1,coef:0",0,10,1,5998.411717171717,6003.192262626263,4
Cr_md_poly_max_natural,12,0.024146870439126934,"loc:all,deg:3,fraction_size:5,chunk:0,coef:0",0,5,0,5993.1,6003.192262626263,136
Mn_coord_poly_feff_balanced,1,0.07040381320249561,"loc:all,deg:3,fraction_size:10,chunk:0,coef:0",0,10,0,6541.7,6546.492454545454,0
Mn_coord_poly_feff_balanced,2,0.05476307073566276,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,6541.7,6543.82997979798,40
Mn_coord_poly_feff_balanced,3,0.02879860050166086,"loc:all,deg:3,fraction_size:4,chunk:1,coef:0",0,4,1,6555.012373737373,6567.7922525252525,124
Mn_coord_poly_feff_balanced,4,0.025875473016199583,"loc:all,deg:3,fraction_size:5,chunk:1,coef:0",0,5,1,6552.349898989899,6562.467303030303,140
Mn_coord_poly_feff_balanced,5,0.023210627417104463,"loc:all,deg:3,fraction_size:5,chunk:0,coef:0",0,5,0,6541.7,6551.817404040404,136
Mn_coord_poly_feff_balanced,6,0.02225120597332018,"loc:all,deg:3,fraction_size:10,chunk:2,coef:0",0,10,2,6552.349898989899,6557.142353535353,8
Mn_coord_poly_feff_balanced,7,0.01724583915453978,"loc:all,deg:3,fraction_size:20,chunk:5,coef:0",0,20,5,6555.012373737373,6557.142353535353,100
Mn_coord_poly_feff_balanced,8,0.01673814307436133,"loc:all,deg:3,fraction_size:20,chunk:1,coef:0",0,20,1,6544.362474747474,6546.492454545454,44
Mn_coord_poly_feff_balanced,9,0.016532082843930027,"loc:all,deg:3,fraction_size:20,chunk:17,coef:0",0,20,17,6586.962070707071,6589.092050505051,76
Mn_coord_poly_feff_balanced,10,0.015481631645076715,"loc:all,deg:3,fraction_size:10,chunk:3,coef:0",0,10,3,6557.674848484849,6562.467303030303,12
Mn_coord_poly_feff_balanced,11,0.015309752377726618,"loc:all,deg:3,fraction_size:20,chunk:4,coef:0",0,20,4,6552.349898989899,6554.479878787879,96
Mn_coord_poly_feff_balanced,12,0.01422313690518729,"loc:all,deg:3,fraction_size:5,chunk:4,coef:0",0,5,4,6584.299595959596,6594.417,152
Mn_coord_poly_max_balanced,1,0.07463693644671386,"loc:all,deg:3,fraction_size:10,chunk:0,coef:0",0,10,0,6541.7,6546.492454545454,0
Mn_coord_poly_max_balanced,2,0.0703255346040836,"loc:all,deg:3,fraction_size:20,chunk:0,coef:0",0,20,0,6541.7,6543.82997979798,40
Mn_coord_poly_max_balanced,3,0.02521937464018446,"loc:all,deg:3,fraction_size:10,chunk:7,coef:0",0,10,7,6578.974646464647,6583.767101010101,28
Mn_coord_poly_max_balanced,4,0.021273825365329086,"loc:all,deg:3,fraction_size:20,chunk:15,coef:0",0,20,15,6581.637121212121,6583.767101010101,68
Mn_coord_poly_max_balanced,5,0.01994525440044621,"loc:all,deg:3,fraction_size:20,chunk:16,coef:0",0,20,16,6584.299595959596,6586.4295757575765,72
Mn_coord_poly_max_balanced,6,0.018442596587277493,"loc:all,deg:3,fraction_size:20,chunk:0,coef:3",3,20,0,6541.7,6543.82997979798,43
Mn_coord_poly_max_balanced,7,0.01745192200977845,"loc:all,deg:3,fraction_size:5,chunk:3,coef:0",0,5,3,6573.649696969697,6583.767101010101,148
Mn_coord_poly_max_balanced,8,0.017253254785095967,"loc:all,deg:3,fraction_size:20,chunk:3,coef:0",0,20,3,6549.687424242424,6551.817404040404,92
Mn_coord_poly_max_balanced,9,0.015344517174412806,"loc:all,deg:3,fraction_size:10,chunk:6,coef:0",0,10,6,6573.649696969697,6578.442151515152,24
Mn_coord_poly_max_balanced,10,0.015211168957563137,"loc:all,deg:3,fraction_size:20,chunk:14,coef:0",0,20,14,6578.974646464647,6581.104626262627,64
Mn_coord_poly_max_balanced,11,0.015197609326303289,"loc:all,deg:3,fraction_size:20,chunk:0,coef:1",1,20,0,6541.7,6543.82997979798,41
Mn_coord_poly_max_balanced,12,0.014992685474448859,"loc:all,deg:3,fraction_size:20,chunk:12,coef:0",0,20,12,6573.649696969697,6575.779676767677,56
Mn_md_poly_feff_natural,1,0.14044516016149594,"loc:all,deg:3,fraction_size:20,chunk:19,coef:0",0,20,19,6592.28702020202,6594.417,84
Mn_md_poly_feff_natural,2,0.09645756752075331,"loc:all,deg:3,fraction_size:10,chunk:9,coef:0",0,10,9,6589.624545454546,6594.417,36
Mn_md_poly_feff_natural,3,0.07277966587023497,"loc:all,deg:3,fraction_size:20,chunk:11,coef:0",0,20,11,6570.987222222222,6573.117202020202,52
Mn_md_poly_feff_natural,4,0.06143016352548302,"loc:all,deg:3,fraction_size:20,chunk:18,coef:0",0,20,18,6589.624545454546,6591.754525252526,80
Mn_md_poly_feff_natural,5,0.045304596243050804,"loc:all,deg:3,fraction_size:10,chunk:5,coef:0",0,10,5,6568.324747474748,6573.117202020202,20
Mn_md_poly_feff_natural,6,0.03709130100506545,"loc:all,deg:3,fraction_size:20,chunk:15,coef:1",1,20,15,6581.637121212121,6583.767101010101,69
Mn_md_poly_feff_natural,7,0.03438570402865595,"loc:all,deg:3,fraction_size:20,chunk:14,coef:1",1,20,14,6578.974646464647,6581.104626262627,65
Mn_md_poly_feff_natural,8,0.02760019014988718,"loc:all,deg:3,fraction_size:4,chunk:2,coef:0",0,4,2,6568.324747474748,6581.104626262627,128
