run_id,role,coordination,count
Ti_coord_identified_material_r1_s113_released,test,5,232
Ti_coord_identified_material_r1_s113_released,test,6,183
Ti_coord_identified_material_r1_s113_unit_peak,train,4,126
Ti_coord_identified_material_r1_s113_unit_peak,train,5,762
Ti_coord_identified_material_r1_s113_unit_peak,train,6,590
Ti_coord_identified_material_r1_s113_unit_peak,validation,4,48
Ti_coord_identified_material_r1_s113_unit_peak,validation,5,321
Ti_coord_identified_material_r1_s113_unit_peak,validation,6,228
Ti_coord_identified_material_r1_s113_unit_peak,test,4,36
Ti_coord_identified_material_r1_s113_unit_peak,test,5,232
Ti_coord_identified_material_r1_s113_unit_peak,test,6,183
Ti_coord_identified_material_r1_s211_released,train,4,126
Ti_coord_identified_material_r1_s211_released,train,5,762
Ti_coord_identified_material_r1_s211_released,train,6,590
Ti_coord_identified_material_r1_s211_released,validation,4,48
Ti_coord_identified_material_r1_s211_released,validation,5,321
Ti_coord_identified_material_r1_s211_released,validation,6,228
Ti_coord_identified_material_r1_s211_released,test,4,36
Ti_coord_identified_material_r1_s211_released,test,5,232
Ti_coord_identified_material_r1_s211_released,test,6,183
Ti_coord_identified_material_r1_s211_unit_peak,train,4,126
Ti_coord_identified_material_r1_s211_unit_peak,train,5,762
Ti_coord_identified_material_r1_s211_unit_peak,train,6,590
Ti_coord_identified_material_r1_s211_unit_peak,validation,4,48
Ti_coord_identified_material_r1_s211_unit_peak,validation,5,321
Ti_coord_identified_material_r1_s211_unit_peak,validation,6,228
Ti_coord_identified_material_r1_s211_unit_peak,test,4,36
Ti_coord_identified_material_r1_s211_unit_peak,test,5,232
Ti_coord_identified_material_r1_s211_unit_peak,test,6,183
V_coord_identified_material_r0_s113_released,train,4,871
V_coord_identified_material_r0_s113_released,train,5,847
V_coord_identified_material_r0_s113_released,train,6,824
V_coord_identified_material_r0_s113_released,validation,4,327
V_coord_identified_material_r0_s113_released,validation,5,303
V_coord_identified_material_r0_s113_released,validation,6,270
V_coord_identified_material_r0_s113_released,test,4,273
V_coord_identified_material_r0_s113_released,test,5,352
V_coord_identified_material_r0_s113_released,test,6,290
V_coord_identified_material_r0_s113_unit_peak,train,4,871
V_coord_identified_material_r0_s113_unit_peak,train,5,847
V_coord_identified_material_r0_s113_unit_peak,train,6,824
V_coord_identified_material_r0_s113_unit_peak,validation,4,327
V_coord_identified_material_r0_s113_unit_peak,validation,5,303
V_coord_identified_material_r0_s113_unit_peak,validation,6,270
V_coord_identified_material_r0_s113_unit_peak,test,4,273
V_coord_identified_material_r0_s113_unit_peak,test,5,352
V_coord_identified_material_r0_s113_unit_peak,test,6,290
V_coord_identified_material_r0_s211_released,train,4,871
V_coord_identified_material_r0_s211_released,train,5,847
V_coord_identified_material_r0_s211_released,train,6,824
V_coord_identified_material_r0_s211_released,validation,4,327
V_coord_identified_material_r0_s211_released,validation,5,303
V_coord_identified_material_r0_s211_released,validation,6,270
V_coord_identified_material_r0_s211_released,test,4,273
V_coord_identified_material_r0_s211_released,test,5,352
V_coord_identified_material_r0_s211_released,test,6,290
V_coord_identified_material_r0_s211_unit_peak,train,4,871
V_coord_identified_material_r0_s211_unit_peak,train,5,847
V_coord_identified_material_r0_s211_unit_peak,train,6,824
V_coord_identified_material_r0_s211_unit_peak,validation,4,327
V_coord_identified_material_r0_s211_unit_peak,validation,5,303
V_coord_identified_material_r0_s211_unit_peak,validation,6,270
V_coord_identified_material_r0_s211_unit_peak,test,4,273
V_coord_identified_material_r0_s211_unit_peak,test,5,352
V_coord_identified_material_r0_s211_unit_peak,test,6,290
V_coord_identified_material_r1_s113_released,train,4,906
V_coord_identified_material_r1_s113_released,train,5,945
V_coord_identified_material_r1_s113_released,train,6,811
V_coord_identified_material_r1_s113_released,validation,4,297
V_coord_identified_material_r1_s113_released,validation,5,268
V_coord_identified_material_r1_s113_released,validation,6,271
V_coord_identified_material_r1_s113_released,test,4,268
V_coord_identified_material_r1_s113_released,test,5,289
V_coord_identified_material_r1_s113_released,test,6,302
V_coord_identified_material_r1_s113_unit_peak,train,4,906
V_coord_identified_material_r1_s113_unit_peak,train,5,945
V_coord_identified_material_r1_s113_unit_peak,train,6,811
V_coord_identified_material_r1_s113_unit_peak,validation,4,297
V_coord_identified_material_r1_s113_unit_peak,validation,5,268
V_coord_identified_material_r1_s113_unit_peak,validation,6,271
V_coord_identified_material_r1_s113_unit_peak,test,4,268
V_coord_identified_material_r1_s113_unit_peak,test,5,289
V_coord_identified_material_r1_s113_unit_peak,test,6,302
V_coord_identified_material_r1_s211_released,train,4,906
V_coord_identified_material_r1_s211_released,train,5,945
V_coord_identified_material_r1_s211_released,train,6,811
V_coord_identified_material_r1_s211_released,validation,4,297
V_coord_identified_material_r1_s211_released,validation,5,268
V_coord_identified_material_r1_s211_released,validation,6,271
V_coord_identified_material_r1_s211_released,test,4,268
V_coord_identified_material_r1_s211_released,test,5,289
V_coord_identified_material_r1_s211_released,test,6,302
V_coord_identified_material_r1_s211_unit_peak,train,4,906
V_coord_identified_material_r1_s211_unit_peak,train,5,945
V_coord_identified_material_r1_s211_unit_peak,train,6,811
V_coord_identified_material_r1_s211_unit_peak,validation,4,297
V_coord_identified_material_r1_s211_unit_peak,validation,5,268
V_coord_identified_material_r1_s211_unit_peak,validation,6,271
V_coord_identified_material_r1_s211_unit_peak,test,4,268
V_coord_identified_material_r1_s211_unit_peak,test,5,289
V_coord_identified_material_r1_s211_unit_peak,test,6,302
Cr_coord_identified_material_r0_s113_released,train,4,167
Cr_coord_identified_material_r0_s113_released,train,5,158
Cr_coord_identified_material_r0_s113_released,train,6,395
Cr_coord_identified_material_r0_s113_released,validation,4,61
Cr_coord_identified_material_r0_s113_released,validation,5,42
Cr_coord_identified_material_r0_s113_released,validation,6,121
Cr_coord_identified_material_r0_s113_released,test,4,67
Cr_coord_identified_material_r0_s113_released,test,5,67
Cr_coord_identified_material_r0_s113_released,test,6,107
Cr_coord_identified_material_r0_s113_unit_peak,train,4,167
Cr_coord_identified_material_r0_s113_unit_peak,train,5,158
Cr_coord_identified_material_r0_s113_unit_peak,train,6,395
Cr_coord_identified_material_r0_s113_unit_peak,validation,4,61
Cr_coord_identified_material_r0_s113_unit_peak,validation,5,42
Cr_coord_identified_material_r0_s113_unit_peak,validation,6,121
Cr_coord_identified_material_r0_s113_unit_peak,test,4,67
Cr_coord_identified_material_r0_s113_unit_peak,test,5,67
Cr_coord_identified_material_r0_s113_unit_peak,test,6,107
Cr_coord_identified_material_r0_s211_released,train,4,167
Cr_coord_identified_material_r0_s211_released,train,5,158
Cr_coord_identified_material_r0_s211_released,train,6,395
Cr_coord_identified_material_r0_s211_released,validation,4,61
Cr_coord_identified_material_r0_s211_released,validation,5,42
Cr_coord_identified_material_r0_s211_released,validation,6,121
Cr_coord_identified_material_r0_s211_released,test,4,67
Cr_coord_identified_material_r0_s211_released,test,5,67
Cr_coord_identified_material_r0_s211_released,test,6,107
Cr_coord_identified_material_r0_s211_unit_peak,train,4,167
Cr_coord_identified_material_r0_s211_unit_peak,train,5,158
Cr_coord_identified_material_r0_s211_unit_peak,train,6,395
Cr_coord_identified_material_r0_s211_unit_peak,validation,4,61
Cr_coord_identified_material_r0_s211_unit_peak,validation,5,42
Cr_coord_identified_material_r0_s211_unit_peak,validation,6,121
Cr_coord_identified_material_r0_s211_unit_peak,test,4,67
Cr_coord_identified_material_r0_s211_unit_peak,test,5,67
Cr_coord_identified_material_r0_s211_unit_peak,test,6,107
Cr_coord_identified_material_r1_s113_released,train,4,176
Cr_coord_identified_material_r1_s113_released,train,5,170
Cr_coord_identified_material_r1_s113_released,train,6,370
Cr_coord_identified_material_r1_s113_released,validation,4,57
Cr_coord_identified_material_r1_s113_released,validation,5,50
Cr_coord_identified_material_r1_s113_released,validation,6,130
Cr_coord_identified_material_r1_s113_released,test,4,62
Cr_coord_identified_material_r1_s113_released,test,5,47
Cr_coord_identified_material_r1_s113_released,test,6,123
Cr_coord_identified_material_r1_s113_unit_peak,train,4,176
Cr_coord_identified_material_r1_s113_unit_peak,train,5,170
Cr_coord_identified_material_r1_s113_unit_peak,train,6,370
Cr_coord_identified_material_r1_s113_unit_peak,validation,4,57
Cr_coord_identified_material_r1_s113_unit_peak,validation,5,50
Cr_coord_identified_material_r1_s113_unit_peak,validation,6,130
Cr_coord_identified_material_r1_s113_unit_peak,test,4,62
Cr_coord_identified_material_r1_s113_unit_peak,test,5,47
Cr_coord_identified_material_r1_s113_unit_peak,test,6,123
Cr_coord_identified_material_r1_s211_released,train,4,176
Cr_coord_identified_material_r1_s211_released,train,5,170
Cr_coord_identified_material_r1_s211_released,train,6,370
Cr_coord_identified_material_r1_s211_released,validation,4,57
Cr_coord_identified_material_r1_s211_released,validation,5,50
Cr_coord_identified_material_r1_s211_released,validation,6,130
Cr_coord_identified_material_r1_s211_released,test,4,62
Cr_coord_identified_material_r1_s211_released,test,5,47
Cr_coord_identified_material_r1_s211_released,test,6,123
Cr_coord_identified_material_r1_s211_unit_peak,train,4,176
Cr_coord_identified_material_r1_s211_unit_peak,train,5,170
Cr_coord_identified_material_r1_s211_unit_peak,train,6,370
Cr_coord_identified_material_r1_s211_unit_peak,validation,4,57
Cr_coord_identified_material_r1_s211_unit_peak,validation,5,50
Cr_coord_identified_material_r1_s211_unit_peak,validation,6,130
Cr_coord_identified_material_r1_s211_unit_peak,test,4,62
Cr_coord_identified_material_r1_s211_unit_peak,test,5,47
Cr_coord_identified_material_r1_s211_unit_peak,test,6,123
Mn_coord_identified_material_r0_s113_released,train,4,101
Mn_coord_identified_material_r0_s113_released,train,5,1650
Mn_coord_identified_material_r0_s113_released,train,6,1077
Mn_coord_identified_material_r0_s113_released,validation,4,46
Mn_coord_identified_material_r0_s113_released,validation,5,520
Mn_coord_identified_material_r0_s113_released,validation,6,350
Mn_coord_identified_material_r0_s113_released,test,4,27
Mn_coord_identified_material_r0_s113_released,test,5,519
Mn_coord_identified_material_r0_s113_released,test,6,340
Mn_coord_identified_material_r0_s113_unit_peak,train,4,101
Mn_coord_identified_material_r0_s113_unit_peak,train,5,1650
Mn_coord_identified_material_r0_s113_unit_peak,train,6,1077
Mn_coord_identified_material_r0_s113_unit_peak,validation,4,46
Mn_coord_identified_material_r0_s113_unit_peak,validation,5,520
Mn_coord_identified_material_r0_s113_unit_peak,validation,6,350
Mn_coord_identified_material_r0_s113_unit_peak,test,4,27
Mn_coord_identified_material_r0_s113_unit_peak,test,5,519
Mn_coord_identified_material_r0_s113_unit_peak,test,6,340
Mn_coord_identified_material_r0_s211_released,train,4,101
Mn_coord_identified_material_r0_s211_released,train,5,1650
Mn_coord_identified_material_r0_s211_released,train,6,1077
Mn_coord_identified_material_r0_s211_released,validation,4,46
Mn_coord_identified_material_r0_s211_released,validation,5,520
Mn_coord_identified_material_r0_s211_released,validation,6,350
Mn_coord_identified_material_r0_s211_released,test,4,27
Mn_coord_identified_material_r0_s211_released,test,5,519
Mn_coord_identified_material_r0_s211_released,test,6,340
Mn_coord_identified_material_r0_s211_unit_peak,train,4,101
Mn_coord_identified_material_r0_s211_unit_peak,train,5,1650
Mn_coord_identified_material_r0_s211_unit_peak,train,6,1077
Mn_coord_identified_material_r0_s211_unit_peak,validation,4,46
Mn_coord_identified_material_r0_s211_unit_peak,validation,5,520
Mn_coord_identified_material_r0_s211_unit_peak,validation,6,350
Mn_coord_identified_material_r0_s211_unit_peak,test,4,27
Mn_coord_identified_material_r0_s211_unit_peak,test,5,519
Mn_coord_identified_material_r0_s211_unit_peak,test,6,340
Mn_coord_identified_material_r1_s113_released,train,4,101
Mn_coord_identified_material_r1_s113_released,train,5,1663
Mn_coord_identified_material_r1_s113_released,train,6,1056
Mn_coord_identified_material_r1_s113_released,validation,4,46
Mn_coord_identified_material_r1_s113_released,validation,5,505
Mn_coord_identified_material_r1_s113_released,validation,6,322
Mn_coord_identified_material_r1_s113_released,test,4,27
Mn_coord_identified_material_r1_s113_released,test,5,521
Mn_coord_identified_material_r1_s113_released,test,6,389
Mn_coord_identified_material_r1_s113_unit_peak,train,4,101
Mn_coord_identified_material_r1_s113_unit_peak,train,5,1663
Mn_coord_identified_material_r1_s113_unit_peak,train,6,1056
Mn_coord_identified_material_r1_s113_unit_peak,validation,4,46
Mn_coord_identified_material_r1_s113_unit_peak,validation,5,505
Mn_coord_identified_material_r1_s113_unit_peak,validation,6,322
Mn_coord_identified_material_r1_s113_unit_peak,test,4,27
Mn_coord_identified_material_r1_s113_unit_peak,test,5,521
Mn_coord_identified_material_r1_s113_unit_peak,test,6,389
Mn_coord_identified_material_r1_s211_released,train,4,101
Mn_coord_identified_material_r1_s211_released,train,5,1663
Mn_coord_identified_material_r1_s211_released,train,6,1056
Mn_coord_identified_material_r1_s211_released,validation,4,46
Mn_coord_identified_material_r1_s211_released,validation,5,505
Mn_coord_identified_material_r1_s211_released,validation,6,322
Mn_coord_identified_material_r1_s211_released,test,4,27
Mn_coord_identified_material_r1_s211_released,test,5,521
Mn_coord_identified_material_r1_s211_released,test,6,389
Mn_coord_identified_material_r1_s211_unit_peak,train,4,101
Mn_coord_identified_material_r1_s211_unit_peak,train,5,1663
Mn_coord_identified_material_r1_s211_unit_peak,train,6,1056
Mn_coord_identified_material_r1_s211_unit_peak,validation,4,46
Mn_coord_identified_material_r1_s211_unit_peak,validation,5,505
Mn_coord_identified_material_r1_s211_unit_peak,validation,6,322
Mn_coord_identified_material_r1_s211_unit_peak,test,4,27
Mn_coord_identified_material_r1_s211_unit_peak,test,5,521
Mn_coord_identified_material_r1_s211_unit_peak,test,6,389
Fe_coord_identified_material_r0_s113_released,train,4,404
Fe_coord_identified_material_r0_s113_released,train,5,1293
Fe_coord_identified_material_r0_s113_released,train,6,832
Fe_coord_identified_material_r0_s113_released,validation,4,109
Fe_coord_identified_material_r0_s113_released,validation,5,415
Fe_coord_identified_material_r0_s113_released,validation,6,290
Fe_coord_identified_material_r0_s113_released,test,4,113
Fe_coord_identified_material_r0_s113_released,test,5,426
Fe_coord_identified_material_r0_s113_released,test,6,265
Fe_coord_identified_material_r0_s113_unit_peak,train,4,404
Fe_coord_identified_material_r0_s113_unit_peak,train,5,1293
Fe_coord_identified_material_r0_s113_unit_peak,train,6,832
Fe_coord_identified_material_r0_s113_unit_peak,validation,4,109
Fe_coord_identified_material_r0_s113_unit_peak,validation,5,415
Fe_coord_identified_material_r0_s113_unit_peak,validation,6,290
Fe_coord_identified_material_r0_s113_unit_peak,test,4,113
Fe_coord_identified_material_r0_s113_unit_peak,test,5,426
Fe_coord_identified_material_r0_s113_unit_peak,test,6,265
Fe_coord_identified_material_r0_s211_released,train,4,404
Fe_coord_identified_material_r0_s211_released,train,5,1293
Fe_coord_identified_material_r0_s211_released,train,6,832
Fe_coord_identified_material_r0_s211_released,validation,4,109
Fe_coord_identified_material_r0_s211_released,validation,5,415
Fe_coord_identified_material_r0_s211_released,validation,6,290
Fe_coord_identified_material_r0_s211_released,test,4,113
Fe_coord_identified_material_r0_s211_released,test,5,426
Fe_coord_identified_material_r0_s211_released,test,6,265
Fe_coord_identified_material_r0_s211_unit_peak,train,4,404
Fe_coord_identified_material_r0_s211_unit_peak,train,5,1293
Fe_coord_identified_material_r0_s211_unit_peak,train,6,832
Fe_coord_identified_material_r0_s211_unit_peak,validation,4,109
Fe_coord_identified_material_r0_s211_unit_peak,validation,5,415
Fe_coord_identified_material_r0_s211_unit_peak,validation,6,290
Fe_coord_identified_material_r0_s211_unit_peak,test,4,113
Fe_coord_identified_material_r0_s211_unit_peak,test,5,426
Fe_coord_identified_material_r0_s211_unit_peak,test,6,265
Fe_coord_identified_material_r1_s113_released,train,4,408
Fe_coord_identified_material_r1_s113_released,train,5,1292
Fe_coord_identified_material_r1_s113_released,train,6,846
Fe_coord_identified_material_r1_s113_released,validation,4,120
Fe_coord_identified_material_r1_s113_released,validation,5,380
Fe_coord_identified_material_r1_s113_released,validation,6,256
Fe_coord_identified_material_r1_s113_released,test,4,98
Fe_coord_identified_material_r1_s113_released,test,5,462
Fe_coord_identified_material_r1_s113_released,test,6,285
Fe_coord_identified_material_r1_s113_unit_peak,train,4,408
Fe_coord_identified_material_r1_s113_unit_peak,train,5,1292
Fe_coord_identified_material_r1_s113_unit_peak,train,6,846
Fe_coord_identified_material_r1_s113_unit_peak,validation,4,120
Fe_coord_identified_material_r1_s113_unit_peak,validation,5,380
Fe_coord_identified_material_r1_s113_unit_peak,validation,6,256
Fe_coord_identified_material_r1_s113_unit_peak,test,4,98
Fe_coord_identified_material_r1_s113_unit_peak,test,5,462
Fe_coord_identified_material_r1_s113_unit_peak,test,6,285
Fe_coord_identified_material_r1_s211_released,train,4,408
Fe_coord_identified_material_r1_s211_released,train,5,1292
Fe_coord_identified_material_r1_s211_released,train,6,846
Fe_coord_identified_material_r1_s211_released,validation,4,120
Fe_coord_identified_material_r1_s211_released,validation,5,380
Fe_coord_identified_material_r1_s211_released,validation,6,256
Fe_coord_identified_material_r1_s211_released,test,4,98
Fe_coord_identified_material_r1_s211_released,test,5,462
Fe_coord_identified_material_r1_s211_released,test,6,285
Fe_coord_identified_material_r1_s211_unit_peak,train,4,408
Fe_coord_identified_material_r1_s211_unit_peak,train,5,1292
Fe_coord_identified_material_r1_s211_unit_peak,train,6,846
Fe_coord_identified_material_r1_s211_unit_peak,validation,4,120
Fe_coord_identified_material_r1_s211_unit_peak,validation,5,380
Fe_coord_identified_material_r1_s211_unit_peak,validation,6,256
Fe_coord_identified_material_r1_s211_unit_peak,test,4,98
Fe_coord_identified_material_r1_s211_unit_peak,test,5,462
Fe_coord_identified_material_r1_s211_unit_peak,test,6,285
Co_coord_identified_material_r0_s113_released,train,4,271
Co_coord_identified_material_r0_s113_released,train,5,440
Co_coord_identified_material_r0_s113_released,train,6,744
Co_coord_identified_material_r0_s113_released,validation,4,71
Co_coord_identified_material_r0_s113_released,validation,5,162
Co_coord_identified_material_r0_s113_released,validation,6,231
Co_coord_identified_material_r0_s113_released,test,4,53
Co_coord_identified_material_r0_s113_released,test,5,148
Co_coord_identified_material_r0_s113_released,test,6,248
Co_coord_identified_material_r0_s113_unit_peak,train,4,271
Co_coord_identified_material_r0_s113_unit_peak,train,5,440
Co_coord_identified_material_r0_s113_unit_peak,train,6,744
Co_coord_identified_material_r0_s113_unit_peak,validation,4,71
Co_coord_identified_material_r0_s113_unit_peak,validation,5,162
Co_coord_identified_material_r0_s113_unit_peak,validation,6,231
Co_coord_identified_material_r0_s113_unit_peak,test,4,53
Co_coord_identified_material_r0_s113_unit_peak,test,5,148
Co_coord_identified_material_r0_s113_unit_peak,test,6,248
Co_coord_identified_material_r0_s211_released,train,4,271
Co_coord_identified_material_r0_s211_released,train,5,440
Co_coord_identified_material_r0_s211_released,train,6,744
Co_coord_identified_material_r0_s211_released,validation,4,71
Co_coord_identified_material_r0_s211_released,validation,5,162
Co_coord_identified_material_r0_s211_released,validation,6,231
Co_coord_identified_material_r0_s211_released,test,4,53
Co_coord_identified_material_r0_s211_released,test,5,148
Co_coord_identified_material_r0_s211_released,test,6,248
Co_coord_identified_material_r0_s211_unit_peak,train,4,271
Co_coord_identified_material_r0_s211_unit_peak,train,5,440
Co_coord_identified_material_r0_s211_unit_peak,train,6,744
Co_coord_identified_material_r0_s211_unit_peak,validation,4,71
Co_coord_identified_material_r0_s211_unit_peak,validation,5,162
Co_coord_identified_material_r0_s211_unit_peak,validation,6,231
Co_coord_identified_material_r0_s211_unit_peak,test,4,53
Co_coord_identified_material_r0_s211_unit_peak,test,5,148
Co_coord_identified_material_r0_s211_unit_peak,test,6,248
Co_coord_identified_material_r1_s113_released,train,4,224
Co_coord_identified_material_r1_s113_released,train,5,470
Co_coord_identified_material_r1_s113_released,train,6,730
Co_coord_identified_material_r1_s113_released,validation,4,78
Co_coord_identified_material_r1_s113_released,validation,5,143
Co_coord_identified_material_r1_s113_released,validation,6,238
Co_coord_identified_material_r1_s113_released,test,4,93
Co_coord_identified_material_r1_s113_released,test,5,137
Co_coord_identified_material_r1_s113_released,test,6,255
Co_coord_identified_material_r1_s113_unit_peak,train,4,224
Co_coord_identified_material_r1_s113_unit_peak,train,5,470
Co_coord_identified_material_r1_s113_unit_peak,train,6,730
Co_coord_identified_material_r1_s113_unit_peak,validation,4,78
Co_coord_identified_material_r1_s113_unit_peak,validation,5,143
Co_coord_identified_material_r1_s113_unit_peak,validation,6,238
Co_coord_identified_material_r1_s113_unit_peak,test,4,93
Co_coord_identified_material_r1_s113_unit_peak,test,5,137
Co_coord_identified_material_r1_s113_unit_peak,test,6,255
Co_coord_identified_material_r1_s211_released,train,4,224
Co_coord_identified_material_r1_s211_released,train,5,470
Co_coord_identified_material_r1_s211_released,train,6,730
Co_coord_identified_material_r1_s211_released,validation,4,78
Co_coord_identified_material_r1_s211_released,validation,5,143
Co_coord_identified_material_r1_s211_released,validation,6,238
Co_coord_identified_material_r1_s211_released,test,4,93
Co_coord_identified_material_r1_s211_released,test,5,137
Co_coord_identified_material_r1_s211_released,test,6,255
Co_coord_identified_material_r1_s211_unit_peak,train,4,224
Co_coord_identified_material_r1_s211_unit_peak,train,5,470
Co_coord_identified_material_r1_s211_unit_peak,train,6,730
Co_coord_identified_material_r1_s211_unit_peak,validation,4,78
Co_coord_identified_material_r1_s211_unit_peak,validation,5,143
Co_coord_identified_material_r1_s211_unit_peak,validation,6,238
Co_coord_identified_material_r1_s211_unit_peak,test,4,93
Co_coord_identified_material_r1_s211_unit_peak,test,5,137
Co_coord_identified_material_r1_s211_unit_peak,test,6,255
Ni_coord_identified_material_r0_s113_released,train,4,57
Ni_coord_identified_material_r0_s113_released,train,5,386
Ni_coord_identified_material_r0_s113_released,train,6,799
Ni_coord_identified_material_r0_s113_released,validation,4,7
Ni_coord_identified_material_r0_s113_released,validation,5,100
Ni_coord_identified_material_r0_s113_released,validation,6,320
Ni_coord_identified_material_r0_s113_released,test,4,30
Ni_coord_identified_material_r0_s113_released,test,5,114
Ni_coord_identified_material_r0_s113_released,test,6,260
Ni_coord_identified_material_r0_s113_unit_peak,train,4,57
Ni_coord_identified_material_r0_s113_unit_peak,train,5,386
Ni_coord_identified_material_r0_s113_unit_peak,train,6,799
Ni_coord_identified_material_r0_s113_unit_peak,validation,4,7
Ni_coord_identified_material_r0_s113_unit_peak,validation,5,100
Ni_coord_identified_material_r0_s113_unit_peak,validation,6,320
Ni_coord_identified_material_r0_s113_unit_peak,test,4,30
Ni_coord_identified_material_r0_s113_unit_peak,test,5,114
Ni_coord_identified_material_r0_s113_unit_peak,test,6,260
Ni_coord_identified_material_r0_s211_released,train,4,57
Ni_coord_identified_material_r0_s211_released,train,5,386
Ni_coord_identified_material_r0_s211_released,train,6,799
Ni_coord_identified_material_r0_s211_released,validation,4,7
Ni_coord_identified_material_r0_s211_released,validation,5,100
Ni_coord_identified_material_r0_s211_released,validation,6,320
Ni_coord_identified_material_r0_s211_released,test,4,30
Ni_coord_identified_material_r0_s211_released,test,5,114
Ni_coord_identified_material_r0_s211_released,test,6,260
Ni_coord_identified_material_r0_s211_unit_peak,train,4,57
Ni_coord_identified_material_r0_s211_unit_peak,train,5,386
Ni_coord_identified_material_r0_s211_unit_peak,train,6,799
Ni_coord_identified_material_r0_s211_unit_peak,validation,4,7
Ni_coord_identified_material_r0_s211_unit_peak,validation,5,100
Ni_coord_identified_material_r0_s211_unit_peak,validation,6,320
Ni_coord_identified_material_r0_s211_unit_peak,test,4,30
Ni_coord_identified_material_r0_s211_unit_peak,test,5,114
Ni_coord_identified_material_r0_s211_unit_peak,test,6,260
Ni_coord_identified_material_r1_s113_released,train,4,44
Ni_coord_identified_material_r1_s113_released,train,5,351
Ni_coord_identified_material_r1_s113_released,train,6,845
Ni_coord_identified_material_r1_s113_released,validation,4,16
Ni_coord_identified_material_r1_s113_released,validation,5,116
Ni_coord_identified_material_r1_s113_released,validation,6,260
Ni_coord_identified_material_r1_s113_released,test,4,34
Ni_coord_identified_material_r1_s113_released,test,5,133
Ni_coord_identified_material_r1_s113_released,test,6,274
Ni_coord_identified_material_r1_s113_unit_peak,train,4,44
Ni_coord_identified_material_r1_s113_unit_peak,train,5,351
Ni_coord_identified_material_r1_s113_unit_peak,train,6,845
Ni_coord_identified_material_r1_s113_unit_peak,validation,4,16
Ni_coord_identified_material_r1_s113_unit_peak,validation,5,116
Ni_coord_identified_material_r1_s113_unit_peak,validation,6,260
Ni_coord_identified_material_r1_s113_unit_peak,test,4,34
Ni_coord_identified_material_r1_s113_unit_peak,test,5,133
Ni_coord_identified_material_r1_s113_unit_peak,test,6,274
Ni_coord_identified_material_r1_s211_released,train,4,44
Ni_coord_identified_material_r1_s211_released,train,5,351
Ni_coord_identified_material_r1_s211_released,train,6,845
Ni_coord_identified_material_r1_s211_released,validation,4,16
Ni_coord_identified_material_r1_s211_released,validation,5,116
Ni_coord_identified_material_r1_s211_released,validation,6,260
Ni_coord_identified_material_r1_s211_released,test,4,34
Ni_coord_identified_material_r1_s211_released,test,5,133
Ni_coord_identified_material_r1_s211_released,test,6,274
Ni_coord_identified_material_r1_s211_unit_peak,train,4,44
Ni_coord_identified_material_r1_s211_unit_peak,train,5,351
Ni_coord_identified_material_r1_s211_unit_peak,train,6,845
Ni_coord_identified_material_r1_s211_unit_peak,validation,4,16
Ni_coord_identified_material_r1_s211_unit_peak,validation,5,116
