type,id_0,id_1,id_2,weight_0,weight_1,weight_2,label
all,mp-1183810,mp-570706,mp-573069,0.1348314606741573,0.4662921348314607,0.398876404494382,1.26
all,mp-1183810,mp-570706,mp-573069,0.2342857142857143,0.4,0.3657142857142857,1.13
all,mp-1183810,mp-570706,mp-573069,0.36328124999999994,0.26953125,0.3671875,1.0
all,mp-1104798,mp-16321,mp-1079457,0.5743243243243243,0.3851351351351352,0.04054054054054054,0.47
all,mp-1104798,mp-16321,mp-1079457,1.0,0.0,0.0,0.0
all,mp-1104798,mp-16321,mp-1079457,0.43421052631578944,0.17543859649122806,0.3903508771929824,0.96
all,mp-1104798,mp-16321,mp-1079457,0.25238095238095243,0.28571428571428575,0.461904761904762,1.21
all,mp-1104798,mp-16321,mp-1079457,0.4347826086956522,0.13043478260869565,0.4347826086956522,1.0
all,mp-1104798,mp-16321,mp-1079457,0.4157303370786517,0.4044943820224719,0.1797752808988764,0.76
all,mp-1104798,mp-16321,mp-1079457,0.04487179487179484,0.5512820512820512,0.40384615384615385,1.36
all,mp-1104798,mp-16321,mp-1079457,0.41025641025641024,0.5064102564102564,0.08333333333333333,0.67
all,mp-1104798,mp-16321,mp-1079457,0.31297709923664124,0.5954198473282443,0.09160305343511449,0.78
all,mp-1104798,mp-16321,mp-1079457,0.18627450980392157,0.4852941176470588,0.3284313725490196,1.14
all,mp-1104798,mp-16321,mp-1079457,0.37410071942446044,0.07194244604316546,0.5539568345323741,1.18
all,mp-1104798,mp-16321,mp-1079457,0.2596685082872928,0.5359116022099447,0.20441988950276244,0.94
all,mp-1104798,mp-16321,mp-1079457,0.35526315789473684,0.32017543859649117,0.3245614035087719,0.97
all,mp-1104798,mp-16321,mp-1079457,0.5511811023622046,0.07874015748031496,0.3700787401574803,0.82
all,mp-1104798,mp-16321,mp-1079457,0.3563218390804598,0.3831417624521073,0.260536398467433,0.9
all,mp-1104798,mp-16321,mp-1079457,0.6962025316455697,0.24050632911392406,0.06329113924050633,0.37
all,mp-1104798,mp-16321,mp-1079457,0.5042735042735041,0.41880341880341876,0.07692307692307691,0.57
all,mp-1104798,mp-16321,mp-1079457,0.41059602649006616,0.5231788079470198,0.0662251655629139,0.66
all,mp-1104798,mp-16321,mp-1079457,0.18750000000000003,0.43750000000000006,0.375,1.19
all,mp-1104798,mp-16321,mp-1079457,0.2571428571428571,0.5657142857142857,0.17714285714285713,0.92
all,mp-1193693,mp-635469,mp-10950,0.30115830115830117,0.37065637065637064,0.3281853281853282,1.03
all,mp-1193693,mp-635469,mp-10950,0.34848484848484845,0.030303030303030304,0.6212121212121212,1.27
all,mp-1193693,mp-635469,mp-10950,0.2733812949640288,0.5683453237410072,0.15827338129496404,0.88
all,mp-1193693,mp-635469,mp-10950,0.2314410480349345,0.3493449781659389,0.4192139737991266,1.19
all,mp-1193693,mp-635469,mp-10950,0.5357142857142857,0.02380952380952381,0.44047619047619047,0.9
all,mp-1193693,mp-635469,mp-10950,0.33571428571428574,0.0071428571428571435,0.6571428571428573,1.32
all,mp-1193693,mp-635469,mp-10950,0.3786407766990291,0.3883495145631068,0.23300970873786406,0.85
all,mp-1193693,mp-635469,mp-10950,0.16875,0.38125,0.44999999999999996,1.28
all,mp-1193693,mp-635469,mp-10950,0.49645390070921985,0.2765957446808511,0.2269503546099291,0.73
all,mp-1193693,mp-635469,mp-10950,0.35460992907801414,0.4042553191489362,0.24113475177304963,0.89
all,mp-1193693,mp-635469,mp-10950,0.11382113821138212,0.6666666666666667,0.21951219512195125,1.11
all,mp-1193693,mp-635469,mp-10950,0.40789473684210525,0.3092105263157895,0.28289473684210525,0.88
all,mp-1193693,mp-635469,mp-10950,0.4388489208633093,0.17985611510791366,0.38129496402877694,0.94
all,mp-1193693,mp-635469,mp-10950,0.3902439024390244,0.35772357723577236,0.25203252032520324,0.86
all,mp-1193693,mp-635469,mp-10950,0.5952380952380952,0.38095238095238093,0.023809523809523808,0.43
all,mp-1193693,mp-635469,mp-10950,0.3054545454545454,0.33090909090909093,0.36363636363636365,1.06
all,mp-1193693,mp-635469,mp-10950,0.5,0.09615384615384616,0.4038461538461538,0.9
all,mp-1193693,mp-635469,mp-10950,0.08333333333333327,0.35714285714285715,0.5595238095238095,1.48
all,mp-1193693,mp-635469,mp-10950,0.27272727272727265,0.41558441558441556,0.3116883116883117,1.04
all,mp-1193693,mp-635469,mp-10950,0.3474178403755869,0.215962441314554,0.4366197183098592,1.09
all,mp-1078729,mp-555113,mp-1201552,0.23300970873786406,0.2621359223300971,0.5048543689320388,1.27
all,mp-1078729,mp-555113,mp-1201552,0.38955823293172687,0.2931726907630522,0.3172690763052209,0.93
all,mp-1078729,mp-555113,mp-1201552,0.31451612903225806,0.34274193548387094,0.34274193548387094,1.03
all,mp-1078729,mp-555113,mp-1201552,0.6727272727272726,0.09999999999999999,0.22727272727272727,0.55
all,mp-1078729,mp-555113,mp-1201552,0.42424242424242425,0.2545454545454546,0.3212121212121212,0.9
all,mp-1078729,mp-555113,mp-1201552,0.1885245901639344,0.7213114754098361,0.09016393442622951,0.9
all,mp-1078729,mp-555113,mp-1201552,0.16455696202531644,0.5189873417721519,0.3164556962025316,1.15
all,mp-1078729,mp-555113,mp-1201552,0.26229508196721313,0.32786885245901637,0.40983606557377045,1.15
all,mp-1078729,mp-555113,mp-1201552,0.3907563025210084,0.2773109243697479,0.33193277310924374,0.94
all,mp-1078729,mp-555113,mp-1201552,0.4854368932038835,0.0679611650485437,0.44660194174757284,0.96
all,mp-1078729,mp-555113,mp-1201552,0.5161290322580645,0.04838709677419355,0.43548387096774194,0.92
all,mp-1078729,mp-555113,mp-1201552,0.5058139534883721,0.3546511627906977,0.13953488372093023,0.63
all,mp-1078729,mp-555113,mp-1201552,0.6049382716049382,0.024691358024691357,0.37037037037037035,0.77
all,mp-1078729,mp-555113,mp-1201552,0.5821917808219178,0.09589041095890412,0.3219178082191781,0.74
all,mp-1078729,mp-555113,mp-1201552,0.28691983122362863,0.3924050632911392,0.32067510548523204,1.03
all,mp-1078729,mp-555113,mp-1201552,0.6144578313253013,0.13253012048192772,0.25301204819277107,0.64
all,mp-1078729,mp-555113,mp-1201552,0.40663900414937754,0.25311203319502074,0.34024896265560167,0.93
all,mp-1078729,mp-555113,mp-1201552,0.21428571428571422,0.5571428571428572,0.22857142857142856,1.01
all,mp-1078729,mp-555113,mp-1201552,0.03571428571428574,0.2976190476190476,0.6666666666666666,1.63
all,mp-1078729,mp-555113,mp-1201552,0.35714285714285715,0.08571428571428572,0.5571428571428572,1.2
all,mp-1147553,mp-8121,mp-510642,0.15686274509803924,0.49019607843137253,0.3529411764705882,1.2
all,mp-1147553,mp-8121,mp-510642,0.4462365591397849,0.4032258064516129,0.15053763440860216,0.7
all,mp-1147553,mp-8121,mp-510642,0.4673366834170854,0.1306532663316583,0.4020100502512563,0.93
all,mp-1147553,mp-8121,mp-510642,0.7272727272727273,0.25,0.022727272727272728,0.3
all,mp-1147553,mp-8121,mp-510642,0.4878048780487805,0.1768292682926829,0.3353658536585366,0.85
all,mp-1147553,mp-8121,mp-510642,0.2337662337662337,0.38961038961038963,0.37662337662337664,1.14
all,mp-1147553,mp-8121,mp-510642,0.4710743801652893,0.19008264462809918,0.3388429752066116,0.87
all,mp-1147553,mp-8121,mp-510642,0.35999999999999993,0.36000000000000004,0.2800000000000001,0.92
all,mp-1147553,mp-8121,mp-510642,0.7777777777777779,0.05128205128205128,0.17094017094017097,0.39
all,mp-1147553,mp-8121,mp-510642,0.18103448275862064,0.6982758620689655,0.12068965517241378,0.94
all,mp-1147553,mp-8121,mp-510642,0.4603174603174603,0.1111111111111111,0.42857142857142855,0.97
all,mp-1147553,mp-8121,mp-510642,0.7901234567901234,0.18518518518518517,0.024691358024691357,0.23
all,mp-1147553,mp-8121,mp-510642,0.19858156028368795,0.17021276595744678,0.6312056737588652,1.43
all,mp-1147553,mp-8121,mp-510642,0.35390946502057613,0.3868312757201646,0.25925925925925924,0.91
all,mp-1147553,mp-8121,mp-510642,0.29533678756476683,0.4352331606217616,0.2694300518134715,0.97
all,mp-1147553,mp-8121,mp-510642,0.4226190476190476,0.5595238095238095,0.017857142857142856,0.6
all,mp-1147553,mp-8121,mp-510642,0.24064171122994654,0.31016042780748665,0.4491978609625669,1.21
all,mp-1147553,mp-8121,mp-510642,0.4,0.08275862068965516,0.5172413793103448,1.12
all,mp-1147553,mp-8121,mp-510642,0.14285714285714296,0.14285714285714285,0.7142857142857143,1.57
all,mp-1147553,mp-8121,mp-510642,0.16326530612244894,0.23809523809523808,0.5986394557823128,1.44
all,mp-22696,mp-13348,mp-707201,0.4647887323943662,0.36619718309859156,0.16901408450704225,0.7
all,mp-22696,mp-13348,mp-707201,0.5684210526315789,0.42105263157894735,0.010526315789473684,0.44
all,mp-22696,mp-13348,mp-707201,0.42758620689655175,0.23448275862068968,0.33793103448275863,0.91
all,mp-22696,mp-13348,mp-707201,0.5454545454545454,0.0979020979020979,0.3566433566433566,0.81
all,mp-22696,mp-13348,mp-707201,0.20895522388059704,0.4552238805970149,0.33582089552238803,1.13
all,mp-22696,mp-13348,mp-707201,0.47236180904522607,0.185929648241206,0.3417085427135678,0.87
all,mp-22696,mp-13348,mp-707201,0.36815920398009944,0.16915422885572137,0.46268656716417905,1.09
all,mp-22696,mp-13348,mp-707201,0.08974358974358974,0.33974358974358976,0.5705128205128205,1.48
all,mp-22696,mp-13348,mp-707201,0.4161073825503356,0.22818791946308728,0.3557046979865772,0.94
all,mp-22696,mp-13348,mp-707201,0.15723270440251572,0.2138364779874214,0.6289308176100629,1.47
all,mp-22696,mp-13348,mp-707201,0.29559748427672955,0.18867924528301885,0.5157232704402516,1.22
all,mp-22696,mp-13348,mp-707201,0.2235294117647059,0.49411764705882355,0.2823529411764706,1.06
all,mp-22696,mp-13348,mp-707201,0.17647058823529413,0.2679738562091503,0.5555555555555556,1.38
all,mp-22696,mp-13348,mp-707201,0.27350427350427353,0.41452991452991456,0.31196581196581197,1.04
all,mp-22696,mp-13348,mp-707201,0.39647577092511016,0.18502202643171806,0.41850220264317184,1.02
all,mp-22696,mp-13348,mp-707201,0.36507936507936506,0.25925925925925924,0.37566137566137564,1.01
all,mp-22696,mp-13348,mp-707201,0.26206896551724135,0.5103448275862068,0.2275862068965517,0.97
all,mp-22696,mp-13348,mp-707201,0.20987654320987648,0.4444444444444445,0.34567901234567905,1.14
all,mp-22696,mp-13348,mp-707201,0.3686868686868687,0.2373737373737374,0.393939393939394,1.03
all,mp-22696,mp-13348,mp-707201,0.255,0.255,0.49,1.23
all,mp-12546,mp-1225724,mp-568659,0.09375,0.3125,0.59375,1.5
all,mp-12546,mp-1225724,mp-568659,0.2585034013605442,0.061224489795918366,0.6802721088435374,1.42
all,mp-12546,mp-1225724,mp-568659,0.3366336633663366,0.25742574257425743,0.40594059405940597,1.07
all,mp-12546,mp-1225724,mp-568659,0.040983606557377,0.1639344262295082,0.7950819672131147,1.75
all,mp-12546,mp-1225724,mp-568659,0.2606635071090047,0.39810426540284355,0.3412322274881516,1.08
all,mp-12546,mp-1225724,mp-568659,0.4662576687116564,0.2147239263803681,0.31901840490797545,0.85
all,mp-12546,mp-1225724,mp-568659,0.3817204301075269,0.22580645161290322,0.39247311827956993,1.01
all,mp-12546,mp-1225724,mp-568659,0.2528735632183907,0.3793103448275862,0.36781609195402293,1.11
all,mp-12546,mp-1225724,mp-568659,0.65,0.125,0.22499999999999998,0.57
all,mp-12546,mp-1225724,mp-568659,0.27272727272727276,0.3598484848484849,0.36742424242424243,1.09
all,mp-12546,mp-1225724,mp-568659,0.21739130434782605,0.07246376811594205,0.7101449275362319,1.49
all,mp-12546,mp-1225724,mp-568659,0.1111111111111112,0.5555555555555555,0.33333333333333326,1.22
all,mp-12546,mp-1225724,mp-568659,0.31660231660231664,0.3783783783783784,0.3050193050193051,0.99
all,mp-12546,mp-1225724,mp-568659,0.21468926553672316,0.3954802259887006,0.3898305084745763,1.18
all,mp-12546,mp-1225724,mp-568659,0.0,0.4615384615384615,0.5384615384615384,1.54
all,mp-12546,mp-1225724,mp-568659,0.09352517985611511,0.48201438848920863,0.4244604316546762,1.33
all,mp-12546,mp-1225724,mp-568659,0.5578947368421053,0.09473684210526316,0.3473684210526316,0.79
all,mp-12546,mp-1225724,mp-568659,0.4560439560439561,0.47252747252747257,0.07142857142857144,0.62
all,mp-12546,mp-1225724,mp-568659,0.4931506849315068,0.06849315068493152,0.4383561643835617,0.95
all,mp-12546,mp-1225724,mp-568659,0.40476190476190477,0.505952380952381,0.0892857142857143,0.68
all,mp-1095575,mp-1222284,mp-1192779,0.5662650602409639,0.16265060240963858,0.27108433734939763,0.7
all,mp-1095575,mp-1222284,mp-1192779,0.26754385964912275,0.381578947368421,0.3508771929824561,1.08
all,mp-1095575,mp-1222284,mp-1192779,0.21739130434782605,0.47826086956521735,0.30434782608695654,1.09
all,mp-1095575,mp-1222284,mp-1192779,0.5076923076923077,0.46923076923076923,0.023076923076923075,0.52
all,mp-1095575,mp-1222284,mp-1192779,0.18348623853211005,0.5045871559633027,0.3119266055045872,1.13
all,mp-1095575,mp-1222284,mp-1192779,0.22485207100591717,0.49112426035502965,0.28402366863905326,1.06
all,mp-1095575,mp-1222284,mp-1192779,0.3858267716535433,0.3267716535433071,0.2874015748031496,0.9
all,mp-1095575,mp-1222284,mp-1192779,0.33986928104575165,0.0196078431372549,0.6405228758169934,1.3
all,mp-1095575,mp-1222284,mp-1192779,0.39473684210526316,0.5614035087719299,0.04385964912280702,0.65
all,mp-1095575,mp-1222284,mp-1192779,0.4525547445255475,0.22627737226277375,0.3211678832116789,0.87
all,mp-1095575,mp-1222284,mp-1192779,0.07017543859649122,0.368421052631579,0.5614035087719298,1.49
all,mp-1095575,mp-1222284,mp-1192779,0.3888888888888889,0.48484848484848486,0.12626262626262627,0.74
all,mp-1095575,mp-1222284,mp-1192779,0.639344262295082,0.36065573770491804,0.0,0.36
all,mp-1095575,mp-1222284,mp-1192779,0.3045454545454545,0.37727272727272726,0.3181818181818182,1.01
all,mp-1095575,mp-1222284,mp-1192779,0.0,0.25925925925925924,0.7407407407407407,1.74
all,mp-1095575,mp-1222284,mp-1192779,0.4780487804878049,0.4780487804878049,0.04390243902439025,0.57
all,mp-1095575,mp-1222284,mp-1192779,0.3560606060606061,0.0,0.643939393939394,1.29
all,mp-1095575,mp-1222284,mp-1192779,0.712121212121212,0.06818181818181818,0.21969696969696967,0.51
all,mp-1095575,mp-1222284,mp-1192779,0.6201550387596898,0.2945736434108527,0.08527131782945735,0.47
all,mp-1095575,mp-1222284,mp-1192779,0.3028169014084507,0.22535211267605634,0.471830985915493,1.17
all,mp-571074,mp-27677,mp-1200865,0.6506849315068493,0.05479452054794521,0.2945205479452055,0.64
all,mp-571074,mp-27677,mp-1200865,0.2613065326633166,0.5025125628140703,0.2361809045226131,0.97
all,mp-571074,mp-27677,mp-1200865,0.051813471502590656,0.49222797927461137,0.4559585492227979,1.4
all,mp-571074,mp-27677,mp-1200865,0.17391304347826092,0.05434782608695653,0.7717391304347826,1.6
all,mp-571074,mp-27677,mp-1200865,0.42009132420091316,0.2511415525114155,0.32876712328767116,0.91
all,mp-571074,mp-27677,mp-1200865,0.37837837837837845,0.0900900900900901,0.5315315315315315,1.15
all,mp-571074,mp-27677,mp-1200865,0.30188679245283023,0.5283018867924528,0.16981132075471697,0.87
all,mp-571074,mp-27677,mp-1200865,0.2672413793103448,0.43103448275862066,0.3017241379310345,1.03
all,mp-571074,mp-27677,mp-1200865,0.29310344827586204,0.5402298850574713,0.16666666666666663,0.87
all,mp-571074,mp-27677,mp-1200865,0.6993006993006994,0.1048951048951049,0.19580419580419584,0.5
all,mp-571074,mp-27677,mp-1200865,0.40206185567010305,0.44329896907216493,0.15463917525773194,0.75
all,mp-571074,mp-27677,mp-1200865,0.5838509316770186,0.13043478260869565,0.28571428571428575,0.7
all,mp-571074,mp-27677,mp-1200865,0.3053435114503817,0.11450381679389313,0.5801526717557252,1.27
all,mp-571074,mp-27677,mp-1200865,0.556390977443609,0.22556390977443608,0.21804511278195485,0.66
all,mp-571074,mp-27677,mp-1200865,0.3489208633093525,0.33453237410071945,0.3165467625899281,0.97
all,mp-571074,mp-27677,mp-1200865,0.5179856115107913,0.03597122302158273,0.44604316546762585,0.93
all,mp-571074,mp-27677,mp-1200865,0.24812030075187969,0.4360902255639098,0.31578947368421056,1.07
all,mp-571074,mp-27677,mp-1200865,0.3174603174603175,0.5952380952380952,0.0873015873015873,0.77
all,mp-571074,mp-27677,mp-1200865,0.2948717948717949,0.3076923076923077,0.39743589743589747,1.1
all,mp-571074,mp-27677,mp-1200865,0.3980582524271845,0.30097087378640774,0.30097087378640774,0.9
all,mp-1018900,mp-616610,mp-707879,0.1388888888888889,0.3055555555555556,0.5555555555555556,1.42
all,mp-1018900,mp-616610,mp-707879,0.5,0.06976744186046513,0.4302325581395349,0.93
all,mp-1018900,mp-616610,mp-707879,0.4493670886075949,0.34810126582278483,0.20253164556962025,0.75
all,mp-1018900,mp-616610,mp-707879,0.6776859504132232,0.3223140495867769,0.0,0.32
all,mp-1018900,mp-616610,mp-707879,0.13868613138686128,0.34306569343065696,0.5182481751824818,1.38
all,mp-1018900,mp-616610,mp-707879,0.421875,0.09375,0.484375,1.06
all,mp-1018900,mp-616610,mp-707879,0.2573839662447257,0.42194092827004215,0.32067510548523204,1.06
all,mp-1018900,mp-616610,mp-707879,0.43697478991596633,0.5546218487394957,0.008403361344537815,0.57
all,mp-1018900,mp-616610,mp-707879,0.3037037037037037,0.47407407407407404,0.2222222222222222,0.92
all,mp-1018900,mp-616610,mp-707879,0.5737704918032787,0.11475409836065575,0.3114754098360656,0.74
all,mp-1018900,mp-616610,mp-707879,0.24390243902439024,0.39024390243902435,0.3658536585365853,1.12
all,mp-1018900,mp-616610,mp-707879,0.3614457831325301,0.39759036144578325,0.2409638554216868,0.88
all,mp-1018900,mp-616610,mp-707879,0.4690265486725663,0.45132743362831856,0.07964601769911503,0.61
all,mp-1018900,mp-616610,mp-707879,0.24375000000000002,0.61875,0.1375,0.89
all,mp-1018900,mp-616610,mp-707879,0.868421052631579,0.10526315789473685,0.026315789473684213,0.16
all,mp-1018900,mp-616610,mp-707879,0.4507042253521127,0.3004694835680751,0.24882629107981225,0.8
all,mp-1018900,mp-616610,mp-707879,0.44303797468354433,0.3670886075949367,0.189873417721519,0.75
all,mp-1018900,mp-616610,mp-707879,0.24731182795698925,0.424731182795699,0.32795698924731187,1.08
all,mp-1018900,mp-616610,mp-707879,0.4248366013071895,0.3790849673202614,0.19607843137254902,0.77
all,mp-1018900,mp-616610,mp-707879,0.0769230769230769,0.06837606837606838,0.8547008547008548,1.78
all,mp-20003,mp-644280,mp-572313,0.17123287671232876,0.31506849315068497,0.5136986301369864,1.34
all,mp-20003,mp-644280,mp-572313,0.051851851851851816,0.34814814814814815,0.6,1.55
all,mp-20003,mp-644280,mp-572313,0.5499999999999999,0.26875,0.18124999999999997,0.63
all,mp-20003,mp-644280,mp-572313,0.5322580645161291,0.06451612903225806,0.40322580645161293,0.87
all,mp-20003,mp-644280,mp-572313,0.5149700598802396,0.05988023952095809,0.4251497005988024,0.91
all,mp-20003,mp-644280,mp-572313,0.35751295336787564,0.5181347150259068,0.12435233160621761,0.77
all,mp-20003,mp-644280,mp-572313,0.0,0.7647058823529411,0.23529411764705882,1.24
all,mp-20003,mp-644280,mp-572313,0.5,0.1865671641791045,0.31343283582089554,0.81
all,mp-20003,mp-644280,mp-572313,0.43946188340807174,0.20179372197309417,0.3587443946188341,0.92
all,mp-20003,mp-644280,mp-572313,0.38461538461538464,0.13461538461538464,0.4807692307692307,1.1
all,mp-20003,mp-644280,mp-572313,0.22377622377622375,0.25874125874125875,0.5174825174825175,1.29
all,mp-20003,mp-644280,mp-572313,0.44278606965174133,0.1592039800995025,0.3980099502487563,0.96
all,mp-20003,mp-644280,mp-572313,0.03030303030303033,0.9090909090909092,0.06060606060606061,1.03
all,mp-20003,mp-644280,mp-572313,0.3023255813953488,0.6511627906976744,0.046511627906976744,0.74
all,mp-20003,mp-644280,mp-572313,0.2075471698113207,0.40094339622641506,0.3915094339622642,1.18
all,mp-20003,mp-644280,mp-572313,0.1160220994475138,0.35911602209944754,0.5248618784530387,1.41
all,mp-20003,mp-644280,mp-572313,0.40350877192982454,0.30701754385964913,0.28947368421052627,0.89
all,mp-20003,mp-644280,mp-572313,0.07792207792207785,0.09090909090909091,0.8311688311688311,1.75
all,mp-20003,mp-644280,mp-572313,0.03478260869565221,0.2173913043478261,0.7478260869565218,1.71
all,mp-20003,mp-644280,mp-572313,0.3854166666666667,0.0625,0.5520833333333334,1.17
all,mp-1191054,mp-28717,mp-510459,0.41228070175438597,0.31578947368421056,0.2719298245614035,0.86
all,mp-1191054,mp-28717,mp-510459,0.2181818181818182,0.44242424242424244,0.33939393939393947,1.12
all,mp-1191054,mp-28717,mp-510459,0.40243902439024387,0.45121951219512196,0.14634146341463414,0.74
all,mp-1191054,mp-28717,mp-510459,0.42105263157894735,0.04093567251461989,0.5380116959064328,1.12
all,mp-1191054,mp-28717,mp-510459,0.2935779816513762,0.26605504587155965,0.44036697247706424,1.15
all,mp-1191054,mp-28717,mp-510459,0.24000000000000002,0.26857142857142857,0.49142857142857144,1.25
all,mp-1191054,mp-28717,mp-510459,0.3866666666666667,0.32666666666666666,0.2866666666666667,0.9
all,mp-1191054,mp-28717,mp-510459,0.06493506493506485,0.23376623376623376,0.7012987012987013,1.64
all,mp-1191054,mp-28717,mp-510459,0.3903508771929824,0.293859649122807,0.31578947368421045,0.93
all,mp-1191054,mp-28717,mp-510459,0.23711340206185566,0.4948453608247423,0.26804123711340205,1.03
all,mp-1191054,mp-28717,mp-510459,0.8064516129032258,0.1827956989247312,0.01075268817204301,0.2
all,mp-1191054,mp-28717,mp-510459,0.3829787234042553,0.04255319148936171,0.574468085106383,1.19
all,mp-1191054,mp-28717,mp-510459,0.06849315068493142,0.452054794520548,0.47945205479452063,1.41
all,mp-1191054,mp-28717,mp-510459,0.01960784313725492,0.1568627450980392,0.8235294117647058,1.8
all,mp-1191054,mp-28717,mp-510459,0.38000000000000006,0.21333333333333335,0.4066666666666667,1.03
all,mp-1191054,mp-28717,mp-510459,0.7042253521126761,0.028169014084507043,0.26760563380281693,0.56
all,mp-1191054,mp-28717,mp-510459,0.5476190476190476,0.21428571428571425,0.23809523809523808,0.69
all,mp-1191054,mp-28717,mp-510459,0.3164556962025316,0.1962025316455696,0.4873417721518987,1.17
all,mp-1191054,mp-28717,mp-510459,0.16417910447761194,0.11940298507462688,0.7164179104477613,1.55
all,mp-1191054,mp-28717,mp-510459,0.35042735042735046,0.36324786324786323,0.28632478632478636,0.94
all,mp-4367,mp-5725,mp-1200315,0.040404040404040435,0.8080808080808081,0.1515151515151515,1.11
all,mp-4367,mp-5725,mp-1200315,0.2614379084967321,0.6405228758169935,0.09803921568627452,0.84
all,mp-4367,mp-5725,mp-1200315,0.41420118343195267,0.4674556213017752,0.1183431952662722,0.7
all,mp-4367,mp-5725,mp-1200315,0.45398773006134974,0.294478527607362,0.2515337423312884,0.8
all,mp-4367,mp-5725,mp-1200315,0.1213872832369942,0.5722543352601156,0.3063583815028902,1.18
all,mp-4367,mp-5725,mp-1200315,0.019417475728155355,0.24271844660194175,0.7378640776699029,1.72
all,mp-4367,mp-5725,mp-1200315,0.5390625,0.44531250000000006,0.015625,0.48
all,mp-4367,mp-5725,mp-1200315,0.26881720430107525,0.0,0.7311827956989247,1.46
all,mp-4367,mp-5725,mp-1200315,0.0,0.07272727272727272,0.9272727272727272,1.93
all,mp-4367,mp-5725,mp-1200315,0.22368421052631574,0.7763157894736843,0.0,0.78
all,mp-4367,mp-5725,mp-1200315,0.3434343434343434,0.4898989898989899,0.16666666666666669,0.82
