spectrum_id,mp_id,cu_oxidation_state,status,reason,evidence
spectrum_0000,mp-10092,1.0,assigned,,query_snapshot.json:material_id=mp-10092; method=None
spectrum_0054,mp-1080022,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080022; method=None
spectrum_0055,mp-1080057,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080057; method=None
spectrum_0056,mp-1080074,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080074; method=None
spectrum_0057,mp-1080173,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080173; method=None
spectrum_0058,mp-1080650,1.0,assigned,,query_snapshot.json:material_id=mp-1080650; method=None
spectrum_0059,mp-1080696,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080696; method=None
spectrum_0060,mp-1080708,1.0,assigned,,query_snapshot.json:material_id=mp-1080708; method=None
spectrum_0061,mp-1080722,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080722; method=None
spectrum_0062,mp-1080743,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1080743; method=None
spectrum_0063,mp-1084809,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1084809; method=None
spectrum_0064,mp-1084813,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1084813; method=None
spectrum_0065,mp-1087471,1.0,assigned,,query_snapshot.json:material_id=mp-1087471; method=None
spectrum_0066,mp-10886,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-10886; method=None
spectrum_0067,mp-1091416,1.0,assigned,,query_snapshot.json:material_id=mp-1091416; method=None
spectrum_0068,mp-1092251,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1092251; method=None
spectrum_0069,mp-1095027,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1095027; method=None
spectrum_0070,mp-1095106,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1095106; method=None
spectrum_0071,mp-1095168,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1095168; method=None
spectrum_0072,mp-1095504,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1095504; method=None
spectrum_0073,mp-1095537,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1095537; method=None
spectrum_0074,mp-1095679,2.0,assigned,,query_snapshot.json:material_id=mp-1095679; method=None
spectrum_0075,mp-10966,2.0,assigned,,query_snapshot.json:material_id=mp-10966; method=None
spectrum_0076,mp-1101077,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1101077; method=None
spectrum_0077,mp-1101786,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1101786; method=None
spectrum_0078,mp-1101915,2.0,assigned,,query_snapshot.json:material_id=mp-1101915; method=None
spectrum_0079,mp-1102046,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1102046; method=None
spectrum_0080,mp-1102243,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1102243; method=None
spectrum_0081,mp-1102345,2.0,assigned,,query_snapshot.json:material_id=mp-1102345; method=None
spectrum_0082,mp-1102607,2.0,assigned,,query_snapshot.json:material_id=mp-1102607; method=None
spectrum_0083,mp-1103053,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103053; method=None
spectrum_0084,mp-1103118,1.0,assigned,,query_snapshot.json:material_id=mp-1103118; method=None
spectrum_0085,mp-1103166,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103166; method=None
spectrum_0086,mp-1103249,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103249; method=None
spectrum_0087,mp-1103291,1.0,assigned,,query_snapshot.json:material_id=mp-1103291; method=None
spectrum_0088,mp-1103352,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103352; method=None
spectrum_0089,mp-1103426,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103426; method=None
spectrum_0090,mp-1103457,1.0,assigned,,query_snapshot.json:material_id=mp-1103457; method=None
spectrum_0091,mp-1103484,2.6666666666666665,assigned,,query_snapshot.json:material_id=mp-1103484; method=None
spectrum_0092,mp-1103519,1.0,assigned,,query_snapshot.json:material_id=mp-1103519; method=None
spectrum_0093,mp-1103557,2.0,assigned,,query_snapshot.json:material_id=mp-1103557; method=None
spectrum_0094,mp-1103650,1.0,assigned,,query_snapshot.json:material_id=mp-1103650; method=None
spectrum_0095,mp-1103698,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103698; method=None
spectrum_0096,mp-1103827,2.0,assigned,,query_snapshot.json:material_id=mp-1103827; method=None
spectrum_0097,mp-1103905,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1103905; method=None
spectrum_0098,mp-1103973,2.0,assigned,,query_snapshot.json:material_id=mp-1103973; method=None
spectrum_0099,mp-1104057,2.0,assigned,,query_snapshot.json:material_id=mp-1104057; method=None
spectrum_0100,mp-1104173,2.0,assigned,,query_snapshot.json:material_id=mp-1104173; method=None
spectrum_0101,mp-1104198,2.0,assigned,,query_snapshot.json:material_id=mp-1104198; method=None
spectrum_0102,mp-1104488,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1104488; method=None
spectrum_0103,mp-1104535,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1104535; method=None
spectrum_0104,mp-1104542,2.0,assigned,,query_snapshot.json:material_id=mp-1104542; method=None
spectrum_0105,mp-1104732,1.0,assigned,,query_snapshot.json:material_id=mp-1104732; method=None
spectrum_0106,mp-1104755,1.5,assigned,,query_snapshot.json:material_id=mp-1104755; method=None
spectrum_0107,mp-1104843,1.0,assigned,,query_snapshot.json:material_id=mp-1104843; method=None
spectrum_0108,mp-1104990,2.0,assigned,,query_snapshot.json:material_id=mp-1104990; method=None
spectrum_0109,mp-1105109,2.0,assigned,,query_snapshot.json:material_id=mp-1105109; method=None
spectrum_0110,mp-1105161,2.5,assigned,,query_snapshot.json:material_id=mp-1105161; method=None
spectrum_0111,mp-1105163,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1105163; method=None
spectrum_0112,mp-1105220,2.0,assigned,,query_snapshot.json:material_id=mp-1105220; method=None
spectrum_0113,mp-1105229,1.0,assigned,,query_snapshot.json:material_id=mp-1105229; method=None
spectrum_0114,mp-1105256,1.0,assigned,,query_snapshot.json:material_id=mp-1105256; method=None
spectrum_0115,mp-1105298,1.0,assigned,,query_snapshot.json:material_id=mp-1105298; method=None
spectrum_0116,mp-1105463,2.0,assigned,,query_snapshot.json:material_id=mp-1105463; method=None
spectrum_0117,mp-1105650,2.0,assigned,,query_snapshot.json:material_id=mp-1105650; method=None
spectrum_0118,mp-1105845,1.0,assigned,,query_snapshot.json:material_id=mp-1105845; method=None
spectrum_0119,mp-11638,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-11638; method=None
spectrum_0120,mp-11760,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-11760; method=None
spectrum_0121,mp-11771,2.0,assigned,,query_snapshot.json:material_id=mp-11771; method=None
spectrum_0122,mp-1178771,1.0,assigned,,query_snapshot.json:material_id=mp-1178771; method=None
spectrum_0123,mp-11791,1.0,assigned,,query_snapshot.json:material_id=mp-11791; method=None
spectrum_0124,mp-1180676,2.0,assigned,,query_snapshot.json:material_id=mp-1180676; method=None
spectrum_0125,mp-1181578,1.0,assigned,,query_snapshot.json:material_id=mp-1181578; method=None
spectrum_0126,mp-1181628,1.0,assigned,,query_snapshot.json:material_id=mp-1181628; method=None
spectrum_0127,mp-1181656,2.0,assigned,,query_snapshot.json:material_id=mp-1181656; method=None
spectrum_0128,mp-1181705,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1181705; method=None
spectrum_0129,mp-1181826,2.0,assigned,,query_snapshot.json:material_id=mp-1181826; method=None
spectrum_0130,mp-1182273,2.0,assigned,,query_snapshot.json:material_id=mp-1182273; method=None
spectrum_0131,mp-1182304,2.0,assigned,,query_snapshot.json:material_id=mp-1182304; method=None
spectrum_0132,mp-1182677,2.0,assigned,,query_snapshot.json:material_id=mp-1182677; method=None
spectrum_0133,mp-1182885,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1182885; method=None
spectrum_0134,mp-11833,1.0,assigned,,query_snapshot.json:material_id=mp-11833; method=None
spectrum_0135,mp-11882,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-11882; method=None
spectrum_0136,mp-1188223,2.0,assigned,,query_snapshot.json:material_id=mp-1188223; method=None
spectrum_0137,mp-1188402,2.0,assigned,,query_snapshot.json:material_id=mp-1188402; method=None
spectrum_0138,mp-1188558,1.0,assigned,,query_snapshot.json:material_id=mp-1188558; method=None
spectrum_0139,mp-1188561,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1188561; method=None
spectrum_0140,mp-1188600,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1188600; method=None
spectrum_0141,mp-1188802,2.0,assigned,,query_snapshot.json:material_id=mp-1188802; method=None
spectrum_0142,mp-1188871,2.0,assigned,,query_snapshot.json:material_id=mp-1188871; method=None
spectrum_0143,mp-1189056,1.0,assigned,,query_snapshot.json:material_id=mp-1189056; method=None
spectrum_0144,mp-1189352,2.0,assigned,,query_snapshot.json:material_id=mp-1189352; method=None
spectrum_0145,mp-1189362,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1189362; method=None
spectrum_0146,mp-1189416,2.0,assigned,,query_snapshot.json:material_id=mp-1189416; method=None
spectrum_0147,mp-1189555,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1189555; method=None
spectrum_0148,mp-1189666,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1189666; method=None
spectrum_0149,mp-1189755,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1189755; method=None
spectrum_0150,mp-1190022,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1190022; method=None
spectrum_0151,mp-1190137,1.0,assigned,,query_snapshot.json:material_id=mp-1190137; method=None
spectrum_0152,mp-1190173,2.0,assigned,,query_snapshot.json:material_id=mp-1190173; method=None
spectrum_0153,mp-1190393,2.0,assigned,,query_snapshot.json:material_id=mp-1190393; method=None
spectrum_0154,mp-1190440,2.0,assigned,,query_snapshot.json:material_id=mp-1190440; method=None
spectrum_0155,mp-1190474,2.0,assigned,,query_snapshot.json:material_id=mp-1190474; method=None
spectrum_0156,mp-1190573,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1190573; method=None
spectrum_0157,mp-1190630,1.0,assigned,,query_snapshot.json:material_id=mp-1190630; method=None
spectrum_0158,mp-1190666,2.6666666666666665,assigned,,query_snapshot.json:material_id=mp-1190666; method=None
spectrum_0159,mp-1190783,2.0,assigned,,query_snapshot.json:material_id=mp-1190783; method=None
spectrum_0160,mp-1190785,1.0,assigned,,query_snapshot.json:material_id=mp-1190785; method=None
spectrum_0161,mp-1190990,2.0,assigned,,query_snapshot.json:material_id=mp-1190990; method=None
spectrum_0162,mp-1191076,1.0,assigned,,query_snapshot.json:material_id=mp-1191076; method=None
spectrum_0163,mp-1191086,1.0,assigned,,query_snapshot.json:material_id=mp-1191086; method=None
spectrum_0164,mp-1191092,1.0,assigned,,query_snapshot.json:material_id=mp-1191092; method=None
spectrum_0165,mp-1191148,2.0,assigned,,query_snapshot.json:material_id=mp-1191148; method=None
spectrum_0166,mp-1191238,1.0,assigned,,query_snapshot.json:material_id=mp-1191238; method=None
spectrum_0167,mp-1191323,2.0,assigned,,query_snapshot.json:material_id=mp-1191323; method=None
spectrum_0168,mp-1191350,1.0,assigned,,query_snapshot.json:material_id=mp-1191350; method=None
spectrum_0169,mp-1191383,1.0,assigned,,query_snapshot.json:material_id=mp-1191383; method=None
spectrum_0170,mp-1191497,2.0,assigned,,query_snapshot.json:material_id=mp-1191497; method=None
spectrum_0171,mp-1191505,2.0,assigned,,query_snapshot.json:material_id=mp-1191505; method=None
spectrum_0172,mp-1191650,2.0,assigned,,query_snapshot.json:material_id=mp-1191650; method=None
spectrum_0173,mp-1191679,2.0,assigned,,query_snapshot.json:material_id=mp-1191679; method=None
spectrum_0174,mp-1191912,2.0,assigned,,query_snapshot.json:material_id=mp-1191912; method=None
spectrum_0175,mp-1191913,1.0,assigned,,query_snapshot.json:material_id=mp-1191913; method=None
spectrum_0176,mp-1192124,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1192124; method=None
spectrum_0177,mp-1192205,1.0,assigned,,query_snapshot.json:material_id=mp-1192205; method=None
spectrum_0178,mp-1192264,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1192264; method=None
spectrum_0179,mp-1192275,1.0,assigned,,query_snapshot.json:material_id=mp-1192275; method=None
spectrum_0180,mp-1192282,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1192282; method=None
spectrum_0181,mp-1192355,1.0,assigned,,query_snapshot.json:material_id=mp-1192355; method=None
spectrum_0182,mp-1192472,2.0,assigned,,query_snapshot.json:material_id=mp-1192472; method=None
spectrum_0183,mp-1192531,1.0,assigned,,query_snapshot.json:material_id=mp-1192531; method=None
spectrum_0184,mp-1192555,2.8,assigned,,query_snapshot.json:material_id=mp-1192555; method=None
spectrum_0185,mp-1192625,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1192625; method=None
spectrum_0186,mp-1192713,1.0,assigned,,query_snapshot.json:material_id=mp-1192713; method=None
spectrum_0187,mp-1192779,2.0,assigned,,query_snapshot.json:material_id=mp-1192779; method=None
spectrum_0188,mp-1192806,2.0,assigned,,query_snapshot.json:material_id=mp-1192806; method=None
spectrum_0189,mp-1192807,2.0,assigned,,query_snapshot.json:material_id=mp-1192807; method=None
spectrum_0190,mp-1192830,2.0,assigned,,query_snapshot.json:material_id=mp-1192830; method=None
spectrum_0191,mp-1192934,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1192934; method=None
spectrum_0192,mp-1192989,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1192989; method=None
spectrum_0193,mp-1193079,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1193079; method=None
spectrum_0194,mp-1193217,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1193217; method=None
spectrum_0195,mp-1193249,2.3333333333333335,assigned,,query_snapshot.json:material_id=mp-1193249; method=None
spectrum_0196,mp-1193268,2.0,assigned,,query_snapshot.json:material_id=mp-1193268; method=None
spectrum_0197,mp-1193439,2.0,assigned,,query_snapshot.json:material_id=mp-1193439; method=None
spectrum_0198,mp-1193512,2.6666666666666665,assigned,,query_snapshot.json:material_id=mp-1193512; method=None
spectrum_0199,mp-1193540,2.0,assigned,,query_snapshot.json:material_id=mp-1193540; method=None
spectrum_0200,mp-1193551,2.0,assigned,,query_snapshot.json:material_id=mp-1193551; method=None
spectrum_0201,mp-1193617,2.0,assigned,,query_snapshot.json:material_id=mp-1193617; method=None
spectrum_0202,mp-1193632,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1193632; method=None
spectrum_0203,mp-1193701,1.0,assigned,,query_snapshot.json:material_id=mp-1193701; method=None
spectrum_0204,mp-1193718,1.0,assigned,,query_snapshot.json:material_id=mp-1193718; method=None
spectrum_0205,mp-1193752,2.0,assigned,,query_snapshot.json:material_id=mp-1193752; method=None
spectrum_0206,mp-1193941,2.0,assigned,,query_snapshot.json:material_id=mp-1193941; method=None
spectrum_0207,mp-1194041,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1194041; method=None
spectrum_0208,mp-1194267,2.0,assigned,,query_snapshot.json:material_id=mp-1194267; method=None
spectrum_0209,mp-1194283,2.0,assigned,,query_snapshot.json:material_id=mp-1194283; method=None
spectrum_0210,mp-1194436,1.0,assigned,,query_snapshot.json:material_id=mp-1194436; method=None
spectrum_0211,mp-1194694,1.0,assigned,,query_snapshot.json:material_id=mp-1194694; method=None
spectrum_0212,mp-1194708,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1194708; method=None
spectrum_0213,mp-1194779,1.0,assigned,,query_snapshot.json:material_id=mp-1194779; method=None
spectrum_0214,mp-1194948,2.0,assigned,,query_snapshot.json:material_id=mp-1194948; method=None
spectrum_0215,mp-1194983,2.0,assigned,,query_snapshot.json:material_id=mp-1194983; method=None
spectrum_0216,mp-1195036,1.0,assigned,,query_snapshot.json:material_id=mp-1195036; method=None
spectrum_0217,mp-1195153,2.0,assigned,,query_snapshot.json:material_id=mp-1195153; method=None
spectrum_0218,mp-1195165,2.0,assigned,,query_snapshot.json:material_id=mp-1195165; method=None
spectrum_0219,mp-1195300,2.0,assigned,,query_snapshot.json:material_id=mp-1195300; method=None
spectrum_0220,mp-1195498,2.0,assigned,,query_snapshot.json:material_id=mp-1195498; method=None
spectrum_0221,mp-1195739,2.0,assigned,,query_snapshot.json:material_id=mp-1195739; method=None
spectrum_0222,mp-1195928,1.0,assigned,,query_snapshot.json:material_id=mp-1195928; method=None
spectrum_0223,mp-1196031,2.0,assigned,,query_snapshot.json:material_id=mp-1196031; method=None
spectrum_0224,mp-1196039,2.0,assigned,,query_snapshot.json:material_id=mp-1196039; method=None
spectrum_0225,mp-1196135,2.0,assigned,,query_snapshot.json:material_id=mp-1196135; method=None
spectrum_0226,mp-1196166,1.0,assigned,,query_snapshot.json:material_id=mp-1196166; method=None
spectrum_0227,mp-1196185,2.0,assigned,,query_snapshot.json:material_id=mp-1196185; method=None
spectrum_0228,mp-1196187,2.0,assigned,,query_snapshot.json:material_id=mp-1196187; method=None
spectrum_0229,mp-1196314,1.0,assigned,,query_snapshot.json:material_id=mp-1196314; method=None
spectrum_0230,mp-1196322,2.4,assigned,,query_snapshot.json:material_id=mp-1196322; method=None
spectrum_0231,mp-1196376,2.5,assigned,,query_snapshot.json:material_id=mp-1196376; method=None
spectrum_0232,mp-1196587,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1196587; method=None
spectrum_0233,mp-1196599,2.0,assigned,,query_snapshot.json:material_id=mp-1196599; method=None
spectrum_0234,mp-1196682,2.0,assigned,,query_snapshot.json:material_id=mp-1196682; method=None
spectrum_0235,mp-1196726,1.0,assigned,,query_snapshot.json:material_id=mp-1196726; method=None
spectrum_0236,mp-1197183,2.0,assigned,,query_snapshot.json:material_id=mp-1197183; method=None
spectrum_0237,mp-1197302,2.0,assigned,,query_snapshot.json:material_id=mp-1197302; method=None
spectrum_0238,mp-1197502,1.0,assigned,,query_snapshot.json:material_id=mp-1197502; method=None
spectrum_0239,mp-1197546,2.0,assigned,,query_snapshot.json:material_id=mp-1197546; method=None
spectrum_0240,mp-1197678,2.0,assigned,,query_snapshot.json:material_id=mp-1197678; method=None
spectrum_0241,mp-1197738,1.0,assigned,,query_snapshot.json:material_id=mp-1197738; method=None
spectrum_0242,mp-1197753,2.0,assigned,,query_snapshot.json:material_id=mp-1197753; method=None
spectrum_0243,mp-1197779,2.0,assigned,,query_snapshot.json:material_id=mp-1197779; method=None
spectrum_0244,mp-1197914,1.0,assigned,,query_snapshot.json:material_id=mp-1197914; method=None
spectrum_0245,mp-1197943,2.0,assigned,,query_snapshot.json:material_id=mp-1197943; method=None
spectrum_0246,mp-1198006,2.5,assigned,,query_snapshot.json:material_id=mp-1198006; method=None
spectrum_0247,mp-1198047,2.0,assigned,,query_snapshot.json:material_id=mp-1198047; method=None
spectrum_0248,mp-1198264,2.0,assigned,,query_snapshot.json:material_id=mp-1198264; method=None
spectrum_0249,mp-1198265,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1198265; method=None
spectrum_0250,mp-1198405,2.0,assigned,,query_snapshot.json:material_id=mp-1198405; method=None
spectrum_0251,mp-1198524,2.0,assigned,,query_snapshot.json:material_id=mp-1198524; method=None
spectrum_0252,mp-1198701,2.0,assigned,,query_snapshot.json:material_id=mp-1198701; method=None
spectrum_0253,mp-1198809,2.0,assigned,,query_snapshot.json:material_id=mp-1198809; method=None
spectrum_0254,mp-1198838,2.0,assigned,,query_snapshot.json:material_id=mp-1198838; method=None
spectrum_0255,mp-1198851,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1198851; method=None
spectrum_0256,mp-1198901,2.0,assigned,,query_snapshot.json:material_id=mp-1198901; method=None
spectrum_0257,mp-1199050,2.0,assigned,,query_snapshot.json:material_id=mp-1199050; method=None
spectrum_0258,mp-1199099,2.0,assigned,,query_snapshot.json:material_id=mp-1199099; method=None
spectrum_0259,mp-1199182,1.0,assigned,,query_snapshot.json:material_id=mp-1199182; method=None
spectrum_0260,mp-1199298,2.0,assigned,,query_snapshot.json:material_id=mp-1199298; method=None
spectrum_0261,mp-1199313,2.0,assigned,,query_snapshot.json:material_id=mp-1199313; method=None
spectrum_0262,mp-1199396,1.0,assigned,,query_snapshot.json:material_id=mp-1199396; method=None
spectrum_0263,mp-1199484,2.0,assigned,,query_snapshot.json:material_id=mp-1199484; method=None
spectrum_0264,mp-1199734,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-1199734; method=None
spectrum_0265,mp-1199822,2.0,assigned,,query_snapshot.json:material_id=mp-1199822; method=None
spectrum_0266,mp-1199882,2.0,assigned,,query_snapshot.json:material_id=mp-1199882; method=None
spectrum_0267,mp-1199970,2.0,assigned,,query_snapshot.json:material_id=mp-1199970; method=None
spectrum_0268,mp-1199983,2.0,assigned,,query_snapshot.json:material_id=mp-1199983; method=None
