material_id,label
mp-4643,2.0
mp-4647,1.12
mp-4711,2.0
mp-4826,2.0
mp-488,1.33
mp-504,2.0
mp-504536,1.5
mp-504580,2.0
mp-504711,2.0
mp-504862,2.0
mp-504927,2.0
mp-504978,2.0
mp-505105,2.0
mp-505131,2.0
mp-505151,2.0
mp-505194,1.0
mp-505215,0.0
mp-505268,2.0
mp-505310,1.0
mp-505404,2.0
mp-505421,2.0
mp-505576,0.0
mp-505589,2.0
mp-505611,1.0
mp-505785,2.0
mp-505804,1.0
mp-505811,2.0
mp-510056,2.0
mp-510148,0.0
mp-510292,2.0
mp-510539,1.0
mp-510570,2.0
mp-510608,2.0
mp-510642,2.0
mp-510657,1.67
mp-5169,2.0
mp-5178,2.0
mp-540665,1.14
mp-540812,2.0
mp-540858,2.0
mp-540999,2.0
mp-541087,2.0
mp-541136,2.0
mp-541147,2.0
mp-541324,2.0
mp-541330,2.0
mp-541332,2.0
mp-541622,1.0
mp-541923,1.0
mp-541991,2.0
mp-542176,2.0
mp-542197,2.0
mp-542426,1.0
mp-5425,1.0
mp-542750,0.0
mp-542806,1.0
mp-542807,2.0
mp-542934,0.0
mp-542944,2.0
mp-545369,1.0
mp-546449,2.0
mp-546790,1.0
mp-551135,2.0
mp-551219,1.0
mp-552089,2.0
mp-554075,2.0
mp-554117,2.0
mp-554120,1.0
mp-554177,2.0
mp-554184,2.0
mp-554200,1.67
mp-554272,1.0
mp-554298,2.0
mp-554335,2.0
mp-554343,1.0
mp-554352,2.0
mp-554419,2.0
mp-554440,2.0
mp-554511,1.43
mp-554562,2.0
mp-5546,1.0
mp-554627,1.17
mp-554781,1.0
mp-554812,2.0
mp-554874,2.0
mp-555093,2.0
mp-555139,2.0
mp-555369,2.0
mp-555515,2.0
mp-555519,2.0
mp-555570,2.0
mp-555729,1.0
mp-555827,2.0
mp-555856,1.33
mp-555937,2.0
mp-555984,1.0
mp-556002,2.0
mp-556036,2.0
mp-556045,2.0
mp-556238,2.0
mp-556402,2.0
mp-556575,2.0
mp-556582,2.0
mp-556590,2.0
mp-556604,2.0
mp-556635,2.0
mp-556640,1.0
mp-556714,1.0
mp-556733,2.0
mp-556753,2.0
mp-556755,2.0
mp-556822,2.0
mp-556926,2.0
mp-557084,2.0
mp-557123,2.0
mp-557136,2.0
mp-557249,1.33
mp-557274,1.0
mp-557339,2.0
mp-557341,2.0
mp-557373,1.0
mp-557510,2.0
mp-557552,2.0
mp-557929,1.17
mp-557936,2.0
mp-557980,2.0
mp-558144,2.0
mp-558338,1.0
mp-558364,2.0
mp-558472,2.0
mp-558486,2.0
mp-558696,2.0
mp-559094,2.0
mp-559209,2.0
mp-559307,1.0
mp-559415,2.0
mp-560100,2.0
mp-560165,2.0
mp-560273,2.0
mp-560285,2.0
mp-560291,2.0
mp-560345,2.0
mp-560368,2.0
mp-560533,2.0
mp-560776,2.0
mp-560805,2.0
mp-561012,2.0
mp-561081,2.0
mp-561308,2.0
mp-562090,1.0
mp-565843,2.0
mp-566937,1.5
mp-567201,0.0
mp-567366,2.0
mp-567840,1.0
mp-567932,0.0
mp-568224,1.0
mp-568315,0.0
mp-568354,0.0
mp-568495,0.0
mp-568497,0.0
mp-568524,0.0
mp-568532,2.0
mp-568598,1.0
mp-568816,2.0
mp-569292,1.0
mp-569339,0.0
mp-569526,2.0
mp-5696,2.0
mp-569687,1.0
mp-569691,0.0
mp-569715,1.0
mp-569834,0.0
mp-570393,1.0
mp-570702,0.0
mp-570765,0.0
mp-571034,0.0
mp-571054,1.0
mp-571074,0.0
mp-571268,1.67
mp-571386,1.0
mp-571468,1.0
mp-572929,2.0
mp-573024,2.0
mp-573069,2.0
mp-573877,0.0
mp-574507,0.0
mp-579718,0.0
mp-580364,0.0
mp-581212,1.0
mp-581303,2.0
mp-581641,2.0
mp-581786,0.0
mp-582681,1.0
mp-583800,0.0
mp-5866,1.0
mp-5938,2.0
mp-600172,1.0
mp-600604,2.0
mp-6013,1.0
mp-601952,2.0
mp-6036,2.0
mp-604273,2.0
mp-604996,2.0
mp-605172,1.0
mp-605196,1.0
mp-607080,0.0
mp-6127,2.0
mp-614489,0.0
mp-614964,1.67
mp-616166,1.67
mp-616610,1.0
mp-617247,2.0
mp-6181,1.0
mp-618788,1.0
mp-618991,1.0
mp-620033,2.0
mp-620325,2.0
mp-622026,1.0
mp-622108,2.0
mp-622110,2.0
mp-622570,0.0
mp-622576,1.67
mp-622636,0.0
mp-6252,2.0
mp-628568,2.0
mp-6297,2.0
mp-635456,1.0
mp-635469,1.0
mp-636198,0.0
mp-636240,0.0
mp-636256,0.0
mp-636978,2.0
mp-638086,1.0
mp-639675,0.0
mp-639719,2.0
mp-639756,0.0
mp-640899,0.0
mp-640925,2.0
mp-641710,2.0
mp-642,0.0
mp-642157,2.0
mp-642804,2.0
mp-642811,2.5
mp-643052,2.0
mp-643203,1.83
mp-643378,2.0
mp-643743,2.0
mp-643934,2.0
mp-645435,2.0
mp-645504,0.0
mp-646039,0.0
mp-646125,0.0
mp-646750,0.0
mp-647606,1.0
mp-649774,1.0
mp-6498,1.0
mp-649944,2.0
mp-650741,2.0
mp-651682,2.0
mp-651706,1.0
mp-6537,2.0
mp-653925,2.0
mp-654109,1.0
mp-654900,1.0
mp-655377,1.0
mp-669354,2.0
mp-669361,2.0
mp-672285,1.0
mp-672295,1.25
mp-672345,2.0
mp-677105,1.5
mp-679991,1.0
mp-6802,1.0
mp-680211,2.0
mp-680639,0.0
mp-6829,1.0
mp-683906,0.0
mp-683950,2.08
mp-6885,2.0
mp-690769,2.0
mp-696200,2.0
mp-697008,2.0
mp-697994,2.0
mp-698276,1.0
mp-698313,1.0
mp-698361,0.0
mp-698396,1.0
mp-698413,2.0
mp-699474,2.0
mp-703398,2.0
mp-703515,2.0
mp-703531,2.0
mp-704617,2.0
mp-704645,2.0
mp-704745,0.0
mp-705439,0.0
mp-705524,2.0
mp-706287,2.0
mp-706670,2.0
mp-707052,2.0
mp-707169,1.0
mp-707170,2.0
mp-707201,2.0
mp-707464,2.0
mp-707852,2.0
mp-707879,2.0
mp-709325,2.0
mp-712,0.0
mp-720299,2.0
mp-720337,2.0
mp-720417,1.0
mp-720876,2.0
mp-721072,2.0
mp-721604,2.0
mp-721789,2.0
mp-721943,2.0
mp-722280,2.0
mp-722867,2.0
mp-723175,2.0
mp-733590,2.0
mp-752783,2.0
mp-753954,2.0
mp-756758,2.0
mp-774723,2.0
mp-774726,0.0
mp-838,0.0
mp-845,0.0
mp-861595,0.0
mp-862687,2.0
mp-8800,1.0
mp-8806,1.0
mp-8927,1.0
mp-9248,1.0
mp-9660,2.0
mp-998,0.0
mp-999135,1.0
mp-1001780,1.0
mp-1005792,1.0
mp-1008511,0.0
mp-1017556,0.0
mp-1018029,0.0
mp-1018149,0.0
mp-1018705,0.0
mp-1018713,0.0
mp-1018714,0.0
mp-1018784,1.0
mp-1018893,0.0
mp-1023132,2.0
mp-10244,1.0
mp-1024954,0.0
mp-1024957,0.0
mp-1024987,0.0
mp-1024991,0.0
mp-1024994,0.0
mp-1025013,0.0
mp-1025021,0.0
mp-1025032,0.0
mp-1025116,0.0
mp-1025122,0.0
mp-1025128,0.0
mp-1025134,0.0
mp-1025136,0.0
mp-1025265,2.0
mp-1025340,1.0
mp-1025402,0.0
mp-1025532,2.0
mp-10288,1.0
mp-10336,1.0
mp-1038,0.0
mp-10381,1.0
mp-10533,1.0
mp-10598,0.0
mp-1068891,0.0
mp-1069287,0.0
mp-1069357,0.0
mp-1069375,0.0
mp-1069443,0.0
mp-1069825,0.0
mp-1070573,0.0
mp-1070869,0.0
mp-1071051,0.0
mp-1071645,0.0
mp-1071835,0.0
mp-1071904,0.0
mp-1072033,0.0
mp-1072041,0.0
mp-1072264,0.0
mp-10746,0.0
mp-10749,1.0
mp-1076933,0.0
mp-1077154,0.0
mp-1077165,0.0
mp-1077167,0.0
mp-1077209,0.0
mp-1077290,0.0
mp-1077293,0.0
mp-1077351,0.0
mp-1077428,0.0
mp-1077453,0.0
mp-1077498,0.0
mp-1077518,0.0
mp-1077741,0.0
mp-1077750,0.0
mp-1077752,0.0
mp-1077802,0.0
mp-1077929,2.0
mp-1078005,1.25
mp-1078292,1.0
mp-1078460,0.0
mp-1078489,0.0
mp-1078543,0.0
mp-1078544,0.0
mp-1078592,0.0
mp-1078630,1.0
mp-1078692,0.0
mp-1078729,0.0
mp-1078738,0.0
mp-1078853,0.0
mp-1078857,0.0
mp-1078916,0.0
mp-1078920,0.0
mp-1078982,2.0
mp-1079261,2.0
mp-1079357,0.0
mp-1079361,0.0
mp-1079498,0.0
mp-1079508,0.0
mp-1079779,0.0
mp-1079868,0.0
mp-1079890,0.0
mp-1080085,0.0
mp-1080116,2.0
mp-1080149,1.0
mp-1080384,0.0
mp-1080443,0.0
mp-1080560,0.0
mp-1080588,1.0
mp-1080594,0.0
mp-1080612,0.0
mp-1080624,0.0
mp-1080814,0.0
mp-10834,1.0
mp-1087483,1.0
mp-1087547,0.0
mp-10876,0.0
mp-10877,0.0
mp-10887,0.0
mp-10950,2.0
mp-1095111,0.0
mp-10952,1.0
mp-1095201,0.0
mp-1095273,1.0
mp-1095403,1.0
mp-1095575,0.0
mp-1095591,0.0
mp-1095660,0.0
mp-1096867,1.0
mp-1096897,0.0
mp-10973,1.0
mp-10991,2.0
mp-10992,2.0
mp-1100809,1.0
mp-1101139,2.0
mp-1101476,1.0
mp-1101850,0.0
mp-1101867,0.0
mp-11019,1.0
mp-1102015,1.0
mp-1102042,0.0
mp-1102297,1.0
mp-1102382,2.0
mp-1102518,1.75
mp-1102536,1.0
mp-11029,0.0
mp-1103123,1.0
mp-1103415,0.0
mp-1103511,0.0
mp-1103929,0.0
mp-1104000,1.67
mp-1104253,0.0
mp-1104269,0.0
mp-1104741,0.0
mp-1104798,0.0
mp-1104848,0.0
mp-1104923,0.0
mp-1104954,0.0
mp-1104960,1.75
mp-1105138,2.0
mp-1105186,1.0
mp-1105187,2.0
mp-1105893,1.0
mp-1105955,1.0
mp-1106051,1.0
mp-1106301,0.0
mp-1106310,1.0
mp-11086,0.0
mp-11114,2.0
mp-11115,2.0
mp-1113297,1.0
mp-1113598,1.0
mp-1120730,1.25
mp-11293,0.0
mp-11359,0.0
mp-11360,0.0
mp-11361,0.0
mp-11363,0.0
mp-11366,0.0
mp-1140,0.0
mp-1147551,0.0
mp-1147553,0.0
mp-1147650,2.0
mp-1147653,2.0
mp-1147679,1.0
mp-1147709,2.0
mp-1147715,2.0
mp-11604,1.0
mp-11700,1.0
mp-11701,1.0
mp-1172870,1.0
mp-1177695,1.0
mp-11790,1.0
mp-11792,1.0
mp-11793,1.0
mp-1179530,0.0
mp-1179864,1.0
mp-1180119,1.0
mp-1183114,0.0
mp-1183120,0.0
mp-1183810,0.0
mp-1183995,0.0
mp-1184092,0.0
mp-1184119,0.0
mp-1184202,0.0
mp-1184422,0.0
mp-1184522,0.0
mp-1184609,0.0
mp-1184891,0.0
mp-11852,0.0
mp-1185442,0.0
mp-1185452,0.0
mp-1185457,0.0
mp-1185508,0.0
mp-1185509,0.0
mp-1186452,0.0
mp-1186453,0.0
mp-1186462,0.0
mp-1186667,0.0
mp-1187436,0.0
mp-1187455,0.0
mp-1187459,0.0
mp-1187538,0.0
mp-1187606,0.0
mp-1187800,0.0
mp-1188077,0.0
mp-1188159,0.0
mp-1188172,0.0
mp-1188208,1.0
mp-1188264,2.0
mp-1188268,2.5
mp-1188441,0.0
mp-1188531,0.0
mp-1189588,0.0
mp-1189612,2.0
mp-1189828,1.0
mp-1189879,1.0
mp-1190072,0.0
mp-1190117,2.0
mp-1190199,2.0
mp-1190446,2.0
mp-1190515,2.0
mp-1190539,1.0
mp-1190656,1.0
mp-1191054,0.0
mp-1191305,0.0
mp-1191406,1.0
mp-1191419,1.0
mp-1191858,2.0
mp-1191985,1.0
mp-1192085,1.0
mp-11923,1.0
mp-11925,1.0
mp-1192662,0.0
mp-1192715,0.0
mp-1192723,2.0
mp-1192782,2.0
mp-1192935,0.0
mp-1192952,0.0
mp-1193200,0.0
mp-1193533,0.0
mp-1193693,0.0
mp-1193845,0.0
mp-1194036,0.0
mp-1194170,0.0
mp-1194230,0.0
mp-1194241,0.0
mp-1194443,0.0
mp-1194546,2.0
mp-1194744,1.15
mp-1194809,1.0
mp-1195070,2.0
mp-1195143,2.0
mp-1195291,1.0
mp-1195655,2.0
mp-1195676,2.0
mp-1195710,0.0
mp-1195821,0.0
mp-1196390,0.0
mp-1197621,0.0
mp-1197658,1.62
mp-1198036,2.0
mp-1198048,2.0
mp-1198565,2.0
mp-1198918,2.0
mp-1199290,1.0
mp-1199735,1.0
mp-12007,0.0
mp-12009,0.0
mp-1200988,0.0
mp-1201069,1.0
mp-1201167,2.0
mp-1201654,2.0
mp-1203307,1.0
mp-1203834,2.0
mp-1203883,0.0
mp-1205497,0.0
mp-1205563,0.0
mp-1205577,0.0
mp-1205581,0.0
mp-1205707,0.0
mp-1205745,0.0
mp-1205861,0.0
mp-1205864,0.0
mp-1205902,0.0
mp-1205970,0.0
mp-1205987,0.0
mp-1206020,1.0
mp-1206022,0.0
mp-1206085,2.0
mp-1206095,0.0
mp-1206169,2.0
mp-1206262,0.0
mp-1206278,0.0
mp-1206421,0.0
mp-1206430,0.0
mp-1206438,0.0
mp-1206453,0.0
mp-1206555,0.0
mp-1206691,0.0
mp-1206800,0.0
mp-1206870,2.0
mp-1206905,0.0
mp-1206944,0.0
mp-1207003,0.0
mp-1207068,2.0
mp-1207193,2.0
mp-1207399,1.0
mp-1207410,1.0
mp-1207422,0.0
mp-1207590,0.0
mp-1207636,0.0
mp-1207797,0.0
mp-1208066,0.0
mp-1208222,1.0
mp-1208239,0.0
mp-1208242,0.0
mp-1208292,0.0
mp-1208323,0.0
mp-1208325,2.0
mp-1208445,0.0
mp-1208521,0.0
mp-12086,0.0
mp-1208916,2.0
mp-1209000,0.0
mp-1209018,1.0
mp-1209206,2.0
mp-1209376,2.0
mp-1209738,2.0
mp-1209760,2.0
mp-1209796,0.0
mp-1209832,2.0
mp-1209940,2.0
mp-1209951,2.0
mp-1209963,2.0
mp-1210067,0.0
mp-1210068,2.0
mp-1210079,2.0
mp-1210159,1.0
mp-1210224,2.0
mp-1210695,1.5
mp-1211261,2.0
mp-1211368,2.0
mp-1211416,2.0
mp-1211431,0.0
mp-1211434,2.0
mp-1211474,1.0
mp-1211692,1.0
mp-1211723,1.0
mp-1212343,0.0
mp-1212455,0.0
mp-1212597,0.0
mp-1212638,2.0
mp-1212660,1.0
mp-1212752,1.0
mp-1212837,1.0
mp-1212937,1.0
mp-1213055,2.0
mp-1213075,2.0
mp-1213198,2.0
mp-1213222,2.0
mp-1213273,2.0
mp-1213285,0.0
mp-1213290,0.0
mp-1213317,2.0
mp-1213368,2.0
mp-1213613,1.0
mp-1213889,2.0
mp-1214035,1.0
mp-1214036,0.0
mp-1214241,0.0
mp-1214324,2.0
mp-1214381,1.0
mp-1214402,1.0
mp-1214501,2.33
mp-1214524,2.33
mp-1214552,2.67
mp-1214577,2.0
mp-1214585,1.67
mp-1214695,2.0
mp-1214697,1.0
mp-1214709,2.0
mp-1214720,2.0
mp-1214866,0.0
mp-1214887,0.0
mp-1214933,2.33
mp-1215318,0.0
mp-1215338,0.0
mp-1215370,1.0
mp-1215380,0.0
mp-1215494,1.0
mp-1215514,1.0
mp-1215553,0.0
mp-1215563,0.0
mp-1215637,0.0
mp-1215639,0.0
mp-1215672,0.0
mp-1215705,1.0
mp-1215719,0.0
mp-1215808,0.0
mp-1215887,1.75
mp-1215905,1.0
mp-1216017,0.0
mp-1216020,0.0
mp-1216081,0.0
mp-1216128,0.0
mp-1216156,0.0
mp-1216184,1.0
mp-1216210,0.0
mp-1216319,0.0
mp-1216363,1.33
mp-1216441,0.0
mp-1216515,1.46
mp-1216524,0.0
mp-1216599,1.0
mp-1216740,1.0
mp-1216745,0.0
mp-1216850,0.0
mp-1216911,1.0
mp-1217046,1.33
mp-1217139,1.0
mp-1217232,1.33
mp-1217294,0.0
mp-1217570,0.0
mp-1217605,1.0
mp-1217627,0.0
mp-1217677,0.0
mp-1217694,0.0
mp-1217701,0.0
mp-1217715,0.0
mp-1217740,0.0
mp-1217839,0.0
mp-1217848,1.0
mp-1217849,1.17
mp-1217925,1.0
mp-1217996,1.0
mp-1218032,1.0
mp-1218053,1.0
mp-1218096,0.0
mp-1218223,1.0
mp-1218849,2.0
mp-1218982,1.0
mp-1218991,1.0
mp-1219014,0.0
mp-1219064,0.0
mp-1219105,0.0
mp-1219195,0.0
