run_id,degree,loss_increase
Cr_bader_identified_material_r1_s113_multiscale,0,0.08644589143836198
Cr_bader_identified_material_r1_s113_multiscale,1,0.03807851015664976
Cr_bader_identified_material_r1_s113_multiscale,2,0.012504203837953767
Mn_coord_identified_material_r0_s113_multiscale,0,0.3102662613921331
Mn_coord_identified_material_r0_s113_multiscale,1,0.062085033247692545
Mn_coord_identified_material_r0_s113_multiscale,2,0.04087523223626288
Mn_coord_identified_material_r1_s113_multiscale,0,0.323228830229805
Mn_coord_identified_material_r1_s113_multiscale,1,0.07257921232150855
Mn_coord_identified_material_r1_s113_multiscale,2,0.030622378945109663
Mn_md_identified_material_r0_s113_multiscale,0,0.080398149419295
Mn_md_identified_material_r0_s113_multiscale,1,0.030205701757596307
Mn_md_identified_material_r0_s113_multiscale,2,0.006792982492174502
Mn_md_identified_material_r1_s113_multiscale,0,0.06674434960116071
Mn_md_identified_material_r1_s113_multiscale,1,0.03509563515344502
Mn_md_identified_material_r1_s113_multiscale,2,0.00705908844212335
Mn_bader_identified_material_r0_s113_multiscale,0,0.12154453472043077
Mn_bader_identified_material_r0_s113_multiscale,1,0.04422952191522933
Mn_bader_identified_material_r0_s113_multiscale,2,0.01458923169886403
Mn_bader_identified_material_r1_s113_multiscale,0,0.12645067345528926
Mn_bader_identified_material_r1_s113_multiscale,1,0.0385271219572047
Mn_bader_identified_material_r1_s113_multiscale,2,0.013988652925276304
Fe_coord_identified_material_r0_s113_multiscale,0,0.39133809398708264
Fe_coord_identified_material_r0_s113_multiscale,1,0.05484946617079922
Fe_coord_identified_material_r0_s113_multiscale,2,0.03185987293938031
Fe_coord_identified_material_r1_s113_multiscale,0,0.38936915595586374
Fe_coord_identified_material_r1_s113_multiscale,1,0.0987787673688516
Fe_coord_identified_material_r1_s113_multiscale,2,0.065775740848524
Fe_md_identified_material_r0_s113_multiscale,0,0.049381586136021206
Fe_md_identified_material_r0_s113_multiscale,1,0.04155016015442448
Fe_md_identified_material_r0_s113_multiscale,2,0.007241660804692872
Fe_md_identified_material_r1_s113_multiscale,0,0.04626220880489292
Fe_md_identified_material_r1_s113_multiscale,1,0.04090508296982726
Fe_md_identified_material_r1_s113_multiscale,2,0.007204954402198569
Fe_bader_identified_material_r0_s113_multiscale,0,0.11443615967080496
Fe_bader_identified_material_r0_s113_multiscale,1,0.05558495880674451
Fe_bader_identified_material_r0_s113_multiscale,2,0.0168526147696135
Fe_bader_identified_material_r1_s113_multiscale,0,0.09195834021946885
Fe_bader_identified_material_r1_s113_multiscale,1,0.05232582146636604
Fe_bader_identified_material_r1_s113_multiscale,2,0.018984290411471594
Co_coord_identified_material_r0_s113_multiscale,0,0.3797317346251833
Co_coord_identified_material_r0_s113_multiscale,1,0.0893209855566024
Co_coord_identified_material_r0_s113_multiscale,2,0.050235060235263695
Co_coord_identified_material_r1_s113_multiscale,0,0.3399576162769872
Co_coord_identified_material_r1_s113_multiscale,1,0.08135064637715406
Co_coord_identified_material_r1_s113_multiscale,2,0.05936913056929527
Co_md_identified_material_r0_s113_multiscale,0,0.04333190733870901
Co_md_identified_material_r0_s113_multiscale,1,0.04746314241776545
Co_md_identified_material_r0_s113_multiscale,2,0.005978324098495143
Co_md_identified_material_r1_s113_multiscale,0,0.044581933849809616
Co_md_identified_material_r1_s113_multiscale,1,0.04574805244823088
Co_md_identified_material_r1_s113_multiscale,2,0.007532317796068871
Co_bader_identified_material_r0_s113_multiscale,0,0.08058550411712354
Co_bader_identified_material_r0_s113_multiscale,1,0.07278317681014637
Co_bader_identified_material_r0_s113_multiscale,2,0.01572410907923344
Co_bader_identified_material_r1_s113_multiscale,0,0.08957320397243121
Co_bader_identified_material_r1_s113_multiscale,1,0.07080478534066353
Co_bader_identified_material_r1_s113_multiscale,2,0.01971307833009206
Ni_coord_identified_material_r0_s113_multiscale,0,0.3614142719803448
Ni_coord_identified_material_r0_s113_multiscale,1,0.11813535542058773
Ni_coord_identified_material_r0_s113_multiscale,2,0.06579305813805225
Ni_coord_identified_material_r1_s113_multiscale,0,0.32319174323723077
Ni_coord_identified_material_r1_s113_multiscale,1,0.13709440564245035
Ni_coord_identified_material_r1_s113_multiscale,2,0.13854126566544878
Ni_md_identified_material_r0_s113_multiscale,0,0.028590541156384913
Ni_md_identified_material_r0_s113_multiscale,1,0.04136243607836561
Ni_md_identified_material_r0_s113_multiscale,2,0.0035474281717062413
Ni_md_identified_material_r1_s113_multiscale,0,0.0320521376425657
Ni_md_identified_material_r1_s113_multiscale,1,0.035537639826106096
Ni_md_identified_material_r1_s113_multiscale,2,0.0027199780190218965
Ni_bader_identified_material_r0_s113_multiscale,0,0.021606730354742656
Ni_bader_identified_material_r0_s113_multiscale,1,0.010967195482883108
Ni_bader_identified_material_r0_s113_multiscale,2,0.012901508204805595
Ni_bader_identified_material_r1_s113_multiscale,0,0.0270389792362946
Ni_bader_identified_material_r1_s113_multiscale,1,0.019332458284408965
Ni_bader_identified_material_r1_s113_multiscale,2,0.008217173745474413
Cu_coord_identified_material_r0_s113_multiscale,0,0.39251007745831623
Cu_coord_identified_material_r0_s113_multiscale,1,0.04130385817072957
Cu_coord_identified_material_r0_s113_multiscale,2,0.12395753536613963
Cu_coord_identified_material_r1_s113_multiscale,0,0.22267993517457763
Cu_coord_identified_material_r1_s113_multiscale,1,0.1634620782628886
Cu_coord_identified_material_r1_s113_multiscale,2,0.1498384077301198
Cu_md_identified_material_r0_s113_multiscale,0,0.034569535600050466
Cu_md_identified_material_r0_s113_multiscale,1,0.030646332840306767
Cu_md_identified_material_r0_s113_multiscale,2,0.010599600698351155
Cu_md_identified_material_r1_s113_multiscale,0,0.03735916888886756
Cu_md_identified_material_r1_s113_multiscale,1,0.028505414795152964
Cu_md_identified_material_r1_s113_multiscale,2,0.009626483208383788
Cu_bader_identified_material_r0_s113_multiscale,0,0.07344633630594138
Cu_bader_identified_material_r0_s113_multiscale,1,0.018649864109726327
Cu_bader_identified_material_r0_s113_multiscale,2,0.0127710193304605
Cu_bader_identified_material_r1_s113_multiscale,0,0.10416142884036263
Cu_bader_identified_material_r1_s113_multiscale,1,0.014907101377173382
Cu_bader_identified_material_r1_s113_multiscale,2,0.00995222743306827
