material,site,weight,correction,p_cn,li_cn,p_cutoff_A,li_cutoff_A,li_cn_2p8,li_cn_3p2,p_nearest_A,li_nearest_A,peak_e,onset_e,centroid_e
001,17_1,1,7.296037457599949,1,4,2.6,3.0,4,4,2.0755869667745492,2.522849929772106,2403.6000000000204,2403.535692474444,2406.684475978411
001,18_1,1,7.415813551000002,1,4,2.6,3.0,4,4,2.088440672583145,2.4732362168004047,2403.7000000000207,2403.5959218985918,2406.6125385548403
001,19_1,1,7.522449462700009,1,4,2.6,3.0,4,4,2.0985936288903315,2.491041996393611,2403.750000000021,2403.667887432108,2406.657757097402
001,20_1,1,7.249258887500037,1,4,2.6,3.0,4,4,2.1018123456239834,2.4422019985053387,2403.55000000002,2403.471888144512,2406.640679462898
001,21_1,1,7.186674109100029,1,3,2.6,3.0,3,3,2.048794189668617,2.454730883524483,2403.50000000002,2403.4304014309437,2406.433094213446
001,22_1,1,7.46840145170002,1,4,2.6,3.0,4,4,2.083116926587907,2.4724946414424367,2403.7000000000207,2403.628432165813,2406.713040892402
001,23_1,1,7.695880599400042,1,3,2.6,3.0,2,3,1.9732446221079358,2.6590262163674563,2403.7000000000207,2403.4812633622837,2406.361485869966
001,24_1,1,7.43904383740003,1,4,2.6,3.0,4,4,2.0852269309738682,2.463519531228065,2403.7000000000207,2403.630402100311,2406.647571483848
001,25_1,1,7.234374251399949,1,4,2.6,3.0,4,4,2.080598057261964,2.463463671763856,2403.55000000002,2403.480603971402,2406.5234962980076
001,26_1,1,7.399120048399949,1,4,2.6,3.0,4,4,2.0835735937897195,2.454297806715051,2403.7000000000207,2403.6173588900947,2406.6356143748167
001,27_1,1,7.315259322499989,1,4,2.6,3.0,4,4,2.0997911204626725,2.3769733321627533,2403.6000000000204,2403.5421275333642,2406.5384168458877
001,28_1,1,7.423250338699958,1,4,2.6,3.0,4,4,2.0867818005040117,2.4816757869142916,2403.7000000000207,2403.6262623338766,2406.6743276532643
001,29_1,1,7.410954260100048,1,4,2.6,3.0,4,4,2.088400063801323,2.468639954763542,2403.7000000000207,2403.621907022802,2406.662517113699
001,30_1,1,7.394900901600042,1,4,2.6,3.0,4,4,2.0752610341288356,2.490319636424576,2403.6500000000206,2403.592400455146,2406.6283607691093
001,31_1,1,7.485745895199962,1,4,2.6,3.0,4,4,2.08624455537569,2.4771819903148606,2403.750000000021,2403.653201443142,2406.6648747510567
001,32_1,1,7.288542995400015,1,4,2.6,3.0,4,4,2.0893727523494987,2.45281164249077,2403.6500000000206,2403.55689927274,2406.6373487323463
001,33_1,1,7.261445102599982,1,4,2.6,3.0,4,4,2.0808078615859196,2.450622262147216,2403.55000000002,2403.5050073473785,2406.5782475555375
001,34_1,1,7.324929201000047,1,3,2.6,3.0,3,3,2.055238764997745,2.4482992423980265,2403.55000000002,2403.4794671313275,2406.490610990164
001,35_1,1,7.368538789400052,1,3,2.6,3.0,3,3,2.056400506838559,2.4628943900567712,2403.6000000000204,2403.5277697698493,2406.6051837241216
001,36_1,1,7.02738692079998,1,2,2.6,3.0,2,2,2.025174593144783,2.4857296247713707,2403.3500000000195,2403.2530185008695,2406.204708119764
001,37_1,1,7.235344838499982,1,3,2.6,3.0,3,3,2.0626250780502793,2.4505162526265685,2403.55000000002,2403.492376695217,2406.582026428148
001,38_1,1,7.383664581399989,1,3,2.6,3.0,3,3,2.05288363768518,2.45525392305885,2403.6000000000204,2403.5359645094877,2406.5490317251624
001,39_1,1,7.631203127000007,1,3,2.6,3.0,3,3,1.9839395984952004,2.5535501637416163,2403.750000000021,2403.498441682296,2406.4361522770178
001,40_1,1,7.365259643800011,1,3,2.6,3.0,3,3,2.0564046817633908,2.4405155832281142,2403.6500000000206,2403.5444310004564,2406.5454063442808
001,41_1,1,7.266319771800019,1,3,2.6,3.0,3,3,2.0725091715008674,2.4842570194494713,2403.55000000002,2403.473887794464,2406.6172140587278
001,42_1,1,7.335126322300036,1,3,2.6,3.0,3,3,2.059642300080051,2.461146743599166,2403.6000000000204,2403.527216457689,2406.578950253051
001,43_1,1,7.112452531299976,1,2,2.6,3.0,2,2,2.025376461903746,2.4112206277318413,2403.4000000000196,2403.343826748268,2406.2919088916155
001,44_1,1,7.342273648800037,1,3,2.6,3.0,3,3,2.0604012555929456,2.449600049039301,2403.6000000000204,2403.5265873479043,2406.5781671976233
001,45_1,1,7.319531823500024,1,3,2.6,3.0,3,3,2.0486124398590015,2.465667546773211,2403.6000000000204,2403.5118246357556,2406.517290911604
001,46_1,1,7.38799406940001,1,3,2.6,3.0,3,3,2.062764543607581,2.416026655528552,2403.6000000000204,2403.524423463917,2406.5961800366954
001,47_1,1,7.440378691699956,1,3,2.6,3.0,3,3,2.0479888740862866,2.4430961592724185,2403.6500000000206,2403.584075900327,2406.55458102487
001,48_1,1,7.253259936100026,1,3,2.6,3.0,3,3,2.0602764114688696,2.4153407704539234,2403.55000000002,2403.4598090686222,2406.4909585820133
001,49_1,1,7.229482445899957,1,3,2.6,3.0,3,3,2.0630292782904807,2.4232217243862815,2403.55000000002,2403.467677292467,2406.510394165682
001,50_1,1,7.379015572599963,1,3,2.6,3.0,3,3,2.058185305433969,2.4313276374706523,2403.6000000000204,2403.52143395588,2406.57099864788
001,51_1,1,7.35753458259998,1,3,2.6,3.0,3,3,2.0530748757423587,2.4834820413437093,2403.6000000000204,2403.5312128685946,2406.5247737126138
001,52_1,1,7.22525752800003,1,3,2.6,3.0,3,3,2.0623003723345597,2.436796863097449,2403.50000000002,2403.4404936704627,2406.5469911342016
001,53_1,1,7.320673441799961,1,3,2.6,3.0,3,3,2.0550240576065244,2.4628103374008683,2403.6000000000204,2403.5221147483676,2406.5138008913614
001,54_1,1,7.425721005200049,1,3,2.6,3.0,3,3,2.0610331298002973,2.467420196140414,2403.6000000000204,2403.5357940220915,2406.5205332570645
001,55_1,1,7.160333754800055,1,3,2.6,3.0,3,3,2.073130111261353,2.410396608654266,2403.50000000002,2403.422200835553,2406.547847182967
001,56_1,1,7.242914809799947,1,3,2.6,3.0,3,3,2.0626125673418487,2.4238697667374263,2403.55000000002,2403.4411460908896,2406.528488994473
001,57_1,1,7.357591390799992,1,3,2.6,3.0,3,3,2.05821699848639,2.4690645311581507,2403.6000000000204,2403.5341374473282,2406.5782723593657
001,58_1,1,7.454082431099985,1,3,2.6,3.0,3,3,2.06208317837064,2.4267933552916756,2403.6500000000206,2403.5770971847287,2406.5442923306346
001,59_1,1,7.230256429700045,1,3,2.6,3.0,3,3,2.0676371296661835,2.440010478953808,2403.55000000002,2403.4823551667528,2406.608577757256
001,60_1,1,7.3326560246999595,1,3,2.6,3.0,3,3,2.0529862443626765,2.451599293494429,2403.6000000000204,2403.523032970831,2406.5050063593976
001,61_1,1,7.2065396914000095,1,3,2.6,3.0,3,3,2.066452577217779,2.46452309575642,2403.50000000002,2403.440614973417,2406.457424009419
001,62_1,1,7.345191890999985,1,3,2.6,3.0,3,3,2.05361201043625,2.4496802502704798,2403.6000000000204,2403.5294542906186,2406.5603888731434
001,63_1,1,7.33349363569995,1,3,2.6,3.0,3,3,2.0633700663797994,2.4335412848913567,2403.6000000000204,2403.5343433617927,2406.5786449391735
002,01_1,1,7.047761069000083,1,2,2.6,3.0,2,2,2.030373272113949,2.426088147655456,2403.250000000019,2403.188837054717,2406.1295244010985
002,02_1,1,7.195227977500032,1,3,2.6,3.0,3,3,2.056914007340814,2.4162980541173127,2403.4000000000196,2403.3358254710542,2406.489044949457
002,03_1,1,7.2506650028999795,1,2,2.6,3.0,2,2,2.0297666091325763,2.4172196156821943,2403.4000000000196,2403.310135488146,2406.3141519564965
002,04_1,1,7.277175519700077,1,3,2.6,3.0,3,4,2.0652631608984233,2.4864330842336138,2403.50000000002,2403.404523435095,2406.5779486162314
002,05_1,1,7.345713854699985,1,3,2.6,3.0,3,3,2.0486340186389134,2.484968931583309,2403.50000000002,2403.4000441760413,2406.484613152916
002,06_1,1,7.239129551500018,1,3,2.6,3.0,3,3,2.0764467199414227,2.389362051794758,2403.4000000000196,2403.2967844924437,2406.402951522345
002,07_1,1,7.31804467250001,1,3,2.6,3.0,3,3,2.0455306530648394,2.4643320455211626,2403.50000000002,2403.4296911596834,2406.491657777882
002,08_1,1,7.810642409200064,1,1,2.6,3.0,1,1,1.9326188794822983,2.5882428016444816,2403.6000000000204,2403.2475405930863,2405.947060479002
002,09_1,1,7.308145191000065,1,3,2.6,3.0,3,3,2.0480447593330813,2.476318951042608,2403.50000000002,2403.4171641075786,2406.527344784251
002,10_1,1,7.305177803300033,1,2,2.6,3.0,2,2,2.0246752364223988,2.4710839415447743,2403.45000000002,2403.3884709225526,2406.334466063841
002,11_1,1,7.341704032400049,1,3,2.6,3.0,3,3,2.048919830874244,2.4721550318412637,2403.50000000002,2403.437806208813,2406.5209291635574
002,12_1,1,7.49019228070005,1,4,2.6,3.0,3,4,2.067782579102514,2.5182714414181286,2403.6000000000204,2403.5144558708084,2406.6495200631284
002,13_1,1,7.34617750820005,1,3,2.6,3.0,3,3,2.0466991762477003,2.4787175852989995,2403.55000000002,2403.444716442867,2406.497148306981
002,14_1,1,7.295376251499993,1,3,2.6,3.0,3,3,2.058555721144604,2.3744800537874156,2403.50000000002,2403.4244234265916,2406.507907740574
002,15_1,1,7.2656418900000475,1,2,2.6,3.0,2,2,2.0312676271547296,2.4081315734130766,2403.4000000000196,2403.343875953709,2406.3050088220552
002,16_1,1,7.262357038400002,1,4,2.6,3.0,3,4,2.06978906962386,2.5041932706105707,2403.50000000002,2403.4137030826937,2406.6266698174977
002,17_1,1,7.399055247900058,1,3,2.6,3.0,3,3,2.0464452085496556,2.4941196715519833,2403.55000000002,2403.4512394780318,2406.498861646484
002,18_1,1,7.2769142347,1,3,2.6,3.0,3,3,2.0597962959160667,2.3871562623226774,2403.50000000002,2403.3888459234818,2406.4436028461437
002,19_1,1,7.495257667900015,1,4,2.6,3.0,4,4,2.0830667860630205,2.4820173683689535,2403.6000000000204,2403.5091370403625,2406.6112230967265
002,20_1,1,7.131739288699987,1,3,2.6,3.0,3,3,2.0536065673751427,2.4604014147655118,2403.4000000000196,2403.298570349413,2406.3848595762206
002,21_1,1,7.421077146700064,1,4,2.6,3.0,4,4,2.0901031592284944,2.426363187245654,2403.55000000002,2403.47828396959,2406.549647524888
002,22_1,1,7.974556145000026,1,3,2.6,3.0,2,4,1.9857398630190104,2.597378811339464,2403.800000000021,2403.577273009167,2406.4584724196625
002,23_1,1,7.397551711400079,1,4,2.6,3.0,4,4,2.085692798787644,2.4762463911173525,2403.6000000000204,2403.5041201676586,2406.617646306924
002,24_1,1,7.3224824426000765,1,4,2.6,3.0,4,4,2.081206388830356,2.4577407365209507,2403.50000000002,2403.4099254244297,2406.4689411144245
002,25_1,1,7.41282724450001,1,4,2.6,3.0,4,4,2.087123907098384,2.4607430494236158,2403.6000000000204,2403.5159671468114,2406.611637638247
002,26_1,1,7.504274516499993,1,4,2.6,3.0,4,4,2.106203341487135,2.408103048229066,2403.6000000000204,2403.537826065604,2406.551187971142
002,27_1,1,7.43216509590003,1,4,2.6,3.0,4,4,2.0851661976565268,2.4684756353384003,2403.6000000000204,2403.530724037317,2406.6356393024003
002,28_1,1,7.4981471435000415,1,4,2.6,3.0,4,4,2.071889092737536,2.4572315426371705,2403.6000000000204,2403.5291370508903,2406.5962929750362
002,29_1,1,7.436578239600022,1,4,2.6,3.0,4,4,2.0845597671754494,2.4637552228214226,2403.6000000000204,2403.539239773213,2406.600229690458
002,30_1,1,7.366757475600052,1,4,2.6,3.0,4,4,2.0971313775624765,2.455530025636664,2403.6000000000204,2403.5239960751733,2406.6136927369353
002,31_1,1,7.414498706900023,1,4,2.6,3.0,4,4,2.088746347116141,2.474407937926311,2403.6000000000204,2403.5290654291452,2406.5999319702737
002,32_1,1,7.288180573700013,1,4,2.6,3.0,4,4,2.0927028480021725,2.44783974582747,2403.50000000002,2403.4441185379296,2406.591876804264
002,33_1,1,7.4963070635000495,1,4,2.6,3.0,4,4,2.078949022528366,2.480572784763177,2403.6000000000204,2403.5417275243744,2406.608869546261
002,34_1,1,7.297393013400055,1,3,2.6,3.0,3,3,2.0488705823471496,2.4542522003458664,2403.50000000002,2403.4213176086605,2406.484134040678
002,35_1,1,7.458875993700042,1,3,2.6,3.0,3,3,2.065478073468612,2.416519340353769,2403.55000000002,2403.4508013226064,2406.5281369369327
002,36_1,1,7.181845564100065,1,3,2.6,3.0,3,3,2.057684005480364,2.438580399482308,2403.45000000002,2403.363469856989,2406.4955844976575
002,37_1,1,7.393698372200051,1,3,2.6,3.0,3,3,2.0646535812123576,2.4667714351608128,2403.50000000002,2403.414083242869,2406.463940002798
002,38_1,1,7.8096355801999895,1,3,2.6,3.0,3,3,1.973375342401384,2.6344804700870665,2403.7000000000207,2403.4347827770125,2406.3104627279436
002,39_1,1,7.2890566900000096,1,3,2.6,3.0,3,3,2.057428662327942,2.452530166551196,2403.50000000002,2403.3883745840276,2406.530304884363
002,40_1,1,7.308372437799994,1,3,2.6,3.0,3,3,2.076286965376829,2.4190150239577686,2403.45000000002,2403.3678988098145,2406.565263583815
002,41_1,1,7.316675618399994,1,3,2.6,3.0,3,3,2.056065347537973,2.452468888809423,2403.50000000002,2403.412815754361,2406.5313529003183
002,42_1,1,7.393167387400011,1,3,2.6,3.0,3,3,2.0607412897513706,2.4115931737303478,2403.50000000002,2403.405966356013,2406.5216025940213
002,43_1,1,7.347792779800007,1,3,2.6,3.0,3,3,2.058694154418507,2.4642411812101273,2403.50000000002,2403.427517537851,2406.5188979041013
002,44_1,1,7.468704802100005,1,3,2.6,3.0,3,3,2.061415183840601,2.426414356425022,2403.55000000002,2403.478467071582,2406.5380603192675
002,45_1,1,7.353515406200062,1,3,2.6,3.0,3,3,2.0578027977424806,2.457857528289618,2403.55000000002,2403.4377640998055,2406.5029731570444
002,46_1,1,7.247819795200084,1,3,2.6,3.0,3,3,2.057775479676223,2.434670635578154,2403.50000000002,2403.404667851381,2406.500001753309
002,47_1,1,7.405203314399984,1,3,2.6,3.0,3,3,2.0635549719271293,2.4494080349088123,2403.55000000002,2403.447617397347,2406.483504953274
002,48_1,1,7.188330478200008,1,3,2.6,3.0,3,3,2.060935234848486,2.4239762940620904,2403.45000000002,2403.352093180788,2406.4816225349887
002,49_1,1,7.487345195400019,1,3,2.6,3.0,3,3,2.066948697101258,2.397092497728477,2403.55000000002,2403.463609705084,2406.5302933031717
002,50_1,1,7.321516715400043,1,3,2.6,3.0,3,3,2.058062402349586,2.45774264305704,2403.50000000002,2403.4131926182476,2406.486686155165
002,51_1,1,7.060714659900057,1,2,2.6,3.0,2,2,2.015511272933092,2.4255261584750136,2403.250000000019,2403.1636482833205,2406.2173492422035
002,52_1,1,7.352737175900081,1,3,2.6,3.0,3,3,2.056995487920664,2.439743168249019,2403.55000000002,2403.4461028617293,2406.4771394910863
002,53_1,1,7.362770736100054,1,3,2.6,3.0,3,3,2.0794559730528115,2.4256070956064026,2403.50000000002,2403.4180214456164,2406.489189815176
002,54_1,1,7.420608834100003,1,3,2.6,3.0,3,3,2.0522861129399885,2.4685885124599323,2403.55000000002,2403.463793375425,2406.536486173342
002,55_1,1,7.20945096930005,1,3,2.6,3.0,3,3,2.0741248922865987,2.4269311631879384,2403.4000000000196,2403.3180065029337,2406.449047567557
002,56_1,1,7.289702571400061,1,3,2.6,3.0,3,3,2.0607709915075048,2.46181575322299,2403.45000000002,2403.371616137039,2406.553161461754
002,57_1,1,7.172612328200049,1,2,2.6,3.0,2,2,2.0336997042958593,2.3778635898175935,2403.4000000000196,2403.31119248927,2406.154268251465
002,58_1,1,7.368508905299992,1,3,2.6,3.0,3,3,2.060810461773808,2.460888986338933,2403.55000000002,2403.4563298542535,2406.5709634874947
002,59_1,1,7.432604851199984,1,3,2.6,3.0,3,3,2.055823040899,2.4688702094794523,2403.55000000002,2403.460819708519,2406.5366555325922
002,60_1,1,7.351577635500046,1,3,2.6,3.0,3,3,2.051610496847576,2.474741946767188,2403.50000000002,2403.39229437173,2406.4710643830467
002,61_1,1,7.374955154399975,1,3,2.6,3.0,3,3,2.055693070416487,2.456639325609592,2403.55000000002,2403.449054324831,2406.5082168509903
002,62_1,1,7.454158200400068,1,3,2.6,3.0,3,3,2.0532930100709916,2.435319742654624,2403.55000000002,2403.4720729145197,2406.534441743606
002,63_1,1,7.3808788698000125,1,3,2.6,3.0,3,3,2.0540120193553135,2.444732690397847,2403.55000000002,2403.463131554587,2406.4792251948697
003,01_1,1,7.083734522100009,1,2,2.6,3.0,2,2,2.033832195184714,2.439794171615381,2403.3500000000195,2403.2530596305946,2406.1642216654195
003,02_1,1,7.366681829600044,1,3,2.6,3.0,3,3,2.051713030481587,2.4591839599786685,2403.55000000002,2403.4793046533787,2406.54106345632
003,03_1,1,7.317760076600077,1,3,2.6,3.0,3,3,2.0664455521752743,2.5071045474622293,2403.45000000002,2403.3766652756594,2406.3971563753835
003,04_1,1,7.326618935199992,1,3,2.6,3.0,3,3,2.0428705268028717,2.5523405149556737,2403.50000000002,2403.4451769721145,2406.5358764767475
003,05_1,1,7.88044542820003,1,2,2.6,3.0,2,2,1.9518991594380624,2.5967955238099076,2403.7000000000207,2403.3996041953114,2406.1040278575997
003,06_1,1,7.280868294699987,1,3,2.6,3.0,3,3,2.0627741744666617,2.406081354646252,2403.50000000002,2403.403594072186,2406.5208250996966
003,07_1,1,7.317444870500003,1,3,2.6,3.0,3,3,2.0712935248715953,2.429990752929014,2403.50000000002,2403.4173883246276,2406.52459189985
003,08_1,1,7.377969256499998,1,4,2.6,3.0,2,4,2.0497050373508423,2.49851120243361,2403.50000000002,2403.443589825106,2406.57566978619
003,09_1,1,7.2995347476999966,1,3,2.6,3.0,3,3,2.0432668202425033,2.482501974771514,2403.45000000002,2403.387503540975,2406.508795231891
003,10_1,1,7.355746881500016,1,3,2.6,3.0,3,3,2.048572607996103,2.455136537342964,2403.50000000002,2403.430484528327,2406.4868068031974
003,11_1,1,7.359055192400068,1,3,2.6,3.0,3,3,2.0490976994954186,2.425215927774314,2403.50000000002,2403.432624181414,2406.5033413957703
003,12_1,1,7.17858916840007,1,3,2.6,3.0,3,3,2.058889383684392,2.4701578996507685,2403.45000000002,2403.3813367068324,2406.4905645107942
003,13_1,1,7.190862984200076,1,3,2.6,3.0,3,3,2.058037032284565,2.4749563116519933,2403.45000000002,2403.3854600167138,2406.481942483346
003,14_1,1,7.351846958700046,1,3,2.6,3.0,3,3,2.049280776615299,2.470645018353598,2403.55000000002,2403.4783625127397,2406.527691575314
003,15_1,1,7.373498843800048,1,3,2.6,3.0,3,3,2.0476834577425227,2.4715834268840613,2403.55000000002,2403.4629087010003,2406.5101845749437
003,16_1,1,7.328412052500031,1,3,2.6,3.0,3,3,2.0466585614077943,2.4628617180540147,2403.55000000002,2403.4509202797844,2406.4953829017068
003,17_1,1,7.348909176300047,1,3,2.6,3.0,3,3,2.048355045613065,2.4935424284417635,2403.55000000002,2403.45748128181,2406.5083701611775
003,18_1,1,7.4444806028999775,1,4,2.6,3.0,4,4,2.0888617293888574,2.4722975646787595,2403.6500000000206,2403.5551191556665,2406.6510653048977
003,19_1,1,7.866054140300033,1,3,2.6,3.0,2,4,1.9838654516106937,2.590872905917951,2403.750000000021,2403.5265838295136,2406.419189615197
003,20_1,1,7.442084335800071,1,4,2.6,3.0,4,4,2.0827846500608898,2.4612482069686905,2403.6500000000206,2403.5594592938364,2406.607252939295
003,21_1,1,7.418810175700057,1,4,2.6,3.0,3,4,2.070324836114309,2.4698921984851534,2403.6000000000204,2403.518902325243,2406.5164717987227
003,22_1,1,7.517466968999969,1,4,2.6,3.0,4,4,2.0906673370742648,2.491586493204443,2403.6500000000206,2403.542955334914,2406.628568799706
003,23_1,1,7.4521649362000755,1,4,2.6,3.0,4,4,2.0914321515746415,2.4669757987390124,2403.6000000000204,2403.5142667276546,2406.5889804128497
003,24_1,1,7.219150893499978,1,3,2.6,3.0,3,3,2.0516837358397844,2.4605523718342655,2403.45000000002,2403.378207213598,2406.3991609446157
003,25_1,1,7.227612651300058,1,3,2.6,3.0,3,3,2.044615674060878,2.4623693789929355,2403.45000000002,2403.3730868011457,2406.390324530652
003,26_1,1,7.444044804199999,1,4,2.6,3.0,4,4,2.0800045136826566,2.461971189497607,2403.6500000000206,2403.558508190507,2406.601745918046
003,27_1,1,7.4438566584,1,4,2.6,3.0,4,4,2.081931962461153,2.4717324056592904,2403.6500000000206,2403.5513038367885,2406.61187544641
003,28_1,1,7.280819727000044,1,4,2.6,3.0,4,4,2.092265829399768,2.4483428647668224,2403.55000000002,2403.4896205255477,2406.599989919587
003,29_1,1,7.281666067500071,1,4,2.6,3.0,4,4,2.091004873679568,2.4533450820544913,2403.55000000002,2403.4819147597796,2406.5781222611363
003,30_1,1,7.423783271800075,1,4,2.6,3.0,4,4,2.0792437876960017,2.4675601960103335,2403.6500000000206,2403.554504413271,2406.589527896484
003,31_1,1,7.449948223699968,1,4,2.6,3.0,4,4,2.0806122676338843,2.4429056405854053,2403.6000000000204,2403.5091695577203,2406.564688216461
003,32_1,1,7.4232923641000355,1,4,2.6,3.0,4,4,2.08102218980106,2.4783026022432253,2403.6500000000206,2403.5505256721044,2406.608507479058
003,33_1,1,7.428296385700067,1,4,2.6,3.0,4,4,2.0796107823954957,2.500679582358637,2403.6000000000204,2403.5418416278776,2406.5978345294575
003,34_1,1,7.3606937108000015,1,3,2.6,3.0,3,3,2.0578314795120303,2.4638234363760367,2403.55000000002,2403.4597455527505,2406.499238782718
003,35_1,1,7.8350542287000025,1,2,2.6,3.0,2,2,1.9510185787684202,2.599072082169007,2403.6500000000206,2403.3497506903823,2406.008065000178
003,36_1,1,7.3664533711999916,1,3,2.6,3.0,3,3,2.0541041612301982,2.4410744920494665,2403.55000000002,2403.4719381216278,2406.4901607561555
003,37_1,1,7.318382704900028,1,3,2.6,3.0,3,3,2.05602241366563,2.415371621721128,2403.50000000002,2403.3932001443404,2406.51064615954
003,38_1,1,7.454731232700032,1,3,2.6,3.0,3,3,2.064159874040082,2.3983018933736626,2403.55000000002,2403.4647855670055,2406.5171472425654
003,39_1,1,7.313316069000015,1,3,2.6,3.0,3,3,2.0561121890341596,2.468278358999646,2403.50000000002,2403.4045065208784,2406.532586878768
003,40_1,1,7.3148360270000605,1,3,2.6,3.0,3,3,2.0684098504629618,2.4498857407706236,2403.50000000002,2403.416568407482,2406.4690564604457
003,41_1,1,7.266399404400055,1,3,2.6,3.0,3,3,2.059913871440563,2.453723048565953,2403.50000000002,2403.4218949421643,2406.521544230204
003,42_1,1,7.410865391399992,1,3,2.6,3.0,3,3,2.059267107439459,2.433782466568603,2403.55000000002,2403.461242990369,2406.5163449903143
003,43_1,1,7.387316556600016,1,3,2.6,3.0,3,3,2.052611193662333,2.45095205948588,2403.55000000002,2403.4840501660847,2406.518990766915
003,44_1,1,7.060145218300036,1,2,2.6,3.0,2,2,2.0250201324559263,2.4204867989685006,2403.3500000000195,2403.245251293808,2406.1108667107924
003,45_1,1,7.213545465199969,1,3,2.6,3.0,3,3,2.064929564134968,2.4314793320376906,2403.50000000002,2403.4064566117345,2406.506659828459
003,46_1,1,7.367024787899969,1,3,2.6,3.0,3,3,2.0590732777859477,2.4600140044386816,2403.55000000002,2403.4718978388573,2406.5134300345203
003,47_1,1,7.401031712400002,1,3,2.6,3.0,3,3,2.060692613381673,2.4557742170860513,2403.55000000002,2403.457201305825,2406.537221838525
003,48_1,1,7.365953653800038,1,3,2.6,3.0,3,3,2.0607738282456673,2.460109202213035,2403.55000000002,2403.4684229592567,2406.5551428037843
003,49_1,1,7.3823964519999805,1,3,2.6,3.0,3,3,2.0610226206597724,2.439021197164075,2403.55000000002,2403.4779872845265,2406.5615098595927
003,50_1,1,7.384765096300029,1,3,2.6,3.0,3,3,2.048281352633215,2.4653671062131712,2403.50000000002,2403.4371260607845,2406.4876565473223
003,51_1,1,7.350090882299977,1,3,2.6,3.0,3,3,2.0568934691514724,2.4834955184157876,2403.50000000002,2403.412725770846,2406.4157499617927
003,52_1,1,7.247507995500037,1,3,2.6,3.0,3,3,2.0618131268226,2.4272124074688493,2403.50000000002,2403.4127192227097,2406.528236954146
003,53_1,1,7.331072929500067,1,3,2.6,3.0,3,3,2.066499444082895,2.4176861516439687,2403.50000000002,2403.427270136956,2406.4620628744647
003,54_1,1,7.357055634900019,1,3,2.6,3.0,3,3,2.060378809815869,2.4590905814474184,2403.55000000002,2403.454754025676,2406.5622701804364
003,55_1,1,7.363679670300037,1,3,2.6,3.0,3,3,2.0554115974190634,2.4705422878425787,2403.55000000002,2403.4690510089667,2406.519273079086
003,56_1,1,7.367365996700057,1,3,2.6,3.0,3,3,2.0542589416077934,2.4497926219722412,2403.55000000002,2403.442521901579,2406.536939865124
003,57_1,1,7.373039987999972,1,3,2.6,3.0,3,3,2.0546052758944167,2.4496257926635066,2403.55000000002,2403.4836794644507,2406.492154076022
003,58_1,1,7.400046956700043,1,3,2.6,3.0,3,3,2.0546649823525196,2.4293536186433995,2403.55000000002,2403.4564589713727,2406.4840690069154
