method,representation,condition,fold,chemistry,group,metric,value,n
NNLS,Combined,baseline,0,Li-Ti-P-O,4,minor_recall,0.0,12
NNLS,Combined,baseline,0,Li-Ti-P-O,6,exact_match,0.0,12
NNLS,Combined,baseline,0,Li-Ti-P-O,6,micro_f1,0.5,12
NNLS,Combined,baseline,0,Li-Ti-P-O,6,minor_recall,0.0,12
NNLS,Combined,baseline,0,Li-Ti-P-O,8,exact_match,0.0,12
NNLS,Combined,baseline,0,Li-Ti-P-O,8,micro_f1,0.5,12
NNLS,Combined,baseline,0,Li-Ti-P-O,8,minor_recall,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,10,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,10,micro_f1,0.6,12
NNLS,PDF,baseline,0,Li-La-Zr-O,10,minor_recall,0.08333333333333333,12
NNLS,PDF,baseline,0,Li-La-Zr-O,12,exact_match,0.16666666666666666,12
NNLS,PDF,baseline,0,Li-La-Zr-O,12,micro_f1,0.7272727272727273,12
NNLS,PDF,baseline,0,Li-La-Zr-O,12,minor_recall,0.3333333333333333,12
NNLS,PDF,baseline,0,Li-La-Zr-O,14,exact_match,0.3333333333333333,12
NNLS,PDF,baseline,0,Li-La-Zr-O,14,micro_f1,0.8,12
NNLS,PDF,baseline,0,Li-La-Zr-O,14,minor_recall,0.5,12
NNLS,PDF,baseline,0,Li-La-Zr-O,16,exact_match,0.3333333333333333,12
NNLS,PDF,baseline,0,Li-La-Zr-O,16,micro_f1,0.7727272727272727,12
NNLS,PDF,baseline,0,Li-La-Zr-O,16,minor_recall,0.4166666666666667,12
NNLS,PDF,baseline,0,Li-La-Zr-O,18,exact_match,0.25,12
NNLS,PDF,baseline,0,Li-La-Zr-O,18,micro_f1,0.782608695652174,12
NNLS,PDF,baseline,0,Li-La-Zr-O,18,minor_recall,0.5,12
NNLS,PDF,baseline,0,Li-La-Zr-O,2,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,2,micro_f1,0.5853658536585366,12
NNLS,PDF,baseline,0,Li-La-Zr-O,2,minor_recall,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,20,exact_match,0.4166666666666667,12
NNLS,PDF,baseline,0,Li-La-Zr-O,20,micro_f1,0.8260869565217391,12
NNLS,PDF,baseline,0,Li-La-Zr-O,20,minor_recall,0.5833333333333334,12
NNLS,PDF,baseline,0,Li-La-Zr-O,4,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,4,micro_f1,0.6153846153846154,12
NNLS,PDF,baseline,0,Li-La-Zr-O,4,minor_recall,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,6,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,6,micro_f1,0.6341463414634146,12
NNLS,PDF,baseline,0,Li-La-Zr-O,6,minor_recall,0.08333333333333333,12
NNLS,PDF,baseline,0,Li-La-Zr-O,8,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-La-Zr-O,8,micro_f1,0.6341463414634146,12
NNLS,PDF,baseline,0,Li-La-Zr-O,8,minor_recall,0.08333333333333333,12
NNLS,PDF,baseline,0,Li-Ti-P-O,10,exact_match,0.08333333333333333,12
NNLS,PDF,baseline,0,Li-Ti-P-O,10,micro_f1,0.5306122448979592,12
NNLS,PDF,baseline,0,Li-Ti-P-O,10,minor_recall,0.08333333333333333,12
NNLS,PDF,baseline,0,Li-Ti-P-O,12,exact_match,0.25,12
NNLS,PDF,baseline,0,Li-Ti-P-O,12,micro_f1,0.625,12
NNLS,PDF,baseline,0,Li-Ti-P-O,12,minor_recall,0.25,12
NNLS,PDF,baseline,0,Li-Ti-P-O,14,exact_match,0.3333333333333333,12
NNLS,PDF,baseline,0,Li-Ti-P-O,14,micro_f1,0.6530612244897959,12
NNLS,PDF,baseline,0,Li-Ti-P-O,14,minor_recall,0.3333333333333333,12
NNLS,PDF,baseline,0,Li-Ti-P-O,16,exact_match,0.4166666666666667,12
NNLS,PDF,baseline,0,Li-Ti-P-O,16,micro_f1,0.7083333333333334,12
NNLS,PDF,baseline,0,Li-Ti-P-O,16,minor_recall,0.4166666666666667,12
NNLS,PDF,baseline,0,Li-Ti-P-O,18,exact_match,0.3333333333333333,12
NNLS,PDF,baseline,0,Li-Ti-P-O,18,micro_f1,0.7083333333333334,12
NNLS,PDF,baseline,0,Li-Ti-P-O,18,minor_recall,0.4166666666666667,12
NNLS,PDF,baseline,0,Li-Ti-P-O,2,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,2,micro_f1,0.5106382978723404,12
NNLS,PDF,baseline,0,Li-Ti-P-O,2,minor_recall,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,20,exact_match,0.5,12
NNLS,PDF,baseline,0,Li-Ti-P-O,20,micro_f1,0.7692307692307693,12
NNLS,PDF,baseline,0,Li-Ti-P-O,20,minor_recall,0.6666666666666666,12
NNLS,PDF,baseline,0,Li-Ti-P-O,4,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,4,micro_f1,0.5106382978723404,12
NNLS,PDF,baseline,0,Li-Ti-P-O,4,minor_recall,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,6,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,6,micro_f1,0.5,12
NNLS,PDF,baseline,0,Li-Ti-P-O,6,minor_recall,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,8,exact_match,0.0,12
NNLS,PDF,baseline,0,Li-Ti-P-O,8,micro_f1,0.5,12
NNLS,PDF,baseline,0,Li-Ti-P-O,8,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,10,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,10,micro_f1,0.5306122448979592,12
NNLS,XRD,baseline,0,Li-La-Zr-O,10,minor_recall,0.08333333333333333,12
NNLS,XRD,baseline,0,Li-La-Zr-O,12,exact_match,0.16666666666666666,12
NNLS,XRD,baseline,0,Li-La-Zr-O,12,micro_f1,0.6382978723404256,12
NNLS,XRD,baseline,0,Li-La-Zr-O,12,minor_recall,0.25,12
NNLS,XRD,baseline,0,Li-La-Zr-O,14,exact_match,0.16666666666666666,12
NNLS,XRD,baseline,0,Li-La-Zr-O,14,micro_f1,0.6382978723404256,12
NNLS,XRD,baseline,0,Li-La-Zr-O,14,minor_recall,0.25,12
NNLS,XRD,baseline,0,Li-La-Zr-O,16,exact_match,0.16666666666666666,12
NNLS,XRD,baseline,0,Li-La-Zr-O,16,micro_f1,0.7083333333333334,12
NNLS,XRD,baseline,0,Li-La-Zr-O,16,minor_recall,0.4166666666666667,12
NNLS,XRD,baseline,0,Li-La-Zr-O,18,exact_match,0.16666666666666666,12
NNLS,XRD,baseline,0,Li-La-Zr-O,18,micro_f1,0.64,12
NNLS,XRD,baseline,0,Li-La-Zr-O,18,minor_recall,0.3333333333333333,12
NNLS,XRD,baseline,0,Li-La-Zr-O,2,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,2,micro_f1,0.5106382978723404,12
NNLS,XRD,baseline,0,Li-La-Zr-O,2,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,20,exact_match,0.16666666666666666,12
NNLS,XRD,baseline,0,Li-La-Zr-O,20,micro_f1,0.6923076923076923,12
NNLS,XRD,baseline,0,Li-La-Zr-O,20,minor_recall,0.5,12
NNLS,XRD,baseline,0,Li-La-Zr-O,4,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,4,micro_f1,0.5217391304347826,12
NNLS,XRD,baseline,0,Li-La-Zr-O,4,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,6,exact_match,0.08333333333333333,12
NNLS,XRD,baseline,0,Li-La-Zr-O,6,micro_f1,0.5416666666666666,12
NNLS,XRD,baseline,0,Li-La-Zr-O,6,minor_recall,0.08333333333333333,12
NNLS,XRD,baseline,0,Li-La-Zr-O,8,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-La-Zr-O,8,micro_f1,0.4888888888888889,12
NNLS,XRD,baseline,0,Li-La-Zr-O,8,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,10,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,10,micro_f1,0.25,12
NNLS,XRD,baseline,0,Li-Ti-P-O,10,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,12,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,12,micro_f1,0.3829787234042553,12
NNLS,XRD,baseline,0,Li-Ti-P-O,12,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,14,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,14,micro_f1,0.375,12
NNLS,XRD,baseline,0,Li-Ti-P-O,14,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,16,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,16,micro_f1,0.3137254901960784,12
NNLS,XRD,baseline,0,Li-Ti-P-O,16,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,18,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,18,micro_f1,0.30434782608695654,12
NNLS,XRD,baseline,0,Li-Ti-P-O,18,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,2,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,2,micro_f1,0.2978723404255319,12
NNLS,XRD,baseline,0,Li-Ti-P-O,2,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,20,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,20,micro_f1,0.3111111111111111,12
NNLS,XRD,baseline,0,Li-Ti-P-O,20,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,4,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,4,micro_f1,0.2608695652173913,12
NNLS,XRD,baseline,0,Li-Ti-P-O,4,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,6,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,6,micro_f1,0.2127659574468085,12
NNLS,XRD,baseline,0,Li-Ti-P-O,6,minor_recall,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,8,exact_match,0.0,12
NNLS,XRD,baseline,0,Li-Ti-P-O,8,micro_f1,0.2857142857142857,12
NNLS,XRD,baseline,0,Li-Ti-P-O,8,minor_recall,0.0,12
