run_id,regime,records,materials,low_cutoff,high_cutoff,mae,bias,baseline_mae,baseline_gain_low,baseline_gain_high
Ni_md_identified_material_r1_s113_model,short,49,31,1.8973761538284213,2.115428368610076,0.02309189483711638,0.020168698275477046,0.17472715193129043,0.13983686592266484,0.16193156566164807
Ni_md_identified_material_r1_s113_model,middle,341,182,1.8973761538284213,2.115428368610076,0.011091060316223679,0.0019818076395373115,0.04887493122673437,0.0325572092604513,0.043121323523481414
Ni_md_identified_material_r1_s113_model,long,38,31,1.8973761538284213,2.115428368610076,0.05277395918253919,-0.052521631308792005,0.11942833664402489,0.0495732292447023,0.0822064602400611
Cu_md_identified_material_r0_s113_model,all,422,239,1.8873035261756914,2.231244776709231,0.06375649299515548,-0.0026985188973503924,0.11528098902852854,0.042458620484787934,0.058863130430392846
Cu_md_identified_material_r0_s113_model,short,41,26,1.8873035261756914,2.231244776709231,0.08181569240822484,0.08181569240822484,0.20036136875040594,0.10799733349994682,0.1311693964604292
Cu_md_identified_material_r0_s113_model,middle,334,197,1.8873035261756914,2.231244776709231,0.04588362627487042,0.009424371810561358,0.0797338204964062,0.027198970167786246,0.041864956780478434
Cu_md_identified_material_r0_s113_model,long,47,39,1.8873035261756914,2.231244776709231,0.17501415913641852,-0.16257358613077827,0.2936737277760156,0.08417967816445666,0.15675919471298763
Cu_md_identified_material_r1_s113_model,all,429,239,1.8822577685874533,2.2256205469743553,0.06113233010958304,-0.0062440906337480305,0.11183924524791622,0.041367290515423885,0.05957459307582195
Cu_md_identified_material_r1_s113_model,short,26,21,1.8822577685874533,2.2256205469743553,0.11119487453973012,0.11119487453973012,0.21247386432167426,0.07194776972600621,0.1254936439379681
Cu_md_identified_material_r1_s113_model,middle,349,195,1.8822577685874533,2.2256205469743553,0.041180550417874905,0.008698380344338298,0.07713900352388886,0.029752252793406524,0.04419746985207384
Cu_md_identified_material_r1_s113_model,long,54,47,1.8822577685874533,2.2256205469743553,0.16597575524332958,-0.15936141407564736,0.28765191683620966,0.08132374693607247,0.164306430511615
