run_id,source_row,role
Ti_md_identified_material_r0_s113_model,289,excluded
Ti_md_identified_material_r0_s113_model,290,train
Ti_md_identified_material_r0_s113_model,291,train
Ti_md_identified_material_r0_s113_model,292,test
Ti_md_identified_material_r0_s113_model,293,test
Ti_md_identified_material_r0_s113_model,294,test
Ti_md_identified_material_r0_s113_model,295,train
Ti_md_identified_material_r0_s113_model,296,train
Ti_md_identified_material_r0_s113_model,297,train
Ti_md_identified_material_r0_s113_model,298,train
Ti_md_identified_material_r0_s113_model,299,train
Ti_md_identified_material_r0_s113_model,300,validation
Ti_md_identified_material_r0_s113_model,301,validation
Ti_md_identified_material_r0_s113_model,302,validation
Ti_md_identified_material_r0_s113_model,303,validation
Ti_md_identified_material_r0_s113_model,304,validation
Ti_md_identified_material_r0_s113_model,305,validation
Ti_md_identified_material_r0_s113_model,306,excluded
Ti_md_identified_material_r0_s113_model,307,excluded
Ti_md_identified_material_r0_s113_model,308,excluded
Ti_md_identified_material_r0_s113_model,309,excluded
Ti_md_identified_material_r0_s113_model,310,excluded
Ti_md_identified_material_r0_s113_model,311,excluded
Ti_md_identified_material_r0_s113_model,312,test
Ti_md_identified_material_r0_s113_model,313,test
Ti_md_identified_material_r0_s113_model,314,test
Ti_md_identified_material_r0_s113_model,315,test
Ti_md_identified_material_r0_s113_model,316,test
Ti_md_identified_material_r0_s113_model,317,validation
Ti_md_identified_material_r0_s113_model,318,train
Ti_md_identified_material_r0_s113_model,319,train
Ti_md_identified_material_r0_s113_model,320,train
Ti_md_identified_material_r0_s113_model,321,train
Ti_md_identified_material_r0_s113_model,322,excluded
Ti_md_identified_material_r0_s113_model,323,excluded
Ti_md_identified_material_r0_s113_model,324,excluded
Ti_md_identified_material_r0_s113_model,325,excluded
Ti_md_identified_material_r0_s113_model,326,excluded
Ti_md_identified_material_r0_s113_model,327,test
Ti_md_identified_material_r0_s113_model,328,test
Ti_md_identified_material_r0_s113_model,329,train
Ti_md_identified_material_r0_s113_model,330,train
Ti_md_identified_material_r0_s113_model,331,train
Ti_md_identified_material_r0_s113_model,332,train
Ti_md_identified_material_r0_s113_model,333,train
Ti_md_identified_material_r0_s113_model,334,train
Ti_md_identified_material_r0_s113_model,335,train
Ti_md_identified_material_r0_s113_model,336,test
Ti_md_identified_material_r0_s113_model,337,test
Ti_md_identified_material_r0_s113_model,338,test
Ti_md_identified_material_r0_s113_model,339,test
Ti_md_identified_material_r0_s113_model,340,test
Ti_md_identified_material_r0_s113_model,341,test
Ti_md_identified_material_r0_s113_model,342,test
Ti_md_identified_material_r0_s113_model,343,test
Ti_md_identified_material_r0_s113_model,344,test
Ti_md_identified_material_r0_s113_model,345,test
Ti_md_identified_material_r0_s113_model,346,test
Ti_md_identified_material_r0_s113_model,347,train
Ti_md_identified_material_r0_s113_model,348,train
Ti_md_identified_material_r0_s113_model,349,train
Ti_md_identified_material_r0_s113_model,350,validation
Ti_md_identified_material_r0_s113_model,351,train
Ti_md_identified_material_r0_s113_model,352,train
Ti_md_identified_material_r0_s113_model,353,train
Ti_md_identified_material_r0_s113_model,354,validation
Ti_md_identified_material_r0_s113_model,355,train
Ti_md_identified_material_r0_s113_model,356,train
Ti_md_identified_material_r0_s113_model,357,train
Ti_md_identified_material_r0_s113_model,358,train
Ti_md_identified_material_r0_s113_model,359,train
Ti_md_identified_material_r0_s113_model,360,train
Ti_md_identified_material_r0_s113_model,361,train
Ti_md_identified_material_r0_s113_model,362,train
Ti_md_identified_material_r0_s113_model,363,train
Ti_md_identified_material_r0_s113_model,364,validation
Ti_md_identified_material_r0_s113_model,365,validation
Ti_md_identified_material_r0_s113_model,366,test
Ti_md_identified_material_r0_s113_model,367,test
Ti_md_identified_material_r0_s113_model,368,train
Ti_md_identified_material_r0_s113_model,369,train
Ti_md_identified_material_r0_s113_model,370,test
Ti_md_identified_material_r0_s113_model,371,test
Ti_md_identified_material_r0_s113_model,372,excluded
Ti_md_identified_material_r0_s113_model,373,excluded
Ti_md_identified_material_r0_s113_model,374,excluded
Ti_md_identified_material_r0_s113_model,375,excluded
Ti_md_identified_material_r0_s113_model,376,excluded
Ti_md_identified_material_r0_s113_model,377,excluded
Ti_md_identified_material_r0_s113_model,378,excluded
Ti_md_identified_material_r0_s113_model,379,excluded
Ti_md_identified_material_r0_s113_model,380,train
Ti_md_identified_material_r0_s113_model,381,train
Ti_md_identified_material_r0_s113_model,382,excluded
Ti_md_identified_material_r0_s113_model,383,train
Ti_md_identified_material_r0_s113_model,384,train
Ti_md_identified_material_r0_s113_model,385,train
Ti_md_identified_material_r0_s113_model,386,train
Ti_md_identified_material_r0_s113_model,387,excluded
Ti_md_identified_material_r0_s113_model,388,train
Ti_md_identified_material_r0_s113_model,389,train
Ti_md_identified_material_r0_s113_model,390,train
Ti_md_identified_material_r0_s113_model,391,train
Ti_md_identified_material_r0_s113_model,392,train
Ti_md_identified_material_r0_s113_model,393,train
Ti_md_identified_material_r0_s113_model,394,train
Ti_md_identified_material_r0_s113_model,395,train
Ti_md_identified_material_r0_s113_model,396,excluded
Ti_md_identified_material_r0_s113_model,397,excluded
Ti_md_identified_material_r0_s113_model,398,excluded
Ti_md_identified_material_r0_s113_model,399,excluded
Ti_md_identified_material_r0_s113_model,400,excluded
Ti_md_identified_material_r0_s113_model,401,excluded
Ti_md_identified_material_r0_s113_model,402,excluded
Ti_md_identified_material_r0_s113_model,403,excluded
Ti_md_identified_material_r0_s113_model,404,excluded
Ti_md_identified_material_r0_s113_model,405,excluded
Ti_md_identified_material_r0_s113_model,406,excluded
Ti_md_identified_material_r0_s113_model,407,excluded
Ti_md_identified_material_r0_s113_model,408,excluded
Ti_md_identified_material_r0_s113_model,409,excluded
Ti_md_identified_material_r0_s113_model,410,excluded
Ti_md_identified_material_r0_s113_model,411,excluded
Ti_md_identified_material_r0_s113_model,412,excluded
Ti_md_identified_material_r0_s113_model,413,excluded
Ti_md_identified_material_r0_s113_model,414,excluded
Ti_md_identified_material_r0_s113_model,415,excluded
Ti_md_identified_material_r0_s113_model,416,excluded
Ti_md_identified_material_r0_s113_model,417,excluded
Ti_md_identified_material_r0_s113_model,418,train
Ti_md_identified_material_r0_s113_model,419,train
Ti_md_identified_material_r0_s113_model,420,train
Ti_md_identified_material_r0_s113_model,421,train
Ti_md_identified_material_r0_s113_model,422,train
Ti_md_identified_material_r0_s113_model,423,train
Ti_md_identified_material_r0_s113_model,424,train
Ti_md_identified_material_r0_s113_model,425,train
Ti_md_identified_material_r0_s113_model,426,train
Ti_md_identified_material_r0_s113_model,427,train
Ti_md_identified_material_r0_s113_model,428,train
Ti_md_identified_material_r0_s113_model,429,train
Ti_md_identified_material_r0_s113_model,430,train
Ti_md_identified_material_r0_s113_model,431,train
Ti_md_identified_material_r0_s113_model,432,train
Ti_md_identified_material_r0_s113_model,433,train
Ti_md_identified_material_r0_s113_model,434,excluded
Ti_md_identified_material_r0_s113_model,435,excluded
Ti_md_identified_material_r0_s113_model,436,excluded
Ti_md_identified_material_r0_s113_model,437,excluded
Ti_md_identified_material_r0_s113_model,438,excluded
Ti_md_identified_material_r0_s113_model,439,excluded
Ti_md_identified_material_r0_s113_model,440,excluded
Ti_md_identified_material_r0_s113_model,441,excluded
Ti_md_identified_material_r0_s113_model,442,test
Ti_md_identified_material_r0_s113_model,443,test
Ti_md_identified_material_r0_s113_model,444,test
Ti_md_identified_material_r0_s113_model,445,test
Ti_md_identified_material_r0_s113_model,446,test
Ti_md_identified_material_r0_s113_model,447,train
Ti_md_identified_material_r0_s113_model,448,train
Ti_md_identified_material_r0_s113_model,449,train
Ti_md_identified_material_r0_s113_model,450,train
Ti_md_identified_material_r0_s113_model,451,train
Ti_md_identified_material_r0_s113_model,452,train
Ti_md_identified_material_r0_s113_model,453,train
Ti_md_identified_material_r0_s113_model,454,train
Ti_md_identified_material_r0_s113_model,455,train
Ti_md_identified_material_r0_s113_model,456,train
Ti_md_identified_material_r0_s113_model,457,train
Ti_md_identified_material_r0_s113_model,458,validation
Ti_md_identified_material_r0_s113_model,459,train
Ti_md_identified_material_r0_s113_model,460,validation
Ti_md_identified_material_r0_s113_model,461,excluded
Ti_md_identified_material_r0_s113_model,462,excluded
Ti_md_identified_material_r0_s113_model,463,excluded
Ti_md_identified_material_r0_s113_model,464,excluded
Ti_md_identified_material_r0_s113_model,465,excluded
Ti_md_identified_material_r0_s113_model,466,train
Ti_md_identified_material_r0_s113_model,467,train
Ti_md_identified_material_r0_s113_model,468,train
Ti_md_identified_material_r0_s113_model,469,train
Ti_md_identified_material_r0_s113_model,470,validation
Ti_md_identified_material_r0_s113_model,471,validation
Ti_md_identified_material_r0_s113_model,472,train
Ti_md_identified_material_r0_s113_model,473,train
Ti_md_identified_material_r0_s113_model,474,train
Ti_md_identified_material_r0_s113_model,475,train
Ti_md_identified_material_r0_s113_model,476,train
Ti_md_identified_material_r0_s113_model,477,train
Ti_md_identified_material_r0_s113_model,478,train
Ti_md_identified_material_r0_s113_model,479,train
Ti_md_identified_material_r0_s113_model,480,train
Ti_md_identified_material_r0_s113_model,481,train
Ti_md_identified_material_r0_s113_model,482,train
Ti_md_identified_material_r0_s113_model,483,train
Ti_md_identified_material_r0_s113_model,484,train
Ti_md_identified_material_r0_s113_model,485,train
Ti_md_identified_material_r0_s113_model,486,train
Ti_md_identified_material_r0_s113_model,487,train
Ti_md_identified_material_r0_s113_model,488,train
Ti_md_identified_material_r0_s113_model,489,train
Ti_md_identified_material_r0_s113_model,490,train
Ti_md_identified_material_r0_s113_model,491,train
Ti_md_identified_material_r0_s113_model,492,train
Ti_md_identified_material_r0_s113_model,493,train
Ti_md_identified_material_r0_s113_model,494,test
Ti_md_identified_material_r0_s113_model,495,test
Ti_md_identified_material_r0_s113_model,496,test
Ti_md_identified_material_r0_s113_model,497,train
Ti_md_identified_material_r0_s113_model,498,train
Ti_md_identified_material_r0_s113_model,499,train
Ti_md_identified_material_r0_s113_model,500,train
Ti_md_identified_material_r0_s113_model,501,train
Ti_md_identified_material_r0_s113_model,502,train
Ti_md_identified_material_r0_s113_model,503,train
Ti_md_identified_material_r0_s113_model,504,train
Ti_md_identified_material_r0_s113_model,505,train
Ti_md_identified_material_r0_s113_model,506,train
Ti_md_identified_material_r0_s113_model,507,train
Ti_md_identified_material_r0_s113_model,508,train
Ti_md_identified_material_r0_s113_model,509,train
Ti_md_identified_material_r0_s113_model,510,train
Ti_md_identified_material_r0_s113_model,511,train
Ti_md_identified_material_r0_s113_model,512,train
Ti_md_identified_material_r0_s113_model,513,test
Ti_md_identified_material_r0_s113_model,514,test
Ti_md_identified_material_r0_s113_model,515,test
Ti_md_identified_material_r0_s113_model,516,test
Ti_md_identified_material_r0_s113_model,517,test
Ti_md_identified_material_r0_s113_model,518,excluded
Ti_md_identified_material_r0_s113_model,519,excluded
Ti_md_identified_material_r0_s113_model,520,excluded
Ti_md_identified_material_r0_s113_model,521,excluded
Ti_md_identified_material_r0_s113_model,522,excluded
Ti_md_identified_material_r0_s113_model,523,excluded
Ti_md_identified_material_r0_s113_model,524,excluded
Ti_md_identified_material_r0_s113_model,525,excluded
Ti_md_identified_material_r0_s113_model,526,excluded
Ti_md_identified_material_r0_s113_model,527,excluded
Ti_md_identified_material_r0_s113_model,528,excluded
Ti_md_identified_material_r0_s113_model,529,excluded
Ti_md_identified_material_r0_s113_model,530,excluded
Ti_md_identified_material_r0_s113_model,531,excluded
Ti_md_identified_material_r0_s113_model,532,excluded
Ti_md_identified_material_r0_s113_model,533,excluded
Ti_md_identified_material_r0_s113_model,534,test
Ti_md_identified_material_r0_s113_model,535,test
Ti_md_identified_material_r0_s113_model,536,test
Ti_md_identified_material_r0_s113_model,537,excluded
Ti_md_identified_material_r0_s113_model,538,train
Ti_md_identified_material_r0_s113_model,539,test
Ti_md_identified_material_r0_s113_model,540,excluded
Ti_md_identified_material_r0_s113_model,541,excluded
Ti_md_identified_material_r0_s113_model,542,excluded
Ti_md_identified_material_r0_s113_model,543,test
Ti_md_identified_material_r0_s113_model,544,test
Ti_md_identified_material_r0_s113_model,545,test
Ti_md_identified_material_r0_s113_model,546,test
Ti_md_identified_material_r0_s113_model,547,test
Ti_md_identified_material_r0_s113_model,548,test
Ti_md_identified_material_r0_s113_model,549,test
Ti_md_identified_material_r0_s113_model,550,test
Ti_md_identified_material_r0_s113_model,551,test
Ti_md_identified_material_r0_s113_model,552,train
Ti_md_identified_material_r0_s113_model,553,train
Ti_md_identified_material_r0_s113_model,554,train
Ti_md_identified_material_r0_s113_model,555,train
Ti_md_identified_material_r0_s113_model,556,train
Ti_md_identified_material_r0_s113_model,557,train
Ti_md_identified_material_r0_s113_model,558,train
Ti_md_identified_material_r0_s113_model,559,train
Ti_md_identified_material_r0_s113_model,560,train
Ti_md_identified_material_r0_s113_model,561,train
Ti_md_identified_material_r0_s113_model,562,train
Ti_md_identified_material_r0_s113_model,563,train
Ti_md_identified_material_r0_s113_model,564,train
Ti_md_identified_material_r0_s113_model,565,train
Ti_md_identified_material_r0_s113_model,566,train
Ti_md_identified_material_r0_s113_model,567,train
Ti_md_identified_material_r0_s113_model,568,train
Ti_md_identified_material_r0_s113_model,569,train
Ti_md_identified_material_r0_s113_model,570,train
Ti_md_identified_material_r0_s113_model,571,train
Ti_md_identified_material_r0_s113_model,572,train
Ti_md_identified_material_r0_s113_model,573,train
Ti_md_identified_material_r0_s113_model,574,train
Ti_md_identified_material_r0_s113_model,575,train
Ti_md_identified_material_r0_s113_model,576,train
Ti_md_identified_material_r0_s113_model,577,train
Ti_md_identified_material_r0_s113_model,578,train
Ti_md_identified_material_r0_s113_model,579,validation
Ti_md_identified_material_r0_s113_model,580,validation
Ti_md_identified_material_r0_s113_model,581,validation
Ti_md_identified_material_r0_s113_model,582,validation
Ti_md_identified_material_r0_s113_model,583,validation
Ti_md_identified_material_r0_s113_model,584,validation
Ti_md_identified_material_r0_s113_model,585,validation
Ti_md_identified_material_r0_s113_model,586,validation
Ti_md_identified_material_r0_s113_model,587,validation
Ti_md_identified_material_r0_s113_model,588,validation
Ti_md_identified_material_r0_s113_model,589,excluded
Ti_md_identified_material_r0_s113_model,590,excluded
Ti_md_identified_material_r0_s113_model,591,excluded
Ti_md_identified_material_r0_s113_model,592,test
Ti_md_identified_material_r0_s113_model,593,test
Ti_md_identified_material_r0_s113_model,594,validation
Ti_md_identified_material_r0_s113_model,595,validation
