material_id,site_index,edge,energy_eV,intensity
mp-10092,1,L3,983.539,1.01312
mp-10092,1,L3,984.63,0.993703
mp-10092,1,L3,985.733,0.976559
mp-10092,1,L3,986.849,0.963294
mp-10092,1,L3,987.977,0.955465
mp-1077262,1,L2,953.637,0.110944
mp-1077262,1,L2,954.1,0.136037
mp-1077262,1,L2,954.515,0.169474
mp-1077262,1,L2,954.881,0.214348
mp-1077262,1,L2,955.198,0.274367
mp-1077262,1,L2,955.466,0.352531
mp-1077262,1,L2,955.685,0.447405
mp-1077262,1,L2,955.856,0.548288
mp-1077262,1,L2,955.875,0.561491
mp-1077262,1,L2,955.975,0.634906
mp-1077262,1,L2,956.075,0.718915
mp-1077262,1,L2,956.175,0.802836
mp-1077262,1,L2,956.275,0.89045
mp-1077262,1,L2,956.375,0.979294
mp-1077262,1,L2,956.475,1.0678
mp-1077262,1,L2,956.569,1.14982
mp-1077262,1,L2,956.685,1.2465
mp-1077262,1,L2,956.813,1.34634
mp-1077262,1,L2,956.953,1.44444
mp-1077262,1,L2,957.106,1.53658
mp-1077262,1,L2,957.27,1.62114
mp-1077262,1,L2,957.447,1.70006
mp-1077262,1,L2,957.636,1.77546
mp-1077262,1,L2,957.837,1.84411
mp-1077262,1,L2,958.05,1.89509
mp-1077262,1,L2,958.276,1.91521
mp-1077262,1,L2,958.514,1.89174
mp-1077262,1,L2,958.764,1.8088
mp-1077262,1,L2,959.026,1.66337
mp-1077262,1,L2,959.3,1.47644
mp-1077262,1,L2,959.587,1.26567
mp-1077262,1,L2,959.885,1.04874
mp-1077262,1,L2,960.196,0.856948
mp-1077262,1,L2,960.519,0.713619
mp-1077262,1,L2,960.855,0.62289
mp-1077262,1,L2,961.202,0.579942
mp-1077262,1,L2,961.562,0.580462
mp-1077262,1,L2,961.934,0.622925
mp-1077262,1,L2,962.318,0.705053
mp-1077262,1,L2,962.714,0.814829
mp-1077262,1,L2,963.122,0.920333
mp-1077262,1,L2,963.543,0.984274
mp-1077262,1,L2,963.976,0.997017
mp-1077262,1,L2,964.421,0.974379
mp-1077262,1,L2,964.878,0.928393
mp-1077262,1,L2,965.347,0.869934
mp-1077262,1,L2,965.829,0.81282
mp-1077262,1,L2,966.323,0.765044
mp-1077262,1,L2,966.829,0.72818
mp-1077262,1,L2,967.347,0.705987
mp-1077262,1,L2,967.877,0.703124
mp-1077262,1,L2,968.42,0.719964
mp-1077262,1,L2,968.974,0.754365
mp-1077262,1,L2,969.541,0.799628
mp-1077262,1,L2,970.121,0.843034
mp-1077262,1,L2,970.712,0.871637
mp-1077262,1,L2,971.315,0.880807
mp-1077262,1,L2,971.931,0.875485
mp-1077262,1,L2,972.559,0.867156
mp-1077262,1,L2,973.199,0.867888
mp-1077262,1,L2,973.851,0.885816
mp-1077262,1,L2,974.516,0.924615
mp-1077262,1,L2,975.192,0.977403
mp-1077262,1,L2,975.881,1.02493
mp-1077262,1,L2,976.582,1.04131
mp-1077262,1,L2,977.295,1.02654
mp-1077262,1,L2,978.021,1.00464
mp-1077262,1,L2,978.759,0.990626
mp-1077262,1,L2,979.508,0.987721
mp-1077262,1,L2,980.27,0.993279
mp-1077262,1,L2,981.045,1.00326
mp-1077262,1,L2,981.831,1.0133
mp-1077262,1,L2,982.629,1.02067
mp-1077262,1,L2,983.44,1.02378
mp-1077262,1,L2,984.263,1.02192
mp-1077262,1,L2,985.098,1.01523
mp-1077262,1,L2,985.946,1.00533
mp-1077262,1,L2,986.805,0.994582
mp-1077262,1,L2,987.677,0.985219
mp-1077262,1,L2,988.561,0.978978
mp-1077262,1,L2,989.457,0.976586
mp-1077262,1,L2,990.365,0.977917
mp-1077262,1,L2,991.286,0.982395
mp-1077262,1,L2,992.218,0.988881
mp-1077262,1,L2,993.163,0.996341
mp-1077262,1,L2,994.12,1.00395
mp-1077262,1,L2,995.09,1.01105
mp-1077262,1,L2,996.071,1.01693
mp-1077262,1,L2,997.065,1.02088
mp-1077262,1,L2,998.071,1.02237
mp-1077262,1,L2,999.089,1.02131
mp-1077262,1,L2,1000.119,1.01814
mp-1077262,1,L2,1001.161,1.0138
mp-1077262,1,L2,1002.216,1.00941
mp-1077262,1,L2,1003.283,1.00577
mp-1077262,1,L2,1004.362,1.00296
mp-1077262,1,L2,1005.453,1.00001
mp-1077262,1,L2,1006.556,0.995353
mp-1077262,1,L2,1007.672,0.987747
mp-1077262,1,L2,1008.799,0.976621
mp-1077262,2,L2,954.063,0.104579
mp-1077262,2,L2,954.526,0.127196
mp-1077262,2,L2,954.941,0.157602
mp-1077262,2,L2,955.307,0.199009
mp-1077262,2,L2,955.624,0.255486
mp-1077262,2,L2,955.892,0.330505
mp-1077262,2,L2,956.111,0.42239
mp-1077262,2,L2,956.282,0.518633
mp-1077262,2,L2,956.302,0.530966
mp-1077262,2,L2,956.402,0.597876
mp-1077262,2,L2,956.502,0.669422
mp-1077262,2,L2,956.602,0.740322
mp-1077262,2,L2,956.702,0.806804
mp-1077262,2,L2,956.802,0.867235
mp-1077262,2,L2,956.902,0.921571
mp-1077262,2,L2,956.995,0.968289
mp-1077262,2,L2,957.111,1.02123
mp-1077262,2,L2,957.239,1.07639
mp-1077262,2,L2,957.379,1.13489
mp-1077262,2,L2,957.532,1.19747
mp-1077262,2,L2,957.696,1.26488
mp-1077262,2,L2,957.873,1.33839
mp-1077262,2,L2,958.062,1.41964
mp-1077262,2,L2,958.263,1.50761
mp-1077262,2,L2,958.477,1.59116
mp-1077262,2,L2,958.702,1.64619
mp-1077262,2,L2,958.94,1.64754
mp-1077262,2,L2,959.19,1.58687
mp-1077262,2,L2,959.452,1.47711
mp-1077262,2,L2,959.726,1.34229
mp-1077262,2,L2,960.013,1.19673
mp-1077262,2,L2,960.312,1.04727
mp-1077262,2,L2,960.622,0.909851
mp-1077262,2,L2,960.945,0.805171
mp-1077262,2,L2,961.281,0.745316
mp-1077262,2,L2,961.628,0.731389
mp-1077262,2,L2,961.988,0.760927
mp-1077262,2,L2,962.36,0.831458
mp-1077262,2,L2,962.744,0.934166
mp-1077262,2,L2,963.14,1.04063
mp-1077262,2,L2,963.548,1.11121
mp-1077262,2,L2,963.969,1.13622
mp-1077262,2,L2,964.402,1.13582
mp-1077262,2,L2,964.847,1.12436
mp-1077262,2,L2,965.304,1.10097
mp-1077262,2,L2,965.774,1.06554
mp-1077262,2,L2,966.255,1.02187
mp-1077262,2,L2,966.749,0.975289
mp-1077262,2,L2,967.255,0.93425
mp-1077262,2,L2,967.773,0.904639
mp-1077262,2,L2,968.303,0.886105
mp-1077262,2,L2,968.846,0.876001
mp-1077262,2,L2,969.401,0.871776
mp-1077262,2,L2,969.968,0.871774
mp-1077262,2,L2,970.547,0.875116
mp-1077262,2,L2,971.138,0.879744
mp-1077262,2,L2,971.741,0.882597
mp-1077262,2,L2,972.357,0.882226
mp-1077262,2,L2,972.985,0.881794
mp-1077262,2,L2,973.625,0.888074
mp-1077262,2,L2,974.277,0.9099
mp-1077262,2,L2,974.942,0.952684
mp-1077262,2,L2,975.618,1.00471
mp-1077262,2,L2,976.307,1.03715
mp-1077262,2,L2,977.008,1.03207
mp-1077262,2,L2,977.722,1.00704
mp-1077262,2,L2,978.447,0.981883
mp-1077262,2,L2,979.185,0.963458
mp-1077262,2,L2,979.934,0.953497
mp-1077262,2,L2,980.696,0.952059
mp-1077262,2,L2,981.471,0.958367
mp-1077262,2,L2,982.257,0.970112
mp-1077262,2,L2,983.056,0.984983
mp-1077262,2,L2,983.866,1.00046
mp-1077262,2,L2,984.689,1.01424
mp-1077262,2,L2,985.524,1.02454
mp-1077262,2,L2,986.372,1.0302
mp-1077262,2,L2,987.231,1.03123
mp-1077262,2,L2,988.103,1.02858
mp-1077262,2,L2,988.987,1.02396
mp-1077262,2,L2,989.883,1.0193
mp-1077262,2,L2,990.791,1.01611
mp-1077262,2,L2,991.712,1.01536
mp-1077262,2,L2,992.645,1.01721
mp-1077262,2,L2,993.589,1.02111
mp-1077262,2,L2,994.546,1.02647
mp-1077262,2,L2,995.516,1.03244
mp-1077262,2,L2,996.497,1.03822
mp-1077262,2,L2,997.491,1.04294
mp-1077262,2,L2,998.497,1.04581
mp-1077262,2,L2,999.515,1.04623
mp-1077262,2,L2,1000.545,1.04411
mp-1077262,2,L2,1001.587,1.03994
mp-1077262,2,L2,1002.642,1.03455
mp-1077262,2,L2,1003.709,1.02896
mp-1077262,2,L2,1004.788,1.02421
mp-1077262,2,L2,1005.879,1.02096
mp-1077262,2,L2,1006.982,1.01944
mp-1077262,2,L2,1008.098,1.01908
mp-1077262,2,L2,1009.226,1.01837
mp-1077262,1,L3,933.669,0.0602579
mp-1077262,1,L3,934.132,0.0749367
mp-1077262,1,L3,934.547,0.094966
mp-1077262,1,L3,934.913,0.122892
mp-1077262,1,L3,935.23,0.162739
mp-1077262,1,L3,935.498,0.220782
mp-1077262,1,L3,935.717,0.305445
mp-1077262,1,L3,935.888,0.420999
mp-1077262,1,L3,935.907,0.438491
mp-1077262,1,L3,936.007,0.545655
mp-1077262,1,L3,936.107,0.681459
mp-1077262,1,L3,936.207,0.824231
mp-1077262,1,L3,936.307,0.964971
mp-1077262,1,L3,936.407,1.09997
mp-1077262,1,L3,936.507,1.23198
mp-1077262,1,L3,936.601,1.35585
mp-1077262,1,L3,936.717,1.50443
mp-1077262,1,L3,936.845,1.65581
mp-1077262,1,L3,936.985,1.79211
mp-1077262,1,L3,937.138,1.89841
mp-1077262,1,L3,937.302,1.9777
mp-1077262,1,L3,937.479,2.05274
mp-1077262,1,L3,937.668,2.14809
mp-1077262,1,L3,937.869,2.26151
mp-1077262,1,L3,938.082,2.35211
mp-1077262,1,L3,938.308,2.38779
mp-1077262,1,L3,938.546,2.37799
mp-1077262,1,L3,938.796,2.26477
mp-1077262,1,L3,939.058,2.00772
mp-1077262,1,L3,939.332,1.72471
mp-1077262,1,L3,939.619,1.42088
mp-1077262,1,L3,939.917,1.08825
mp-1077262,1,L3,940.228,0.812282
mp-1077262,1,L3,940.551,0.631467
mp-1077262,1,L3,940.887,0.530212
mp-1077262,1,L3,941.234,0.488692
mp-1077262,1,L3,941.594,0.497919
mp-1077262,1,L3,941.966,0.558569
mp-1077262,1,L3,942.35,0.675688
mp-1077262,1,L3,942.746,0.843114
mp-1077262,1,L3,943.154,1.00736
mp-1077262,1,L3,943.575,1.09303
mp-1077262,1,L3,944.008,1.09252
mp-1077262,1,L3,944.453,1.05331
mp-1077262,1,L3,944.91,0.987299
mp-1077262,1,L3,945.379,0.905254
mp-1077262,1,L3,945.861,0.829985
mp-1077262,1,L3,946.355,0.7712
mp-1077262,1,L3,946.861,0.724522
mp-1077262,1,L3,947.379,0.694678
mp-1077262,1,L3,947.909,0.690129
mp-1077262,1,L3,948.452,0.709679
mp-1077262,1,L3,949.006,0.751743
mp-1077262,1,L3,949.573,0.808868
mp-1077262,1,L3,950.153,0.863182
mp-1077262,1,L3,950.744,0.89614
mp-1077262,1,L3,951.347,0.9027
mp-1077262,1,L3,951.963,0.890443
mp-1077262,1,L3,952.591,0.873815
mp-1077262,1,L3,953.231,0.868246
mp-1077262,1,L3,953.883,0.884748
mp-1077262,1,L3,954.548,0.928717
mp-1077262,1,L3,955.224,0.992683
mp-1077262,1,L3,955.913,1.05172
mp-1077262,1,L3,956.614,1.07069
mp-1077262,1,L3,957.327,1.04867
mp-1077262,1,L3,958.053,1.01769
mp-1077262,1,L3,958.791,0.998092
mp-1077262,1,L3,959.54,0.993534
mp-1077262,1,L3,960.302,0.999977
mp-1077262,1,L3,961.077,1.01192
mp-1077262,1,L3,961.863,1.02385
mp-1077262,1,L3,962.661,1.03257
mp-1077262,1,L3,963.472,1.03619
mp-1077262,1,L3,964.295,1.03383
mp-1077262,1,L3,965.13,1.02558
mp-1077262,1,L3,965.978,1.01338
mp-1077262,1,L3,966.837,1.00016
mp-1077262,1,L3,967.709,0.988675
mp-1077262,1,L3,968.593,0.980922
mp-1077262,1,L3,969.489,0.977755
mp-1077262,1,L3,970.397,0.978916
mp-1077262,1,L3,971.318,0.983666
mp-1077262,1,L3,972.25,0.990672
mp-1077262,1,L3,973.195,0.998753
mp-1077262,1,L3,974.152,1.007
mp-1077262,1,L3,975.122,1.01468
mp-1077262,1,L3,976.103,1.02106
mp-1077262,1,L3,977.097,1.0253
mp-1077262,1,L3,978.103,1.02678
mp-1077262,1,L3,979.121,1.0254
mp-1077262,1,L3,980.151,1.02163
mp-1077262,1,L3,981.193,1.01658
mp-1077262,1,L3,982.248,1.01159
mp-1077262,1,L3,983.315,1.00769
mp-1077262,1,L3,984.394,1.00494
mp-1077262,1,L3,985.485,1.00223
mp-1077262,1,L3,986.588,0.997557
mp-1077262,1,L3,987.704,0.989373
mp-1077262,1,L3,988.831,0.977421
mp-1077262,2,L3,934.095,0.0571871
mp-1077262,2,L3,934.558,0.0706038
mp-1077262,2,L3,934.973,0.0892043
mp-1077262,2,L3,935.339,0.115828
mp-1077262,2,L3,935.656,0.155347
mp-1077262,2,L3,935.924,0.21609
mp-1077262,2,L3,936.143,0.31041
mp-1077262,2,L3,936.314,0.44591
mp-1077262,2,L3,936.334,0.466712
mp-1077262,2,L3,936.434,0.593279
mp-1077262,2,L3,936.534,0.743689
mp-1077262,2,L3,936.634,0.888115
mp-1077262,2,L3,936.734,0.996598
mp-1077262,2,L3,936.834,1.06944
mp-1077262,2,L3,936.934,1.12
mp-1077262,2,L3,937.027,1.15849
mp-1077262,2,L3,937.143,1.20255
mp-1077262,2,L3,937.271,1.25371
mp-1077262,2,L3,937.411,1.31419
mp-1077262,2,L3,937.564,1.3828
mp-1077262,2,L3,937.728,1.45708
mp-1077262,2,L3,937.905,1.53921
mp-1077262,2,L3,938.094,1.64162
mp-1077262,2,L3,938.295,1.78256
mp-1077262,2,L3,938.509,1.9544
mp-1077262,2,L3,938.734,2.07909
mp-1077262,2,L3,938.972,2.07736
mp-1077262,2,L3,939.222,1.95142
mp-1077262,2,L3,939.484,1.74092
mp-1077262,2,L3,939.758,1.5303
mp-1077262,2,L3,940.045,1.32587
mp-1077262,2,L3,940.344,1.10404
mp-1077262,2,L3,940.654,0.896722
mp-1077262,2,L3,940.977,0.748716
mp-1077262,2,L3,941.313,0.674375
mp-1077262,2,L3,941.66,0.663089
mp-1077262,2,L3,942.02,0.70579
mp-1077262,2,L3,942.392,0.804709
mp-1077262,2,L3,942.776,0.960547
mp-1077262,2,L3,943.172,1.13012
mp-1077262,2,L3,943.58,1.22365
mp-1077262,2,L3,944.001,1.23315
mp-1077262,2,L3,944.434,1.21684
mp-1077262,2,L3,944.879,1.20061
mp-1077262,2,L3,945.336,1.16977
mp-1077262,2,L3,945.806,1.12286
mp-1077262,2,L3,946.287,1.06636
mp-1077262,2,L3,946.781,1.00505
mp-1077262,2,L3,947.287,0.952573
mp-1077262,2,L3,947.805,0.917873
mp-1077262,2,L3,948.335,0.897609
mp-1077262,2,L3,948.878,0.887188
mp-1077262,2,L3,949.433,0.883014
mp-1077262,2,L3,950.0,0.882938
mp-1077262,2,L3,950.579,0.886881
mp-1077262,2,L3,951.17,0.892607
mp-1077262,2,L3,951.773,0.895532
mp-1077262,2,L3,952.389,0.892604
mp-1077262,2,L3,953.017,0.88757
mp-1077262,2,L3,953.657,0.889344
mp-1077262,2,L3,954.309,0.910899
mp-1077262,2,L3,954.974,0.961885
mp-1077262,2,L3,955.651,1.02856
mp-1077262,2,L3,956.339,1.06918
mp-1077262,2,L3,957.04,1.05933
mp-1077262,2,L3,957.754,1.02587
mp-1077262,2,L3,958.479,0.993737
mp-1077262,2,L3,959.217,0.970194
mp-1077262,2,L3,959.966,0.95699
mp-1077262,2,L3,960.728,0.954104
mp-1077262,2,L3,961.503,0.960585
mp-1077262,2,L3,962.289,0.973589
mp-1077262,2,L3,963.088,0.990313
mp-1077262,2,L3,963.898,1.00778
mp-1077262,2,L3,964.721,1.02324
mp-1077262,2,L3,965.556,1.03456
mp-1077262,2,L3,966.404,1.04042
mp-1077262,2,L3,967.263,1.04074
mp-1077262,2,L3,968.135,1.03665
mp-1077262,2,L3,969.019,1.03029
mp-1077262,2,L3,969.915,1.02398
mp-1077262,2,L3,970.823,1.01956
mp-1077262,2,L3,971.744,1.01809
mp-1077262,2,L3,972.677,1.01968
mp-1077262,2,L3,973.621,1.02367
mp-1077262,2,L3,974.579,1.02932
mp-1077262,2,L3,975.548,1.03573
mp-1077262,2,L3,976.529,1.042
mp-1077262,2,L3,977.523,1.04719
mp-1077262,2,L3,978.529,1.05028
mp-1077262,2,L3,979.547,1.05064
mp-1077262,2,L3,980.577,1.04812
mp-1077262,2,L3,981.619,1.04328
mp-1077262,2,L3,982.674,1.03706
mp-1077262,2,L3,983.741,1.03068
mp-1077262,2,L3,984.82,1.02529
mp-1077262,2,L3,985.911,1.0217
mp-1077262,2,L3,987.014,1.02016
mp-1077262,2,L3,988.13,1.02008
mp-1077262,2,L3,989.258,1.01979
mp-1207193,0,L2,952.517,0.085728
mp-1207193,0,L2,952.98,0.105002
mp-1207193,0,L2,953.395,0.131646
mp-1207193,0,L2,953.761,0.169201
mp-1207193,0,L2,954.078,0.222398
mp-1207193,0,L2,954.346,0.295575
mp-1207193,0,L2,954.565,0.387306
mp-1207193,0,L2,954.736,0.483629
mp-1207193,0,L2,954.755,0.49586
mp-1207193,0,L2,954.855,0.561208
mp-1207193,0,L2,954.955,0.627102
mp-1207193,0,L2,955.055,0.688921
mp-1207193,0,L2,955.155,0.742045
mp-1207193,0,L2,955.255,0.783076
mp-1207193,0,L2,955.355,0.811523
mp-1207193,0,L2,955.449,0.828123
mp-1207193,0,L2,955.565,0.838129
mp-1207193,0,L2,955.693,0.83963
mp-1207193,0,L2,955.833,0.834648
mp-1207193,0,L2,955.986,0.82603
mp-1207193,0,L2,956.15,0.816623
mp-1207193,0,L2,956.327,0.80883
mp-1207193,0,L2,956.516,0.804574
mp-1207193,0,L2,956.717,0.80528
mp-1207193,0,L2,956.93,0.81181
mp-1207193,0,L2,957.156,0.824717
mp-1207193,0,L2,957.394,0.844273
mp-1207193,0,L2,957.644,0.870288
mp-1207193,0,L2,957.906,0.90164
mp-1207193,0,L2,958.18,0.935628
mp-1207193,0,L2,958.467,0.967814
mp-1207193,0,L2,958.765,0.992956
mp-1207193,0,L2,959.076,1.00858
mp-1207193,0,L2,959.399,1.01833
mp-1207193,0,L2,959.735,1.02974
mp-1207193,0,L2,960.082,1.04916
mp-1207193,0,L2,960.442,1.07816
mp-1207193,0,L2,960.814,1.11317
mp-1207193,0,L2,961.198,1.14695
mp-1207193,0,L2,961.594,1.17067
mp-1207193,0,L2,962.002,1.17652
mp-1207193,0,L2,962.423,1.16072
mp-1207193,0,L2,962.856,1.12564
mp-1207193,0,L2,963.301,1.07933
mp-1207193,0,L2,963.758,1.03148
mp-1207193,0,L2,964.227,0.989211
mp-1207193,0,L2,964.709,0.955301
mp-1207193,0,L2,965.203,0.929549
mp-1207193,0,L2,965.709,0.911425
mp-1207193,0,L2,966.227,0.901707
mp-1207193,0,L2,966.757,0.902355
mp-1207193,0,L2,967.3,0.916197
mp-1207193,0,L2,967.854,0.946274
mp-1207193,0,L2,968.421,0.994453
mp-1207193,0,L2,969.0,1.05935
mp-1207193,0,L2,969.592,1.12687
mp-1207193,0,L2,970.195,1.15716
mp-1207193,0,L2,970.811,1.10708
mp-1207193,0,L2,971.439,1.00798
mp-1207193,0,L2,972.079,0.921942
mp-1207193,0,L2,972.731,0.881196
mp-1207193,0,L2,973.396,0.878527
mp-1207193,0,L2,974.072,0.889235
mp-1207193,0,L2,974.761,0.911028
mp-1207193,0,L2,975.462,0.945939
mp-1207193,0,L2,976.175,0.99539
mp-1207193,0,L2,976.901,1.05382
mp-1207193,0,L2,977.638,1.11703
mp-1207193,0,L2,978.388,1.17946
mp-1207193,0,L2,979.15,1.22822
mp-1207193,0,L2,979.924,1.24463
mp-1207193,0,L2,980.711,1.22177
