material_id,energy_eV,intensity
mp-10092,943.3,0.8385054859124687
mp-10092,943.4,0.8369852309567986
mp-10092,943.5,0.8354669691673279
mp-10092,943.6,0.8339318818935471
mp-10092,943.7,0.831470903365896
mp-10092,943.8,0.8290123068042504
mp-10092,943.9,0.8265562357841694
mp-10092,944.0,0.8241028413973691
mp-10092,944.1,0.8203938584977791
mp-10092,944.2,0.815149804428751
mp-10092,944.3,0.8099089287748605
mp-10092,944.4,0.8046714161653444
mp-10092,944.5,0.799437460546459
mp-10092,944.6,0.7928700759942724
mp-10092,944.7,0.7858609360286661
mp-10092,944.8,0.7788559948674355
mp-10092,944.9,0.7718554878704841
mp-10092,945.0,0.7648596618616643
mp-10092,945.1,0.7591862567289986
mp-10092,945.2,0.7536021570815018
mp-10092,945.3,0.7480235525127114
mp-10092,945.4,0.742450740620946
mp-10092,945.5,0.7368840330128682
mp-10092,945.6,0.73568775628048
mp-10092,945.7,0.7344982513337426
mp-10092,945.8,0.7333158752474378
mp-10092,945.9,0.7321410014640284
mp-10092,946.0,0.7309740204325833
mp-10092,946.1,0.7347173426492085
mp-10092,946.2,0.7387822859640671
mp-10092,946.3,0.7428564021199466
mp-10092,946.4,0.7469401564026321
mp-10092,946.5,0.7510340346196679
mp-10092,946.6,0.7578100692739516
mp-10092,946.7,0.7654409037515917
mp-10092,946.8,0.7730834505472388
mp-10092,946.9,0.78073828550827
mp-10092,947.0,0.7884060091046645
mp-10092,947.1,0.7960040873690658
mp-10092,947.2,0.8035187101334775
mp-10092,947.3,0.8110481797846014
mp-10092,947.4,0.8185932045265677
mp-10092,947.5,0.826154521948239
mp-10092,947.6,0.8336406203248387
mp-10092,947.7,0.838160867396647
mp-10092,947.8,0.8426998067652871
mp-10092,947.9,0.847258304255705
mp-10092,948.0,0.8518372605836894
mp-10092,948.1,0.8564376125541716
mp-10092,948.2,0.8592830955690678
mp-10092,948.3,0.8602266191168948
mp-10092,948.4,0.8611945777560633
mp-10092,948.5,0.8621880653247844
mp-10092,948.6,0.8632082182690785
mp-10092,948.7,0.8642562170575313
mp-10092,948.8,0.8634145637266759
mp-10092,948.9,0.8621531840592486
mp-10092,949.0,0.8609234705137558
mp-10092,949.1,0.8597267945880784
mp-10092,949.2,0.8585645794776673
mp-10092,949.3,0.8574459021858395
mp-10092,949.4,0.8567371158776341
mp-10092,949.5,0.8560673869927992
mp-10092,949.6,0.8554383625784635
mp-10092,949.7,0.8548517501384266
mp-10092,949.8,0.8543093195253878
mp-10092,949.9,0.8540728000510749
mp-10092,950.0,0.8559869851543502
mp-10092,950.1,0.8579510554010769
mp-10092,950.2,0.8599670499592075
mp-10092,950.3,0.8620370805637732
mp-10092,950.4,0.8641633337192447
mp-10092,950.5,0.8665215950728405
mp-10092,950.6,0.8712460506300762
mp-10092,950.7,0.8760337597298042
mp-10092,950.8,0.8808872311029698
mp-10092,950.9,0.8858090601155005
mp-10092,951.0,0.8908019313201719
mp-10092,951.1,0.8958686210708062
mp-10092,951.2,0.9026870745618659
mp-10092,951.3,0.9097308441255266
mp-10092,951.4,0.9168573392055143
mp-10092,951.5,0.9240697307913323
mp-10092,951.6,0.9313712957225888
mp-10092,951.7,0.9387654197032893
mp-10092,951.8,0.9470923857376733
mp-10092,951.9,0.955989712996608
mp-10092,952.0,0.9649904408221176
mp-10092,952.1,0.97409842196267
mp-10092,952.2,0.9833176341975255
mp-10092,952.3,0.9926521837986306
mp-10092,952.4,1.0021216917098865
mp-10092,952.5,1.0117638609425
mp-10092,952.6,1.0215344931339703
mp-10092,952.7,1.0314382447583825
mp-10092,952.8,1.041479919314168
mp-10092,952.9,1.0516644712853438
mp-10092,953.0,1.0612817606527223
mp-10092,953.1,1.0698643454406138
mp-10092,953.2,1.0780243044144426
mp-10092,953.3,1.0869022784182574
mp-10092,953.4,1.0963918948550213
mp-10092,953.5,1.1058815112917852
mp-10092,953.6,1.1153711277285492
mp-10092,953.7,1.125542477750775
mp-10092,953.8,1.1353508250076403
mp-10092,953.9,1.1451591722645054
mp-10092,954.0,1.1549675195213707
mp-10092,954.1,1.1670507586263426
mp-10092,954.2,1.179933284056313
mp-10092,954.3,1.192815809486284
mp-10092,954.4,1.2079806455496274
mp-10092,954.5,1.2243609317095414
mp-10092,954.6,1.2407412178694552
mp-10092,954.7,1.2624984505015768
mp-10092,954.8,1.2849202495515861
mp-10092,954.9,1.3120396018101859
mp-10092,955.0,1.341269448988548
mp-10092,955.1,1.3751411255066484
mp-10092,955.2,1.4135381952784314
mp-10092,955.3,1.452768175050184
mp-10092,955.4,1.491739434821938
mp-10092,955.5,1.5309272945937287
mp-10092,955.6,1.5707761643654972
mp-10092,955.7,1.6124925127393972
mp-10092,955.8,1.6556863987283397
mp-10092,955.9,1.7011496477037014
mp-10092,956.0,1.749087395303408
mp-10092,956.1,1.7990264926371267
mp-10092,956.2,1.8522924463538533
mp-10092,956.3,1.9065052354364385
mp-10092,956.4,1.961703506226316
mp-10092,956.5,2.017741338554911
mp-10092,956.6,2.073579068710564
mp-10092,956.7,2.130300703448774
mp-10092,956.8,2.186486893189719
mp-10092,956.9,2.240390396363512
mp-10092,957.0,2.2923454311315665
mp-10092,957.1,2.3354241098295994
mp-10092,957.2,2.377793232520543
mp-10092,957.3,2.402952636314584
mp-10092,957.4,2.4281120401086254
mp-10092,957.5,2.4379443522124715
mp-10092,957.6,2.443702374120424
mp-10092,957.7,2.443469131490404
mp-10092,957.8,2.4346143130622178
mp-10092,957.9,2.4257594946340317
mp-10092,958.0,2.410315829109213
mp-10092,958.1,2.3941912896690094
mp-10092,958.2,2.3776129091968596
mp-10092,958.3,2.3599234006810406
mp-10092,958.4,2.342233892165222
mp-10092,958.5,2.3250679880137137
mp-10092,958.6,2.3083304874329853
mp-10092,958.7,2.291606085854887
mp-10092,958.8,2.2761073560158986
mp-10092,958.9,2.261147546853244
mp-10092,959.0,2.2461877376905885
mp-10092,959.1,2.2325665384710742
mp-10092,959.2,2.2195467437187286
mp-10092,959.3,2.206526948966383
mp-10092,959.4,2.194458972477328
mp-10092,959.5,2.1831656830743587
mp-10092,959.6,2.1719512607897333
mp-10092,959.7,2.1609984206870902
mp-10092,959.8,2.1505313760652367
mp-10092,959.9,2.1400643314433836
mp-10092,960.0,2.1295972868215323
mp-10092,960.1,2.119240913626405
mp-10092,960.2,2.108884540431278
mp-10092,960.3,2.0986732527441814
mp-10092,960.4,2.0886107237063616
mp-10092,960.5,2.0786438237911775
mp-10092,960.6,2.0686769238759934
mp-10092,960.7,2.058710023960809
mp-10092,960.8,2.0485782073789536
mp-10092,960.9,2.0384339777146634
mp-10092,961.0,2.028289748050374
mp-10092,961.1,2.018099762153665
mp-10092,961.2,2.007090369227609
mp-10092,961.3,1.996080976301554
mp-10092,961.4,1.9850715833754982
mp-10092,961.5,1.9740910996192682
mp-10092,961.6,1.9631598395846286
mp-10092,961.7,1.9522285795499887
mp-10092,961.8,1.941297319515349
mp-10092,961.9,1.9317106690341346
mp-10092,962.0,1.9238858685372968
mp-10092,962.1,1.9160610680404588
mp-10092,962.2,1.9082362675436209
mp-10092,962.3,1.9015208063413014
mp-10092,962.4,1.897162691139609
mp-10092,962.5,1.8928045759379164
mp-10092,962.6,1.888446460736224
mp-10092,962.7,1.8843829785067336
mp-10092,962.8,1.8819807920971985
mp-10092,962.9,1.8795786056876633
mp-10092,963.0,1.8771764192781282
mp-10092,963.1,1.8747742328685932
mp-10092,963.2,1.8729554373820845
mp-10092,963.3,1.871291720495346
mp-10092,963.4,1.8696280036086077
mp-10092,963.5,1.8679514937906343
mp-10092,963.6,1.8660482879188849
mp-10092,963.7,1.8637215805596765
mp-10092,963.8,1.8613948732004681
mp-10092,963.9,1.8590681658412602
mp-10092,964.0,1.856741458482052
mp-10092,964.1,1.8533698099663316
mp-10092,964.2,1.8496860361701386
mp-10092,964.3,1.8459851642567466
mp-10092,964.4,1.8422301483055792
mp-10092,964.5,1.8384307985772468
mp-10092,964.6,1.8340424429525264
mp-10092,964.7,1.829654087327806
mp-10092,964.8,1.8252657317030856
mp-10092,964.9,1.8208773760783652
mp-10092,965.0,1.8168114173242327
mp-10092,965.1,1.8136630496631843
mp-10092,965.2,1.8104117028508933
mp-10092,965.3,1.8071295960323994
mp-10092,965.4,1.8038474892139056
mp-10092,965.5,1.8015313664892085
mp-10092,965.6,1.8012679599635584
mp-10092,965.7,1.801004553437908
mp-10092,965.8,1.8007411469122578
mp-10092,965.9,1.8004777403866075
mp-10092,966.0,1.8011007544012805
mp-10092,966.1,1.804189329903389
mp-10092,966.2,1.807277905405498
mp-10092,966.3,1.8103664809076068
mp-10092,966.4,1.8134550564097158
mp-10092,966.5,1.8167325494029738
mp-10092,966.6,1.8221825935435314
mp-10092,966.7,1.8276326376840892
mp-10092,966.8,1.833082681824647
mp-10092,966.9,1.8384447633058847
mp-10092,967.0,1.8437035842740404
mp-10092,967.1,1.848971446563994
mp-10092,967.2,1.8542418589703513
mp-10092,967.3,1.8595122713767092
mp-10092,967.4,1.8647826837830668
mp-10092,967.5,1.8700530961894244
mp-10092,967.6,1.8746460231544766
mp-10092,967.7,1.8779807628715703
mp-10092,967.8,1.8812077314994455
mp-10092,967.9,1.8843686468791119
mp-10092,968.0,1.8875295622587782
mp-10092,968.1,1.8906904776384448
mp-10092,968.2,1.8918704825837815
mp-10092,968.3,1.8925552599206423
mp-10092,968.4,1.893240037257503
mp-10092,968.5,1.893924814594364
mp-10092,968.6,1.8946095919312245
mp-10092,968.7,1.8950374694163172
mp-10092,968.8,1.8940748452264367
mp-10092,968.9,1.8931122210365565
mp-10092,969.0,1.892149596846676
mp-10092,969.1,1.8911869726567958
mp-10092,969.2,1.8902243484669154
mp-10092,969.3,1.889337343820629
mp-10092,969.4,1.8885971300530593
mp-10092,969.5,1.8878569162854895
mp-10092,969.6,1.8871265317258414
mp-10092,969.7,1.8864035621826942
mp-10092,969.8,1.8856805926395468
mp-10092,969.9,1.8856468145695513
mp-10092,970.0,1.8865266158940546
mp-10092,970.1,1.8874064172185578
mp-10092,970.2,1.8882862185430613
mp-10092,970.3,1.8891660198675648
mp-10092,970.4,1.8900458211920683
mp-10092,970.5,1.8916905978407899
mp-10092,970.6,1.8945367401041424
mp-10092,970.7,1.897382882367495
mp-10092,970.8,1.9002290246308473
mp-10092,970.9,1.9030751668941996
mp-10092,971.0,1.9059213091575524
mp-10092,971.1,1.9091267668163368
mp-10092,971.2,1.9134700565604006
mp-10092,971.3,1.9178133463044644
mp-10092,971.4,1.9221629836216552
mp-10092,971.5,1.9266649626935406
mp-10092,971.6,1.9311669417654254
mp-10092,971.7,1.9356689208373106
mp-10092,971.8,1.9411493785716587
mp-10092,971.9,1.9466706062502306
mp-10092,972.0,1.9521918339288022
mp-10092,972.1,1.9577130616073743
mp-10092,972.2,1.9632342892859458
mp-10092,972.3,1.9687555169645177
mp-10092,972.4,1.9744322372366412
mp-10092,972.5,1.9802199313611806
mp-10092,972.6,1.98600762548572
mp-10092,972.7,1.9917953196102598
mp-10092,972.8,1.9975830137347992
mp-10092,972.9,2.0033707078593386
mp-10092,973.0,2.00912794336144
mp-10092,973.1,2.0139003500729267
mp-10092,973.2,2.018672756784413
mp-10092,973.3,2.023450210938427
mp-10092,973.4,2.0284749897751375
mp-10092,973.5,2.033499768611848
mp-10092,973.6,2.0385245474485583
mp-10092,973.7,2.0430296226204723
mp-10092,973.8,2.046721827957867
mp-10092,973.9,2.050414033295262
mp-10092,974.0,2.0541062386326567
mp-10092,974.1,2.057798443970052
mp-10092,974.2,2.061490649307447
mp-10092,974.3,2.065259390466338
mp-10092,974.4,2.06854271196287
mp-10092,974.5,2.0714332785924015
mp-10092,974.6,2.074323845221934
mp-10092,974.7,2.0772144118514655
mp-10092,974.8,2.080104978480997
mp-10092,974.9,2.0829955451105295
mp-10092,975.0,2.085886111740061
mp-10092,975.1,2.0880285337534126
mp-10092,975.2,2.08989424474441
mp-10092,975.3,2.0918228449155567
mp-10092,975.4,2.0938094966375873
mp-10092,975.5,2.095796148359617
mp-10092,975.6,2.0977828000816476
mp-10092,975.7,2.0997694518036782
mp-10092,975.8,2.1013096373473257
mp-10092,975.9,2.102676197154979
mp-10092,976.0,2.1040427569626337
mp-10092,976.1,2.105409316770287
mp-10092,976.2,2.1067758765779416
mp-10092,976.3,2.108108008666192
mp-10092,976.4,2.1094152103369526
mp-10092,976.5,2.1104028481251103
mp-10092,976.6,2.111168416096592
mp-10092,976.7,2.1119339840680733
mp-10092,976.8,2.1126995520395546
mp-10092,976.9,2.1134651200110364
mp-10092,977.0,2.114230687982518
mp-10092,977.1,2.114996255954
mp-10092,977.2,2.115655232130305
mp-10092,977.3,2.115967333099092
mp-10092,977.4,2.116150238631487
mp-10092,977.5,2.1163331441638826
mp-10092,977.6,2.116516049696278
mp-10092,977.7,2.116698955228673
mp-10092,977.8,2.1168818607610684
mp-10092,977.9,2.1170647662934634
mp-10092,978.0,2.1171498506876416
mp-10092,978.1,2.117230859201067
mp-10092,978.2,2.117311867714492
mp-10092,978.3,2.1172374757281274
mp-10092,978.4,2.1168614239481918
mp-10092,978.5,2.1164853721682566
mp-10092,978.6,2.116109320388321
mp-10092,978.7,2.1157615205768936
mp-10092,978.8,2.1154468861197926
mp-10092,978.9,2.115132251662692
mp-10092,979.0,2.1148176172055915
mp-10092,979.1,2.1145029827484905
mp-10092,979.2,2.11418834829139
mp-10092,979.3,2.113851349705364
mp-10092,979.4,2.112977612026601
mp-10092,979.5,2.1122070434865856
mp-10092,979.6,2.1114561262110856
mp-10092,979.7,2.1107052089355864
mp-10092,979.8,2.1099542916600864
mp-10092,979.9,2.1092033743845864
mp-10092,980.0,2.1084524571090864
mp-10092,980.1,2.1077015398335863
mp-10092,980.2,2.106965201330015
mp-10092,980.3,2.106360071773709
mp-10092,980.4,2.105427787780339
mp-10092,980.5,2.1042863394748403
mp-10092,980.6,2.1031448911693422
mp-10092,980.7,2.102003442863844
mp-10092,980.8,2.1008619945583455
mp-10092,980.9,2.0997205462528474
mp-10092,981.0,2.098615966934356
mp-10092,981.1,2.0976281394080125
mp-10092,981.2,2.0966403118816688
mp-10092,981.3,2.095652484355325
mp-10092,981.4,2.094636846808113
mp-10092,981.5,2.0932517332699856
mp-10092,981.6,2.0918666197318583
mp-10092,981.7,2.090481506193731
mp-10092,981.8,2.089123518501883
mp-10092,981.9,2.087846908348844
mp-10092,982.0,2.086570298195805
mp-10092,982.1,2.085293688042766
mp-10092,982.2,2.084017077889727
mp-10092,982.3,2.082740467736688
mp-10092,982.4,2.081463857583649
mp-10092,982.5,2.0801133364452884
mp-10092,982.6,2.0786614955722316
mp-10092,982.7,2.077268298979008
mp-10092,982.8,2.0758751023857847
mp-10092,982.9,2.0744819057925614
mp-10092,983.0,2.0730887091993377
mp-10092,983.1,2.0716955126061145
mp-10092,983.2,2.0703023160128913
mp-10092,983.3,2.068909119419668
mp-10092,983.4,2.0675159228264444
mp-10092,983.5,2.0660985398049725
mp-10092,983.6,2.0647037345438743
mp-10092,983.7,2.0633247088925026
mp-10092,983.8,2.061945683241131
mp-10092,983.9,2.060566657589759
mp-10092,984.0,2.0591876319383884
mp-10092,984.1,2.0578086062870167
mp-10092,984.2,2.056429580635645
mp-10092,984.3,2.0550106158803105
mp-10092,984.4,2.053560270400442
mp-10092,984.5,2.052109924920574
mp-10092,984.6,2.0506595794407056
mp-10092,984.7,2.0493670398032746
mp-10092,984.8,2.048142131241137
mp-10092,984.9,2.046917222678999
mp-10092,985.0,2.0456923141168613
mp-10092,985.1,2.044456095019551
mp-10092,985.2,2.0431055138444933
mp-10092,985.3,2.0417549326694355
mp-10092,985.4,2.0404043514943773
mp-10092,985.5,2.0390537703193194
mp-10092,985.6,2.0377031891442616
mp-10092,985.7,2.0363526079692034
mp-10092,985.8,2.0352470366589444
mp-10092,985.9,2.0342621418491924
mp-10092,986.0,2.0331948798213055
mp-10092,986.1,2.032045250575309
mp-10092,986.2,2.030895621329312
mp-10092,986.3,2.029745992083315
mp-10092,986.4,2.0285963628373187
mp-10092,986.5,2.027446733591322
mp-10092,986.6,2.0262971043453253
mp-10092,986.7,2.025147475099329
mp-10092,986.8,2.0239978458533323
mp-10092,986.9,2.0229694410199306
mp-10092,987.0,2.0221464214602243
mp-10092,987.1,2.021323401900518
mp-10092,987.2,2.0205003823408116
mp-10092,987.3,2.0196773627811053
mp-10092,987.4,2.018854343221399
mp-10092,987.5,2.0180313236616927
mp-10092,987.6,2.0172083041019864
mp-10092,987.7,2.0163852845422805
mp-1077262,934.2,0.06382753335231034
mp-1077262,934.3,0.06711102118449175
mp-1077262,934.4,0.07039450903683153
mp-1077262,934.5,0.07367799691517228
mp-1077262,934.6,0.07779099452588323
mp-1077262,934.7,0.08290264419072055
mp-1077262,934.8,0.08801429390893466
mp-1077262,934.9,0.09312594369408238
mp-1077262,935.0,0.09970026188788157
mp-1077262,935.1,0.10803365666393185
mp-1077262,935.2,0.11636705156736743
mp-1077262,935.3,0.12597273922548896
mp-1077262,935.4,0.13865755068287128
mp-1077262,935.5,0.15303037252561003
mp-1077262,935.6,0.17073540403239124
mp-1077262,935.7,0.19203039129711613
mp-1077262,935.8,0.2226945578626089
mp-1077262,935.9,0.25492959234480084
mp-1077262,936.0,0.30668836497017044
mp-1077262,936.1,0.3679030034340504
mp-1077262,936.2,0.44730875115471036
mp-1077262,936.3,0.5388770177049703
mp-1077262,936.4,0.6583010282952919
mp-1077262,936.5,0.7985875863754817
mp-1077262,936.6,0.9421146307692603
mp-1077262,936.7,1.0643021602612515
mp-1077262,936.8,1.1562571504093277
mp-1077262,936.9,1.2241190620826816
mp-1077262,937.0,1.278358815604647
mp-1077262,937.1,1.323375805904691
mp-1077262,937.2,1.3659430089658933
mp-1077262,937.3,1.408337200346631
mp-1077262,937.4,1.4514001385714852
mp-1077262,937.5,1.4959474662430234
mp-1077262,937.6,1.5420414375290559
mp-1077262,937.7,1.5887481830913321
mp-1077262,937.8,1.6369064269598117
mp-1077262,937.9,1.68445162750589
mp-1077262,938.0,1.7359955343594131
mp-1077262,938.1,1.7876527434588494
mp-1077262,938.2,1.8469058904406523
mp-1077262,938.3,1.9065662380715098
mp-1077262,938.4,1.9703005776043883
mp-1077262,938.5,2.0337164507697016
mp-1077262,938.6,2.074572368254164
mp-1077262,938.7,2.1098491826962813
mp-1077262,938.8,2.1150590553206903
mp-1077262,938.9,2.094855649636842
mp-1077262,939.0,2.0635308739683174
mp-1077262,939.1,2.0031733239314984
mp-1077262,939.2,1.9422152058107178
mp-1077262,939.3,1.8625574020153264
mp-1077262,939.4,1.7772750545523595
mp-1077262,939.5,1.6922726940825679
mp-1077262,939.6,1.6096055210535525
mp-1077262,939.7,1.5260058250371444
mp-1077262,939.8,1.4440820279335063
mp-1077262,939.9,1.36477463771989
mp-1077262,940.0,1.2892662579031238
mp-1077262,940.1,1.2132333663469987
mp-1077262,940.2,1.1361347312998502
mp-1077262,940.3,1.0637530406530993
mp-1077262,940.4,0.9964824024680854
mp-1077262,940.5,0.9317863711677472
mp-1077262,940.6,0.8696232362279379
mp-1077262,940.7,0.8178444378152141
mp-1077262,940.8,0.7751613414790276
mp-1077262,940.9,0.7329508449918805
mp-1077262,941.0,0.6982623706021176
mp-1077262,941.1,0.678171456485372
mp-1077262,941.2,0.6580807727759885
mp-1077262,941.3,0.6399080973678327
mp-1077262,941.4,0.6358591310229265
mp-1077262,941.5,0.6337732338217021
mp-1077262,941.6,0.6318525419766925
mp-1077262,941.7,0.6373518739885399
mp-1077262,941.8,0.6501062183272872
mp-1077262,941.9,0.662860961833604
mp-1077262,942.0,0.6765814621965256
mp-1077262,942.1,0.7016033290212785
mp-1077262,942.2,0.7289824538799574
mp-1077262,942.3,0.7563621164225823
mp-1077262,942.4,0.7858157803141845
mp-1077262,942.5,0.8267459000895143
mp-1077262,942.6,0.8676766874312605
mp-1077262,942.7,0.9086081913476112
mp-1077262,942.8,0.9497518097782397
mp-1077262,942.9,0.992071244159912
mp-1077262,943.0,1.034391561545994
mp-1077262,943.1,1.0767128244696171
mp-1077262,943.2,1.1127466088577758
mp-1077262,943.3,1.135170569212992
mp-1077262,943.4,1.157595686568253
mp-1077262,943.5,1.1800220400633181
mp-1077262,943.6,1.1981195679507048
mp-1077262,943.7,1.199921269827894
mp-1077262,943.8,1.2017244744079632
mp-1077262,943.9,1.2035292810833482
mp-1077262,944.0,1.205335794952974
mp-1077262,944.1,1.2007740973737537
mp-1077262,944.2,1.1960270539774647
mp-1077262,944.3,1.1912820701537759
mp-1077262,944.4,1.1865392767279013
mp-1077262,944.5,1.1813324162208125
mp-1077262,944.6,1.175563430542186
mp-1077262,944.7,1.169797072398036
mp-1077262,944.8,1.1640335035602045
mp-1077262,944.9,1.1577518982516992
mp-1077262,945.0,1.1489646410651002
mp-1077262,945.1,1.1401197283247817
mp-1077262,945.2,1.1312783424897819
mp-1077262,945.3,1.1224406926685102
mp-1077262,945.4,1.1120308231214113
mp-1077262,945.5,1.100990848106857
mp-1077262,945.6,1.0899553029594022
mp-1077262,945.7,1.0789244427708293
mp-1077262,945.8,1.0678985353965198
mp-1077262,945.9,1.0558400598133464
mp-1077262,946.0,1.0441557423858605
mp-1077262,946.1,1.032477263452804
mp-1077262,946.2,1.0208049475543417
mp-1077262,946.3,1.0090700196888125
mp-1077262,946.4,0.9971201519721034
mp-1077262,946.5,0.9854717561863868
mp-1077262,946.6,0.9738309849419503
mp-1077262,946.7,0.9621982478437993
mp-1077262,946.8,0.9508840509744372
mp-1077262,946.9,0.9411708281809748
mp-1077262,947.0,0.9318895345584512
mp-1077262,947.1,0.9226181125226677
mp-1077262,947.2,0.9133570751833937
mp-1077262,947.3,0.904488857959473
mp-1077262,947.4,0.8983938382267307
mp-1077262,947.5,0.8930855731719662
mp-1077262,947.6,0.8877899862179611
mp-1077262,947.7,0.8825077156371438
mp-1077262,947.8,0.8772394276467207
mp-1077262,947.9,0.8741711560101088
mp-1077262,948.0,0.8720447832313342
mp-1077262,948.1,0.8700148260119469
mp-1077262,948.2,0.868001817033623
mp-1077262,948.3,0.8660065785281553
mp-1077262,948.4,0.8650201739785036
mp-1077262,948.5,0.8649697493503624
mp-1077262,948.6,0.8653549858964672
mp-1077262,948.7,0.8657616414834455
mp-1077262,948.8,0.866190724684679
mp-1077262,948.9,0.8668486916080139
mp-1077262,949.0,0.8682594870932451
mp-1077262,949.1,0.8701626387364225
mp-1077262,949.2,0.8721224662026504
mp-1077262,949.3,0.8741104133825037
mp-1077262,949.4,0.8761277592362177
mp-1077262,949.5,0.8785717594920557
mp-1077262,949.6,0.8812045127536977
mp-1077262,949.7,0.8837670830708102
mp-1077262,949.8,0.8863646913895535
mp-1077262,949.9,0.8889988873145068
mp-1077262,950.0,0.8916712800935648
mp-1077262,950.1,0.8949390650607282
mp-1077262,950.2,0.8978923958861407
mp-1077262,950.3,0.9004876187082944
mp-1077262,950.4,0.9031281117568769
mp-1077262,950.5,0.9058158129351401
mp-1077262,950.6,0.9086010936071791
mp-1077262,950.7,0.9116196075610165
mp-1077262,950.8,0.9141888451796275
mp-1077262,950.9,0.9164187773468867
mp-1077262,951.0,0.9187067370752128
mp-1077262,951.1,0.9210551311551692
mp-1077262,951.2,0.9233503432738907
mp-1077262,951.3,0.9254401433635042
mp-1077262,951.4,0.927271897720137
mp-1077262,951.5,0.9288853090847091
mp-1077262,951.6,0.9305725468835687
mp-1077262,951.7,0.932336580866398
mp-1077262,951.8,0.9339730385483475
mp-1077262,951.9,0.9351316738728647
mp-1077262,952.0,0.9363279593754493
mp-1077262,952.1,0.9375310839239175
mp-1077262,952.2,0.9388274769375575
mp-1077262,952.3,0.9402207804277418
mp-1077262,952.4,0.9416860486942783
mp-1077262,952.5,0.9430235839966928
mp-1077262,952.6,0.9445017103927089
mp-1077262,952.7,0.9464161159434861
