energy_eV,intensity
958.8,2.661565004084709
958.9,2.6482434632136234
959.0,2.6230010134347603
959.1,2.5879294719169192
959.2,2.5507867403214988
959.3,2.501901592396322
959.4,2.4521672676801005
959.5,2.399625423044046
959.6,2.344233325210891
959.7,2.289069561694006
959.8,2.2330098710172113
959.9,2.1769691705812386
960.0,2.123196351496669
960.1,2.070663239260153
960.2,2.0183445276114123
960.3,1.969346484756985
960.4,1.9244679290927869
960.5,1.8801353149953486
960.6,1.8386169041210942
960.7,1.8051967205414305
960.8,1.7745743031441834
960.9,1.7455403613480316
961.0,1.7245369096975018
961.1,1.708786474930089
961.2,1.6930324641974788
961.3,1.6818303132450738
961.4,1.6796209351916724
961.5,1.677411557138271
961.6,1.6766936441757592
961.7,1.684430771841344
961.8,1.6949048535125277
961.9,1.7053474792729368
962.0,1.718085418195063
962.1,1.7390729838911987
962.2,1.760060549587334
962.3,1.7810867176687897
962.4,1.8059557601326746
962.5,1.8347905420392316
962.6,1.8636253239457892
962.7,1.892409689045834
962.8,1.9208566783729801
962.9,1.9493000874862292
963.0,1.9777434965994785
963.1,2.00619298283506
963.2,2.0284211705163986
963.3,2.047112371705378
963.4,2.065803572894357
963.5,2.0844537194592556
963.6,2.0968772797411535
963.7,2.1038861496750867
963.8,2.110895019609019
963.9,2.117899442719962
964.0,2.1228043413528233
964.1,2.123158443647659
964.2,2.1235125459424955
964.3,2.123859635555516
964.4,2.1240734842142466
964.5,2.121554625805237
964.6,2.1187870745380435
964.7,2.1160195232708494
964.8,2.1129215594367796
964.9,2.108551893825269
965.0,2.1028513892838285
965.1,2.097150884742388
965.2,2.0913872884598943
965.3,2.0855966528598167
965.4,2.0780125670153327
965.5,2.0704088682479336
965.6,2.0625712123683058
965.7,2.0544357928913826
965.8,2.04597990693944
965.9,2.0369212174968325
966.0,2.027984445099119
966.1,2.019032022845278
966.2,2.0100796005914363
966.3,2.001001052284409
966.4,1.992135775365672
966.5,1.9828781419374584
966.6,1.9735995873855545
966.7,1.9643210328336507
966.8,1.9555805804724926
966.9,1.9478112329104909
967.0,1.940232365541243
967.1,1.9326534981719954
967.2,1.9250746308027473
967.3,1.9182077652109029
967.4,1.9125360008929762
967.5,1.9072161889550079
967.6,1.9018963770170396
967.7,1.8965765650790714
967.8,1.8918162388923312
967.9,1.8885274876326565
968.0,1.885799523956266
968.1,1.883071560279875
968.2,1.8802133780389787
968.3,1.8772850781095265
968.4,1.8756264753176137
968.5,1.8745044659337227
968.6,1.8735141177252093
968.7,1.8726211547229341
968.8,1.8717281917206585
968.9,1.8713102179971943
969.0,1.871389077703172
969.1,1.871740249532774
969.2,1.8720937341855817
969.3,1.8724472188383894
969.4,1.872800703491197
969.5,1.8737674168095397
969.6,1.8747669992170066
969.7,1.87572565548083
969.8,1.8766843117446528
969.9,1.8776429680084759
970.0,1.878897349015436
970.1,1.8804920146686068
970.2,1.8816689235833246
970.3,1.8827347832384786
970.4,1.8838029701755632
970.5,1.8849464058948497
970.6,1.8861771336545063
970.7,1.8874852713367434
970.8,1.8882092591355462
970.9,1.8890551299447094
971.0,1.8899612009576128
971.1,1.8908672719705166
971.2,1.8916196101652678
971.3,1.8922777250198766
971.4,1.8925691420203643
971.5,1.8927975133264814
971.6,1.8930258846325982
971.7,1.893254255938715
971.8,1.8933787327219997
971.9,1.8934444364488097
972.0,1.8934463410028146
972.1,1.8934195821603466
972.2,1.8933928233178792
972.3,1.8933764060291065
972.4,1.8933673847815762
972.5,1.8933544590175435
972.6,1.893459666462122
972.7,1.8937812847484343
972.8,1.8942582899495473
972.9,1.8947352951506606
973.0,1.89533830512888
973.1,1.896655342177127
973.2,1.8979777160940086
973.3,1.8998231414347146
973.4,1.901668566775421
973.5,1.9035139921161268
973.6,1.905359417456833
973.7,1.9087302281506546
973.8,1.9126023709918814
973.9,1.9167768186313283
974.0,1.9212659100402936
974.1,1.9257550014492595
974.2,1.9302373725790005
974.3,1.9352803128348433
974.4,1.9422243142207
974.5,1.949168315606557
974.6,1.956456074560851
974.7,1.9638523529590235
974.8,1.9712486313571966
974.9,1.9786449097553693
975.0,1.9866269740645213
975.1,1.9950332281711958
975.2,2.0034028500105694
975.3,2.011598643423544
975.4,2.019794436836518
975.5,2.0279902302494928
975.6,2.0361767206640087
975.7,2.042394573767788
975.8,2.0481821720095645
975.9,2.0537964406172877
976.0,2.058671777627442
976.1,2.063547114637596
976.2,2.0683790349477498
976.3,2.073209612473372
976.4,2.073998073793228
976.5,2.07448228980751
976.6,2.0747413487472866
976.7,2.0742503178816216
976.8,2.0737592870159576
976.9,2.0732682561502926
977.0,2.072777225284628
977.1,2.070237758283231
977.2,2.0674661004368318
977.3,2.064684992588683
977.4,2.06172433470751
977.5,2.0587636768263375
977.6,2.055670593889846
977.7,2.0525379554173715
977.8,2.0494275757777007
977.9,2.046323474270358
978.0,2.043219372763015
978.1,2.040291854099645
978.2,2.037356435799367
978.3,2.0344193214357884
978.4,2.03148220707221
978.5,2.028957779781659
978.6,2.026644941508005
978.7,2.024269047119198
978.8,2.0220170601032015
978.9,2.0199433788187684
979.0,2.0178696975343353
979.1,2.0157960162499027
979.2,2.0138259270760295
979.3,2.01263951863164
979.4,2.0114531101872495
979.5,2.01026670174286
979.6,2.0091671366799053
979.7,2.007980158672517
979.8,2.0067931806651282
979.9,2.00560620265774
980.0,2.0050217743597303
980.1,2.004747750457378
980.2,2.004462101256401
980.3,2.004197860733362
980.4,2.0040118066602357
980.5,2.00382575258711
980.6,2.003599249578945
980.7,2.0032694153516246
980.8,2.003709615859333
980.9,2.004149816367042
981.0,2.0045900168747504
981.1,2.00502906048186
981.2,2.0054673207617766
981.3,2.005907749640178
981.4,2.0063481785185786
981.5,2.006946446120481
981.6,2.007931146459114
981.7,2.0088347935989113
981.8,2.0097194282599826
981.9,2.010555239239709
982.0,2.0113691149423154
982.1,2.012182990644922
982.2,2.012996866347528
982.3,2.013948142232878
982.4,2.0150770542904795
982.5,2.0162059663480814
982.6,2.0173348784056833
982.7,2.018385359006258
982.8,2.0193995629744506
982.9,2.0204137669426436
983.0,2.0214279709108363
983.1,2.0224596126911116
983.2,2.023513448050396
983.3,2.0245672834096795
983.4,2.0256399284464326
983.5,2.026642755283768
983.6,2.0275968237516078
983.7,2.0285508922194473
983.8,2.0295514062124584
983.9,2.0305199009163486
984.0,2.0313635876926153
984.1,2.0322072744688824
984.2,2.033050961245149
984.3,2.0338520835784837
984.4,2.034580808955611
984.5,2.035310750626808
984.6,2.036040692298006
984.7,2.036731841003469
984.8,2.03710911935004
984.9,2.0375955053420425
985.0,2.0381091682453834
985.1,2.0386213661278174
985.2,2.0390617779860785
985.3,2.03950218984434
985.4,2.039942601702601
985.5,2.0403777555577287
985.6,2.0404389373585636
985.7,2.040391431779473
985.8,2.040343926200383
985.9,2.040296420621293
986.0,2.0403747468584004
986.1,2.0404620367283925
986.2,2.0405493265983856
986.3,2.040636616468378
986.4,2.040601256042909
986.5,2.040250509143512
986.6,2.039892330149819
986.7,2.0394796491313527
986.8,2.0390669681128863
986.9,2.0386880090201203
987.0,2.038310824765546
987.1,2.038024766634915
987.2,2.037753542989563
987.3,2.0372483784592212
987.4,2.036638110053053
987.5,2.0360278416468836
987.6,2.0354175732407147
987.7,2.0348242210151732
987.8,2.034224682409393
987.9,2.033622526353162
988.0,2.0330203702969314
988.1,2.032418214240701
988.2,2.031635944485239
988.3,2.030843975538691
988.4,2.0300520065921424
988.5,2.029260037645594
988.6,2.0285023131318254
