id,condition,method,representation,relative_l2,signal_energy_fraction
B_S_813d4abee285cb53,noise_0.01_trial0,Ridge,XRD,0.09593110702316351,1.0
B_S_837f39f804bd928d,noise_0.01_trial0,Ridge,XRD,0.08077920159049252,1.0
B_S_842daa05fc01129a,noise_0.01_trial0,Ridge,XRD,0.088499287594325,1.0
B_S_84f64fa1a056f370,noise_0.01_trial0,Ridge,XRD,0.09215168555433371,1.0
B_S_8a9b3b232ee258c3,noise_0.01_trial0,Ridge,XRD,0.11364327931237511,1.0
B_S_8b770d29c3e87e62,noise_0.01_trial0,Ridge,XRD,0.07490331981304633,1.0
B_S_8bb487c6f2bb9393,noise_0.01_trial0,Ridge,XRD,0.11479160722370742,1.0
B_S_8e5a5eec46ffcdc5,noise_0.01_trial0,Ridge,XRD,0.1200581352224754,1.0
B_S_8eae2ea9349b8fe6,noise_0.01_trial0,Ridge,XRD,0.12597488649276756,1.0
B_S_91aa6a20ddd7c792,noise_0.01_trial0,Ridge,XRD,0.06916827982911167,1.0
B_S_975a93a6dc873e44,noise_0.01_trial0,Ridge,XRD,0.056528223118074525,1.0
B_S_980a5e8d7e47e97e,noise_0.01_trial0,Ridge,XRD,0.09120131503225976,1.0
B_S_983b785bf7850010,noise_0.01_trial0,Ridge,XRD,0.09776327868682826,1.0
B_S_9847d3605c0c0ad5,noise_0.01_trial0,Ridge,XRD,0.09132722335569476,1.0
B_S_9848af41dc45169c,noise_0.01_trial0,Ridge,XRD,0.09426586771800777,1.0
B_S_9c8d6d56ca9334b7,noise_0.01_trial0,Ridge,XRD,0.10884675169136505,1.0
B_S_a63740fa164d2e86,noise_0.01_trial0,Ridge,XRD,0.06764331980457412,1.0
B_S_a7124ef3395029a3,noise_0.01_trial0,Ridge,XRD,0.12143534376617396,1.0
B_S_a7dd4138dfbc1678,noise_0.01_trial0,Ridge,XRD,0.09565915241863539,1.0
B_S_a936f8e07205aa1a,noise_0.01_trial0,Ridge,XRD,0.07545996602439699,1.0
B_S_aa16c878d4d8fcd1,noise_0.01_trial0,Ridge,XRD,0.09246628324195229,1.0
B_S_aa40d103a962affc,noise_0.01_trial0,Ridge,XRD,0.0626078366419589,1.0
B_S_aae9b3269c31db8f,noise_0.01_trial0,Ridge,XRD,0.1336376820018812,1.0
B_S_ab43b835aa3a4362,noise_0.01_trial0,Ridge,XRD,0.14287329846265528,1.0
B_S_ab7d4b97ed0bdbb5,noise_0.01_trial0,Ridge,XRD,0.08653928188846682,1.0
B_S_ac4bd130feca5428,noise_0.01_trial0,Ridge,XRD,0.12688842423886368,1.0
B_S_afee791bb3a246fc,noise_0.01_trial0,Ridge,XRD,0.08924875110270188,1.0
B_S_b289acb735858351,noise_0.01_trial0,Ridge,XRD,0.06813414879439748,1.0
B_S_b2b1824740c23846,noise_0.01_trial0,Ridge,XRD,0.0911140658668024,1.0
B_S_b2c9406bf6eddb62,noise_0.01_trial0,Ridge,XRD,0.13939278524651025,1.0
B_S_b43d49978178f548,noise_0.01_trial0,Ridge,XRD,0.07297383783779932,1.0
B_S_b4b80c601b164cf5,noise_0.01_trial0,Ridge,XRD,0.11716624363538018,1.0
B_S_b758c23a4f712b8c,noise_0.01_trial0,Ridge,XRD,0.09659370282750812,1.0
B_S_b8121fe73ad7a80b,noise_0.01_trial0,Ridge,XRD,0.11930664988194727,1.0
B_S_ba2a1e621ab9b1f2,noise_0.01_trial0,Ridge,XRD,0.07506594095721561,1.0
B_S_ba843aa85d6c93c3,noise_0.01_trial0,Ridge,XRD,0.09929200424612226,1.0
B_S_bb76f426f0bcb99e,noise_0.01_trial0,Ridge,XRD,0.09478942770758703,1.0
B_S_bc51535093e04def,noise_0.01_trial0,Ridge,XRD,0.09816454559758157,1.0
B_S_bd5026c53f629f06,noise_0.01_trial0,Ridge,XRD,0.11459540780996832,1.0
B_S_c2991610c1b61c7f,noise_0.01_trial0,Ridge,XRD,0.09916306665673012,1.0
B_S_c340e6ad2c470e53,noise_0.01_trial0,Ridge,XRD,0.09097628464373325,1.0
B_S_c3fe84a1cafd0ecd,noise_0.01_trial0,Ridge,XRD,0.10748589631969234,1.0
B_S_c59cd86975f334bb,noise_0.01_trial0,Ridge,XRD,0.07757678589999722,1.0
B_S_c629379a0ededabf,noise_0.01_trial0,Ridge,XRD,0.11425221425065336,1.0
B_S_cc3925f1d94caf9b,noise_0.01_trial0,Ridge,XRD,0.0884344063255805,1.0
B_S_cdaa400236358b8a,noise_0.01_trial0,Ridge,XRD,0.10851558970169635,1.0
B_S_d07eeb25734aeee1,noise_0.01_trial0,Ridge,XRD,0.12489943956387474,1.0
B_S_d15efdcd27c3ae7d,noise_0.01_trial0,Ridge,XRD,0.09605713295795316,1.0
B_S_d20843fcc2a1cca2,noise_0.01_trial0,Ridge,XRD,0.10853939754130482,1.0
B_S_d2ada437a482b3fe,noise_0.01_trial0,Ridge,XRD,0.13527868822680864,1.0
B_S_d541cfc5893543d7,noise_0.01_trial0,Ridge,XRD,0.11546638581579302,1.0
B_S_d64fe3234e268b00,noise_0.01_trial0,Ridge,XRD,0.12765281758880237,1.0
B_S_d7754d0c3a233350,noise_0.01_trial0,Ridge,XRD,0.12869183881310256,1.0
B_S_da78f8d580e3291a,noise_0.01_trial0,Ridge,XRD,0.09619109832499886,1.0
B_S_db4bdc6f345582b3,noise_0.01_trial0,Ridge,XRD,0.06676873946144496,1.0
B_S_ddbdc86c597a9e27,noise_0.01_trial0,Ridge,XRD,0.07423517330667206,1.0
B_S_e2d1d5cf00f5b983,noise_0.01_trial0,Ridge,XRD,0.14225602571300094,1.0
B_S_e6dd730652151cbc,noise_0.01_trial0,Ridge,XRD,0.0789550508982965,1.0
B_S_e8f8de3205b7acb0,noise_0.01_trial0,Ridge,XRD,0.13476725621585384,1.0
B_S_e9622ff07681248b,noise_0.01_trial0,Ridge,XRD,0.07918430791802725,1.0
B_S_e9be8e02ad22e457,noise_0.01_trial0,Ridge,XRD,0.14670248200328065,1.0
B_S_eaabfc08dd608a0f,noise_0.01_trial0,Ridge,XRD,0.13490037482154643,1.0
B_S_eb91e0055603124b,noise_0.01_trial0,Ridge,XRD,0.11655107762771316,1.0
B_S_ebe703d5a1ed7acf,noise_0.01_trial0,Ridge,XRD,0.0997782588721229,1.0
B_S_ebf59a66ca7be7d1,noise_0.01_trial0,Ridge,XRD,0.07122873889779659,1.0
B_S_ecd9028afdaa0d07,noise_0.01_trial0,Ridge,XRD,0.0558795787181221,1.0
B_S_f2d2de87df5d958e,noise_0.01_trial0,Ridge,XRD,0.05249518289891402,1.0
B_S_f6956ddd151eee40,noise_0.01_trial0,Ridge,XRD,0.11490003207695051,1.0
B_S_fa5618f8aa68036a,noise_0.01_trial0,Ridge,XRD,0.04544449959066084,1.0
B_S_fac9c7f2061534c7,noise_0.01_trial0,Ridge,XRD,0.08486851891603528,1.0
B_S_fdc780e9a31d4552,noise_0.01_trial0,Ridge,XRD,0.061295984233078665,1.0
B_S_02723e6d57e53340,noise_0.01_trial0,Ridge_r1_5,PDF,0.026994039560922944,0.0820957952345694
B_S_044eb374f92ea1b3,noise_0.01_trial0,Ridge_r1_5,PDF,0.03911768562126694,0.07170667857499939
B_S_04cde678090464c7,noise_0.01_trial0,Ridge_r1_5,PDF,0.029907918505762056,0.09004205945995719
B_S_05991e9d132c10e1,noise_0.01_trial0,Ridge_r1_5,PDF,0.023338514487440138,0.06385467322072981
B_S_0691bf18a8c496e4,noise_0.01_trial0,Ridge_r1_5,PDF,0.03580981341184207,0.07802511344878067
B_S_07d8e51b433299e1,noise_0.01_trial0,Ridge_r1_5,PDF,0.011813749991030607,0.09345259630600963
B_S_098fdf8be4a02f09,noise_0.01_trial0,Ridge_r1_5,PDF,0.04218014982999446,0.0522594423907155
B_S_0ab6e555a98086ea,noise_0.01_trial0,Ridge_r1_5,PDF,0.02882528895382163,0.0817217069411364
B_S_0ba43a4559d6a4d5,noise_0.01_trial0,Ridge_r1_5,PDF,0.010085591031178771,0.24885947414042517
B_S_0e0fcb9aeec09753,noise_0.01_trial0,Ridge_r1_5,PDF,0.04351683549299778,0.06561560360874634
B_S_0f329dd9da91462d,noise_0.01_trial0,Ridge_r1_5,PDF,0.05190728809833838,0.09359647612984869
B_S_127e3c72075c2de0,noise_0.01_trial0,Ridge_r1_5,PDF,0.01105301018976868,0.08028460345778246
B_S_12bb1641a2177087,noise_0.01_trial0,Ridge_r1_5,PDF,0.029116438176000483,0.0661355115248211
B_S_12f0bec697a41e71,noise_0.01_trial0,Ridge_r1_5,PDF,0.06100003379337154,0.05747600163711961
B_S_141243a6a760176d,noise_0.01_trial0,Ridge_r1_5,PDF,0.01169436510631924,0.11254013195986963
B_S_1534fe223f019cef,noise_0.01_trial0,Ridge_r1_5,PDF,0.017999609976963104,0.14473304375196122
B_S_1b99bcbef86a852d,noise_0.01_trial0,Ridge_r1_5,PDF,0.020924225325624712,0.1076720073554558
B_S_1d0b2fbce045ca6e,noise_0.01_trial0,Ridge_r1_5,PDF,0.028413390667030823,0.10080313764738438
B_S_1da64c932dcd1875,noise_0.01_trial0,Ridge_r1_5,PDF,0.042533127929292085,0.0497166246105622
B_S_1f84b3545214bea4,noise_0.01_trial0,Ridge_r1_5,PDF,0.03509781397983061,0.07017445255693235
B_S_20c5194c695e058a,noise_0.01_trial0,Ridge_r1_5,PDF,0.028906507241037535,0.09367491021737762
B_S_24644192b5fe4008,noise_0.01_trial0,Ridge_r1_5,PDF,0.04807247452322536,0.0926677938022396
B_S_25f501cc2d4840e8,noise_0.01_trial0,Ridge_r1_5,PDF,0.01840383411659521,0.0648310054713535
B_S_2771091c121e23cf,noise_0.01_trial0,Ridge_r1_5,PDF,0.006380483838925911,0.18759643386020725
B_S_28828fe3c1266f5f,noise_0.01_trial0,Ridge_r1_5,PDF,0.03207076784170903,0.09053708974788333
B_S_2bcd350f3edd716f,noise_0.01_trial0,Ridge_r1_5,PDF,0.05988265336046099,0.056174271734480336
B_S_33e4d07c8e59bbf8,noise_0.01_trial0,Ridge_r1_5,PDF,0.022813809723147945,0.0360252531638673
B_S_343f9524e8e7dfc0,noise_0.01_trial0,Ridge_r1_5,PDF,0.023536934228716146,0.05445720714594424
B_S_38259668fb240eff,noise_0.01_trial0,Ridge_r1_5,PDF,0.043291546610912286,0.03312234800725199
B_S_39652e9b29a04adc,noise_0.01_trial0,Ridge_r1_5,PDF,0.0448418592726551,0.07012546665942648
B_S_3a329dddf4808dd4,noise_0.01_trial0,Ridge_r1_5,PDF,0.016054289708356862,0.08857246338372152
B_S_3a533c17710751e0,noise_0.01_trial0,Ridge_r1_5,PDF,0.02205084022370597,0.07801537134161338
B_S_3a66cb2aa1b13bd5,noise_0.01_trial0,Ridge_r1_5,PDF,0.007717518850161369,0.3145101302075487
B_S_3b42bd897a080cce,noise_0.01_trial0,Ridge_r1_5,PDF,0.03280260492820791,0.07541756657372631
B_S_3ce02575e7e819cb,noise_0.01_trial0,Ridge_r1_5,PDF,0.023008271960842708,0.10966245223324224
B_S_3de23c08d3b09250,noise_0.01_trial0,Ridge_r1_5,PDF,0.04900322760576293,0.0722843903130912
B_S_3f2a0ddec73b890f,noise_0.01_trial0,Ridge_r1_5,PDF,0.02786854106863217,0.07573700134941129
B_S_40c88f49ed4685e1,noise_0.01_trial0,Ridge_r1_5,PDF,0.03411512710888277,0.07407491833794651
B_S_430a82a008f9b980,noise_0.01_trial0,Ridge_r1_5,PDF,0.0275691518478821,0.055184888842815055
B_S_456d02a3d4909ae4,noise_0.01_trial0,Ridge_r1_5,PDF,0.0067765114760981815,0.3044154583478549
B_S_46995a01e1170f51,noise_0.01_trial0,Ridge_r1_5,PDF,0.025272554554325494,0.0874019800511794
B_S_46faad4831ea7d33,noise_0.01_trial0,Ridge_r1_5,PDF,0.016354998198810484,0.06965804626421251
B_S_46fef32514520e02,noise_0.01_trial0,Ridge_r1_5,PDF,0.01320916657650191,0.09559658274867704
B_S_494356a7ae173e64,noise_0.01_trial0,Ridge_r1_5,PDF,0.02641359150095649,0.10210836962796986
B_S_4bc0c360b6da5e88,noise_0.01_trial0,Ridge_r1_5,PDF,0.0354244675693916,0.04949257718691518
B_S_4d591555f89116f6,noise_0.01_trial0,Ridge_r1_5,PDF,0.028288275525896057,0.05803930479363316
B_S_4e609147e5b89722,noise_0.01_trial0,Ridge_r1_5,PDF,0.01538448336509352,0.08985418138621681
B_S_4fa3ecf596dcb922,noise_0.01_trial0,Ridge_r1_5,PDF,0.020688069662287766,0.1329261377491958
B_S_561c9833eab6e386,noise_0.01_trial0,Ridge_r1_5,PDF,0.012544592405925115,0.10248792965357645
B_S_56c19bd51765c35e,noise_0.01_trial0,Ridge_r1_5,PDF,0.03677117569199094,0.05165732528553187
B_S_5895d7aac8727a00,noise_0.01_trial0,Ridge_r1_5,PDF,0.0561082550364924,0.08014861263740168
B_S_59e31d0bf0779ea8,noise_0.01_trial0,Ridge_r1_5,PDF,0.024137324184756163,0.04288914004749955
B_S_5ac0f04a42e8d93e,noise_0.01_trial0,Ridge_r1_5,PDF,0.009035131232671122,0.34294887339849117
B_S_5c317a75d423fd6e,noise_0.01_trial0,Ridge_r1_5,PDF,0.0359318445131899,0.05093820894763042
B_S_5c9685626bf49946,noise_0.01_trial0,Ridge_r1_5,PDF,0.012931126418643612,0.15022819450024277
B_S_5ce46392be1d6b88,noise_0.01_trial0,Ridge_r1_5,PDF,0.015575118382241408,0.10538918477552645
B_S_5f941612c41dbc5c,noise_0.01_trial0,Ridge_r1_5,PDF,0.04628998358937431,0.07378417786616503
B_S_61d4ed6ef35e9a84,noise_0.01_trial0,Ridge_r1_5,PDF,0.016599014612927294,0.0720743555335765
B_S_65a21a71057e133e,noise_0.01_trial0,Ridge_r1_5,PDF,0.050082129455437795,0.0812950245682009
B_S_662967ab8de625e8,noise_0.01_trial0,Ridge_r1_5,PDF,0.03601756540495473,0.07840870926621728
B_S_676831f41188202e,noise_0.01_trial0,Ridge_r1_5,PDF,0.030460936708558192,0.06721393906304808
B_S_67dad08422b84b71,noise_0.01_trial0,Ridge_r1_5,PDF,0.03751507299783855,0.05353639112701737
B_S_68cc792e8fd44592,noise_0.01_trial0,Ridge_r1_5,PDF,0.01534889052321679,0.1460444519517714
B_S_6ac61611c3df1467,noise_0.01_trial0,Ridge_r1_5,PDF,0.025843699485630426,0.07510017994292595
B_S_6bdaaf8d4c9df220,noise_0.01_trial0,Ridge_r1_5,PDF,0.014535956787960469,0.15436511910550946
B_S_6c8ceeec5b8a43e9,noise_0.01_trial0,Ridge_r1_5,PDF,0.06548552014659773,0.0706589717796928
B_S_6dffc7e04304f34b,noise_0.01_trial0,Ridge_r1_5,PDF,0.01397548031698049,0.09396886183905313
B_S_6e6349753b25bee6,noise_0.01_trial0,Ridge_r1_5,PDF,0.025898374769196566,0.0557422948484999
B_S_6f3562c0f9d93028,noise_0.01_trial0,Ridge_r1_5,PDF,0.027033270685513814,0.07700534555781605
B_S_7067c1e251093719,noise_0.01_trial0,Ridge_r1_5,PDF,0.019669362623284954,0.21799567492528307
B_S_74b9e3fceeafdeca,noise_0.01_trial0,Ridge_r1_5,PDF,0.028938766891829244,0.06318401470325756
B_S_7e250686d652705c,noise_0.01_trial0,Ridge_r1_5,PDF,0.016273908724394468,0.058972296306916944
B_S_7f19034a86906502,noise_0.01_trial0,Ridge_r1_5,PDF,0.01122967259908677,0.20034144247012864
B_S_80b2b12628199978,noise_0.01_trial0,Ridge_r1_5,PDF,0.02339156931572602,0.061794702153777394
B_S_813d4abee285cb53,noise_0.01_trial0,Ridge_r1_5,PDF,0.017836565211326053,0.05826255783652186
B_S_837f39f804bd928d,noise_0.01_trial0,Ridge_r1_5,PDF,0.021657056541562834,0.07275813178489958
B_S_842daa05fc01129a,noise_0.01_trial0,Ridge_r1_5,PDF,0.0287699442163739,0.07792420700443987
B_S_84f64fa1a056f370,noise_0.01_trial0,Ridge_r1_5,PDF,0.02888789107208058,0.04981343503655174
B_S_8a9b3b232ee258c3,noise_0.01_trial0,Ridge_r1_5,PDF,0.04198344057024672,0.07730536596140863
B_S_8b770d29c3e87e62,noise_0.01_trial0,Ridge_r1_5,PDF,0.020552318520246474,0.13544589727490206
B_S_8bb487c6f2bb9393,noise_0.01_trial0,Ridge_r1_5,PDF,0.046786795601043596,0.07517818558821308
B_S_8e5a5eec46ffcdc5,noise_0.01_trial0,Ridge_r1_5,PDF,0.043106702941344784,0.0778379671344087
B_S_8eae2ea9349b8fe6,noise_0.01_trial0,Ridge_r1_5,PDF,0.06411016349284765,0.05248565683659003
B_S_91aa6a20ddd7c792,noise_0.01_trial0,Ridge_r1_5,PDF,0.006967441943533705,0.21782927935004365
B_S_975a93a6dc873e44,noise_0.01_trial0,Ridge_r1_5,PDF,0.01161024377501215,0.0931740924024846
B_S_980a5e8d7e47e97e,noise_0.01_trial0,Ridge_r1_5,PDF,0.014982697680657514,0.09397025002451403
B_S_983b785bf7850010,noise_0.01_trial0,Ridge_r1_5,PDF,0.0145678741814111,0.08358223717917078
B_S_9847d3605c0c0ad5,noise_0.01_trial0,Ridge_r1_5,PDF,0.03270002508087985,0.08990098964617707
B_S_9848af41dc45169c,noise_0.01_trial0,Ridge_r1_5,PDF,0.032094782226683105,0.05564225346966795
B_S_9c8d6d56ca9334b7,noise_0.01_trial0,Ridge_r1_5,PDF,0.027641061261346595,0.10919256142174474
B_S_a63740fa164d2e86,noise_0.01_trial0,Ridge_r1_5,PDF,0.026192118062428375,0.07819567845609193
B_S_a7124ef3395029a3,noise_0.01_trial0,Ridge_r1_5,PDF,0.06563619919895591,0.06985788382464621
B_S_a7dd4138dfbc1678,noise_0.01_trial0,Ridge_r1_5,PDF,0.014992858026463444,0.06761874039784697
B_S_a936f8e07205aa1a,noise_0.01_trial0,Ridge_r1_5,PDF,0.029533909565433496,0.07869253310877863
B_S_aa16c878d4d8fcd1,noise_0.01_trial0,Ridge_r1_5,PDF,0.03068614831905368,0.11377852530447473
B_S_aa40d103a962affc,noise_0.01_trial0,Ridge_r1_5,PDF,0.018099260162043555,0.10118576083095905
B_S_aae9b3269c31db8f,noise_0.01_trial0,Ridge_r1_5,PDF,0.027856663669961878,0.10548797904898072
B_S_ab43b835aa3a4362,noise_0.01_trial0,Ridge_r1_5,PDF,0.06784633611908308,0.07037950498431635
B_S_ab7d4b97ed0bdbb5,noise_0.01_trial0,Ridge_r1_5,PDF,0.02450802853413598,0.09136580994218017
B_S_ac4bd130feca5428,noise_0.01_trial0,Ridge_r1_5,PDF,0.03917281671716415,0.04955011803278212
B_S_afee791bb3a246fc,noise_0.01_trial0,Ridge_r1_5,PDF,0.0288415693493265,0.07173041231718065
B_S_b289acb735858351,noise_0.01_trial0,Ridge_r1_5,PDF,0.030210450108239598,0.051559132168179284
B_S_b2b1824740c23846,noise_0.01_trial0,Ridge_r1_5,PDF,0.033933396793016095,0.09561449213614248
B_S_b2c9406bf6eddb62,noise_0.01_trial0,Ridge_r1_5,PDF,0.045836796247505904,0.05830777488045642
B_S_b43d49978178f548,noise_0.01_trial0,Ridge_r1_5,PDF,0.027945551396776153,0.24143336424792142
B_S_b4b80c601b164cf5,noise_0.01_trial0,Ridge_r1_5,PDF,0.010079058370039017,0.10580729173872366
B_S_b758c23a4f712b8c,noise_0.01_trial0,Ridge_r1_5,PDF,0.03500285616105495,0.09004124189419009
B_S_b8121fe73ad7a80b,noise_0.01_trial0,Ridge_r1_5,PDF,0.021223737960262903,0.05405097442706339
B_S_ba2a1e621ab9b1f2,noise_0.01_trial0,Ridge_r1_5,PDF,0.0206980556474408,0.08239267184376184
B_S_ba843aa85d6c93c3,noise_0.01_trial0,Ridge_r1_5,PDF,0.024876802135915796,0.05107681630598853
B_S_bb76f426f0bcb99e,noise_0.01_trial0,Ridge_r1_5,PDF,0.027249313935994963,0.11033516186005043
B_S_bc51535093e04def,noise_0.01_trial0,Ridge_r1_5,PDF,0.021495000116793478,0.05306928788869259
B_S_bd5026c53f629f06,noise_0.01_trial0,Ridge_r1_5,PDF,0.062112518213422695,0.03646039314386216
B_S_c2991610c1b61c7f,noise_0.01_trial0,Ridge_r1_5,PDF,0.02561242854340667,0.10271689924866845
B_S_c340e6ad2c470e53,noise_0.01_trial0,Ridge_r1_5,PDF,0.003892884880164332,0.0956108383101111
B_S_c3fe84a1cafd0ecd,noise_0.01_trial0,Ridge_r1_5,PDF,0.021941502472186458,0.05610379408474626
B_S_c59cd86975f334bb,noise_0.01_trial0,Ridge_r1_5,PDF,0.015159080014766175,0.09935561706031473
