id,artifact,amplitude,trial,window,xrd_relative_l2,pdf_relative_l2,signal_energy_fraction,artifact_energy_fraction
B_1-Phase_0056,noise,0.03,3,5-40,0.17386874595856236,0.030563015292492942,0.7838642347731736,0.26984220531481673
B_1-Phase_0056,noise,0.03,3,1-40,0.17386874595856236,0.027902993920669476,0.9814469824406432,0.28160806188034393
B_1-Phase_0056,noise,0.03,3,40-120,0.17386874595856236,0.3241418689591751,0.0185530175593569,0.7183919381196561
B_1-Phase_0056,noise,0.03,4,1-5,0.16929501587907425,0.025588482694465252,0.19758274766746964,0.03977687487117583
B_1-Phase_0056,noise,0.03,4,5-40,0.16929501587907425,0.03542861249194929,0.7838642347731736,0.3025113733559378
B_1-Phase_0056,noise,0.03,4,1-40,0.16929501587907425,0.033679550579075075,0.9814469824406432,0.3422882482271136
B_1-Phase_0056,noise,0.03,4,40-120,0.16929501587907425,0.339558212221998,0.0185530175593569,0.6577117517728864
B_1-Phase_0056,background,0.05,0,1-5,0.1553039446951961,0.16782306986058615,0.19758274766746964,0.9998354137776252
B_1-Phase_0056,background,0.05,0,5-40,0.1553039446951961,0.0010202000751452177,0.7838642347731736,0.00014658439008032644
B_1-Phase_0056,background,0.05,0,1-40,0.1553039446951961,0.0753051334742415,0.9814469824406432,0.9999819981677053
B_1-Phase_0056,background,0.05,0,40-120,0.1553039446951961,0.0023238762189693577,0.0185530175593569,1.800183229476516e-05
B_1-Phase_0056,background,0.2,0,1-5,0.6212157787807844,0.6712922794423448,0.19758274766746964,0.9998354137776249
B_1-Phase_0056,background,0.2,0,5-40,0.6212157787807844,0.004080800300580866,0.7838642347731736,0.00014658439008032593
B_1-Phase_0056,background,0.2,0,1-40,0.6212157787807844,0.30122053389696607,0.9814469824406432,0.9999819981677052
B_1-Phase_0056,background,0.2,0,40-120,0.6212157787807844,0.009295504875877603,0.0185530175593569,1.8001832294765814e-05
B_1-Phase_0057,noise,0.01,0,1-5,0.09042394639470439,0.019771191142959613,0.07792420700443987,0.025539097871033933
B_1-Phase_0057,noise,0.01,0,5-40,0.09042394639470439,0.02257317171848662,0.5819401146506514,0.24861707776883468
B_1-Phase_0057,noise,0.01,0,1-40,0.09042394639470439,0.02226065543276335,0.6598643216550913,0.27415617563986866
B_1-Phase_0057,noise,0.01,0,40-120,0.09042394639470439,0.050450067612258835,0.3401356783449087,0.7258438243601315
B_1-Phase_0057,noise,0.01,1,1-5,0.08877447356015648,0.014163170523660049,0.07792420700443987,0.015830844784417243
B_1-Phase_0057,noise,0.01,1,5-40,0.08877447356015648,0.0210810892338664,0.5819401146506514,0.2619238946209212
B_1-Phase_0057,noise,0.01,1,1-40,0.08877447356015648,0.02038675247121688,0.6598643216550913,0.27775473940533846
B_1-Phase_0057,noise,0.01,1,40-120,0.08877447356015648,0.04578897164138525,0.3401356783449087,0.7222452605946615
B_1-Phase_0057,noise,0.01,2,1-5,0.08573407998868343,0.016350278621778205,0.07792420700443987,0.02304822217338589
B_1-Phase_0057,noise,0.01,2,5-40,0.08573407998868343,0.020094383243182856,0.5819401146506514,0.25998146212496037
B_1-Phase_0057,noise,0.01,2,1-40,0.08573407998868343,0.01968934675731532,0.6598643216550913,0.28302968429834624
B_1-Phase_0057,noise,0.01,2,40-120,0.08573407998868343,0.043648279590069415,0.3401356783449087,0.7169703157016536
B_1-Phase_0057,noise,0.01,3,1-5,0.0862603438209147,0.01157629051687098,0.07792420700443987,0.011314600839164055
B_1-Phase_0057,noise,0.01,3,5-40,0.0862603438209147,0.020309908842222606,0.5819401146506514,0.2600891618179711
B_1-Phase_0057,noise,0.01,3,1-40,0.0862603438209147,0.019483483267148584,0.6598643216550913,0.2714037626571352
B_1-Phase_0057,noise,0.01,3,40-120,0.0862603438209147,0.04446347090916263,0.3401356783449087,0.7285962373428649
B_1-Phase_0057,noise,0.01,4,1-5,0.08834609601841388,0.01876245076362277,0.07792420700443987,0.03142123934749162
B_1-Phase_0057,noise,0.01,4,5-40,0.08834609601841388,0.020022796531872698,0.5819401146506514,0.2672388240185544
B_1-Phase_0057,noise,0.01,4,1-40,0.08834609601841388,0.019878122321782547,0.6598643216550913,0.298660063366046
B_1-Phase_0057,noise,0.01,4,40-120,0.08834609601841388,0.04242797419091119,0.3401356783449087,0.701339936633954
B_1-Phase_0057,noise,0.03,0,1-5,0.2712718391841132,0.05931357342887886,0.07792420700443987,0.02553909787103398
B_1-Phase_0057,noise,0.03,0,5-40,0.2712718391841132,0.06771951515545979,0.5819401146506514,0.24861707776883435
B_1-Phase_0057,noise,0.03,0,1-40,0.2712718391841132,0.06678196629828999,0.6598643216550913,0.2741561756398684
B_1-Phase_0057,noise,0.03,0,40-120,0.2712718391841132,0.15135020283677644,0.3401356783449087,0.7258438243601316
B_1-Phase_0057,noise,0.03,1,1-5,0.26632342068046944,0.042489511570980236,0.07792420700443987,0.015830844784417302
B_1-Phase_0057,noise,0.03,1,5-40,0.26632342068046944,0.06324326770159922,0.5819401146506514,0.26192389462092136
B_1-Phase_0057,noise,0.03,1,1-40,0.26632342068046944,0.061160257413650665,0.6598643216550913,0.27775473940533857
B_1-Phase_0057,noise,0.03,1,40-120,0.26632342068046944,0.1373669149241558,0.3401356783449087,0.7222452605946614
B_1-Phase_0057,noise,0.03,2,1-5,0.2572022399660503,0.049050835865334735,0.07792420700443987,0.02304822217338603
B_1-Phase_0057,noise,0.03,2,5-40,0.2572022399660503,0.06028314972954851,0.5819401146506514,0.25998146212496037
B_1-Phase_0057,noise,0.03,2,1-40,0.2572022399660503,0.05906804027194595,0.6598643216550913,0.2830296842983464
B_1-Phase_0057,noise,0.03,2,40-120,0.2572022399660503,0.13094483877020813,0.3401356783449087,0.7169703157016534
B_1-Phase_0057,noise,0.03,3,1-5,0.25878103146274406,0.034728871550613084,0.07792420700443987,0.011314600839164145
B_1-Phase_0057,noise,0.03,3,5-40,0.25878103146274406,0.060929726526667886,0.5819401146506514,0.2600891618179715
B_1-Phase_0057,noise,0.03,3,1-40,0.25878103146274406,0.058450449801445835,0.6598643216550913,0.2714037626571356
B_1-Phase_0057,noise,0.03,3,40-120,0.25878103146274406,0.13339041272748792,0.3401356783449087,0.7285962373428644
B_1-Phase_0057,noise,0.03,4,1-5,0.2650382880552416,0.05628735229086795,0.07792420700443987,0.031421239347491234
B_1-Phase_0057,noise,0.03,4,5-40,0.2650382880552416,0.06006838959561807,0.5819401146506514,0.2672388240185545
B_1-Phase_0057,noise,0.03,4,1-40,0.2650382880552416,0.05963436696534758,0.6598643216550913,0.2986600633660457
B_1-Phase_0057,noise,0.03,4,40-120,0.2650382880552416,0.12728392257273355,0.3401356783449087,0.7013399366339544
B_1-Phase_0057,background,0.05,0,1-5,0.24137142412684814,0.3817352330294262,0.07792420700443987,0.999835413777625
B_1-Phase_0057,background,0.05,0,5-40,0.24137142412684814,0.001691371072090573,0.5819401146506514,0.00014658439008032658
B_1-Phase_0057,background,0.05,0,1-40,0.24137142412684814,0.13119067039868923,0.6598643216550913,0.9999819981677052
B_1-Phase_0057,background,0.05,0,40-120,0.24137142412684814,0.0007752940393293304,0.3401356783449087,1.8001832294764998e-05
B_1-Phase_0057,background,0.2,0,1-5,0.9654856965073926,1.5269409321177043,0.07792420700443987,0.9998354137776251
B_1-Phase_0057,background,0.2,0,5-40,0.9654856965073926,0.0067654842883623,0.5819401146506514,0.0001465843900803271
B_1-Phase_0057,background,0.2,0,1-40,0.9654856965073926,0.5247626815947568,0.6598643216550913,0.9999819981677053
B_1-Phase_0057,background,0.2,0,40-120,0.9654856965073926,0.0031011761573173785,0.3401356783449087,1.8001832294765672e-05
B_1-Phase_0058,noise,0.01,0,1-5,0.0903783905161179,0.016808785359816655,0.06965804626421253,0.02264477642747379
B_1-Phase_0058,noise,0.01,0,5-40,0.0903783905161179,0.018690956485665045,0.509437475523258,0.2047755152129966
B_1-Phase_0058,noise,0.01,0,1-40,0.0903783905161179,0.018474702787345462,0.5790955217874706,0.2274202916404704
B_1-Phase_0058,noise,0.01,0,40-120,0.0903783905161179,0.039940898737608324,0.4209044782125294,0.7725797083595296
B_1-Phase_0058,noise,0.01,1,1-5,0.0908593709142249,0.015920243388877375,0.06965804626421253,0.014846078916239723
B_1-Phase_0058,noise,0.01,1,5-40,0.0908593709142249,0.025483026622481808,0.509437475523258,0.27818517053878894
B_1-Phase_0058,noise,0.01,1,1-40,0.0908593709142249,0.024530778467392874,0.5790955217874706,0.2930312494550286
B_1-Phase_0058,noise,0.01,1,40-120,0.0908593709142249,0.04469282436717082,0.4209044782125294,0.7069687505449713
B_1-Phase_0058,noise,0.01,2,1-5,0.09111914597496046,0.016913975727313447,0.06965804626421253,0.018564986433841014
B_1-Phase_0058,noise,0.01,2,5-40,0.09111914597496046,0.025179100666963966,0.509437475523258,0.3008868853470001
B_1-Phase_0058,noise,0.01,2,1-40,0.09111914597496046,0.024333895851246724,0.5790955217874706,0.3194518717808411
B_1-Phase_0058,noise,0.01,2,40-120,0.09111914597496046,0.04166023144042065,0.4209044782125294,0.6805481282191589
B_1-Phase_0058,noise,0.01,3,1-5,0.08939935926593609,0.03149061531011488,0.06965804626421253,0.07353469046267253
B_1-Phase_0058,noise,0.01,3,5-40,0.08939935926593609,0.02460176587064119,0.509437475523258,0.328232921156372
B_1-Phase_0058,noise,0.01,3,1-40,0.08939935926593609,0.02552895368298535,0.5790955217874706,0.4017676116190445
B_1-Phase_0058,noise,0.01,3,40-120,0.08939935926593609,0.03653960471192158,0.4209044782125294,0.5982323883809555
B_1-Phase_0058,noise,0.01,4,1-5,0.08951872979993719,0.021070623546961684,0.06965804626421253,0.02981857709660638
B_1-Phase_0058,noise,0.01,4,5-40,0.08951872979993719,0.02355508045515759,0.509437475523258,0.272534146484402
B_1-Phase_0058,noise,0.01,4,1-40,0.08951872979993719,0.02327026955951615,0.5790955217874706,0.3023527235810084
B_1-Phase_0058,noise,0.01,4,40-120,0.08951872979993719,0.04146157094822846,0.4209044782125294,0.6976472764189916
B_1-Phase_0058,noise,0.03,0,1-5,0.27113517154835365,0.05042635607944971,0.06965804626421253,0.022644776427473572
B_1-Phase_0058,noise,0.03,0,5-40,0.27113517154835365,0.056072869456995085,0.509437475523258,0.20477551521299647
B_1-Phase_0058,noise,0.03,0,1-40,0.27113517154835365,0.05542410836203631,0.5790955217874706,0.22742029164047006
B_1-Phase_0058,noise,0.03,0,40-120,0.27113517154835365,0.11982269621282496,0.4209044782125294,0.7725797083595299
B_1-Phase_0058,noise,0.03,1,1-5,0.2725781127426747,0.047760730166631835,0.06965804626421253,0.01484607891623955
B_1-Phase_0058,noise,0.03,1,5-40,0.2725781127426747,0.0764490798674454,0.509437475523258,0.2781851705387887
B_1-Phase_0058,noise,0.03,1,1-40,0.2725781127426747,0.07359233540217856,0.5790955217874706,0.2930312494550283
B_1-Phase_0058,noise,0.03,1,40-120,0.2725781127426747,0.13407847310151247,0.4209044782125294,0.7069687505449717
B_1-Phase_0058,noise,0.03,2,1-5,0.2733574379248814,0.050741927181940136,0.06965804626421253,0.01856498643384087
B_1-Phase_0058,noise,0.03,2,5-40,0.2733574379248814,0.07553730200089188,0.509437475523258,0.30088688534700003
B_1-Phase_0058,noise,0.03,2,1-40,0.2733574379248814,0.07300168755374015,0.5790955217874706,0.3194518717808409
B_1-Phase_0058,noise,0.03,2,40-120,0.2733574379248814,0.12498069432126196,0.4209044782125294,0.6805481282191591
B_1-Phase_0058,noise,0.03,3,1-5,0.26819807779780824,0.09447184593034462,0.06965804626421253,0.07353469046267239
B_1-Phase_0058,noise,0.03,3,5-40,0.26819807779780824,0.07380529761192366,0.509437475523258,0.3282329211563723
B_1-Phase_0058,noise,0.03,3,1-40,0.26819807779780824,0.0765868610489561,0.5790955217874706,0.40176761161904473
B_1-Phase_0058,noise,0.03,3,40-120,0.26819807779780824,0.10961881413576478,0.4209044782125294,0.5982323883809552
B_1-Phase_0058,noise,0.03,4,1-5,0.2685561893998116,0.06321187064088474,0.06965804626421253,0.029818577096606125
B_1-Phase_0058,noise,0.03,4,5-40,0.2685561893998116,0.07066524136547275,0.509437475523258,0.2725341464844023
B_1-Phase_0058,noise,0.03,4,1-40,0.2685561893998116,0.0698108086785484,0.5790955217874706,0.3023527235810083
B_1-Phase_0058,noise,0.03,4,40-120,0.2685561893998116,0.12438471284468532,0.4209044782125294,0.6976472764189917
B_1-Phase_0058,background,0.05,0,1-5,0.25064232197994796,0.4284461521613162,0.06965804626421253,0.999835413777625
B_1-Phase_0058,background,0.05,0,5-40,0.25064232197994796,0.0019182978995341514,0.509437475523258,0.00014658439008032376
B_1-Phase_0058,background,0.05,0,1-40,0.25064232197994796,0.14860677916377715,0.5790955217874706,0.9999819981677053
B_1-Phase_0058,background,0.05,0,40-120,0.25064232197994796,0.0007395783960692674,0.4209044782125294,1.8001832294766177e-05
B_1-Phase_0058,background,0.2,0,1-5,1.0025692879197918,1.7137846086452655,0.06965804626421253,0.9998354137776249
B_1-Phase_0058,background,0.2,0,5-40,1.0025692879197918,0.0076731915981366255,0.509437475523258,0.0001465843900803245
B_1-Phase_0058,background,0.2,0,1-40,1.0025692879197918,0.5944271166551087,0.5790955217874706,0.9999819981677052
B_1-Phase_0058,background,0.2,0,40-120,1.0025692879197918,0.0029583135842770887,0.4209044782125294,1.8001832294766407e-05
B_1-Phase_0059,noise,0.01,0,1-5,0.10522818630457384,0.037945833283160396,0.06627347439329297,0.06575087304345208
B_1-Phase_0059,noise,0.01,0,5-40,0.10522818630457384,0.03026360251378526,0.46424338590464626,0.29296825858558656
B_1-Phase_0059,noise,0.01,0,1-40,0.10522818630457384,0.031326427940380513,0.5305168602979392,0.3587191316290387
B_1-Phase_0059,noise,0.01,0,40-120,0.10522818630457384,0.044524324942460586,0.4694831397020609,0.6412808683709614
B_1-Phase_0059,noise,0.01,1,1-5,0.1036243106097618,0.03847408660019823,0.06627347439329297,0.07326541520632518
B_1-Phase_0059,noise,0.01,1,5-40,0.1036243106097618,0.03183621255005331,0.46424338590464626,0.35140760478812044
B_1-Phase_0059,noise,0.01,1,1-40,0.1036243106097618,0.032739076152178734,0.5305168602979392,0.42467301999444557
B_1-Phase_0059,noise,0.01,1,40-120,0.1036243106097618,0.04050755687145299,0.4694831397020609,0.5753269800055544
B_1-Phase_0059,noise,0.01,2,1-5,0.10324126001405647,0.026028886027039025,0.06627347439329297,0.03375982194637116
B_1-Phase_0059,noise,0.01,2,5-40,0.10324126001405647,0.024473974279491162,0.46424338590464626,0.20907589685326833
B_1-Phase_0059,noise,0.01,2,1-40,0.10324126001405647,0.02467357422065745,0.5305168602979392,0.2428357187996395
B_1-Phase_0059,noise,0.01,2,40-120,0.10324126001405647,0.046313802204044296,0.4694831397020609,0.7571642812003606
B_1-Phase_0059,noise,0.01,3,1-5,0.10318009869601374,0.023853231915844337,0.06627347439329297,0.03164370777595714
B_1-Phase_0059,noise,0.01,3,5-40,0.10318009869601374,0.030607297714155077,0.46424338590464626,0.36496302330108477
B_1-Phase_0059,noise,0.01,3,1-40,0.10318009869601374,0.029847218340444417,0.5305168602979392,0.3966067310770418
B_1-Phase_0059,noise,0.01,3,40-120,0.10318009869601374,0.0391348477019603,0.4694831397020609,0.6033932689229582
B_1-Phase_0059,noise,0.01,4,1-5,0.102305241686372,0.02952730909529442,0.06627347439329297,0.03974327210955621
B_1-Phase_0059,noise,0.01,4,5-40,0.102305241686372,0.034500757919892586,0.46424338590464626,0.38008360551704057
B_1-Phase_0059,noise,0.01,4,1-40,0.102305241686372,0.03391934474158474,0.5305168602979392,0.4198268776265968
B_1-Phase_0059,noise,0.01,4,40-120,0.102305241686372,0.042386809923402546,0.4694831397020609,0.5801731223734031
B_1-Phase_0059,noise,0.03,0,1-5,0.3156845589137215,0.11383749984948102,0.06627347439329297,0.06575087304345194
B_1-Phase_0059,noise,0.03,0,5-40,0.3156845589137215,0.09079080754135574,0.46424338590464626,0.29296825858558645
B_1-Phase_0059,noise,0.03,0,1-40,0.3156845589137215,0.09397928382114147,0.5305168602979392,0.35871913162903835
B_1-Phase_0059,noise,0.03,0,40-120,0.3156845589137215,0.13357297482738173,0.4694831397020609,0.6412808683709615
B_1-Phase_0059,noise,0.03,1,1-5,0.3108729318292853,0.11542225980059424,0.06627347439329297,0.07326541520632468
B_1-Phase_0059,noise,0.03,1,5-40,0.3108729318292853,0.09550863765015988,0.46424338590464626,0.3514076047881205
B_1-Phase_0059,noise,0.03,1,1-40,0.3108729318292853,0.09821722845653612,0.5305168602979392,0.42467301999444507
B_1-Phase_0059,noise,0.03,1,40-120,0.3108729318292853,0.12152267061435898,0.4694831397020609,0.5753269800055549
B_1-Phase_0059,noise,0.03,2,1-5,0.3097237800421694,0.07808665808111709,0.06627347439329297,0.03375982194637117
B_1-Phase_0059,noise,0.03,2,5-40,0.3097237800421694,0.07342192283847346,0.46424338590464626,0.20907589685326827
B_1-Phase_0059,noise,0.03,2,1-40,0.3097237800421694,0.07402072266197234,0.5305168602979392,0.24283571879963942
B_1-Phase_0059,noise,0.03,2,40-120,0.3097237800421694,0.13894140661213286,0.4694831397020609,0.7571642812003605
B_1-Phase_0059,noise,0.03,3,1-5,0.30954029608804123,0.07155969574753254,0.06627347439329297,0.031643707775956736
B_1-Phase_0059,noise,0.03,3,5-40,0.30954029608804123,0.09182189314246515,0.46424338590464626,0.36496302330108427
B_1-Phase_0059,noise,0.03,3,1-40,0.30954029608804123,0.08954165502133314,0.5305168602979392,0.39660673107704103
B_1-Phase_0059,noise,0.03,3,40-120,0.30954029608804123,0.11740454310588096,0.4694831397020609,0.6033932689229589
B_1-Phase_0059,noise,0.03,4,1-5,0.30691572505911596,0.08858192728588335,0.06627347439329297,0.039743272109556284
B_1-Phase_0059,noise,0.03,4,5-40,0.30691572505911596,0.10350227375967781,0.46424338590464626,0.38008360551704085
B_1-Phase_0059,noise,0.03,4,1-40,0.30691572505911596,0.10175803422475431,0.5305168602979392,0.41982687762659715
B_1-Phase_0059,noise,0.03,4,40-120,0.30691572505911596,0.1271604297702076,0.4694831397020609,0.5801731223734027
B_1-Phase_0059,background,0.05,0,1-5,0.2829864814190658,0.49781251534220294,0.06627347439329297,0.999835413777625
B_1-Phase_0059,background,0.05,0,5-40,0.2829864814190658,0.0022774162883129347,0.46424338590464626,0.0001465843900803297
B_1-Phase_0059,background,0.05,0,1-40,0.2829864814190658,0.1759616065029499,0.5305168602979392,0.9999819981677052
B_1-Phase_0059,background,0.05,0,40-120,0.2829864814190658,0.000793633110590693,0.4694831397020609,1.8001832294764672e-05
B_1-Phase_0059,background,0.2,0,1-5,1.1319459256762632,1.9912500613688122,0.06627347439329297,0.999835413777625
B_1-Phase_0059,background,0.2,0,5-40,1.1319459256762632,0.009109665153251664,0.46424338590464626,0.00014658439008032734
B_1-Phase_0059,background,0.2,0,1-40,1.1319459256762632,0.7038464260117996,0.5305168602979392,0.9999819981677053
B_1-Phase_0059,background,0.2,0,40-120,1.1319459256762632,0.0031745324423628797,0.4694831397020609,1.8001832294765882e-05
B_1-Phase_0060,noise,0.01,0,1-5,0.10994858997455274,0.02235887661518233,0.0548829571462908,0.0183140170513008
B_1-Phase_0060,noise,0.01,0,5-40,0.10994858997455274,0.02631435537811064,0.40599841375617013,0.18765319360412563
B_1-Phase_0060,noise,0.01,0,1-40,0.10994858997455274,0.02587506150382213,0.4608813709024609,0.20596721065542645
B_1-Phase_0060,noise,0.01,0,40-120,0.10994858997455274,0.04697361380952542,0.5391186290975389,0.7940327893445738
B_1-Phase_0060,noise,0.01,1,1-5,0.1069269995508552,0.03016940793144986,0.0548829571462908,0.035697220989168735
B_1-Phase_0060,noise,0.01,1,5-40,0.1069269995508552,0.030158969574909846,0.40599841375617013,0.2638886216621815
B_1-Phase_0060,noise,0.01,1,1-40,0.1069269995508552,0.030160212791153034,0.4608813709024609,0.2995858426513503
B_1-Phase_0060,noise,0.01,1,40-120,0.1069269995508552,0.04263866744801768,0.5391186290975389,0.7004141573486499
B_1-Phase_0060,noise,0.01,2,1-5,0.10875980374026034,0.02716019116593971,0.0548829571462908,0.03255149333863931
B_1-Phase_0060,noise,0.01,2,5-40,0.10875980374026034,0.030468856963825054,0.40599841375617013,0.30304312069574885
B_1-Phase_0060,noise,0.01,2,1-40,0.10875980374026034,0.030093938538352197,0.4608813709024609,0.33559461403438823
B_1-Phase_0060,noise,0.01,2,40-120,0.10875980374026034,0.03915078895558258,0.5391186290975389,0.6644053859656117
B_1-Phase_0060,noise,0.01,3,1-5,0.10732138590088176,0.026834200947250347,0.0548829571462908,0.022510950774241954
B_1-Phase_0060,noise,0.01,3,5-40,0.10732138590088176,0.034370628304827844,0.40599841375617013,0.2731984799835323
B_1-Phase_0060,noise,0.01,3,1-40,0.10732138590088176,0.03356205238218242,0.4608813709024609,0.2957094307577742
B_1-Phase_0060,noise,0.01,3,40-120,0.10732138590088176,0.047889937173062225,0.5391186290975389,0.7042905692422257
B_1-Phase_0060,noise,0.01,4,1-5,0.11107583004789374,0.05212626511818174,0.0548829571462908,0.07572857160406296
B_1-Phase_0060,noise,0.01,4,5-40,0.11107583004789374,0.044709669296566924,0.40599841375617013,0.4121319618577977
B_1-Phase_0060,noise,0.01,4,1-40,0.11107583004789374,0.04565609296539875,0.4608813709024609,0.4878605334618606
B_1-Phase_0060,noise,0.01,4,40-120,0.11107583004789374,0.04325112721598281,0.5391186290975389,0.5121394665381394
B_1-Phase_0060,noise,0.03,0,1-5,0.32984576992365816,0.06707662984554698,0.0548829571462908,0.018314017051300792
B_1-Phase_0060,noise,0.03,0,5-40,0.32984576992365816,0.07894306613433195,0.40599841375617013,0.18765319360412572
B_1-Phase_0060,noise,0.03,0,1-40,0.32984576992365816,0.07762518451146641,0.4608813709024609,0.2059672106554265
B_1-Phase_0060,noise,0.03,0,40-120,0.32984576992365816,0.14092084142857625,0.5391186290975389,0.7940327893445732
B_1-Phase_0060,noise,0.03,1,1-5,0.32078099865256554,0.09050822379434932,0.0548829571462908,0.035697220989168534
B_1-Phase_0060,noise,0.03,1,5-40,0.32078099865256554,0.09047690872472951,0.40599841375617013,0.26388862166218136
B_1-Phase_0060,noise,0.03,1,1-40,0.32078099865256554,0.09048063837345906,0.4608813709024609,0.29958584265134985
B_1-Phase_0060,noise,0.03,1,40-120,0.32078099865256554,0.1279160023440531,0.5391186290975389,0.7004141573486502
B_1-Phase_0060,noise,0.03,2,1-5,0.326279411220781,0.08148057349781894,0.0548829571462908,0.03255149333863919
B_1-Phase_0060,noise,0.03,2,5-40,0.326279411220781,0.09140657089147514,0.40599841375617013,0.30304312069574896
B_1-Phase_0060,noise,0.03,2,1-40,0.326279411220781,0.09028181561505656,0.4608813709024609,0.3355946140343882
B_1-Phase_0060,noise,0.03,2,40-120,0.326279411220781,0.11745236686674768,0.5391186290975389,0.6644053859656118
B_1-Phase_0060,noise,0.03,3,1-5,0.32196415770264525,0.08050260284175118,0.0548829571462908,0.022510950774242016
B_1-Phase_0060,noise,0.03,3,5-40,0.32196415770264525,0.1031118849144837,0.40599841375617013,0.2731984799835332
B_1-Phase_0060,noise,0.03,3,1-40,0.32196415770264525,0.10068615714654743,0.4608813709024609,0.2957094307577752
B_1-Phase_0060,noise,0.03,3,40-120,0.32196415770264525,0.14366981151918662,0.5391186290975389,0.7042905692422249
B_1-Phase_0060,noise,0.03,4,1-5,0.33322749014368125,0.15637879535454546,0.0548829571462908,0.07572857160406316
B_1-Phase_0060,noise,0.03,4,5-40,0.33322749014368125,0.1341290078897008,0.40599841375617013,0.41213196185779766
B_1-Phase_0060,noise,0.03,4,1-40,0.33322749014368125,0.13696827889619634,0.4608813709024609,0.4878605334618607
