energy_eV,mp-12007,mp-8120,mp-1188453
931.0,0.05685104124479855,0.08788008763161827,2.5351050446302845
931.1,0.06245633937571294,0.09599144981509397,2.2600745380021636
931.2,0.06908796445620943,0.10593448721065594,1.928134754205719
931.3,0.07580474583189147,0.1189845913875619,1.719008406845766
931.4,0.08515035055228388,0.13363142150907636,1.6107509691981323
931.5,0.09677383828084328,0.15242602646786638,1.6124916919153258
931.6,0.10929225794739747,0.17724167098141405,1.752579710930427
931.7,0.12859275130919942,0.20615954706107115,1.9461979816566624
931.8,0.15127581466757337,0.24716560901253826,2.1812320779829437
931.9,0.18463931946476997,0.3070575956033996,2.2274296439816155
932.0,0.2267571528829355,0.3857261318031852,2.141951598088503
932.1,0.28518656570629775,0.49568206891640937,1.9157516736107747
932.2,0.3609320847893596,0.6424241846898876,1.5991758664131959
932.3,0.4417628862759362,0.831376697373318,1.289200922112063
932.4,0.5148260709167355,1.032663997500628,1.0191064033488355
932.5,0.5741173811744721,1.1881355394062434,0.8213667286754451
932.6,0.6207618398488871,1.2640157874709061,0.6598114286228424
932.7,0.6584206070190495,1.2445967720410527,0.5319035175349562
932.8,0.6897536911979925,1.1753032914438069,0.45720177543016016
932.9,0.7170441193587057,1.0854846106245326,0.39919668928268626
933.0,0.7423165279943572,0.996503814377272,0.3479485047869519
933.1,0.7668649694804817,0.9195653529742732,0.31570989189452325
933.2,0.7920156819596766,0.8558867232703137,0.2908600979591518
933.3,0.8198988210913974,0.8074155123792722,0.2703853769833387
933.4,0.8503014836798921,0.7694714236348843,0.25826195498162896
933.5,0.8858840603812413,0.7407945102290362,0.25059115141886196
933.6,0.9240476310790486,0.720579625499664,0.2472065567636614
933.7,0.9631218881852521,0.7050941905941661,0.2496954750553945
933.8,0.9989892413463503,0.6940879456364502,0.25615083945577855
933.9,1.0265853278331496,0.688188803580451,0.26743834902882346
934.0,1.0455610114038736,0.6865211594843506,0.2848080185946514
934.1,1.0519237855550723,0.6897108543473189,0.3052695749182958
934.2,1.0506815637863465,0.7004577812134289,0.3286107299114515
934.3,1.0386679785068151,0.719121093683448,0.35633744266915196
934.4,1.021773852079358,0.7460998034264651,0.38539652133786156
934.5,0.9923676868446496,0.7813451314488136,0.414366223452095
934.6,0.9559945970036235,0.8216766037833257,0.4427441519615762
934.7,0.9152666097870735,0.8693125189785311,0.47079303507991227
934.8,0.8694744743937196,0.9228402840829364,0.49853390285886134
934.9,0.8221062179641033,0.9762437219344164,0.5212998597596562
935.0,0.7741160175737488,1.0295358752707804,0.5421557896407636
935.1,0.7258191702068931,1.0762825073715576,0.5628430760679249
935.2,0.6789370250958111,1.1103652087376739,0.5698442746313205
935.3,0.6344443901477066,1.1353923718729018,0.5697162860947683
935.4,0.5908073005480253,1.1485403568967494,0.5648371699259491
935.5,0.5515245736932969,1.1469674475290692,0.5532838138137538
935.6,0.516178372690321,1.1361303327973176,0.535405053602576
935.7,0.4817045411505214,1.1190090031142579,0.5067595284653326
935.8,0.45292371568464046,1.0963633994008601,0.4767479001466347
935.9,0.42808031548401854,1.0714415752727484,0.44777940726915866
936.0,0.40375450632888454,1.0468111972961391,0.42191775941058
936.1,0.385541793855549,1.0224681290773383,0.396820696015103
936.2,0.3713917265093541,0.999328002570616,0.3735860527641004
936.3,0.35771228456385634,0.978082215553336,0.35571384460506755
936.4,0.3488419309186254,0.9581407484844263,0.3482327348461534
936.5,0.34396766390601996,0.9396045592601405,0.34541964779593054
936.6,0.33987580791778216,0.9226084994026341,0.34306285686232024
936.7,0.3386603425861875,0.9068512187275896,0.34582793165110126
936.8,0.34147738750531886,0.8923565890935503,0.3518032993406059
936.9,0.34560852625027066,0.8795758667826659,0.36029946140518193
937.0,0.35058443964984953,0.8686939474452148,0.3690893885676548
937.1,0.3601195306124261,0.8589755892277571,0.3775702306973126
937.2,0.3717792033300158,0.8512489783064364,0.38488825094944085
937.3,0.38343902286362047,0.8471708567356181,0.3920534437353454
937.4,0.3980043318248842,0.8449515944277998,0.39910584891023576
937.5,0.41531163966665646,0.8435125103647988,0.40570269420735977
937.6,0.4332605697078266,0.8437712138864882,0.41076016372402196
937.7,0.4513389660294255,0.8453947164214551,0.41497686215113166
937.8,0.47064756335205754,0.847108135999708,0.41910641857310843
937.9,0.4905557175271375,0.8476875689073876,0.42186062901694754
938.0,0.5104641227411628,0.8460042610547945,0.4230672351208156
938.1,0.5289958281594892,0.8422360641838037,0.4207785627334998
938.2,0.5445718407701635,0.8384623016273511,0.41803855178014854
938.3,0.5589908083772408,0.8306619819573218,0.4149786962978493
938.4,0.573410111856031,0.817522901271192,0.4103156257638371
938.5,0.585143476744085,0.8038730439970251,0.4033631869620213
938.6,0.593205048532283,0.7898500380728872,0.39507928861993447
938.7,0.600088199200328,0.7756417272281276,0.38665244385294845
938.8,0.6069717946704373,0.7612523313528269,0.3777444479062915
938.9,0.6121150550293255,0.7467586236363876,0.3683046497077485
939.0,0.6151014560342377,0.7334108413666881,0.35758423848873827
939.1,0.6174390090600104,0.7227965876394408,0.3466978670573173
939.2,0.6197771455609871,0.7147215438297432,0.33590767236236996
939.3,0.6203985050135132,0.7078469043594197,0.3257395612754037
939.4,0.6184184083610013,0.7010197670563808,0.31718375918229164
939.5,0.6155543011766803,0.6973239601395173,0.30973170440006753
939.6,0.6126909525903442,0.6977490282305483,0.30240172381644065
939.7,0.6090250966333391,0.6983550704982209,0.2951469513006469
939.8,0.6029795332820725,0.699054705260573,0.28851083786820875
939.9,0.5959217194082915,0.7000465362816755,0.2863328741913565
940.0,0.5888648836277134,0.7014723294159452,0.2847515267395526
940.1,0.5818090888051627,0.7031700793430297,0.28317017928774757
940.2,0.5745799310610195,0.7046338418431918,0.2815888318359438
940.3,0.5672548024850659,0.7054876474602824,0.2813582915696206
940.4,0.5599271802366691,0.7049519893829485,0.2822954008587606
940.5,0.5526008871779017,0.7030705879989957,0.28407786757816683
940.6,0.5458219469192961,0.7010835833526297,0.2859573230438876
940.7,0.5398502791104226,0.6983510895488853,0.2878744528303257
940.8,0.5341504137709081,0.6940586547862894,0.2902295033119965
940.9,0.5284522334072904,0.688200020373817,0.29308029503259286
941.0,0.5227558390181702,0.6813379811924508,0.2963141658494929
941.1,0.5176010118275494,0.6741878695688909,0.29959215379931153
941.2,0.5127606503312722,0.6662294696582762,0.3028701417491273
941.3,0.5079401558927045,0.6564454745289743,0.3062149092279739
941.4,0.5031219063762847,0.6448958895143347,0.31066227454216017
941.5,0.49844549137574995,0.6331458422065249,0.3152982908729012
941.6,0.49426180985707013,0.6213757130773507,0.31997179795020186
941.7,0.49029631110433003,0.6095477766432561,0.3246496821813479
941.8,0.48633361627961597,0.597629137844534,0.32888131544263155
941.9,0.48237388283869553,0.5856472971118484,0.3326333221824484
942.0,0.47878663609761746,0.5736836639928851,0.33523612000515185
942.1,0.47588258245437537,0.5617754189145593,0.33768999464298494
942.2,0.47323423687772365,0.5513241993471215,0.34014386928081597
942.3,0.47058956258701534,0.5429143874510723,0.3425977439186487
942.4,0.46794875875692304,0.5348090043824935,0.3439432430721252
942.5,0.4655693574330986,0.5267036213139157,0.3441007560568076
942.6,0.4635946405300643,0.5191110531059437,0.34363823380069225
942.7,0.4617624206989327,0.513172602419564,0.34311044144255987
942.8,0.45993496577799947,0.5089325641538701,0.342582950841963
942.9,0.4581125257981872,0.5053169126680292,0.3422980657785026
943.0,0.45624695935200116,0.5018093727779439,0.342812576160939
943.1,0.4542978458608745,0.4988219176821021,0.3442114749361307
943.2,0.4523215145196122,0.4969251319424858,0.34571672240463924
943.3,0.4503513168029698,0.4962573167681717,0.3472219698731489
943.4,0.4483875643458273,0.4964591527441005,0.34872721734166073
943.5,0.4463803928074599,0.4966609887200294,0.3513241129952548
943.6,0.4442039070674537,0.4968628246959582,0.3549925145220586
943.7,0.44195732021820044,0.49779264319431443,0.35978791512340924
943.8,0.43971856810436627,0.4998465774353262,0.36471984079935954
943.9,0.4374880365423506,0.50218778871076,0.3696517664753169
944.0,0.4352661278719259,0.5045745580603042,0.3745836921512643
944.1,0.43337686040043794,0.5070114750058012,0.379663600566583
944.2,0.4316808064513066,0.5096395538537168,0.38483372844125424
944.3,0.43000346148598134,0.5126197564362438,0.39009055019460126
944.4,0.42833652633872527,0.5158964180818942,0.3953578914439022
944.5,0.4266804953805391,0.519242529390043,0.4006252326931927
944.6,0.4253693830767744,0.5225886406981904,0.40589257394248707
944.7,0.42454987440331426,0.5259680732690944,0.40951078496132454
944.8,0.4239014657224495,0.5294847027884758,0.4122668013277538
944.9,0.42326615023852393,0.5331431022736203,0.41424085958761286
945.0,0.4226445318386772,0.5368352711646973,0.4161201380629298
945.1,0.4220372386422843,0.540536191211084,0.4179994165382481
945.2,0.42184885356060303,0.5442517951642171,0.41987869501356484
945.3,0.4218967036412473,0.5480214000222584,0.4205357424752493
945.4,0.42196735270120134,0.5519329518494122,0.42052492146059384
945.5,0.42205509869475577,0.555967963372135,0.41988572712318706
945.6,0.42216070381128357,0.5600029748948564,0.41917016536056745
945.7,0.42238564666148315,0.5640379864175726,0.41845460359794856
945.8,0.42290604112782954,0.5679858268382615,0.41773904183532906
945.9,0.42356221295119983,0.5717443558416083,0.4174840990685693
946.0,0.42423959824427243,0.5752404903340894,0.4175513099924153
946.1,0.4249391170835527,0.5785296087562811,0.4179786857934006
946.2,0.4256617242759989,0.5818187271784686,0.41845035251134105
946.3,0.4265924238393448,0.5851078456006555,0.41892201922928196
946.4,0.4278198219766287,0.5881423538845003,0.41939368594722337
946.5,0.4291644699183311,0.5906787185222413,0.42004707283561554
946.6,0.4305363955507632,0.5927249531602452,0.42091031527933526
946.7,0.4319367447046574,0.5944293900986459,0.42207731238482465
946.8,0.43336670510750197,0.5961338270370465,0.42328228909338816
946.9,0.434904989896929,0.5978382639754504,0.4244872658019536
947.0,0.4365669622206335,0.5992847952457417,0.42569224251051646
947.1,0.43828898363981217,0.600235664425851,0.4268819338608995
947.2,0.4400458128222946,0.6007602471107465,0.42799055951552545
947.3,0.4418388672597638,0.6010134736651059,0.4289392326867789
947.4,0.4436696146990525,0.601266700219466,0.4298675628168273
947.5,0.4454624677458084,0.6015199267738259,0.44014676514218654
947.6,0.44719821605008236,0.6015602267087631,0.4709747478282324
947.7,0.4489464119876095,0.6011825687528701,0.48287039352510847
947.8,0.4507387054325559,0.6004216275916938,0.4871609347007363
947.9,0.45257683897399664,0.5994109229588381,0.49089001471633825
948.0,0.4544626151602198,0.5984002183259826,0.4949837169646954
948.1,0.45646946721779563,0.5973895136931274,0.4994892966462099
948.2,0.4586676123120839,0.596412825548966,0.5046857080673628
948.3,0.46097224044954094,0.5955062308638612,0.5099695636846158
948.4,0.4633323568597435,0.5946819318422761,0.5156365468653262
948.5,0.4657500911525679,0.5939189615969864,0.5222807597343815
948.6,0.4682276441149024,0.593155991351697,0.5300045831166204
948.7,0.4708985703762192,0.5923930211064087,0.5382351319994351
948.8,0.4745801384069278,0.591756535127337,0.546820705423912
948.9,0.4787811719433218,0.5914058084456614,0.5579578283903446
949.0,0.48305158038085844,0.591592207979756,0.570177663258849
949.1,0.4873939518064747,0.5922601008202433,0.5825411301076977
949.2,0.4918109583988985,0.5929279936607297,0.5993865167013979
949.3,0.4963053587598247,0.5935958865012161,0.6186958543327399
949.4,0.5016768630633721,0.5942800072151965,0.6396204999929992
949.5,0.5078367823257387,0.5950246804866133,0.6652942353673633
949.6,0.514234744460535,0.5961448213356838,0.694592867904681
949.7,0.5207220475216802,0.5976782003872804,0.7288822731512384
949.8,0.5273019191048521,0.6000239086905773,0.7674506392153511
949.9,0.5339776883765895,0.6143099325579121,0.8088617024471809
950.0,0.5407168887109686,0.6364105936348712,0.8540619524297005
950.1,0.5472356540502842,0.6460923281287363,0.9013506512205341
950.2,0.5536682529555568,0.6497447676656125,0.9493568727978262
950.3,0.5609703646541365,0.6534199790094218,0.9970961749080146
950.4,0.568710994547614,0.657293524893133,1.0513811357585499
950.5,0.57645162444108,0.6616657137961429,1.1086064720657696
950.6,0.5841922543345399,0.6665288162833565,1.1641795389255722
950.7,0.5922826646176272,0.6714106307509337,1.2092753137016372
950.8,0.5999746120385503,0.676822409542911,1.243947014246818
950.9,0.607368465613508,0.683084163063424,1.2584100031237537
951.0,0.6153048905321125,0.6897955204413455,1.2557839102201216
951.1,0.6253372563987729,0.6969548823729536,1.2434253247765237
951.2,0.6363053612494103,0.7051933430242701,1.2238645019164338
951.3,0.6474949160375317,0.7152210154536202,1.2072794669000015
951.4,0.66101782343455,0.7262520895215312,1.1956001820530002
951.5,0.6753714648351717,0.7387883095885213,1.1965207341599922
951.6,0.6915042283206352,0.7545791794825403,1.2014377004476497
951.7,0.7118019088766617,0.7730829422331227,1.206094792816946
951.8,0.7347571448844004,0.7942580509910161,1.2022159628339495
951.9,0.7626190526683466,0.8188654050977258,1.1881991085606385
952.0,0.7946416346960667,0.8482411203157354,1.1640519619865017
952.1,0.8302635688105386,0.8819640149343336,1.1154860731904332
952.2,0.8687520048030821,0.9173965302415289,1.061919925921848
952.3,0.9075619503109199,0.9523859934476236,1.0068088227432885
952.4,0.9451011413457852,0.9831621042147798,0.9496851642164029
952.5,0.9803700589771936,1.0082165305758843,0.9005300612147202
952.6,1.0128100705911176,1.0239370255930158,0.8577635479552502
952.7,1.0422791220743632,1.0295925532388632,0.8199465745863781
952.8,1.0692960772675169,1.0294513424904765,0.7888365370678908
952.9,1.0943669715161302,1.023414950432634,0.7629304009509876
953.0,1.1178453531614667,1.013810934079685,0.7430011415490607
953.1,1.1404003994813514,1.0034676244563532,0.7264935008295031
953.2,1.1624229993230313,0.9933225380391385,0.7126385700222249
953.3,1.1842048445729025,0.9843734751375542,0.7040326995742368
953.4,1.205722354251633,0.9765862066219453,0.6971376339875972
953.5,1.2269902234636016,0.9705119163428749,0.6915394725513565
953.6,1.2470315297306884,0.966158504558782,0.6903854234470446
953.7,1.2655328359576603,0.9628775730701443,0.6902769107736465
953.8,1.2802620315082838,0.9613641399307027,0.6908940816331889
953.9,1.2917521718234968,0.9619012654508658,0.6951341587081076
954.0,1.2978382951915457,0.9639485616990362,0.7001840119463291
954.1,1.2992815608708943,0.9679295472379114,0.7056838960211466
954.2,1.2958656015762724,0.9737001915543115,0.7132483663302205
954.3,1.2872955059423417,0.9807125522645496,0.7214581590473466
954.4,1.27515252496644,0.9897918946192021,0.7300045727842336
954.5,1.2571542186647435,1.0009110446295266,0.7387219912842158
954.6,1.2366429676931396,1.0128659462421028,0.7474978843589637
954.7,1.2119558512133723,1.0256786588676052,0.7562481849212176
954.8,1.1846535462336538,1.038873044302853,0.7639454622439774
954.9,1.1564882694363798,1.051605176906936,0.7707138771214469
955.0,1.1274084205802894,1.0633048081952228,0.7767152402372991
955.1,1.0980230128605464,1.0735125126788312,0.782227627262435
955.2,1.0693573674183239,1.0819449840625401,0.7852252636285528
955.3,1.041265518477088,1.0876013302810579,0.7857871506540512
955.4,1.0133971705056353,1.0905571587011587,0.7860626402181999
955.5,0.9884441674422083,1.0918207561823323,0.7845852564061919
955.6,0.9649614495733948,1.0906108119433229,0.7812772032902924
955.7,0.9424152922954668,1.0871366857578302,0.7766252298292499
955.8,0.9238399254511023,1.0828005610400806,0.7720018271182256
955.9,0.9070615718504507,1.0775616662700376,0.7675784460573014
956.0,0.8911586717556158,1.0715785236731554,0.7636058044443702
956.1,0.87943895938509,1.0653654932650296,0.7596913699842601
956.2,0.8696418937088823,1.059126341763245,0.7557771071469161
956.3,0.860205723154342,1.0529839425377996,0.7547173546971618
956.4,0.8551103525012959,1.046869139393504,0.7545929994827667
956.5,0.8523803031419332,1.041072505166302,0.7551015759763644
956.6,0.8497661249510758,1.0358127029949704,0.7560008784702026
956.7,0.8506501236139824,1.030900645744437,0.7582052481141793
956.8,0.8539535387104137,1.0265585704119953,0.7619280394570755
956.9,0.8575749698844225,1.022825550047724,0.7658344181850734
957.0,0.8629513376944764,1.0194387394802034,0.7698054894470739
957.1,0.8710583304742755,1.0165135710252862,0.773857778275923
957.2,0.8801194138572703,1.0141172008143786,0.7781412679438066
957.3,0.8892744196749484,1.0122589971284288,0.7824606181600096
957.4,0.9010052939551304,1.010960102745396,0.7867783471468677
957.5,0.9140400008338895,1.0100193880527335,0.7905211540845961
957.6,0.9270747077126384,1.0094349722200746,0.7939903227422669
957.7,0.9403973293018044,1.0090996936091565,0.7972267482091449
957.8,0.9542658670950657,1.0086524152896157,0.8004350672890604
957.9,0.9683392273302099,1.007762712645901,0.8031066016073204
958.0,0.9823666124052959,1.006384068456912,0.8050165119150036
958.1,0.995121123534447,1.0048097911324994,0.8063636591229562
958.2,1.0067250996327828,1.003085475924038,0.8075547619366019
958.3,1.0180678872021651,1.0008411507991062,0.8086552171238454
958.4,1.0294106747715601,0.9979184168957862,0.8086038442657429
958.5,1.0383720130035654,0.9948203314536831,0.8081436596971313
958.6,1.045718866202139,0.9916811365198189,0.8074301289042654
958.7,1.0528660065951583,0.9884704738764172,0.8066867590945879
958.8,1.0599209308089936,0.9852194842636361,0.8058193619733858
958.9,1.064503214630211,0.9820399657359192,0.8047523305952738
959.0,1.067580876554588,0.9791794746783314,0.8035435996530834
959.1,1.0705270152065625,0.9771507787367267,0.8022249130108741
959.2,1.0734731538585411,0.9758531780320384,0.8007685375088086
959.3,1.0744226851901468,0.9746202483613378,0.7997533561083723
959.4,1.0739053815798862,0.9737046205220733,0.7989921053995741
959.5,1.073162297540973,0.9734376031608089,0.7984728316633061
959.6,1.0723316117902677,0.9737586813315107,0.7979829948413498
959.7,1.070161382774721,0.9742644593835649,0.797716298900438
959.8,1.0666157732402086,0.9748856715864895,0.7978590931908298
959.9,1.0627051476319833,0.9757128922981079,0.7988039742886126
960.0,1.0587945220237642,0.9766810173416145,0.7999537158237612
960.1,1.0547404061914158,0.9777264777385214,0.8010912760942173
960.2,1.0502433962906792,0.9787185503953443,0.8023393267468049
960.3,1.0455563084307284,0.9794029559016678,0.8039606949928296
960.4,1.0408443685057618,0.979702436373935,0.8062644616492793
960.5,1.0358683440114063,0.9798630458726185,0.8086546299939842
960.6,1.0310274911933421,0.9799805646205721,0.8110447983386909
960.7,1.0263771570278744,0.9797746601158164,0.8134349666833953
960.8,1.021754743699424,0.9789591186678235,0.8162526294875088
960.9,1.0171323303709687,0.977766433833827,0.8192699043677554
961.0,1.0126121757382893,0.9764030841894076,0.8224192932810765
961.1,1.008435743807904,0.9749790897336249,0.8255840699418978
961.2,1.004409243624901,0.97313010982797,0.8287772720180359
961.3,1.0002242835539443,0.9707332427674484,0.8320363858555566
961.4,0.9959020175358659,0.9681401551947887,0.8354595849461938
961.5,0.9918060903630943,0.9654437126853723,0.8389408438958906
961.6,0.988033920581632,0.9627033547036555,0.8424271262298493
961.7,0.9843608574387873,0.9599366022085181,0.8459821402637482
961.8,0.9806877942959443,0.9571455332152189,0.8494535024455133
961.9,0.9770147311530969,0.9543389085154727,0.8526438834724361
962.0,0.9737503946168387,0.9515556021113808,0.855721492305525
962.1,0.9708104111124545,0.9489817592664049,0.8587679781287788
962.2,0.9678651674745047,0.9468013710630017,0.8618116365939987
962.3,0.9648870145258334,0.9449321667537567,0.8647737467258833
962.4,0.9619088615771584,0.9431579938335887,0.8675821577969915
962.5,0.9592241310302374,0.9413910242764348,0.8700483724015106
962.6,0.9567593849550967,0.939778296912617,0.8724377157059329
962.7,0.9543300954589817,0.9388221468783589,0.8748124023834083
962.8,0.9519008059628676,0.9385567400473163,0.8771857014519296
962.9,0.9494715164667509,0.9382913332162729,0.8797409272866007
963.0,0.9471068954203166,0.9380259263852297,0.8824388698662449
963.1,0.9448022471176807,0.9379847318409568,0.8853300477290147
963.2,0.942511332081628,0.9384021124703688,0.88824538334331
963.3,0.9402204170455761,0.9391443922507509,0.8911544898764568
963.4,0.9379295020095216,0.9400196018599587,0.8940425133471719
963.5,0.9356396334264308,0.9409025448042942,0.8971802703993252
963.6,0.9333510933545955,0.941919346045517,0.9004932157709546
963.7,0.9310629599585218,0.9432464379364291,0.9039889422125317
963.8,0.9287748265624488,0.9448907469897457,0.9075069759540357
963.9,0.926630683583723,0.9466918394996001,0.9110250096955449
964.0,0.924641406689012,0.948424772882077,0.9145430434370466
964.1,0.9228913667899277,0.9500192166658853,0.9180919705695588
964.2,0.9212431568036654,0.9517042754365057,0.9216532923682537
964.3,0.9195949468174038,0.953611974783717,0.9251974864815053
964.4,0.9179467368311401,0.9555703682721032,0.9284472275013617
964.5,0.916298526844879,0.9575552162024925,0.9315296130546642
964.6,0.9150216004557806,0.9595507999744834,0.9345946065158561
964.7,0.9140289264602405,0.9615710429200806,0.9370660759285036
964.8,0.9132642931151213,0.9636811511670652,0.9391785575337877
964.9,0.9125924587737201,0.9658120948105406,0.9412313454682795
965.0,0.91192062443232,0.9677733722555006,0.9432811637583786
965.1,0.911354081626471,0.9696413776368671,0.9453309820484793
965.2,0.9110995626396181,0.971518679864425,0.9473808003385783
965.3,0.910977840814089,0.9734172245040369,0.9486787372967197
965.4,0.9108561189885597,0.975345526960093,0.9494819458513822
965.5,0.9107343971630305,0.9772966151757759,0.9501852084290187
965.6,0.9106434629005105,0.9792479005632542,0.9508821349688349
965.7,0.9109317687411537,0.981186029095084,0.9515790615086506
965.8,0.9115182215047302,0.9830055139677568,0.9522759880484668
965.9,0.9121618309708003,0.9845827673185203,0.9531003771019375
966.0,0.9128054404368693,0.9859873177083426,0.9540178002242871
966.1,0.9134490499029378,0.9873534191846138,0.9549704090294189
966.2,0.9140926593690074,0.9887183175723062,0.955792188749725
966.3,0.9149721860071421,0.9900832159599986,0.9565078000340431
966.4,0.9160215661185429,0.9913374931195911,0.9571507328130426
966.5,0.917107066295762,0.992316909187826,0.9578982801008722
966.6,0.9183475190950247,0.993095620042769,0.9587398748595362
966.7,0.9196648163407877,0.9938043975587025,0.9596608521274963
966.8,0.9209821135865502,0.9944348776489036,0.9605911917236581
966.9,0.9224372429629605,0.9950169941438796,0.9615215313198212
967.0,0.9239753621729647,0.9954958705055994,0.9624518709159823
967.1,0.9255196556813069,0.9957062955538918,0.9633767185389454
967.2,0.9270639491896515,0.9957362833957806,0.9642961720752928
967.3,0.9286082426979956,0.9957581363484381,0.9652057682910117
967.4,0.9301525362063413,0.9957793610500071,0.9661141067039823
967.5,0.9317757614783737,0.995800585751576,0.9670224451169509
967.6,0.9334522326393374,0.995763408677004,0.96793078352992
967.7,0.9351351865036875,0.995566879039486,0.9688421168748785
967.8,0.9368181403680372,0.9952571974961798,0.9697586046481779
967.9,0.9385010942323888,0.994940688355784,0.9707109422166865
968.0,0.9401840480967378,0.9946234927886266,0.9716826249271905
968.1,0.9420282347452705,0.994306297221469,0.9726779107747979
968.2,0.9440151147503233,0.9940041740496409,0.9738512691006369
968.3,0.9460327153232148,0.9937453360988694,0.9750485080168662
968.4,0.9480417555526511,0.9935222902332786,0.9762480581212908
968.5,0.9500390937637586,0.9933280610116115,0.9774982254709205
968.6,0.9520326754156158,0.993198448633221,0.9787670942246177
968.7,0.9543495577068896,0.993131506708466,0.9800477348500192
968.8,0.9572281340382855,0.9931365710403038,0.9813297605276337
968.9,0.9603102700315,0.9932916589712795,0.98261178620525
969.0,0.96339240602471,0.9936028037763467,0.9838977836976996
969.1,0.9664745420179174,0.9939825136968469,0.9853659254811079
969.2,0.9695566780111294,0.9943723607485255,0.9869227865762865
969.3,0.9726636696131459,0.9947622078002042,0.9885484128394892
969.4,0.9763420522468342,0.9951868312802779,0.9901822269194293
969.5,0.9803081916278228,0.9957232650723495,0.9918160409993659
969.6,0.9842743310088081,0.9964457045271535,0.9934498550793037
969.7,0.9882404703897996,0.997315334649576,0.9950836691592402
969.8,0.9922066097707896,0.9982102602973888,0.9967191894136311
969.9,0.996172749151784,0.999105185945203,0.9983566952243458
970.0,1.0,1.0,1.0
