run_id,metric,value
Mn_unit_peak_normalized_1729_white_line,r2,0.047980624950111794
Mn_unit_peak_normalized_1729_full,mae,0.06610747608400466
Mn_unit_peak_normalized_1729_full,r2,0.8139656158271833
Mn_spectrum_identified_1729_white_line,mae,0.15524583202216866
Mn_spectrum_identified_1729_white_line,r2,0.10222982682340775
Mn_spectrum_identified_1729_full,mae,0.062264196260096924
Mn_spectrum_identified_1729_full,r2,0.8220128077184221
Mn_spectrum_all_1729_white_line,mae,0.13954054439438968
Mn_spectrum_all_1729_white_line,r2,0.21438332531742588
Mn_spectrum_all_1729_full,mae,0.05744893724408253
Mn_spectrum_all_1729_full,r2,0.8409689588680291
Fe_primary_1729_white_line,mae,0.2099534839595458
Fe_primary_1729_white_line,r2,-0.040755009022543476
Fe_primary_1729_full,mae,0.10058870418321823
Fe_primary_1729_full,r2,0.8302989904992917
Fe_primary_2718_white_line,mae,0.19220079271902016
Fe_primary_2718_white_line,r2,-0.006297407036385261
Fe_primary_2718_full,mae,0.10075917441110319
Fe_primary_2718_full,r2,0.7698424481212011
Fe_primary_31415_white_line,mae,0.21122269977982777
Fe_primary_31415_white_line,r2,0.02196019597620591
Fe_primary_31415_full,mae,0.10398149755822055
Fe_primary_31415_full,r2,0.7518707502089934
Fe_primary_57721_white_line,mae,0.18672694418395983
Fe_primary_57721_white_line,r2,-0.0011363756682478687
Fe_primary_57721_full,mae,0.10113237115344724
Fe_primary_57721_full,r2,0.7427809526213016
Fe_primary_81173_white_line,mae,0.2071391319940791
Fe_primary_81173_white_line,r2,0.07222621916367422
Fe_primary_81173_full,mae,0.11030101480409765
Fe_primary_81173_full,r2,0.7317523041446485
Fe_unit_peak_normalized_1729_white_line,mae,0.2099534839595458
Fe_unit_peak_normalized_1729_white_line,r2,-0.040755009022543476
Fe_unit_peak_normalized_1729_full,mae,0.1077875394660228
Fe_unit_peak_normalized_1729_full,r2,0.7837749678357158
Fe_spectrum_identified_1729_white_line,mae,0.19249508145045227
Fe_spectrum_identified_1729_white_line,r2,0.02131232488516699
Fe_spectrum_identified_1729_full,mae,0.0992915348277639
Fe_spectrum_identified_1729_full,r2,0.7690332135099334
Fe_spectrum_all_1729_white_line,mae,0.1762113403508699
Fe_spectrum_all_1729_white_line,r2,-0.006507513043778834
Fe_spectrum_all_1729_full,mae,0.0983935704414282
Fe_spectrum_all_1729_full,r2,0.7021980474197219
Co_primary_1729_white_line,mae,0.15220496049390808
Co_primary_1729_white_line,r2,0.018146592614084245
Co_primary_1729_full,mae,0.07640248965476276
Co_primary_1729_full,r2,0.7798123255043468
Co_primary_2718_white_line,mae,0.17327688330320537
Co_primary_2718_white_line,r2,-0.00594633165793379
Co_primary_2718_full,mae,0.07624853240820428
Co_primary_2718_full,r2,0.7882670437883422
Co_primary_31415_white_line,mae,0.16819370736503064
Co_primary_31415_white_line,r2,-0.07079306514469752
Co_primary_31415_full,mae,0.08586161384220607
Co_primary_31415_full,r2,0.7688087430209396
Co_primary_57721_white_line,mae,0.14468493659329704
Co_primary_57721_white_line,r2,-0.029850981050824288
Co_primary_57721_full,mae,0.06470713557318601
Co_primary_57721_full,r2,0.8054999384785477
Co_primary_81173_white_line,mae,0.12261635613332464
Co_primary_81173_white_line,r2,0.01220898155690453
Co_primary_81173_full,mae,0.06871129085951863
Co_primary_81173_full,r2,0.7071009893776172
Co_unit_peak_normalized_1729_white_line,mae,0.15220496049390808
Co_unit_peak_normalized_1729_white_line,r2,0.018146592614084245
Co_unit_peak_normalized_1729_full,mae,0.07574324287070838
Co_unit_peak_normalized_1729_full,r2,0.7889995759875259
Co_spectrum_identified_1729_white_line,mae,0.15478811911646828
Co_spectrum_identified_1729_white_line,r2,3.059873704913674e-05
Co_spectrum_identified_1729_full,mae,0.06880013637774414
Co_spectrum_identified_1729_full,r2,0.8284910979550322
Co_spectrum_all_1729_white_line,mae,0.15575367504027005
Co_spectrum_all_1729_white_line,r2,-0.036215148030367184
Co_spectrum_all_1729_full,mae,0.07109951341572124
Co_spectrum_all_1729_full,r2,0.8013384410025853
Ni_primary_1729_white_line,mae,0.10141607077550065
Ni_primary_1729_white_line,r2,0.023521290045164234
Ni_primary_1729_full,mae,0.06475723132219509
Ni_primary_1729_full,r2,0.652317010247605
Ni_primary_2718_white_line,mae,0.08033013346027243
Ni_primary_2718_white_line,r2,0.021277041339943903
Ni_primary_2718_full,mae,0.053178867954295106
Ni_primary_2718_full,r2,0.5037215347214874
Ni_primary_31415_white_line,mae,0.0826864205362451
Ni_primary_31415_white_line,r2,-0.02918406893492742
Ni_primary_31415_full,mae,0.053182418437656254
Ni_primary_31415_full,r2,0.6206707082074991
Ni_primary_57721_white_line,mae,0.08953775355737541
Ni_primary_57721_white_line,r2,0.061961071896068476
Ni_primary_57721_full,mae,0.060160379461674886
Ni_primary_57721_full,r2,0.6387773362595328
Ni_primary_81173_white_line,mae,0.10140029106553437
Ni_primary_81173_white_line,r2,-0.05250757563969133
Ni_primary_81173_full,mae,0.06428612639724028
Ni_primary_81173_full,r2,0.6419986643284573
Ni_unit_peak_normalized_1729_white_line,mae,0.10141607077550065
Ni_unit_peak_normalized_1729_white_line,r2,0.023521290045164234
Ni_unit_peak_normalized_1729_full,mae,0.07121461437630812
Ni_unit_peak_normalized_1729_full,r2,0.5096794091972393
Ni_spectrum_identified_1729_white_line,mae,0.07869040956109458
Ni_spectrum_identified_1729_white_line,r2,0.1282714393931247
Ni_spectrum_identified_1729_full,mae,0.05554364463598321
Ni_spectrum_identified_1729_full,r2,0.6017002480216842
Ni_spectrum_all_1729_white_line,mae,0.08956774761036743
Ni_spectrum_all_1729_white_line,r2,0.04966159127199232
Ni_spectrum_all_1729_full,mae,0.058006311432806316
Ni_spectrum_all_1729_full,r2,0.6354325620485088
Cu_primary_1729_white_line,mae,0.1960942686034652
Cu_primary_1729_white_line,r2,-0.04694562736135799
Cu_primary_1729_full,mae,0.0843613870983422
Cu_primary_1729_full,r2,0.8185248224991538
Cu_primary_2718_white_line,mae,0.14618437171671292
Cu_primary_2718_white_line,r2,-0.10665224972546317
Cu_primary_2718_full,mae,0.07568767657879802
Cu_primary_2718_full,r2,0.6830425570145733
Cu_primary_31415_white_line,mae,0.13915336168234507
Cu_primary_31415_white_line,r2,0.021891464372502556
Cu_primary_31415_full,mae,0.07731924869637075
Cu_primary_31415_full,r2,0.6675275092582023
Cu_primary_57721_white_line,mae,0.13820460333340695
Cu_primary_57721_white_line,r2,0.07826298834003953
Cu_primary_57721_full,mae,0.08719648859264098
Cu_primary_57721_full,r2,0.6426049481005908
Cu_primary_81173_white_line,mae,0.14764579645043385
Cu_primary_81173_white_line,r2,-0.021105562340317352
Cu_primary_81173_full,mae,0.08029145650132202
Cu_primary_81173_full,r2,0.611258341719525
Cu_unit_peak_normalized_1729_white_line,mae,0.1960942686034652
Cu_unit_peak_normalized_1729_white_line,r2,-0.04694562736135799
Cu_unit_peak_normalized_1729_full,mae,0.10490021456431935
Cu_unit_peak_normalized_1729_full,r2,0.6328336236770384
Cu_spectrum_identified_1729_white_line,mae,0.15091693775561535
Cu_spectrum_identified_1729_white_line,r2,0.033993532638049495
Cu_spectrum_identified_1729_full,mae,0.07753176468269701
Cu_spectrum_identified_1729_full,r2,0.7887385814945619
Cu_spectrum_all_1729_white_line,mae,0.15330285335964006
Cu_spectrum_all_1729_white_line,r2,0.06007389387547146
Cu_spectrum_all_1729_full,mae,0.07190091933484247
Cu_spectrum_all_1729_full,r2,0.7949170396460198
