comparison_id,element,study,seed,family,delta_material,ci_low,ci_high,fraction_bootstrap_nonpositive,mae_white_material,mae_full_material,n_test_units
Ti_spectrum_identified_1729,Ti,spectrum_identified,1729,svr,0.030869908287271586,0.019693360726039846,0.040834636353373054,0.0,0.08770151134237535,0.05683160305510377,271
Ti_spectrum_identified_1729,Ti,spectrum_identified,1729,extra_trees,0.035733891256912884,0.024502928466010328,0.0464954387690603,0.0,0.08935357890040561,0.05361968764349273,271
Ti_spectrum_all_1729,Ti,spectrum_all,1729,ridge,0.007468750042493209,0.001545325793495799,0.013579328135872521,0.006,0.10582399647291077,0.09835524643041757,654
Ti_spectrum_all_1729,Ti,spectrum_all,1729,svr,0.028861694141483263,0.021625535205437914,0.03771371527386467,0.0,0.09349419828406964,0.06463250414258638,654
Ti_spectrum_all_1729,Ti,spectrum_all,1729,extra_trees,0.0336734798141602,0.02639926574465522,0.04213635069385349,0.0,0.0975231852827566,0.06384970546859639,654
V_primary_1729,V,primary,1729,ridge,0.05931929432926165,0.043852092368133797,0.07412270037818407,0.0,0.17002056725789733,0.11070127292863567,261
V_primary_1729,V,primary,1729,svr,0.0846408706190392,0.06762608593495852,0.09953372482124269,0.0,0.16485255953827002,0.0802116889192308,261
V_primary_1729,V,primary,1729,extra_trees,0.08795022283248484,0.07226060491959768,0.10311470145796531,0.0,0.16314726256452466,0.07519703973203982,261
V_primary_2718,V,primary,2718,ridge,0.06396110778387072,0.051785556788924415,0.07787197853795687,0.0,0.17615739904088928,0.11219629125701855,261
V_primary_2718,V,primary,2718,svr,0.08692190886796003,0.07066447757084354,0.10449090680111647,0.0,0.16907100359437416,0.08214909472641412,261
V_primary_2718,V,primary,2718,extra_trees,0.08676418814646371,0.07040664352842266,0.1036330964644782,0.0,0.1659808428905113,0.0792166547440476,261
V_primary_31415,V,primary,31415,ridge,0.0499423548599544,0.03471956143186743,0.06500465598903439,0.0,0.16150995984309563,0.11156760498314122,261
V_primary_31415,V,primary,31415,svr,0.06851500688096722,0.051848806299624614,0.08495978374181419,0.0,0.15209915515451225,0.08358414827354504,261
V_primary_31415,V,primary,31415,extra_trees,0.07956920568552703,0.0653660131941789,0.0935685693188195,0.0,0.15716877249889938,0.07759956681337234,261
V_primary_57721,V,primary,57721,ridge,0.05726377551217923,0.043045349912760704,0.07235167976280589,0.0,0.16523269195252097,0.1079689164403417,261
V_primary_57721,V,primary,57721,svr,0.06746257097660387,0.0539232853201904,0.08326535644011614,0.0,0.15167933476129034,0.0842167637846865,261
V_primary_57721,V,primary,57721,extra_trees,0.07625995340308112,0.06183798298785454,0.09282015738175473,0.0,0.15662348081001323,0.08036352740693213,261
V_primary_81173,V,primary,81173,ridge,0.05782307512292564,0.04353903009493296,0.0722110059327858,0.0,0.17077010493577113,0.11294702981284549,261
V_primary_81173,V,primary,81173,svr,0.06510844841564786,0.05057629421252303,0.08051503396016901,0.0,0.15760230455645635,0.0924938561408085,261
V_primary_81173,V,primary,81173,extra_trees,0.07748383109783274,0.06274356881100475,0.09315137529215702,0.0,0.1561658299950808,0.07868199889724803,261
V_unit_peak_normalized_1729,V,unit_peak_normalized,1729,ridge,0.06638816902641165,0.05087274195198865,0.08131460416941838,0.0,0.17002056725789733,0.1036323982314857,261
V_unit_peak_normalized_1729,V,unit_peak_normalized,1729,svr,0.08100538810195738,0.06412761617463136,0.09657368920735152,0.0,0.16485255953827002,0.08384717143631262,261
V_unit_peak_normalized_1729,V,unit_peak_normalized,1729,extra_trees,0.08376933643741348,0.06833410249970379,0.09810286187556788,0.0,0.16314726256452466,0.07937792612711118,261
V_spectrum_identified_1729,V,spectrum_identified,1729,ridge,0.05928032723123003,0.03928436171898428,0.0763405639075436,0.0,0.1656882960157958,0.10640796878456575,446
V_spectrum_identified_1729,V,spectrum_identified,1729,svr,0.0792898331204241,0.06889240429922168,0.09019132830921331,0.0,0.1491843382519839,0.06989450513155977,446
V_spectrum_identified_1729,V,spectrum_identified,1729,extra_trees,0.08284334160272415,0.07298517073747332,0.09409922966147417,0.0,0.1522994846777705,0.06945614307504636,446
V_spectrum_all_1729,V,spectrum_all,1729,ridge,0.06872073730679222,0.060440963204049396,0.07741487556713014,0.0,0.17506736752283736,0.10634663021604512,801
V_spectrum_all_1729,V,spectrum_all,1729,svr,0.08613147067116574,0.07721947177007617,0.09491290375313778,0.0,0.16153891370731713,0.07540744303615138,801
V_spectrum_all_1729,V,spectrum_all,1729,extra_trees,0.08819261021387258,0.07957035819423065,0.09753716474421699,0.0,0.16205231130947753,0.0738597010956049,801
Cr_primary_1729,Cr,primary,1729,ridge,0.03217719703326481,0.01464600742092257,0.05163511130462774,0.0,0.14448727217325347,0.11231007513998863,126
Cr_primary_1729,Cr,primary,1729,svr,0.06986016871063068,0.04821664750208329,0.09526491516360222,0.0,0.13916146637665,0.06930129766601925,126
Cr_primary_1729,Cr,primary,1729,extra_trees,0.07566316101645536,0.0560716319476616,0.09611980490444715,0.0,0.14273174437428787,0.06706858335783256,126
Cr_primary_2718,Cr,primary,2718,ridge,0.03914612196532483,0.022679643740732038,0.055724065131033944,0.0,0.1351998845055376,0.09605376254021282,126
Cr_primary_2718,Cr,primary,2718,svr,0.06427522976564257,0.04604037500742418,0.08547646326345215,0.0,0.12937244294336137,0.06509721317771874,126
Cr_primary_2718,Cr,primary,2718,extra_trees,0.06784620302931833,0.0511937647597974,0.08763595804713459,0.0,0.13799276921359657,0.07014656618427827,126
Cr_primary_31415,Cr,primary,31415,ridge,0.04476376272538083,0.0276216483508298,0.06338527102445599,0.0,0.14738443364475676,0.10262067091937593,126
Cr_primary_31415,Cr,primary,31415,svr,0.06832987669278828,0.05078872533025534,0.08911027856773322,0.0,0.14510297558163254,0.07677309888884422,126
Cr_primary_31415,Cr,primary,31415,extra_trees,0.07359429431641677,0.055618686868158636,0.09453784246422578,0.0,0.1509077476752591,0.07731345335884239,126
Cr_primary_57721,Cr,primary,57721,ridge,0.05303512843182462,0.037707986193636876,0.06823041563753665,0.0,0.1601830948222452,0.10714796639042055,126
Cr_primary_57721,Cr,primary,57721,svr,0.07792436910692534,0.05777203280554124,0.09902736073528491,0.0,0.15689267445398056,0.07896830534705518,126
Cr_primary_57721,Cr,primary,57721,extra_trees,0.08150058678628855,0.060762886259022125,0.10221051450998907,0.0,0.15790925142539217,0.07640866463910359,126
Cr_primary_81173,Cr,primary,81173,ridge,0.04951511435515445,0.030095472719338753,0.06796689359293112,0.0,0.1488995805764904,0.09938446622133598,126
Cr_primary_81173,Cr,primary,81173,svr,0.0697898693686946,0.04696357296144058,0.09201836103927886,0.0,0.1408866324946423,0.07109676312594776,126
Cr_primary_81173,Cr,primary,81173,extra_trees,0.07871769086624061,0.055407191462019806,0.1012898451095478,0.0,0.14328843700940008,0.06457074614315948,126
Cr_unit_peak_normalized_1729,Cr,unit_peak_normalized,1729,ridge,0.03810091052915384,0.02037664556812316,0.05606505356879208,0.0,0.14448727217325347,0.1063863616440996,126
Cr_unit_peak_normalized_1729,Cr,unit_peak_normalized,1729,svr,0.06319034228101005,0.041896042560780285,0.08722874953229695,0.0,0.13916146637665,0.07597112409563991,126
Cr_unit_peak_normalized_1729,Cr,unit_peak_normalized,1729,extra_trees,0.06292088448942344,0.043940868572069684,0.08344703417038561,0.0,0.14273174437428787,0.07981085988486443,126
Cr_spectrum_identified_1729,Cr,spectrum_identified,1729,ridge,0.031171411181390662,0.016512325695444814,0.04615659270886374,0.0,0.12952917336014458,0.09835776217875392,169
Cr_spectrum_identified_1729,Cr,spectrum_identified,1729,svr,0.06237115948721994,0.045378454328708774,0.07997997713287125,0.0,0.12342004044916684,0.061048880961946904,169
Cr_spectrum_identified_1729,Cr,spectrum_identified,1729,extra_trees,0.07242664746560339,0.05668060399034596,0.09002738796973438,0.0,0.12906844706584977,0.0566417996002464,169
Cr_spectrum_all_1729,Cr,spectrum_all,1729,ridge,0.049531572896069284,0.03543529044413436,0.06241459957355197,0.0,0.1684962496018293,0.11896467670576001,385
Cr_spectrum_all_1729,Cr,spectrum_all,1729,svr,0.07418937967801145,0.060406829110961256,0.08814912749678991,0.0,0.146540103485219,0.07235072380720757,385
Cr_spectrum_all_1729,Cr,spectrum_all,1729,extra_trees,0.08452796664843291,0.0718333008296951,0.09752977737190716,0.0,0.15421394397382185,0.06968597732538895,385
Mn_primary_1729,Mn,primary,1729,ridge,0.05578849686686517,0.042704376173992385,0.06843263298535948,0.0,0.1699522518562072,0.11416375498934202,255
Mn_primary_1729,Mn,primary,1729,svr,0.09702313047784293,0.08055053246205898,0.11529760779367797,0.0,0.15904434040693932,0.06202120992909638,255
Mn_primary_1729,Mn,primary,1729,extra_trees,0.09923646905309713,0.08390438197307161,0.1166090079235894,0.0,0.15979244513209917,0.060555976079002025,255
Mn_primary_2718,Mn,primary,2718,ridge,0.0545665678455954,0.04103789132270748,0.06720066285572623,0.0,0.16011676878770945,0.10555020094211406,255
Mn_primary_2718,Mn,primary,2718,svr,0.08636845921437891,0.0698348900767117,0.10243973417593809,0.0,0.1496461623342447,0.0632777031198658,255
Mn_primary_2718,Mn,primary,2718,extra_trees,0.09271214908756482,0.07742933514207515,0.10815144257476811,0.0,0.1515092977943509,0.05879714870678606,255
Mn_primary_31415,Mn,primary,31415,ridge,0.0491296901747812,0.03709467833014568,0.060631743111238694,0.0,0.16527224388466974,0.11614255370988853,255
Mn_primary_31415,Mn,primary,31415,svr,0.07170755908474512,0.05583196375248923,0.08769138277217069,0.0,0.14516799697053687,0.07346043788579175,255
Mn_primary_31415,Mn,primary,31415,extra_trees,0.076190809315013,0.06310694601497413,0.0916211100126379,0.0,0.14924553674415422,0.0730547274291412,255
Mn_primary_57721,Mn,primary,57721,ridge,0.06327069144167706,0.05171033154200296,0.07476334064631014,0.0,0.1740314306756955,0.11076073923401843,255
Mn_primary_57721,Mn,primary,57721,svr,0.08204880630970852,0.06507712316806745,0.09778876855213942,0.0,0.15353825675983174,0.07148945045012323,255
Mn_primary_57721,Mn,primary,57721,extra_trees,0.09389369197732285,0.07936099954173324,0.10741109589876638,0.0,0.16308316630522354,0.0691894743279007,255
Mn_primary_81173,Mn,primary,81173,ridge,0.05341321918557277,0.04065069994435491,0.06571035166612785,0.0,0.1660192808429539,0.11260606165738113,255
Mn_primary_81173,Mn,primary,81173,svr,0.07389909716288172,0.05867892589214507,0.09156837335492778,0.0,0.1426625630364221,0.06876346587354039,255
Mn_primary_81173,Mn,primary,81173,extra_trees,0.08134346125113016,0.06801490068843362,0.09544366875648623,0.0,0.14604711352054123,0.06470365226941106,255
Mn_unit_peak_normalized_1729,Mn,unit_peak_normalized,1729,ridge,0.05808470714604975,0.0454249586223685,0.070367185339806,0.0,0.1699522518562072,0.11186754471015745,255
Mn_unit_peak_normalized_1729,Mn,unit_peak_normalized,1729,svr,0.09067156122829596,0.07399221895027958,0.1092109178864775,0.0,0.15904434040693932,0.06837277917864333,255
Mn_unit_peak_normalized_1729,Mn,unit_peak_normalized,1729,extra_trees,0.09217468795857808,0.07701320722561134,0.1082388099573381,0.0,0.15979244513209917,0.0676177571735211,255
Mn_spectrum_identified_1729,Mn,spectrum_identified,1729,ridge,0.0634478099450763,0.05196410448580962,0.07478159835620514,0.0,0.17571275691979213,0.11226494697471584,391
Mn_spectrum_identified_1729,Mn,spectrum_identified,1729,svr,0.09157357311825894,0.07804094074434606,0.10682825436090605,0.0,0.15524583202216866,0.06367225890390969,391
Mn_spectrum_identified_1729,Mn,spectrum_identified,1729,extra_trees,0.09821928154044375,0.08528832210140341,0.11046253749023245,0.0,0.16048347780054067,0.06226419626009693,391
Mn_spectrum_all_1729,Mn,spectrum_all,1729,ridge,0.059981608174974395,0.052893142309663896,0.06730973451653735,0.0,0.16669976434764047,0.10671815617266604,846
Mn_spectrum_all_1729,Mn,spectrum_all,1729,svr,0.08209160715030712,0.0727890874252603,0.09153160510741122,0.0,0.13954054439438968,0.05744893724408254,846
Mn_spectrum_all_1729,Mn,spectrum_all,1729,extra_trees,0.08669730947497059,0.07777814868329137,0.0957301858786645,0.0,0.1427017135532846,0.056004404078313974,846
Fe_primary_1729,Fe,primary,1729,ridge,0.06255183433828543,0.044170536699895784,0.08134567213084477,0.0,0.2112164470010795,0.1486646126627941,255
Fe_primary_1729,Fe,primary,1729,svr,0.09329439972255384,0.0680963340784766,0.11969767699994956,0.0,0.1945842106830845,0.10128981096053068,255
Fe_primary_1729,Fe,primary,1729,extra_trees,0.10109905895579532,0.07794881859594045,0.12634037683065957,0.0,0.20143106181777282,0.1003320028619775,255
Fe_primary_2718,Fe,primary,2718,ridge,0.06018476286027932,0.042894002705277406,0.07912838070021028,0.0,0.20826023656646617,0.14807547370618684,255
Fe_primary_2718,Fe,primary,2718,svr,0.09438346072103365,0.07265775976061259,0.1197736733478244,0.0,0.19988062565292303,0.1054971649318894,255
Fe_primary_2718,Fe,primary,2718,extra_trees,0.10307462655308358,0.08371220896748295,0.1255554257154847,0.0,0.2033923005237667,0.1003176739706831,255
Fe_primary_31415,Fe,primary,31415,ridge,0.06648497401323371,0.047625890710267564,0.08539203522956802,0.0,0.22969075672699485,0.16320578271376113,255
Fe_primary_31415,Fe,primary,31415,svr,0.10588439648888903,0.08234256855821827,0.12963345788799704,0.0,0.2143680762412964,0.10848367975240737,255
Fe_primary_31415,Fe,primary,31415,extra_trees,0.11380042071872384,0.09446586043464092,0.1338932189495741,0.0,0.22144788896784198,0.10764746824911814,255
Fe_primary_57721,Fe,primary,57721,ridge,0.053693131772751944,0.03714864473394158,0.0684231639380115,0.0,0.20979207740210823,0.1560989456293563,255
Fe_primary_57721,Fe,primary,57721,svr,0.08357096156832557,0.06423608504067244,0.10309838711687548,0.0,0.19472711353873057,0.11115615197040499,255
Fe_primary_57721,Fe,primary,57721,extra_trees,0.096974085241618,0.0786802256206181,0.114398348558499,0.0,0.19996326294240085,0.10298917770078285,255
Fe_primary_81173,Fe,primary,81173,ridge,0.07031995046800502,0.0540402003216937,0.08778143051059166,0.0,0.21639380275902906,0.14607385229102404,255
Fe_primary_81173,Fe,primary,81173,svr,0.08434611942104131,0.062210356200616594,0.10743474591388011,0.0,0.19549656230985998,0.11115044288881865,255
Fe_primary_81173,Fe,primary,81173,extra_trees,0.09611006686715791,0.07530944475037174,0.11700287061328933,0.0,0.20602641909909591,0.10991635223193803,255
Fe_unit_peak_normalized_1729,Fe,unit_peak_normalized,1729,ridge,0.06492458324962014,0.04548715316887065,0.08517481284683817,0.0,0.2112164470010795,0.1462918637514594,255
Fe_unit_peak_normalized_1729,Fe,unit_peak_normalized,1729,svr,0.09576415616126795,0.0697997229712845,0.12290461887489518,0.0,0.1945842106830845,0.09882005452181661,255
Fe_unit_peak_normalized_1729,Fe,unit_peak_normalized,1729,extra_trees,0.09602485765170092,0.07405374807346453,0.11958557208187295,0.0,0.20143106181777282,0.10540620416607191,255
Fe_spectrum_identified_1729,Fe,spectrum_identified,1729,ridge,0.0665095832493859,0.05021914357956914,0.08321642415885687,0.0,0.2110596038112386,0.14455002056185268,412
Fe_spectrum_identified_1729,Fe,spectrum_identified,1729,svr,0.08578867180275279,0.06588342622283587,0.10613205177054189,0.0,0.19249508145045227,0.1067064096476995,412
Fe_spectrum_identified_1729,Fe,spectrum_identified,1729,extra_trees,0.10323962026004467,0.08503577086929238,0.12108044637783877,0.0,0.20253115508780853,0.09929153482776387,412
Fe_spectrum_all_1729,Fe,spectrum_all,1729,ridge,0.04393011341414734,0.0347406610818089,0.05396605869995953,0.0,0.1946828592693332,0.15075274585518583,838
Fe_spectrum_all_1729,Fe,spectrum_all,1729,svr,0.07525439189155882,0.06410586571824214,0.08767044191089442,0.0,0.1762113403508699,0.10095694845931111,838
Fe_spectrum_all_1729,Fe,spectrum_all,1729,extra_trees,0.08981739007635035,0.08025461008658696,0.10006587282764236,0.0,0.18821096051777855,0.0983935704414282,838
Co_primary_1729,Co,primary,1729,ridge,0.018817378552138803,-0.00031197030215749494,0.04117641282087183,0.027,0.15622335748871283,0.13740597893657402,167
Co_primary_1729,Co,primary,1729,svr,0.06802208321489064,0.04205879980154111,0.09631606434810913,0.0,0.15331599073068708,0.08529390751579644,167
Co_primary_1729,Co,primary,1729,extra_trees,0.06719557947806379,0.04517522827355013,0.09200811700206951,0.0,0.15375875362555239,0.08656317414748858,167
Co_primary_2718,Co,primary,2718,ridge,0.027978152331868195,0.0077024236393626044,0.049591439083955406,0.005,0.1671151625617873,0.1391370102299191,167
Co_primary_2718,Co,primary,2718,svr,0.0793219024454482,0.04896167939104324,0.10985100733444905,0.0,0.16519979062001858,0.08587788817457039,167
Co_primary_2718,Co,primary,2718,extra_trees,0.07799278222956399,0.05173519607251645,0.1046122954153796,0.0,0.16462516363237675,0.08663238140281276,167
Co_primary_31415,Co,primary,31415,ridge,0.031565453784871494,0.004064536524364375,0.058827211372786375,0.006,0.16980123893123944,0.13823578514636795,167
Co_primary_31415,Co,primary,31415,svr,0.07335184383216425,0.042709586234848135,0.1046740685623893,0.0,0.17142663174629513,0.09807478791413088,167
Co_primary_31415,Co,primary,31415,extra_trees,0.07758611925366514,0.05072903829582281,0.1051859523048469,0.0,0.17298223030717427,0.09539611105350915,167
Co_primary_57721,Co,primary,57721,ridge,0.007814764619216793,-0.013481170051843433,0.02970220750104732,0.226,0.1302640587154977,0.1224492940962809,167
Co_primary_57721,Co,primary,57721,svr,0.05663331858699705,0.035430452637489986,0.08081159345932483,0.0,0.13320503301826364,0.0765717144312666,167
Co_primary_57721,Co,primary,57721,extra_trees,0.06512198202185616,0.04745494507682093,0.08507610059835281,0.0,0.13756027716029237,0.0724382951384362,167
Co_primary_81173,Co,primary,81173,ridge,0.015783009325813578,-0.0013061443857167493,0.034110863162631726,0.034,0.14311460693174313,0.12733159760592958,167
Co_primary_81173,Co,primary,81173,svr,0.05776588967860373,0.03694870329543678,0.08113484301311723,0.0,0.13348730150768173,0.07572141182907796,167
Co_primary_81173,Co,primary,81173,extra_trees,0.06770518280897107,0.04911136885951279,0.08785405073666995,0.0,0.14517439190289388,0.07746920909392281,167
Co_unit_peak_normalized_1729,Co,unit_peak_normalized,1729,ridge,0.021320442826503836,0.0037669981699527703,0.0402296221531635,0.007,0.15622335748871283,0.13490291466220902,167
Co_unit_peak_normalized_1729,Co,unit_peak_normalized,1729,svr,0.06975519943146241,0.04253626558227356,0.09819578996113072,0.0,0.15331599073068708,0.08356079129922465,167
Co_unit_peak_normalized_1729,Co,unit_peak_normalized,1729,extra_trees,0.06741104763149683,0.045495865233931905,0.09118796987133547,0.0,0.15375875362555239,0.08634770599405556,167
Co_spectrum_identified_1729,Co,spectrum_identified,1729,ridge,0.039126451620299554,0.021793777657470852,0.05581537998624711,0.0,0.16431773091018267,0.1251912792898831,262
Co_spectrum_identified_1729,Co,spectrum_identified,1729,svr,0.08598798273872413,0.06317031040706132,0.10713588597684832,0.0,0.15478811911646828,0.06880013637774414,262
Co_spectrum_identified_1729,Co,spectrum_identified,1729,extra_trees,0.08811401317856747,0.06695256164898261,0.10676331136837015,0.0,0.16505973966893966,0.07694572649037218,262
Co_spectrum_all_1729,Co,spectrum_all,1729,ridge,0.03783799740336614,0.02378272784301211,0.05167458812579789,0.0,0.16334117439496468,0.12550317699159855,422
Co_spectrum_all_1729,Co,spectrum_all,1729,svr,0.08426145539252525,0.0666417573539207,0.1033673817598148,0.0,0.15575367504027005,0.0714922196477448,422
Co_spectrum_all_1729,Co,spectrum_all,1729,extra_trees,0.08935617161050341,0.07410627202112394,0.10671676182276718,0.0,0.16045568502622468,0.07109951341572125,422
Ni_primary_1729,Ni,primary,1729,ridge,0.005782628083090542,-0.0020112380200569074,0.0133604579233038,0.085,0.1156723610247725,0.10988973294168196,152
Ni_primary_1729,Ni,primary,1729,svr,0.04403792876768988,0.02596507694568124,0.06289157194508889,0.0,0.11798298456556144,0.07394505579787157,152
Ni_primary_1729,Ni,primary,1729,extra_trees,0.0302836056312685,0.019023344172665244,0.04159832471650469,0.0,0.11351966132703281,0.08323605569576431,152
Ni_primary_2718,Ni,primary,2718,ridge,-0.00290694232600271,-0.011505510860939648,0.00586685097744459,0.737,0.08667966251484494,0.08958660484084764,152
Ni_primary_2718,Ni,primary,2718,svr,0.025308577446658844,0.014962529912196274,0.03592956624955993,0.0,0.08556279076019441,0.060254213313535566,152
Ni_primary_2718,Ni,primary,2718,extra_trees,0.020521929594478457,0.010582017248571246,0.030275617701441607,0.0,0.08551318186046843,0.06499125226598997,152
Ni_primary_31415,Ni,primary,31415,ridge,0.0033054017192180552,-0.003931487634491431,0.010484746320230219,0.193,0.09563203638514339,0.09232663466592532,152
Ni_primary_31415,Ni,primary,31415,svr,0.0317386439932641,0.018002968893270764,0.04749922380471088,0.0,0.09207724806262503,0.060338604069360924,152
Ni_primary_31415,Ni,primary,31415,extra_trees,0.024221160058713734,0.014255856840771396,0.03557749645834061,0.0,0.09297955790491208,0.06875839784619835,152
Ni_primary_57721,Ni,primary,57721,ridge,0.005658066031729233,-0.004121058865629577,0.016187382422130116,0.143,0.10314529748163534,0.09748723144990612,152
Ni_primary_57721,Ni,primary,57721,svr,0.03158780848343406,0.01792906460967087,0.04901885650054707,0.0,0.09912871815249963,0.06754090966906559,152
Ni_primary_57721,Ni,primary,57721,extra_trees,0.02874070835438707,0.018442701398315556,0.03906478777593774,0.0,0.10126775198919269,0.07252704363480562,152
Ni_primary_81173,Ni,primary,81173,ridge,0.007074835729297475,-0.0005247927547960436,0.014438558862421376,0.046,0.12077166520056916,0.11369682947127169,152
Ni_primary_81173,Ni,primary,81173,svr,0.0439289158556821,0.02340973084835831,0.06773807207303077,0.0,0.12093098915248704,0.0770020732968049,152
Ni_primary_81173,Ni,primary,81173,extra_trees,0.0334401703365097,0.020937014834441405,0.04675844011144537,0.0,0.11881999201038883,0.08537982167387914,152
Ni_unit_peak_normalized_1729,Ni,unit_peak_normalized,1729,ridge,0.004399212932371378,-0.002759884246871948,0.011564912928435393,0.111,0.1156723610247725,0.11127314809240114,152
Ni_unit_peak_normalized_1729,Ni,unit_peak_normalized,1729,svr,0.03504968329732878,0.022279841593278348,0.04847075962627569,0.0,0.11798298456556144,0.08293330126823267,152
Ni_unit_peak_normalized_1729,Ni,unit_peak_normalized,1729,extra_trees,0.03279666724384065,0.020230889840495883,0.04672160951485505,0.0,0.11351966132703281,0.08072299408319217,152
Ni_spectrum_identified_1729,Ni,spectrum_identified,1729,ridge,0.009092554742525322,0.0034336510989433867,0.014436062668240573,0.001,0.08827629161405859,0.07918373687153328,236
Ni_spectrum_identified_1729,Ni,spectrum_identified,1729,svr,0.02314676492511135,0.013693070233030255,0.03386560472018928,0.0,0.07869040956109455,0.05554364463598321,236
Ni_spectrum_identified_1729,Ni,spectrum_identified,1729,extra_trees,0.02435328247196525,0.015780450083282438,0.03253937947777376,0.0,0.0838248797725179,0.05947159730055266,236
Ni_spectrum_all_1729,Ni,spectrum_all,1729,ridge,0.00860935205696104,0.003474827412986532,0.013625083856771525,0.0,0.09817637945439493,0.0895670273974339,446
Ni_spectrum_all_1729,Ni,spectrum_all,1729,svr,0.0315614361775611,0.022540281928196272,0.041737321852134024,0.0,0.08956774761036741,0.05800631143280631,446
Ni_spectrum_all_1729,Ni,spectrum_all,1729,extra_trees,0.032090599419367774,0.02381896149443678,0.04149060183616124,0.0,0.09506023361093419,0.06296963419156643,446
Cu_primary_1729,Cu,primary,1729,ridge,0.045722915791972074,0.013168531598788962,0.07532169343327035,0.003,0.20093878944238788,0.1552158736504158,155
Cu_primary_1729,Cu,primary,1729,svr,0.10406577038157756,0.07766555867116409,0.1334533187217269,0.0,0.19774499174132754,0.09367922135974993,155
Cu_primary_1729,Cu,primary,1729,extra_trees,0.10014277662773378,0.07779867397855166,0.1250893301578276,0.0,0.20325295250944866,0.1031101758817149,155
Cu_primary_2718,Cu,primary,2718,ridge,0.03857686081438752,0.019997133088133858,0.05718895802428981,0.0,0.15417134763268975,0.1155944868183022,155
Cu_primary_2718,Cu,primary,2718,svr,0.06887889098932888,0.047178702024519674,0.09318766838500621,0.0,0.14776214326472334,0.07888325227539444,155
Cu_primary_2718,Cu,primary,2718,extra_trees,0.06794254027106393,0.049541913850346835,0.08748394208734343,0.0,0.15475931599192416,0.08681677572086025,155
Cu_primary_31415,Cu,primary,31415,ridge,0.03693356897593543,0.016174948795527586,0.05764987402815969,0.0,0.17303741393186867,0.13610384495593325,155
Cu_primary_31415,Cu,primary,31415,svr,0.07876957290263605,0.05667123560146868,0.10289182242291779,0.0,0.1661282365306928,0.08735866362805676,155
