run_id,candidate,family,validation_mae
Ti_unit_peak_normalized_1729_full,ridge_alpha1,ridge,0.11576233940774916
Ti_unit_peak_normalized_1729_full,ridge_alpha100,ridge,0.11409468437046748
Ti_unit_peak_normalized_1729_full,svr_gammafactor0.1,svr,0.09508730553278918
Ti_unit_peak_normalized_1729_full,svr_gammafactor1,svr,0.09090228147841543
Ti_unit_peak_normalized_1729_full,extratrees_leaf2,extra_trees,0.08713962128939388
Ti_unit_peak_normalized_1729_full,extratrees_leaf8,extra_trees,0.0918931346308187
Ti_spectrum_identified_1729_white_line,ridge_alpha1,ridge,0.10004618463691578
Ti_spectrum_identified_1729_white_line,ridge_alpha100,ridge,0.09999118124449298
Ti_spectrum_identified_1729_white_line,svr_gammafactor0.1,svr,0.09770427893468597
Ti_spectrum_identified_1729_white_line,svr_gammafactor1,svr,0.09641804495086914
Ti_spectrum_identified_1729_white_line,extratrees_leaf2,extra_trees,0.10672722121794403
Ti_spectrum_identified_1729_white_line,extratrees_leaf8,extra_trees,0.09952000875893126
Ti_spectrum_identified_1729_full,ridge_alpha1,ridge,0.10239413259153236
Ti_spectrum_identified_1729_full,ridge_alpha100,ridge,0.09636719189148941
Ti_spectrum_identified_1729_full,svr_gammafactor0.1,svr,0.06630365097742584
Ti_spectrum_identified_1729_full,svr_gammafactor1,svr,0.06557137136225073
Ti_spectrum_identified_1729_full,extratrees_leaf2,extra_trees,0.06468692717103533
Ti_spectrum_identified_1729_full,extratrees_leaf8,extra_trees,0.06896884954194082
Ti_spectrum_all_1729_white_line,ridge_alpha1,ridge,0.11915736998726482
Ti_spectrum_all_1729_white_line,ridge_alpha100,ridge,0.11877411657865139
Ti_spectrum_all_1729_white_line,svr_gammafactor0.1,svr,0.10695146106315549
Ti_spectrum_all_1729_white_line,svr_gammafactor1,svr,0.10416320112678416
Ti_spectrum_all_1729_white_line,extratrees_leaf2,extra_trees,0.10533450168449895
Ti_spectrum_all_1729_white_line,extratrees_leaf8,extra_trees,0.10602840257499041
Ti_spectrum_all_1729_full,ridge_alpha1,ridge,0.10704736494437186
Ti_spectrum_all_1729_full,ridge_alpha100,ridge,0.10184551545840456
Ti_spectrum_all_1729_full,svr_gammafactor0.1,svr,0.08038136401168024
Ti_spectrum_all_1729_full,svr_gammafactor1,svr,0.06874947170119995
Ti_spectrum_all_1729_full,extratrees_leaf2,extra_trees,0.07002686937934018
Ti_spectrum_all_1729_full,extratrees_leaf8,extra_trees,0.07642433896846844
V_primary_1729_white_line,ridge_alpha1,ridge,0.17015912136559214
V_primary_1729_white_line,ridge_alpha100,ridge,0.170327211994487
V_primary_1729_white_line,svr_gammafactor0.1,svr,0.1583777247480939
V_primary_1729_white_line,svr_gammafactor1,svr,0.15958768682000085
V_primary_1729_white_line,extratrees_leaf2,extra_trees,0.16165293477813214
V_primary_1729_white_line,extratrees_leaf8,extra_trees,0.16334034763352284
V_primary_1729_full,ridge_alpha1,ridge,0.11762004940137968
V_primary_1729_full,ridge_alpha100,ridge,0.11674195667325923
V_primary_1729_full,svr_gammafactor0.1,svr,0.09306045374882131
V_primary_1729_full,svr_gammafactor1,svr,0.08865086366976282
V_primary_1729_full,extratrees_leaf2,extra_trees,0.085335119055639
V_primary_1729_full,extratrees_leaf8,extra_trees,0.08852072411714318
V_primary_2718_white_line,ridge_alpha1,ridge,0.1755059671519011
V_primary_2718_white_line,ridge_alpha100,ridge,0.1747904224673642
V_primary_2718_white_line,svr_gammafactor0.1,svr,0.15943976928317133
V_primary_2718_white_line,svr_gammafactor1,svr,0.16035655621548883
V_primary_2718_white_line,extratrees_leaf2,extra_trees,0.16201646446771792
V_primary_2718_white_line,extratrees_leaf8,extra_trees,0.16220010353453465
V_primary_2718_full,ridge_alpha1,ridge,0.11725808260275937
V_primary_2718_full,ridge_alpha100,ridge,0.11549792375638365
V_primary_2718_full,svr_gammafactor0.1,svr,0.08963937452051844
V_primary_2718_full,svr_gammafactor1,svr,0.08295813883138847
V_primary_2718_full,extratrees_leaf2,extra_trees,0.07812355564853855
V_primary_2718_full,extratrees_leaf8,extra_trees,0.08291878382955656
V_primary_31415_white_line,ridge_alpha1,ridge,0.16666664707349566
V_primary_31415_white_line,ridge_alpha100,ridge,0.16605421570002735
V_primary_31415_white_line,svr_gammafactor0.1,svr,0.1486715295982329
V_primary_31415_white_line,svr_gammafactor1,svr,0.15081055251888073
V_primary_31415_white_line,extratrees_leaf2,extra_trees,0.15366897034250007
V_primary_31415_white_line,extratrees_leaf8,extra_trees,0.15667871265325156
V_primary_31415_full,ridge_alpha1,ridge,0.11342438388968326
V_primary_31415_full,ridge_alpha100,ridge,0.11253217093121021
V_primary_31415_full,svr_gammafactor0.1,svr,0.08786739000796594
V_primary_31415_full,svr_gammafactor1,svr,0.08397388133706371
V_primary_31415_full,extratrees_leaf2,extra_trees,0.0810341267345962
V_primary_31415_full,extratrees_leaf8,extra_trees,0.08636768561274971
V_primary_57721_white_line,ridge_alpha1,ridge,0.17585254959379948
V_primary_57721_white_line,ridge_alpha100,ridge,0.1763674626376239
V_primary_57721_white_line,svr_gammafactor0.1,svr,0.16571696994065785
V_primary_57721_white_line,svr_gammafactor1,svr,0.16349253808112876
V_primary_57721_white_line,extratrees_leaf2,extra_trees,0.17083334387985383
V_primary_57721_white_line,extratrees_leaf8,extra_trees,0.17395835664862042
V_primary_57721_full,ridge_alpha1,ridge,0.11300659649310715
V_primary_57721_full,ridge_alpha100,ridge,0.11157804616744717
V_primary_57721_full,svr_gammafactor0.1,svr,0.09021736133213988
V_primary_57721_full,svr_gammafactor1,svr,0.08330664932119007
V_primary_57721_full,extratrees_leaf2,extra_trees,0.07726526291951867
V_primary_57721_full,extratrees_leaf8,extra_trees,0.0818368379522467
V_primary_81173_white_line,ridge_alpha1,ridge,0.16089481095603528
V_primary_81173_white_line,ridge_alpha100,ridge,0.1602680809491714
V_primary_81173_white_line,svr_gammafactor0.1,svr,0.15316922218995124
V_primary_81173_white_line,svr_gammafactor1,svr,0.15511169034591973
V_primary_81173_white_line,extratrees_leaf2,extra_trees,0.15665270012438967
V_primary_81173_white_line,extratrees_leaf8,extra_trees,0.15713326247718348
V_primary_81173_full,ridge_alpha1,ridge,0.10468216882806546
V_primary_81173_full,ridge_alpha100,ridge,0.10331829939890227
V_primary_81173_full,svr_gammafactor0.1,svr,0.07954363320143039
V_primary_81173_full,svr_gammafactor1,svr,0.08143637029168527
V_primary_81173_full,extratrees_leaf2,extra_trees,0.07576722557864288
V_primary_81173_full,extratrees_leaf8,extra_trees,0.0763516424036211
V_unit_peak_normalized_1729_white_line,ridge_alpha1,ridge,0.17015912136559214
V_unit_peak_normalized_1729_white_line,ridge_alpha100,ridge,0.170327211994487
V_unit_peak_normalized_1729_white_line,svr_gammafactor0.1,svr,0.1583777247480939
V_unit_peak_normalized_1729_white_line,svr_gammafactor1,svr,0.15958768682000085
V_unit_peak_normalized_1729_white_line,extratrees_leaf2,extra_trees,0.16165293477813214
V_unit_peak_normalized_1729_white_line,extratrees_leaf8,extra_trees,0.16334034763352284
V_unit_peak_normalized_1729_full,ridge_alpha1,ridge,0.1136549851732294
V_unit_peak_normalized_1729_full,ridge_alpha100,ridge,0.11254653465467859
V_unit_peak_normalized_1729_full,svr_gammafactor0.1,svr,0.10006563201694951
V_unit_peak_normalized_1729_full,svr_gammafactor1,svr,0.09215015813477812
V_unit_peak_normalized_1729_full,extratrees_leaf2,extra_trees,0.08459876421889724
V_unit_peak_normalized_1729_full,extratrees_leaf8,extra_trees,0.08901390731507756
V_spectrum_identified_1729_white_line,ridge_alpha1,ridge,0.1616089984938398
V_spectrum_identified_1729_white_line,ridge_alpha100,ridge,0.16081805698123502
V_spectrum_identified_1729_white_line,svr_gammafactor0.1,svr,0.14898214555630765
V_spectrum_identified_1729_white_line,svr_gammafactor1,svr,0.14817684185872476
V_spectrum_identified_1729_white_line,extratrees_leaf2,extra_trees,0.1500366138311012
V_spectrum_identified_1729_white_line,extratrees_leaf8,extra_trees,0.15106399750139862
V_spectrum_identified_1729_full,ridge_alpha1,ridge,0.10009399842793713
V_spectrum_identified_1729_full,ridge_alpha100,ridge,0.0990005330346134
V_spectrum_identified_1729_full,svr_gammafactor0.1,svr,0.08120866579321027
V_spectrum_identified_1729_full,svr_gammafactor1,svr,0.07408347582978016
V_spectrum_identified_1729_full,extratrees_leaf2,extra_trees,0.0691820639868414
V_spectrum_identified_1729_full,extratrees_leaf8,extra_trees,0.07429096740608894
V_spectrum_all_1729_white_line,ridge_alpha1,ridge,0.17789550170009868
V_spectrum_all_1729_white_line,ridge_alpha100,ridge,0.17760965576447957
V_spectrum_all_1729_white_line,svr_gammafactor0.1,svr,0.15951586989787772
V_spectrum_all_1729_white_line,svr_gammafactor1,svr,0.15743706919637643
V_spectrum_all_1729_white_line,extratrees_leaf2,extra_trees,0.15920218653973042
V_spectrum_all_1729_white_line,extratrees_leaf8,extra_trees,0.16198660523669514
V_spectrum_all_1729_full,ridge_alpha1,ridge,0.11495302784299333
V_spectrum_all_1729_full,ridge_alpha100,ridge,0.11551993289884907
V_spectrum_all_1729_full,svr_gammafactor0.1,svr,0.09101233274105691
V_spectrum_all_1729_full,svr_gammafactor1,svr,0.07742722824199295
V_spectrum_all_1729_full,extratrees_leaf2,extra_trees,0.07472890281888457
V_spectrum_all_1729_full,extratrees_leaf8,extra_trees,0.0795449386079435
Cr_primary_1729_white_line,ridge_alpha1,ridge,0.1517215903973517
Cr_primary_1729_white_line,ridge_alpha100,ridge,0.15470153449545826
Cr_primary_1729_white_line,svr_gammafactor0.1,svr,0.15194614337708154
Cr_primary_1729_white_line,svr_gammafactor1,svr,0.14742811506413317
Cr_primary_1729_white_line,extratrees_leaf2,extra_trees,0.1476223651544972
Cr_primary_1729_white_line,extratrees_leaf8,extra_trees,0.161436895080754
Cr_primary_1729_full,ridge_alpha1,ridge,0.09508163080116767
Cr_primary_1729_full,ridge_alpha100,ridge,0.09565511552664092
Cr_primary_1729_full,svr_gammafactor0.1,svr,0.08038858336410647
Cr_primary_1729_full,svr_gammafactor1,svr,0.06951865903811821
Cr_primary_1729_full,extratrees_leaf2,extra_trees,0.07209762808560884
Cr_primary_1729_full,extratrees_leaf8,extra_trees,0.08341813577105935
Cr_primary_2718_white_line,ridge_alpha1,ridge,0.14853969002462025
Cr_primary_2718_white_line,ridge_alpha100,ridge,0.14712530848795463
Cr_primary_2718_white_line,svr_gammafactor0.1,svr,0.14111810589137821
Cr_primary_2718_white_line,svr_gammafactor1,svr,0.140085062194904
Cr_primary_2718_white_line,extratrees_leaf2,extra_trees,0.14559860247884263
Cr_primary_2718_white_line,extratrees_leaf8,extra_trees,0.14556121857491383
Cr_primary_2718_full,ridge_alpha1,ridge,0.11479935465286126
Cr_primary_2718_full,ridge_alpha100,ridge,0.1165108499129109
Cr_primary_2718_full,svr_gammafactor0.1,svr,0.08709408983967341
Cr_primary_2718_full,svr_gammafactor1,svr,0.0767615536730876
Cr_primary_2718_full,extratrees_leaf2,extra_trees,0.07353615875623704
Cr_primary_2718_full,extratrees_leaf8,extra_trees,0.07921550428616732
Cr_primary_31415_white_line,ridge_alpha1,ridge,0.1539902869663438
Cr_primary_31415_white_line,ridge_alpha100,ridge,0.15277104640791694
Cr_primary_31415_white_line,svr_gammafactor0.1,svr,0.1464414355856112
Cr_primary_31415_white_line,svr_gammafactor1,svr,0.15029124620268414
Cr_primary_31415_white_line,extratrees_leaf2,extra_trees,0.15225786360389174
Cr_primary_31415_white_line,extratrees_leaf8,extra_trees,0.1502112735391873
Cr_primary_31415_full,ridge_alpha1,ridge,0.11933974845041498
Cr_primary_31415_full,ridge_alpha100,ridge,0.1130003348716454
Cr_primary_31415_full,svr_gammafactor0.1,svr,0.0902838488014545
Cr_primary_31415_full,svr_gammafactor1,svr,0.08208353909004566
Cr_primary_31415_full,extratrees_leaf2,extra_trees,0.07687622849933218
Cr_primary_31415_full,extratrees_leaf8,extra_trees,0.08247009448056786
Cr_primary_57721_white_line,ridge_alpha1,ridge,0.1377668233830342
Cr_primary_57721_white_line,ridge_alpha100,ridge,0.13855324493413076
Cr_primary_57721_white_line,svr_gammafactor0.1,svr,0.1346736476859518
Cr_primary_57721_white_line,svr_gammafactor1,svr,0.13730560352455023
Cr_primary_57721_white_line,extratrees_leaf2,extra_trees,0.1397188242594366
Cr_primary_57721_white_line,extratrees_leaf8,extra_trees,0.1411994901717421
Cr_primary_57721_full,ridge_alpha1,ridge,0.10404781706776668
Cr_primary_57721_full,ridge_alpha100,ridge,0.10146057541593594
Cr_primary_57721_full,svr_gammafactor0.1,svr,0.08584466864789961
Cr_primary_57721_full,svr_gammafactor1,svr,0.07544725964564152
Cr_primary_57721_full,extratrees_leaf2,extra_trees,0.07100118832993385
Cr_primary_57721_full,extratrees_leaf8,extra_trees,0.07469997961610401
Cr_primary_81173_white_line,ridge_alpha1,ridge,0.14817484972982595
Cr_primary_81173_white_line,ridge_alpha100,ridge,0.1483179072838453
Cr_primary_81173_white_line,svr_gammafactor0.1,svr,0.14329724291839768
Cr_primary_81173_white_line,svr_gammafactor1,svr,0.1416994429225827
Cr_primary_81173_white_line,extratrees_leaf2,extra_trees,0.1524515228032887
Cr_primary_81173_white_line,extratrees_leaf8,extra_trees,0.1488131634173589
Cr_primary_81173_full,ridge_alpha1,ridge,0.11264128323298124
Cr_primary_81173_full,ridge_alpha100,ridge,0.10786481275620187
Cr_primary_81173_full,svr_gammafactor0.1,svr,0.09402616755435594
Cr_primary_81173_full,svr_gammafactor1,svr,0.08490494879414337
Cr_primary_81173_full,extratrees_leaf2,extra_trees,0.07842136490028984
Cr_primary_81173_full,extratrees_leaf8,extra_trees,0.08189432248414834
Cr_unit_peak_normalized_1729_white_line,ridge_alpha1,ridge,0.1517215903973517
Cr_unit_peak_normalized_1729_white_line,ridge_alpha100,ridge,0.15470153449545826
Cr_unit_peak_normalized_1729_white_line,svr_gammafactor0.1,svr,0.15194614337708154
Cr_unit_peak_normalized_1729_white_line,svr_gammafactor1,svr,0.14742811506413317
Cr_unit_peak_normalized_1729_white_line,extratrees_leaf2,extra_trees,0.1476223651544972
Cr_unit_peak_normalized_1729_white_line,extratrees_leaf8,extra_trees,0.161436895080754
Cr_unit_peak_normalized_1729_full,ridge_alpha1,ridge,0.10163982578549137
Cr_unit_peak_normalized_1729_full,ridge_alpha100,ridge,0.10450446329470799
Cr_unit_peak_normalized_1729_full,svr_gammafactor0.1,svr,0.08807598033668014
Cr_unit_peak_normalized_1729_full,svr_gammafactor1,svr,0.07611611800656455
Cr_unit_peak_normalized_1729_full,extratrees_leaf2,extra_trees,0.07773790945485691
Cr_unit_peak_normalized_1729_full,extratrees_leaf8,extra_trees,0.08906925372376673
Cr_spectrum_identified_1729_white_line,ridge_alpha1,ridge,0.121291282794425
Cr_spectrum_identified_1729_white_line,ridge_alpha100,ridge,0.12024105065880591
Cr_spectrum_identified_1729_white_line,svr_gammafactor0.1,svr,0.11573385948533917
Cr_spectrum_identified_1729_white_line,svr_gammafactor1,svr,0.11262938564786754
Cr_spectrum_identified_1729_white_line,extratrees_leaf2,extra_trees,0.12022853498578034
Cr_spectrum_identified_1729_white_line,extratrees_leaf8,extra_trees,0.1260621723191731
Cr_spectrum_identified_1729_full,ridge_alpha1,ridge,0.09902734159932484
Cr_spectrum_identified_1729_full,ridge_alpha100,ridge,0.0972857795881535
Cr_spectrum_identified_1729_full,svr_gammafactor0.1,svr,0.06906178054865003
Cr_spectrum_identified_1729_full,svr_gammafactor1,svr,0.0618188841820784
Cr_spectrum_identified_1729_full,extratrees_leaf2,extra_trees,0.06095955552947583
Cr_spectrum_identified_1729_full,extratrees_leaf8,extra_trees,0.06586931171674126
Cr_spectrum_all_1729_white_line,ridge_alpha1,ridge,0.17150909769743236
Cr_spectrum_all_1729_white_line,ridge_alpha100,ridge,0.16991085011274257
Cr_spectrum_all_1729_white_line,svr_gammafactor0.1,svr,0.15688843217112194
Cr_spectrum_all_1729_white_line,svr_gammafactor1,svr,0.14597958929223598
Cr_spectrum_all_1729_white_line,extratrees_leaf2,extra_trees,0.15817057129093795
Cr_spectrum_all_1729_white_line,extratrees_leaf8,extra_trees,0.16215345718009724
Cr_spectrum_all_1729_full,ridge_alpha1,ridge,0.10895974242355054
Cr_spectrum_all_1729_full,ridge_alpha100,ridge,0.10864942862744342
Cr_spectrum_all_1729_full,svr_gammafactor0.1,svr,0.07534960806088006
Cr_spectrum_all_1729_full,svr_gammafactor1,svr,0.05681975382079502
Cr_spectrum_all_1729_full,extratrees_leaf2,extra_trees,0.05805528626400654
Cr_spectrum_all_1729_full,extratrees_leaf8,extra_trees,0.06595214044430016
Mn_primary_1729_white_line,ridge_alpha1,ridge,0.15824167001065542
Mn_primary_1729_white_line,ridge_alpha100,ridge,0.15920360456402025
Mn_primary_1729_white_line,svr_gammafactor0.1,svr,0.1346395253659872
Mn_primary_1729_white_line,svr_gammafactor1,svr,0.13231242897158063
Mn_primary_1729_white_line,extratrees_leaf2,extra_trees,0.1424689626078161
Mn_primary_1729_white_line,extratrees_leaf8,extra_trees,0.15267677997042356
Mn_primary_1729_full,ridge_alpha1,ridge,0.10400794771969403
Mn_primary_1729_full,ridge_alpha100,ridge,0.10192137231290563
Mn_primary_1729_full,svr_gammafactor0.1,svr,0.07594477055167427
Mn_primary_1729_full,svr_gammafactor1,svr,0.0657501898307814
Mn_primary_1729_full,extratrees_leaf2,extra_trees,0.06210227112729307
Mn_primary_1729_full,extratrees_leaf8,extra_trees,0.06554234448242435
Mn_primary_2718_white_line,ridge_alpha1,ridge,0.17310822020328345
Mn_primary_2718_white_line,ridge_alpha100,ridge,0.17403232367946142
Mn_primary_2718_white_line,svr_gammafactor0.1,svr,0.14925897052379117
Mn_primary_2718_white_line,svr_gammafactor1,svr,0.14449384667751677
Mn_primary_2718_white_line,extratrees_leaf2,extra_trees,0.15766438260155619
Mn_primary_2718_white_line,extratrees_leaf8,extra_trees,0.17025263198579474
Mn_primary_2718_full,ridge_alpha1,ridge,0.11081890964097786
Mn_primary_2718_full,ridge_alpha100,ridge,0.11184916933401726
Mn_primary_2718_full,svr_gammafactor0.1,svr,0.08204745330097439
Mn_primary_2718_full,svr_gammafactor1,svr,0.07148017933025473
Mn_primary_2718_full,extratrees_leaf2,extra_trees,0.06986505533801385
Mn_primary_2718_full,extratrees_leaf8,extra_trees,0.07643875969771392
Mn_primary_31415_white_line,ridge_alpha1,ridge,0.16295664898190196
Mn_primary_31415_white_line,ridge_alpha100,ridge,0.1629074489035295
Mn_primary_31415_white_line,svr_gammafactor0.1,svr,0.14927753215153067
Mn_primary_31415_white_line,svr_gammafactor1,svr,0.15080536419483279
Mn_primary_31415_white_line,extratrees_leaf2,extra_trees,0.14529890688858715
Mn_primary_31415_white_line,extratrees_leaf8,extra_trees,0.15405163181942091
Mn_primary_31415_full,ridge_alpha1,ridge,0.11347400654088452
Mn_primary_31415_full,ridge_alpha100,ridge,0.11188695153019267
Mn_primary_31415_full,svr_gammafactor0.1,svr,0.07839837132207118
Mn_primary_31415_full,svr_gammafactor1,svr,0.06649052031730848
Mn_primary_31415_full,extratrees_leaf2,extra_trees,0.06528688765911356
Mn_primary_31415_full,extratrees_leaf8,extra_trees,0.07046469482390061
Mn_primary_57721_white_line,ridge_alpha1,ridge,0.1788352900844121
Mn_primary_57721_white_line,ridge_alpha100,ridge,0.17959815302444884
Mn_primary_57721_white_line,svr_gammafactor0.1,svr,0.15900133142605177
Mn_primary_57721_white_line,svr_gammafactor1,svr,0.1559179129533673
Mn_primary_57721_white_line,extratrees_leaf2,extra_trees,0.16927944812658655
Mn_primary_57721_white_line,extratrees_leaf8,extra_trees,0.1762001669235426
Mn_primary_57721_full,ridge_alpha1,ridge,0.11992298155595069
Mn_primary_57721_full,ridge_alpha100,ridge,0.11832589244213841
Mn_primary_57721_full,svr_gammafactor0.1,svr,0.08560308477103452
Mn_primary_57721_full,svr_gammafactor1,svr,0.07101976823616037
Mn_primary_57721_full,extratrees_leaf2,extra_trees,0.06781473058507415
Mn_primary_57721_full,extratrees_leaf8,extra_trees,0.07372608878414431
Mn_primary_81173_white_line,ridge_alpha1,ridge,0.15630563757281873
Mn_primary_81173_white_line,ridge_alpha100,ridge,0.15728512668497113
Mn_primary_81173_white_line,svr_gammafactor0.1,svr,0.13640561465771608
Mn_primary_81173_white_line,svr_gammafactor1,svr,0.13579970131247884
Mn_primary_81173_white_line,extratrees_leaf2,extra_trees,0.14218045548005961
Mn_primary_81173_white_line,extratrees_leaf8,extra_trees,0.1539049772703593
Mn_primary_81173_full,ridge_alpha1,ridge,0.10261605883720776
Mn_primary_81173_full,ridge_alpha100,ridge,0.10126840724369214
Mn_primary_81173_full,svr_gammafactor0.1,svr,0.07322624910207848
Mn_primary_81173_full,svr_gammafactor1,svr,0.06753727809334553
Mn_primary_81173_full,extratrees_leaf2,extra_trees,0.057848909496022345
Mn_primary_81173_full,extratrees_leaf8,extra_trees,0.06161602389644125
Mn_unit_peak_normalized_1729_white_line,ridge_alpha1,ridge,0.15824167001065542
Mn_unit_peak_normalized_1729_white_line,ridge_alpha100,ridge,0.15920360456402025
Mn_unit_peak_normalized_1729_white_line,svr_gammafactor0.1,svr,0.1346395253659872
Mn_unit_peak_normalized_1729_white_line,svr_gammafactor1,svr,0.13231242897158063
Mn_unit_peak_normalized_1729_white_line,extratrees_leaf2,extra_trees,0.1424689626078161
Mn_unit_peak_normalized_1729_white_line,extratrees_leaf8,extra_trees,0.15267677997042356
Mn_unit_peak_normalized_1729_full,ridge_alpha1,ridge,0.10288302070629134
Mn_unit_peak_normalized_1729_full,ridge_alpha100,ridge,0.1012802672513729
Mn_unit_peak_normalized_1729_full,svr_gammafactor0.1,svr,0.07888093488018418
Mn_unit_peak_normalized_1729_full,svr_gammafactor1,svr,0.06643347189137058
Mn_unit_peak_normalized_1729_full,extratrees_leaf2,extra_trees,0.06983181779311676
Mn_unit_peak_normalized_1729_full,extratrees_leaf8,extra_trees,0.07507832060268314
Mn_spectrum_identified_1729_white_line,ridge_alpha1,ridge,0.16365555070792182
Mn_spectrum_identified_1729_white_line,ridge_alpha100,ridge,0.16452218250094602
Mn_spectrum_identified_1729_white_line,svr_gammafactor0.1,svr,0.14779948391270534
Mn_spectrum_identified_1729_white_line,svr_gammafactor1,svr,0.14223428959650788
Mn_spectrum_identified_1729_white_line,extratrees_leaf2,extra_trees,0.14508758043709447
Mn_spectrum_identified_1729_white_line,extratrees_leaf8,extra_trees,0.15112310666816856
Mn_spectrum_identified_1729_full,ridge_alpha1,ridge,0.10374541010262796
Mn_spectrum_identified_1729_full,ridge_alpha100,ridge,0.10131891659784231
Mn_spectrum_identified_1729_full,svr_gammafactor0.1,svr,0.07330323883830649
Mn_spectrum_identified_1729_full,svr_gammafactor1,svr,0.05855413957941203
