energy_eV,weighted_0,weighted_1,weighted_2,mixture
928.3,0.0042400985126819744,0.005072169316896988,0.026088877590013076,0.03540114541959204
928.4,0.004483954901955479,0.00544131998067009,0.02802059967909081,0.03794587456171638
928.5,0.004737482202667064,0.00583113883824104,0.0300835617158237,0.040652182756731804
928.6,0.00500098484047653,0.006242541476445831,0.03304049151911381,0.04428401783603617
928.7,0.005274774372420501,0.006676473571815391,0.036117139334285744,0.04806838727852164
928.8,0.005559169597425582,0.0071339115427385335,0.03923211082474256,0.05192519196490668
928.9,0.005854496667673321,0.007615863208616218,0.043850009813814116,0.05732036969010365
929.0,0.006161089200811762,0.008123368456004228,0.048955792131406425,0.06324024978822242
929.1,0.0064792883930211214,0.008657499911755935,0.054398255177609794,0.06953504348238684
929.2,0.006809443132926073,0.009219363623152826,0.06243612381306654,0.07846493056914544
929.3,0.007151910116357562,0.009810099745029518,0.0715661564798541,0.0885281663412412
929.4,0.007507053961966852,0.01043088323388978,0.08153496480523403,0.09947290200109066
929.5,0.007875247327685507,0.011082924549009842,0.09866053936644792,0.11761871124314327
929.6,0.008256871028040404,0.011767470360544013,0.1202325521848246,0.14025689357340904
929.7,0.008652314152314669,0.012485804264616773,0.145808889364038,0.16694700778096944
929.8,0.009061974183558141,0.013239247505409888,0.18439424865110884,0.20669547034007688
929.9,0.009486257118450544,0.014029159704240193,0.2323987041913535,0.25591412101404426
930.0,0.009925577588017567,0.014856939595624945,0.28950659595756856,0.31428911314121105
930.1,0.010416499941505864,0.01573028485246332,0.3392635877921418,0.365410372586111
930.2,0.010931346371228536,0.016634065947408887,0.37826745890408153,0.40583287122271894
930.3,0.011581371361899928,0.017537847042354327,0.4055114127270574,0.4346306311313116
930.4,0.01235360323488936,0.018514017065426457,0.45266187084345705,0.48352949114377286
930.5,0.013152916340227501,0.019756850537415587,0.5234056419477048,0.5563154088253479
930.6,0.01395222945350585,0.021237620163001854,0.6201587905147131,0.6553486401312208
930.7,0.014939218807402264,0.022768102884064112,0.7400957482948953,0.7778030699863617
930.8,0.016164470182710475,0.02440077989307389,0.8356014684685449,0.8761667185443293
930.9,0.017462656887077165,0.02644416739722927,0.8933570751163739,0.9372638994006803
931.0,0.01876084361078352,0.02900042891843403,0.836584664727994,0.8843459372572116
931.1,0.02061059199398527,0.03167717843898101,0.7458245975407141,0.7981123679736803
931.2,0.022799028270549113,0.03495838077951646,0.6362844688878873,0.6940418779379528
931.3,0.025015566124524186,0.03926491515789543,0.5672727742591028,0.6315532555415224
931.4,0.028099615682253682,0.0440983690979952,0.5315478198353837,0.6037458046156325
931.5,0.031935366632678285,0.050300588734395905,0.5321222583320575,0.6143582136991317
931.6,0.036066445122641164,0.05848975142386664,0.578351304607041,0.6729075011535488
931.7,0.04243560793203581,0.06803265053015348,0.6422453339466986,0.7527135924088879
931.8,0.04992101884029921,0.08156465097413763,0.7198065857343715,0.8512922555488084
931.9,0.06093097542337409,0.10132900654912189,0.7350517825139331,0.897311764486429
932.0,0.07482986045136872,0.12728962349505113,0.7068440273692059,0.9089635113156258
932.1,0.09411156668307825,0.1635750827424151,0.6321980522915557,0.889884701717049
932.2,0.11910758798048868,0.21199998094766292,0.5277280359163546,0.8588356048445063
932.3,0.14578175247105896,0.27435431013319495,0.4254363042969808,0.8455723669012347
932.4,0.1698926034025227,0.34077911917520726,0.33630511310511574,0.8469768356828458
932.5,0.1894587357875758,0.39208472800406036,0.2710510204628969,0.852594484254533
932.6,0.20485140715013275,0.417125209865399,0.217737771445538,0.8397143884610697
932.7,0.21727880031628632,0.4107169347735474,0.17552816078653558,0.8035238958763693
932.8,0.2276187180953375,0.3878500861764563,0.15087658589195285,0.7663453901637466
932.9,0.2366245593883729,0.35820992150609576,0.13173490746328648,0.7265693883577551
933.0,0.2449644542381379,0.32884625874449974,0.11482300657969413,0.6886337195623318
933.1,0.25306543992855896,0.3034565664815102,0.10418426432519268,0.6607062707352618
933.2,0.2613651750466933,0.2824426186792035,0.0959838323265201,0.6397916260524169
933.3,0.27056661096016116,0.26644711908515983,0.08922717440450177,0.6262409044498228
933.4,0.28059948961436443,0.2539255697995118,0.08522644514393755,0.6197515045578137
933.5,0.29234173992580964,0.24446218837558195,0.08269507996822445,0.619499008269616
933.6,0.30493571825608606,0.23779127641488915,0.08157816373200827,0.6243051584029835
933.7,0.31783022310113324,0.23268108289607484,0.08239950676828019,0.6329108127654883
933.8,0.3296664496442956,0.22904902206002856,0.08452977702040693,0.6432452487247311
933.9,0.33877315818493936,0.22710230518154884,0.08825465517951174,0.6541301185459999
934.0,0.3450351337632783,0.2265519826298357,0.09398664613623496,0.665573762529349
934.1,0.34713484923317384,0.22760458193461525,0.10073895972303762,0.6754783908908267
934.2,0.34672491604949435,0.23115106780043157,0.10844154087077901,0.686317524720705
934.3,0.342760432907249,0.23730996091553785,0.11759135608082015,0.6976617499036071
934.4,0.33718537118618813,0.2462129351307335,0.12718085204149432,0.710579158358416
934.5,0.32748133665873436,0.2578438933781085,0.13674085373919137,0.7220660837760342
934.6,0.31547821701119577,0.2711532792484975,0.14610557014732015,0.7327370664070134
934.7,0.3020379812297343,0.2868731312629153,0.15536170157637105,0.7442728140690207
934.8,0.2869265765499275,0.30453729374736904,0.16451618794342426,0.7559800582407208
934.9,0.2712950519281541,0.32216042823835744,0.17202895372068655,0.765484433887198
935.0,0.2554582857993371,0.3397468388393575,0.178911410581452,0.7741165352201467
935.1,0.23952032616827473,0.35517322743261404,0.18573821510241523,0.780431768703304
935.2,0.22404921828161767,0.3664205188834324,0.18804861062833578,0.7785183477933858
935.3,0.2093666487487432,0.3746794827180576,0.18800637441127355,0.7720525058780744
935.4,0.19496640918084837,0.3790183177759273,0.18639626607556323,0.760380993032339
935.5,0.182003109318788,0.37849925768459286,0.18258365855853875,0.7430860255619196
935.6,0.17033886298780593,0.37492300982311483,0.17668366768885008,0.7219455404997708
935.7,0.15896249857967207,0.3692729710277051,0.16723064439355975,0.6954661140009369
935.8,0.14946482617593135,0.3617999218022839,0.15732680704838947,0.6685915550266046
935.9,0.14126650410972613,0.353575719840007,0.14776720439882238,0.6426094283485555
936.0,0.1332389870885319,0.34544769510772594,0.13923286060549142,0.6179195428017493
936.1,0.12722879197233117,0.33741448259552165,0.130950829684984,0.5955941042528368
936.2,0.12255926974808685,0.3297782408483033,0.12328339741215313,0.5756209080085433
936.3,0.1180450539060726,0.32276713113260086,0.1173855687196723,0.5581977537583458
936.4,0.11511783720314639,0.3161864469998607,0.11491680249923063,0.5462210867022377
936.5,0.11350932908898659,0.31006950455584636,0.11398848377265708,0.53756731741749
936.6,0.11215901661286812,0.3044608048028693,0.11321074276456569,0.529830564180303
936.7,0.11175791305344188,0.2992609021801046,0.11412321744486342,0.5251420326784099
936.8,0.11268753787675523,0.29447767440087164,0.11609508878239995,0.5232603010600269
936.9,0.11405081366258933,0.29026003603827977,0.11889882226371004,0.5232096719645791
937.0,0.11569286508445036,0.2866690026569209,0.12179949822732608,0.5241613659686973
937.1,0.11883944510210061,0.2834619444451599,0.12459817613011316,0.5268995656773736
937.2,0.12268713709890522,0.280912162841124,0.12701312281331548,0.5306124227533447
937.3,0.12653487754499476,0.27956638272275397,0.12937763643266398,0.5354788967004127
937.4,0.13134142950221178,0.2788340261611739,0.13170493014037782,0.5418803858037635
937.5,0.13705284108999663,0.27835912842038363,0.13388188908842874,0.549293858598809
937.6,0.1429759880035828,0.2784445005825411,0.13555085402892725,0.5569713426150511
937.7,0.14894185878971042,0.2789802564190802,0.13694236450987346,0.5648644797186642
937.8,0.155313695906179,0.27954568487990367,0.1383051181291258,0.5731644989152085
937.9,0.1618833867839554,0.27973689773943794,0.13921400757559269,0.580834292098986
938.0,0.16845316050458373,0.27918140614808223,0.13961218758986915,0.5872467542425351
938.1,0.17456862329263145,0.27793790118065526,0.13885692570205493,0.5913634501753416
938.2,0.17970870745415396,0.2766925595370259,0.13795272208744902,0.5943539890786289
938.3,0.18446696676448948,0.27411845404591617,0.13694296977829026,0.5955283905886959
938.4,0.18922533691249022,0.26978255741949336,0.13540415650206625,0.5944120508340498
938.5,0.19309734732554804,0.2652781045190183,0.13310985169746703,0.5914853035420333
938.6,0.1957576660156534,0.2606505125640528,0.13037616524457837,0.5867843438242846
938.7,0.19802910573610824,0.25596176998528214,0.127595306471473,0.5815861821928634
938.8,0.2003006922412443,0.2512132693464329,0.1246556678090762,0.5761696293967534
938.9,0.20199796815967744,0.24643034580000792,0.12154053440355701,0.5699688483632424
939.0,0.20298348049129847,0.24202557765100707,0.11800279870128363,0.5630118568435891
939.1,0.20375487298980344,0.23852287392101545,0.11441029612891472,0.5566880430397336
939.2,0.20452645803512573,0.23585810946381525,0.11084953187958209,0.5512340993785231
939.3,0.20473150665445938,0.2335894784386085,0.10749405522088323,0.5458150403139511
939.4,0.20407807475913042,0.23133652312860567,0.10467064053015625,0.5400852384178924
939.5,0.20313291938830452,0.2301169068460407,0.10221146245202228,0.5354612886863674
939.6,0.2021880143548136,0.23025717931608095,0.09979256885942542,0.53223776253032
939.7,0.20097828188900194,0.2304571732644129,0.09739849392921347,0.5288339490826284
939.8,0.19898324598308395,0.2306880527359891,0.09520857649650889,0.524879875215582
939.9,0.1966541674047362,0.23101535697295292,0.09448984848314765,0.5221593728608368
940.0,0.19432541159714542,0.23148586870726193,0.09396800382405236,0.5197792841284598
940.1,0.19199699930570369,0.2320461261831998,0.0934461591649567,0.5174892846538602
940.2,0.18961137725013644,0.2325291678082533,0.09292431450586146,0.5150648595642512
940.3,0.18719408482007174,0.23281092366189318,0.0928482362179748,0.5128532446999398
940.4,0.18477596947810082,0.232634156496373,0.093157482283391,0.5105676082578648
940.5,0.18235829276870757,0.23201329403966858,0.09374569630079506,0.5081172831091713
940.6,0.18012124248336772,0.2313575825063678,0.09436591660448292,0.5058447415942184
940.7,0.17815059210643946,0.23045585955113215,0.09499856943400749,0.5036050210915791
940.8,0.17626963654439967,0.2290393560794755,0.09577573609295885,0.5010847287168341
940.9,0.17438923702440584,0.22710600672335962,0.09671649736075565,0.4982117411085211
941.0,0.17250942687599619,0.22484153379350877,0.09778367473033266,0.4951346353998376
941.1,0.1708083339030913,0.222481996957734,0.09886541075377281,0.49215574161459813
941.2,0.1692110146093198,0.21985572498723116,0.09994714677721202,0.489013886373763
941.3,0.16762025144459247,0.21662700659456152,0.10105092004523139,0.48529817808438536
941.4,0.16603022910417398,0.21281564353973048,0.10251855059891286,0.4813644232428173
941.5,0.1644870121539975,0.20893812792815322,0.1040484359880574,0.4774735760702081
941.6,0.16310639725283316,0.20505398531552574,0.10559069332356662,0.47375107589192555
941.7,0.16179778266442893,0.20115076629227452,0.10713439511984481,0.47008294407654827
941.8,0.16049009337227327,0.1972176154886962,0.10853083409606841,0.46623854295703787
941.9,0.15918338133676954,0.19326360804690998,0.10976899632020798,0.4622159857038875
942.0,0.15799958991221377,0.18931560911765208,0.11062791960170011,0.45794311863156595
942.1,0.1570412522099439,0.18538588824180458,0.11143769823218504,0.4538648386839335
942.2,0.1561672981696488,0.18193698578455011,0.11224747686266928,0.4503517608168682
942.3,0.15529455565371508,0.1791617478588539,0.11305725549315408,0.44751355900572304
942.4,0.1544230903897846,0.17648697144622286,0.11350127021380133,0.44441133204980876
942.5,0.15363788795292255,0.1738121950335922,0.11355324949874653,0.44100333248526125
942.6,0.1529862313749212,0.17130664752496144,0.11340061715422844,0.4376934960541111
942.7,0.1523815988306478,0.16934695879845613,0.11322644567604476,0.4349550033051487
942.8,0.15177853870673982,0.16794774617077715,0.1130523737778478,0.4327786586553648
942.9,0.15117713351340178,0.16675458118044967,0.11295836170690586,0.4308900764007573
943.0,0.1505614965861604,0.16559709301672149,0.11312815013310988,0.4292867397359918
943.1,0.14991828913408858,0.1646112328350937,0.11358978672892313,0.4281193086981054
943.2,0.14926609979147204,0.16398529354102032,0.11408651839353096,0.4273379117260233
943.3,0.14861593454498004,0.16376491453349667,0.11458325005813914,0.42696409913661587
943.4,0.14796789623412301,0.16383152040555318,0.11507998172274805,0.4268793983624243
943.5,0.14730552962646176,0.16389812627760972,0.11593695728843409,0.4271406131925056
943.6,0.14658728933225973,0.16396473214966623,0.11714752979227934,0.4276995512742053
943.7,0.14584591567200617,0.16427157225412378,0.11873001199072505,0.428847499916855
943.8,0.14510712747444088,0.16494937055365766,0.12035754746378866,0.4304140454918872
943.9,0.14437105205897569,0.1657219702745508,0.12198508293685457,0.43207810527038104
944.0,0.14363782219773555,0.16650960415990038,0.12361261840991722,0.43376004476755314
944.1,0.14301436393214453,0.1673137867519144,0.1252889881869724,0.4356171388710314
944.2,0.14245466612893118,0.16818105277172657,0.1269951303856139,0.4376308492862717
944.3,0.14190114229037384,0.16916451962396045,0.1287298815642184,0.43979554347855265
944.4,0.14135105369177933,0.1702458179670251,0.13046810417648774,0.4420649758352922
944.5,0.1408045634755779,0.1713500346987142,0.1322063267887536,0.44436092496304574
944.6,0.14037189641533557,0.17245425143040286,0.13394454940102074,0.44677069724675916
944.7,0.14010145855309372,0.17356946417880117,0.1351385590372371,0.448809481769132
944.8,0.13988748368840834,0.17472995192019702,0.13604804443815877,0.4506654800467641
944.9,0.13967782957871291,0.1759372237502947,0.13669948366391224,0.4523145369929199
945.0,0.13947269550676347,0.17715563948435012,0.13731964556076684,0.45394798055188046
945.1,0.13927228875195383,0.17837694309965774,0.13793980745762188,0.45558903930923345
945.2,0.139210121674999,0.17960309240419164,0.1385599693544764,0.457373183433667
945.3,0.13922591220161162,0.1808470620073453,0.13877679501683227,0.4588497692257892
945.4,0.13924922639139645,0.18213787411030602,0.13877322408199597,0.4601603245836985
945.5,0.1392781825692694,0.18346942791280457,0.13856228995065173,0.46130990043272574
945.6,0.1393130322577236,0.18480098171530263,0.13832615456898725,0.4624401685420134
945.7,0.13938726339828944,0.18613253551779899,0.13809001918732303,0.4636098181034114
945.8,0.13955899357218376,0.1874353228566263,0.1378538838056586,0.46484820023446866
945.9,0.13977553027389594,0.18867563742773075,0.13776975269262787,0.46622092039425456
946.0,0.1399990674206099,0.1898293618102495,0.13779193229749706,0.4676203615283565
946.1,0.1402299086375724,0.1909147708895728,0.1379329663118222,0.4690776458389674
946.2,0.14046836901107965,0.19200017996889465,0.13808861632874256,0.47055716530871683
946.3,0.1407754998669838,0.19308558904821635,0.13824426634566306,0.4721053552608632
946.4,0.1411805412522875,0.1940869767818851,0.13839991636258372,0.4736674343967563
946.5,0.14162427507304928,0.19492397711233964,0.13861553403575314,0.4751637862211421
946.6,0.14207701053175184,0.19559923454288092,0.13890040404218065,0.4765766491168134
946.7,0.14253912575253697,0.19616169873255315,0.13928551308699214,0.4779863375720822
946.8,0.14301101268547567,0.19672416292222536,0.1396831554008181,0.47941833100851916
946.9,0.14351864666598657,0.19728662711189862,0.1400807977146447,0.4808860714925299
947.0,0.14406709753280908,0.19776398243109478,0.14047844002847043,0.48230951999237426
947.1,0.14463536460113802,0.19807776926053083,0.14087103817409685,0.4835841720357657
947.2,0.14521511823135722,0.19825088154654635,0.1412368846401234,0.484702884418027
947.3,0.14580682619572205,0.19833444630948496,0.14154994678663704,0.485691219291844
947.4,0.14641097285068733,0.1984180110724238,0.14185629572955302,0.48668527965266417
947.5,0.14700261435611678,0.19850157583536257,0.14524843249692157,0.4907526226884009
947.6,0.14757541129652718,0.19851487481389182,0.1554216667833167,0.5015119528937357
947.7,0.14815231595591113,0.19839024768844715,0.1593472298632858,0.5058897935076441
947.8,0.14874377279274345,0.19813913710525896,0.16076310845124298,0.5076460183492454
947.9,0.1493503568614189,0.1978056045764166,0.16199370485639164,0.5091496662942272
948.0,0.14997266300287254,0.19747207204757425,0.1633446265983495,0.5107893616487963
948.1,0.15063492418187258,0.19713853951873206,0.16483146789324926,0.5126049315938539
948.2,0.1513603120629877,0.19681623243115878,0.16654628366222973,0.5147228281563763
948.3,0.15212083934834852,0.1965170561850742,0.1682899560159232,0.516927851549346
948.4,0.15289967776371535,0.19624503750795114,0.17016006046555765,0.5193047757372241
948.5,0.1536975300803474,0.19599325732700554,0.1723526507123459,0.5220434381196988
948.6,0.1545151225579178,0.19574147714606005,0.17490151242848473,0.5251581121324626
948.7,0.15539652822415234,0.19548969696511487,0.17761759355981357,0.5285038187490808
948.8,0.1566114456742862,0.1952796565920212,0.180450832789891,0.5323419350561984
948.9,0.15799778674129622,0.19516391678706826,0.18412608336881373,0.5372877868971783
949.0,0.15940702152568328,0.1952254286333195,0.18815862887542018,0.542791079034423
949.1,0.16084000409613666,0.1954458332706803,0.19223857293554025,0.5485244103023572
949.2,0.1622976162716365,0.1956662379080408,0.1977975505114613,0.5557614046911385
949.3,0.16378076839074215,0.1958866425454013,0.20416963192980417,0.5638370428659476
949.4,0.16555336481091282,0.19611240238101485,0.21107476499768973,0.5727405321896174
949.5,0.1675861381674938,0.1963581445605824,0.2195470976712299,0.5834913803993061
949.6,0.16969746567197655,0.19672779104077567,0.22921564640854475,0.595640903121297
949.7,0.17183827568215446,0.19723380612780253,0.2405311501399087,0.6096032319498657
949.8,0.1740096333046012,0.19800788986789053,0.25325871094106583,0.6252762341135576
949.9,0.17621263716427454,0.202722277744111,0.26692436180756973,0.6458592767159552
950.0,0.17843657327461965,0.2100154958995075,0.28184044430180116,0.6702925134759283
950.1,0.18058776583659378,0.213210468282483,0.29744571490277627,0.691243949021853
950.2,0.18271052347533373,0.21441577332965214,0.3132877680232827,0.7104140648282686
950.3,0.18512022033586506,0.21562859307310922,0.32904173771964484,0.7297905511286191
950.4,0.18767462820071262,0.2169068632147339,0.34695577480032147,0.751537266215768
950.5,0.1902290360655564,0.21834968555272719,0.365840135781704,0.7744188573999875
950.6,0.19278344393039817,0.21995450937350763,0.38417924784543883,0.7969172011493446
950.7,0.195453279323817,0.22156550814780812,0.3990608535215403,0.8160796409931654
950.8,0.1979916219727216,0.22335139514916064,0.41050251470145,0.8318455318233322
950.9,0.20043159365245763,0.22541777381092992,0.41527530103083876,0.8411246684942263
951.0,0.2030506138755971,0.22763252174564402,0.41440869037264016,0.8450918259938813
951.1,0.20636129461159508,0.2299951111830747,0.4103303571762528,0.8466867629709226
951.2,0.2099807692123054,0.23271380319800913,0.4038752856324232,0.8465698580427377
951.3,0.21367332229238548,0.23602293509969466,0.39840222407700054,0.8480984814690806
951.4,0.21813588173340148,0.2396631895421053,0.3945480600774901,0.8523471313529969
951.5,0.22287258339560667,0.24380014216421203,0.3948518422727974,0.8615245678326161
951.6,0.22819639534580963,0.2490111292292383,0.39647444114772445,0.8736819657227723
951.7,0.23489462992929838,0.2551173709369305,0.3980112816295922,0.8880232824958211
951.8,0.24246985781185212,0.26210515682703533,0.39673126773520334,0.9013062823740907
951.9,0.2516642873805544,0.2702255836822495,0.3921057058250107,0.9139955768878146
952.0,0.262231739449702,0.2799195697041927,0.3841371474555456,0.9262884566094404
952.1,0.27398697770747776,0.2910481249283301,0.36811040415284296,0.9331455067886507
952.2,0.2866881615850171,0.30274085497970454,0.35043357555420984,0.9398625921189314
952.3,0.2994954436026036,0.3142873778377158,0.33224691150528524,0.9460297329456047
952.4,0.3118833766441091,0.32444349439087733,0.313396104191413,0.9497229752263994
952.5,0.32352211946247394,0.33271145509004185,0.2971749202008577,0.9534084947533735
952.6,0.3342273232950688,0.3378992184456952,0.2830619708252326,0.9551885125659967
952.7,0.34395211028453987,0.3397655425688249,0.2705823696135048,0.9543000224668696
952.8,0.35286770549828056,0.3397189430218573,0.260316057232404,0.9529027057525419
952.9,0.36114110060032295,0.33772693364276923,0.2517670323138259,0.9506350665569181
953.0,0.368888966543284,0.3345576082462961,0.24519037671119004,0.9486369515007702
953.1,0.376332131828846,0.3311443160705966,0.23974285527373604,0.9472193031731787
953.2,0.38359958977660036,0.3277964375529157,0.23517072810733422,0.9465667554368503
953.3,0.3907875987090579,0.3248432467953929,0.23233079085949815,0.9479616363639489
953.4,0.39788837690303896,0.32227344818524195,0.23005541921590708,0.950217244304188
953.5,0.40490677374298856,0.32026893239314874,0.22820802594194767,0.9533837320780849
953.6,0.4115204048111272,0.3188323065043981,0.22782718973752472,0.95817990105305
953.7,0.4176258358660279,0.31774959911314765,0.22779138055530335,0.9631668155344789
953.8,0.4224864703977337,0.3172501661771319,0.22799504693895234,0.967731683513818
953.9,0.426278216701754,0.31742741759878573,0.22939427237367552,0.9730999066742152
954.0,0.4282866374132101,0.31810302536068197,0.2310607239422886,0.9774503867161807
954.1,0.4287629150873951,0.31941675058851077,0.2328756856869784,0.9810553513628842
954.2,0.4276356485201699,0.3213210632129228,0.23537196088897278,0.9843286726220655
954.3,0.42480751696097274,0.3236351422473014,0.23808119248562437,0.9865238516938986
954.4,0.4208003332389252,0.32663132522433674,0.2409015090187971,0.988333167482059
954.5,0.4148608921593654,0.3303006447277438,0.24377825712379123,0.9889397940109004
954.6,0.4080921793387361,0.33424576225989394,0.24667430183845804,0.989012243437088
954.7,0.3999454309004129,0.33847395742630976,0.24956190102400183,0.9879812893507245
954.8,0.3909356702571058,0.34282810461994156,0.25210200254051257,0.9858657774175599
954.9,0.38164112891400537,0.34702970837928887,0.2543355794500775,0.9830064167433716
955.0,0.37204477879149556,0.3508905867044235,0.2563160292783087,0.9792513947742278
955.1,0.36234759424398033,0.3542591291840143,0.2581351169966036,0.9747418404245982
955.2,0.3528879312480469,0.35704184474063827,0.25912433699742243,0.9690541129861076
955.3,0.34361762109743904,0.3589084389927491,0.2593097597158369,0.9618358198060251
955.4,0.33442106626685963,0.35988386237138237,0.259400671272006,0.953705599910248
955.5,0.32618657525592876,0.36030084954016967,0.25891313461404336,0.9454005594101418
955.6,0.3184372783592203,0.3599015679412966,0.2578214770857965,0.9361603233863134
955.7,0.3109970464575041,0.358755106300084,0.25628632584365246,0.9260384786012406
955.8,0.30486717539886377,0.3573241851432266,0.2547606029490145,0.9169519634911049
955.9,0.29933031871064875,0.3555953498691124,0.2533008871989095,0.9082265557786706
956.0,0.29408236167935325,0.3536209128121413,0.2519899154666422,0.8996931899581367
956.1,0.2902148565970797,0.35157061277745977,0.25069815209480584,0.8924836214693453
956.2,0.2869818249239312,0.3495116927818709,0.24940644535848233,0.8858999630642844
956.3,0.2838678886409329,0.34748470103747386,0.24905672705006343,0.8804093167284701
956.4,0.2821864163254276,0.3454668159998563,0.24901568982931302,0.8766689221545969
956.5,0.281285500036838,0.34355392670487966,0.24918352007220027,0.8740229468139179
956.6,0.28042282123385504,0.34181819198834024,0.24948028989516688,0.8717213031173622
956.7,0.2807145407926142,0.3401972130956642,0.2502077318776792,0.8711194857659577
956.8,0.2818046677744365,0.3387643282359585,0.25143625302083494,0.87200524903123
956.9,0.28299974006185946,0.3375324315157489,0.2527253580010742,0.8732575295786826
957.0,0.2847739414391772,0.33641478402846714,0.2540358115175344,0.8752245369851788
957.1,0.2874492490565109,0.33544947843834444,0.2553730668310546,0.87827179432591
957.2,0.29043940657289924,0.33465867626874496,0.25678661842145617,0.8818847012631004
957.3,0.29346055849273295,0.3340454690523815,0.25821200399280314,0.8857180315379176
957.4,0.29733174700519305,0.33361683390598074,0.25963685455846636,0.8905854354696401
957.5,0.30163320027518353,0.3333063980574021,0.26087198084791674,0.8958115791805024
957.6,0.3059346535451707,0.3331135408326246,0.2620168065049481,0.9010650008827433
957.7,0.31033111866959545,0.3330028988910217,0.2630848269090178,0.9064188444696349
957.8,0.3149077361413717,0.3328552970455732,0.26414357220539,0.9119066053923348
957.9,0.3195519450189693,0.3325616951731473,0.26502517853041574,0.9171388187225323
958.0,0.3241809820937477,0.332106742590781,0.2656554489319512,0.9219431736164798
958.1,0.32838997076636756,0.3315872310737248,0.26610000751057555,0.926077209350668
958.2,0.33221928287881836,0.33101820705493257,0.26649307143907863,0.9297305613728296
958.3,0.3359624027767145,0.33027757976370503,0.266856221650869,0.9330962041912885
958.4,0.33970552267461485,0.32931307757560946,0.2668392686076952,0.9358578688579196
958.5,0.3426627642911766,0.32829070937971544,0.26668740770005334,0.9376408813709454
958.6,0.3450872258467059,0.32725477505154027,0.2664519425384076,0.9387939434366537
958.7,0.34744578217640226,0.3261952563792177,0.266206630501214,0.939847669056834
958.8,0.34977390716696793,0.32512242980699996,0.2659203894512173,0.9408167264251852
958.9,0.3512860608279696,0.32407318869285334,0.2655682690964404,0.9409275186172633
959.0,0.35230168926301403,0.3231292266438494,0.2651693878855175,0.9406003037923809
959.1,0.35327391501816563,0.32245975698311985,0.2647342212935885,0.9404678932948739
959.2,0.3542461407733186,0.3220315487505727,0.26425361737790687,0.9405313069017982
959.3,0.35455948611274846,0.3216246819592415,0.26391860751576285,0.9401027755877529
959.4,0.3543887759213625,0.3213225247722842,0.26366739478185947,0.9393786954755061
959.5,0.35414355818852106,0.32123440904306694,0.263496034448891,0.9388740016804791
959.6,0.35386943189078834,0.32134036483939854,0.26333438829764544,0.9385441850278323
959.7,0.3531532563156579,0.32150727159657644,0.26324637863714456,0.937906906549379
959.8,0.35198320516926884,0.32171227162354155,0.26329350075297386,0.9369889775457843
